amendable_wisdom v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 300.7 MB
amendable_wisdom v11 825 games, 757399 moves, e=0.250, loss: 8.5, -, 23.7% elo% vs. random_no_suicide, avg. reward: -3.099, 1.418 sec/game, 14.5 min. total, 523.4 MB
amendable_wisdom v11 826 games, 758530 moves, e=0.249, loss: 9.0, -, 22.9% elo% vs. random_no_suicide, avg. reward: -3.093, 1.427 sec/game, 14.5 min. total, 523.4 MB
amendable_wisdom v11 827 games, 759651 moves, e=0.248, loss: 8.8, -, 22.1% elo% vs. random_no_suicide, avg. reward: -3.096, 1.427 sec/game, 14.6 min. total, 523.4 MB
amendable_wisdom v11 828 games, 760720 moves, e=0.247, loss: 9.3, -, 21.4% elo% vs. random_no_suicide, avg. reward: -3.104, 1.436 sec/game, 14.6 min. total, 523.8 MB
amendable_wisdom v11 829 games, 761702 moves, e=0.246, loss: 9.2, -, 20.8% elo% vs. random_no_suicide, avg. reward: -3.104, 1.432 sec/game, 14.6 min. total, 523.9 MB
amendable_wisdom v11 830 games, 763002 moves, e=0.245, loss: 9.7, -, 20.2% elo% vs. random_no_suicide, avg. reward: -3.093, 1.452 sec/game, 14.6 min. total, 523.9 MB
amendable_wisdom v11 831 games, 764177 moves, e=0.243, loss: 9.8, -, 19.6% elo% vs. random_no_suicide, avg. reward: -3.092, 1.467 sec/game, 14.7 min. total, 523.9 MB
amendable_wisdom v11 832 games, 765247 moves, e=0.242, loss: 9.8, -, 19.0% elo% vs. random_no_suicide, avg. reward: -3.095, 1.467 sec/game, 14.7 min. total, 524.0 MB
amendable_wisdom v11 833 games, 766329 moves, e=0.241, loss: 10.4, -, 18.5% elo% vs. random_no_suicide, avg. reward: -3.098, 1.464 sec/game, 14.7 min. total, 524.2 MB
amendable_wisdom v11 834 games, 767566 moves, e=0.240, loss: 9.9, -, 18.0% elo% vs. random_no_suicide, avg. reward: -3.089, 1.476 sec/game, 14.7 min. total, 524.6 MB
amendable_wisdom v11 835 games, 768820 moves, e=0.239, loss: 10.3, +, 20.3% elo% vs. random_no_suicide, avg. reward: -3.085, 1.490 sec/game, 14.7 min. total, 524.7 MB
amendable_wisdom v11 836 games, 770158 moves, e=0.238, loss: 9.6, -, 19.7% elo% vs. random_no_suicide, avg. reward: -3.075, 1.510 sec/game, 14.8 min. total, 525.5 MB
amendable_wisdom v11 837 games, 771516 moves, e=0.236, loss: 8.8, -, 19.1% elo% vs. random_no_suicide, avg. reward: -3.069, 1.539 sec/game, 14.8 min. total, 525.6 MB
amendable_wisdom v11 838 games, 772807 moves, e=0.235, loss: 8.4, +, 21.6% elo% vs. random_no_suicide, avg. reward: -3.058, 1.531 sec/game, 14.8 min. total, 525.6 MB
amendable_wisdom v11 839 games, 774215 moves, e=0.234, loss: 8.1, -, 20.9% elo% vs. random_no_suicide, avg. reward: -3.050, 1.534 sec/game, 14.9 min. total, 525.6 MB
amendable_wisdom v11 840 games, 775384 moves, e=0.232, loss: 8.2, -, 20.3% elo% vs. random_no_suicide, avg. reward: -3.036, 1.517 sec/game, 14.9 min. total, 525.6 MB
amendable_wisdom v11 841 games, 776602 moves, e=0.231, loss: 7.5, -, 19.7% elo% vs. random_no_suicide, avg. reward: -3.031, 1.495 sec/game, 14.9 min. total, 525.6 MB
amendable_wisdom v11 842 games, 777902 moves, e=0.230, loss: 8.1, -, 19.1% elo% vs. random_no_suicide, avg. reward: -3.023, 1.479 sec/game, 14.9 min. total, 525.8 MB
amendable_wisdom v11 843 games, 779154 moves, e=0.229, loss: 7.7, -, 18.6% elo% vs. random_no_suicide, avg. reward: -3.012, 1.486 sec/game, 14.9 min. total, 525.8 MB
amendable_wisdom v11 844 games, 780214 moves, e=0.228, loss: 8.4, -, 18.0% elo% vs. random_no_suicide, avg. reward: -3.018, 1.479 sec/game, 15.0 min. total, 526.2 MB
amendable_wisdom v11 845 games, 781336 moves, e=0.226, loss: 8.7, +, 20.4% elo% vs. random_no_suicide, avg. reward: -3.022, 1.478 sec/game, 15.0 min. total, 525.8 MB
amendable_wisdom v11 846 games, 782572 moves, e=0.225, loss: 8.9, +, 22.9% elo% vs. random_no_suicide, avg. reward: -3.027, 1.464 sec/game, 15.0 min. total, 525.8 MB
amendable_wisdom v11 847 games, 783741 moves, e=0.224, loss: 9.3, -, 22.1% elo% vs. random_no_suicide, avg. reward: -3.022, 1.456 sec/game, 15.0 min. total, 525.8 MB
amendable_wisdom v11 848 games, 785077 moves, e=0.223, loss: 9.1, +, 24.7% elo% vs. random_no_suicide, avg. reward: -3.010, 1.459 sec/game, 15.1 min. total, 525.8 MB
amendable_wisdom v11 849 games, 786252 moves, e=0.222, loss: 9.2, -, 23.9% elo% vs. random_no_suicide, avg. reward: -3.007, 1.471 sec/game, 15.1 min. total, 525.9 MB
amendable_wisdom v11 850 games, 787620 moves, e=0.220, loss: 9.2, -, 23.1% elo% vs. random_no_suicide, avg. reward: -3.003, 1.455 sec/game, 15.1 min. total, 525.9 MB
amendable_wisdom v11 851 games, 789086 moves, e=0.219, loss: 8.9, -, 22.3% elo% vs. random_no_suicide, avg. reward: -2.991, 1.451 sec/game, 15.1 min. total, 525.9 MB
amendable_wisdom v11 852 games, 790292 moves, e=0.218, loss: 8.8, -, 21.6% elo% vs. random_no_suicide, avg. reward: -2.990, 1.467 sec/game, 15.2 min. total, 526.2 MB
amendable_wisdom v11 853 games, 791661 moves, e=0.216, loss: 8.4, -, 21.0% elo% vs. random_no_suicide, avg. reward: -2.983, 1.487 sec/game, 15.2 min. total, 527.1 MB
amendable_wisdom v11 854 games, 792802 moves, e=0.215, loss: 8.2, -, 20.3% elo% vs. random_no_suicide, avg. reward: -2.979, 1.493 sec/game, 15.2 min. total, 527.1 MB
amendable_wisdom v11 855 games, 793918 moves, e=0.214, loss: 8.2, -, 19.7% elo% vs. random_no_suicide, avg. reward: -2.973, 1.492 sec/game, 15.2 min. total, 527.1 MB
amendable_wisdom v11 856 games, 795283 moves, e=0.213, loss: 8.2, -, 19.2% elo% vs. random_no_suicide, avg. reward: -2.956, 1.495 sec/game, 15.3 min. total, 527.3 MB
amendable_wisdom v11 857 games, 796669 moves, e=0.211, loss: 8.6, -, 18.6% elo% vs. random_no_suicide, avg. reward: -2.950, 1.474 sec/game, 15.3 min. total, 527.3 MB
amendable_wisdom v11 858 games, 797950 moves, e=0.210, loss: 8.4, -, 18.1% elo% vs. random_no_suicide, avg. reward: -2.936, 1.480 sec/game, 15.3 min. total, 527.3 MB
amendable_wisdom v11 859 games, 799041 moves, e=0.209, loss: 8.7, -, 17.6% elo% vs. random_no_suicide, avg. reward: -2.941, 1.476 sec/game, 15.4 min. total, 527.3 MB
amendable_wisdom v11 860 games, 800205 moves, e=0.208, loss: 8.7, -, 17.2% elo% vs. random_no_suicide, avg. reward: -2.945, 1.479 sec/game, 15.4 min. total, 527.8 MB
amendable_wisdom v11 861 games, 801527 moves, e=0.206, loss: 8.8, ., 18.0% elo% vs. random_no_suicide, avg. reward: -2.931, 1.494 sec/game, 15.4 min. total, 529.1 MB
amendable_wisdom v11 862 games, 802794 moves, e=0.205, loss: 8.8, +, 20.4% elo% vs. random_no_suicide, avg. reward: -2.929, 1.514 sec/game, 15.4 min. total, 529.6 MB
amendable_wisdom v11 863 games, 804076 moves, e=0.204, loss: 8.4, -, 19.8% elo% vs. random_no_suicide, avg. reward: -2.926, 1.524 sec/game, 15.5 min. total, 529.6 MB
amendable_wisdom v11 864 games, 805458 moves, e=0.203, loss: 8.0, -, 19.2% elo% vs. random_no_suicide, avg. reward: -2.910, 1.540 sec/game, 15.5 min. total, 529.6 MB
amendable_wisdom v11 865 games, 806763 moves, e=0.201, loss: 8.0, -, 18.7% elo% vs. random_no_suicide, avg. reward: -2.901, 1.539 sec/game, 15.5 min. total, 529.6 MB
amendable_wisdom v11 866 games, 807893 moves, e=0.200, loss: 8.1, -, 18.1% elo% vs. random_no_suicide, avg. reward: -2.902, 1.546 sec/game, 15.5 min. total, 529.7 MB
amendable_wisdom v11 867 games, 809336 moves, e=0.199, loss: 7.8, -, 17.6% elo% vs. random_no_suicide, avg. reward: -2.890, 1.562 sec/game, 15.6 min. total, 529.7 MB
amendable_wisdom v11 868 games, 810629 moves, e=0.197, loss: 7.7, -, 17.2% elo% vs. random_no_suicide, avg. reward: -2.885, 1.556 sec/game, 15.6 min. total, 529.7 MB
amendable_wisdom v11 869 games, 811822 moves, e=0.196, loss: 7.6, -, 16.7% elo% vs. random_no_suicide, avg. reward: -2.879, 1.555 sec/game, 15.6 min. total, 529.9 MB
amendable_wisdom v11 870 games, 812977 moves, e=0.195, loss: 8.3, +, 19.0% elo% vs. random_no_suicide, avg. reward: -2.875, 1.552 sec/game, 15.6 min. total, 530.0 MB
amendable_wisdom v11 871 games, 814343 moves, e=0.194, loss: 8.3, +, 21.4% elo% vs. random_no_suicide, avg. reward: -2.868, 1.545 sec/game, 15.7 min. total, 530.0 MB
amendable_wisdom v11 872 games, 815528 moves, e=0.193, loss: 8.3, +, 23.9% elo% vs. random_no_suicide, avg. reward: -2.867, 1.530 sec/game, 15.7 min. total, 530.0 MB
amendable_wisdom v11 873 games, 816684 moves, e=0.191, loss: 8.0, -, 23.1% elo% vs. random_no_suicide, avg. reward: -2.872, 1.524 sec/game, 15.7 min. total, 530.0 MB
amendable_wisdom v11 874 games, 817827 moves, e=0.190, loss: 8.2, ., 24.0% elo% vs. random_no_suicide, avg. reward: -2.863, 1.524 sec/game, 15.7 min. total, 530.0 MB
amendable_wisdom v11 875 games, 819123 moves, e=0.189, loss: 8.5, -, 23.2% elo% vs. random_no_suicide, avg. reward: -2.858, 1.525 sec/game, 15.8 min. total, 530.0 MB
amendable_wisdom v11 876 games, 820464 moves, e=0.188, loss: 8.5, -, 22.5% elo% vs. random_no_suicide, avg. reward: -2.861, 1.521 sec/game, 15.8 min. total, 530.0 MB
amendable_wisdom v11 877 games, 821690 moves, e=0.187, loss: 8.5, -, 21.8% elo% vs. random_no_suicide, avg. reward: -2.868, 1.525 sec/game, 15.8 min. total, 530.5 MB
amendable_wisdom v11 878 games, 822747 moves, e=0.185, loss: 8.6, -, 21.1% elo% vs. random_no_suicide, avg. reward: -2.868, 1.511 sec/game, 15.8 min. total, 531.7 MB
amendable_wisdom v11 879 games, 823958 moves, e=0.184, loss: 9.2, -, 20.4% elo% vs. random_no_suicide, avg. reward: -2.864, 1.512 sec/game, 15.9 min. total, 531.8 MB
amendable_wisdom v11 880 games, 825207 moves, e=0.183, loss: 9.4, -, 19.8% elo% vs. random_no_suicide, avg. reward: -2.858, 1.509 sec/game, 15.9 min. total, 531.8 MB
amendable_wisdom v11 881 games, 826419 moves, e=0.182, loss: 9.3, -, 19.3% elo% vs. random_no_suicide, avg. reward: -2.861, 1.501 sec/game, 15.9 min. total, 531.8 MB
amendable_wisdom v11 882 games, 827874 moves, e=0.180, loss: 9.1, -, 18.7% elo% vs. random_no_suicide, avg. reward: -2.846, 1.487 sec/game, 15.9 min. total, 531.8 MB
amendable_wisdom v11 883 games, 829109 moves, e=0.179, loss: 9.6, +, 21.1% elo% vs. random_no_suicide, avg. reward: -2.847, 1.483 sec/game, 16.0 min. total, 531.8 MB
amendable_wisdom v11 884 games, 830402 moves, e=0.178, loss: 9.0, -, 20.5% elo% vs. random_no_suicide, avg. reward: -2.841, 1.477 sec/game, 16.0 min. total, 531.9 MB
amendable_wisdom v11 885 games, 831482 moves, e=0.177, loss: 8.6, -, 19.9% elo% vs. random_no_suicide, avg. reward: -2.844, 1.466 sec/game, 16.0 min. total, 531.9 MB
amendable_wisdom v11 886 games, 832724 moves, e=0.176, loss: 9.2, -, 19.3% elo% vs. random_no_suicide, avg. reward: -2.833, 1.465 sec/game, 16.0 min. total, 531.9 MB
amendable_wisdom v11 887 games, 834054 moves, e=0.174, loss: 8.7, -, 18.7% elo% vs. random_no_suicide, avg. reward: -2.820, 1.461 sec/game, 16.0 min. total, 532.9 MB
amendable_wisdom v11 888 games, 835429 moves, e=0.173, loss: 8.8, -, 18.2% elo% vs. random_no_suicide, avg. reward: -2.816, 1.467 sec/game, 16.1 min. total, 533.0 MB
amendable_wisdom v11 889 games, 836638 moves, e=0.172, loss: 8.5, -, 17.7% elo% vs. random_no_suicide, avg. reward: -2.821, 1.476 sec/game, 16.1 min. total, 533.0 MB
amendable_wisdom v11 890 games, 837923 moves, e=0.170, loss: 8.3, +, 20.0% elo% vs. random_no_suicide, avg. reward: -2.819, 1.481 sec/game, 16.1 min. total, 533.1 MB
amendable_wisdom v11 891 games, 839275 moves, e=0.169, loss: 8.3, +, 22.5% elo% vs. random_no_suicide, avg. reward: -2.802, 1.482 sec/game, 16.1 min. total, 533.1 MB
amendable_wisdom v11 892 games, 840656 moves, e=0.168, loss: 7.7, -, 21.8% elo% vs. random_no_suicide, avg. reward: -2.796, 1.498 sec/game, 16.2 min. total, 533.2 MB
amendable_wisdom v11 893 games, 841689 moves, e=0.167, loss: 8.1, -, 21.1% elo% vs. random_no_suicide, avg. reward: -2.791, 1.486 sec/game, 16.2 min. total, 533.2 MB
amendable_wisdom v11 894 games, 842860 moves, e=0.166, loss: 7.9, -, 20.5% elo% vs. random_no_suicide, avg. reward: -2.798, 1.469 sec/game, 16.2 min. total, 533.3 MB
amendable_wisdom v11 895 games, 843984 moves, e=0.164, loss: 8.0, -, 19.9% elo% vs. random_no_suicide, avg. reward: -2.798, 1.454 sec/game, 16.2 min. total, 533.5 MB
amendable_wisdom v11 896 games, 845221 moves, e=0.163, loss: 8.4, -, 19.3% elo% vs. random_no_suicide, avg. reward: -2.796, 1.451 sec/game, 16.3 min. total, 533.9 MB
amendable_wisdom v11 897 games, 846454 moves, e=0.162, loss: 8.7, -, 18.7% elo% vs. random_no_suicide, avg. reward: -2.785, 1.436 sec/game, 16.3 min. total, 534.0 MB
amendable_wisdom v11 898 games, 847544 moves, e=0.161, loss: 9.0, -, 18.2% elo% vs. random_no_suicide, avg. reward: -2.798, 1.440 sec/game, 16.3 min. total, 534.0 MB
amendable_wisdom v11 899 games, 848817 moves, e=0.160, loss: 9.0, -, 17.7% elo% vs. random_no_suicide, avg. reward: -2.791, 1.431 sec/game, 16.3 min. total, 534.0 MB
amendable_wisdom v11 900 games, 850132 moves, e=0.158, loss: 9.2, -, 17.3% elo% vs. random_no_suicide, avg. reward: -2.779, 1.437 sec/game, 16.4 min. total, 534.0 MB
amendable_wisdom v12 901 games, 851244 moves, e=0.157, loss: 9.1, -, 47.7% elo% vs. random_no_suicide, avg. reward: -2.776, 1.424 sec/game, 16.4 min. total, 534.8 MB
amendable_wisdom v12 902 games, 852873 moves, e=0.156, loss: 8.7, -, 45.5% elo% vs. random_no_suicide, avg. reward: -2.760, 1.441 sec/game, 16.4 min. total, 534.8 MB
amendable_wisdom v12 903 games, 854047 moves, e=0.154, loss: 8.7, -, 43.4% elo% vs. random_no_suicide, avg. reward: -2.753, 1.431 sec/game, 16.4 min. total, 535.6 MB
amendable_wisdom v12 904 games, 855196 moves, e=0.153, loss: 8.3, -, 41.5% elo% vs. random_no_suicide, avg. reward: -2.756, 1.422 sec/game, 16.5 min. total, 536.6 MB
amendable_wisdom v12 905 games, 856449 moves, e=0.152, loss: 8.5, -, 39.6% elo% vs. random_no_suicide, avg. reward: -2.755, 1.434 sec/game, 16.5 min. total, 536.6 MB
amendable_wisdom v12 906 games, 857745 moves, e=0.151, loss: 8.7, -, 37.9% elo% vs. random_no_suicide, avg. reward: -2.748, 1.436 sec/game, 16.5 min. total, 536.6 MB
amendable_wisdom v12 907 games, 859030 moves, e=0.150, loss: 7.7, -, 36.3% elo% vs. random_no_suicide, avg. reward: -2.742, 1.432 sec/game, 16.5 min. total, 536.8 MB
amendable_wisdom v12 908 games, 860187 moves, e=0.148, loss: 7.7, -, 34.8% elo% vs. random_no_suicide, avg. reward: -2.734, 1.421 sec/game, 16.5 min. total, 536.9 MB
amendable_wisdom v12 909 games, 861171 moves, e=0.147, loss: 7.7, -, 33.3% elo% vs. random_no_suicide, avg. reward: -2.728, 1.401 sec/game, 16.6 min. total, 536.9 MB
amendable_wisdom v12 910 games, 862347 moves, e=0.146, loss: 8.2, -, 32.0% elo% vs. random_no_suicide, avg. reward: -2.724, 1.399 sec/game, 16.6 min. total, 536.9 MB
amendable_wisdom v12 911 games, 863548 moves, e=0.145, loss: 8.4, -, 30.7% elo% vs. random_no_suicide, avg. reward: -2.716, 1.387 sec/game, 16.6 min. total, 536.9 MB
amendable_wisdom v12 912 games, 865064 moves, e=0.144, loss: 8.7, +, 33.5% elo% vs. random_no_suicide, avg. reward: -2.706, 1.393 sec/game, 16.6 min. total, 536.9 MB
amendable_wisdom v12 913 games, 866302 moves, e=0.142, loss: 8.7, -, 32.1% elo% vs. random_no_suicide, avg. reward: -2.702, 1.399 sec/game, 16.7 min. total, 537.6 MB
amendable_wisdom v12 914 games, 867576 moves, e=0.141, loss: 8.9, +, 34.9% elo% vs. random_no_suicide, avg. reward: -2.693, 1.405 sec/game, 16.7 min. total, 537.6 MB
amendable_wisdom v12 915 games, 868882 moves, e=0.140, loss: 8.7, -, 33.5% elo% vs. random_no_suicide, avg. reward: -2.689, 1.415 sec/game, 16.7 min. total, 537.6 MB
amendable_wisdom v12 916 games, 870186 moves, e=0.139, loss: 8.7, -, 32.1% elo% vs. random_no_suicide, avg. reward: -2.686, 1.410 sec/game, 16.7 min. total, 537.7 MB
amendable_wisdom v12 917 games, 871394 moves, e=0.137, loss: 8.9, -, 30.8% elo% vs. random_no_suicide, avg. reward: -2.686, 1.416 sec/game, 16.8 min. total, 537.7 MB
amendable_wisdom v12 918 games, 872570 moves, e=0.136, loss: 8.9, -, 29.6% elo% vs. random_no_suicide, avg. reward: -2.689, 1.423 sec/game, 16.8 min. total, 537.7 MB
amendable_wisdom v12 919 games, 873778 moves, e=0.135, loss: 9.0, -, 28.5% elo% vs. random_no_suicide, avg. reward: -2.680, 1.442 sec/game, 16.8 min. total, 538.1 MB
amendable_wisdom v12 920 games, 875473 moves, e=0.133, loss: 8.0, +, 31.3% elo% vs. random_no_suicide, avg. reward: -2.666, 1.465 sec/game, 16.8 min. total, 538.1 MB
amendable_wisdom v12 921 games, 876810 moves, e=0.132, loss: 7.6, -, 30.0% elo% vs. random_no_suicide, avg. reward: -2.674, 1.492 sec/game, 16.9 min. total, 538.1 MB
amendable_wisdom v12 922 games, 878017 moves, e=0.131, loss: 7.6, -, 28.9% elo% vs. random_no_suicide, avg. reward: -2.674, 1.467 sec/game, 16.9 min. total, 538.2 MB
amendable_wisdom v12 923 games, 879237 moves, e=0.130, loss: 7.8, -, 27.8% elo% vs. random_no_suicide, avg. reward: -2.667, 1.481 sec/game, 16.9 min. total, 538.2 MB
amendable_wisdom v12 924 games, 880374 moves, e=0.128, loss: 7.9, -, 26.8% elo% vs. random_no_suicide, avg. reward: -2.668, 1.480 sec/game, 16.9 min. total, 538.2 MB
amendable_wisdom v12 925 games, 881800 moves, e=0.127, loss: 7.0, -, 25.8% elo% vs. random_no_suicide, avg. reward: -2.653, 1.490 sec/game, 17.0 min. total, 538.2 MB
amendable_wisdom v12 926 games, 883173 moves, e=0.126, loss: 7.5, -, 24.9% elo% vs. random_no_suicide, avg. reward: -2.645, 1.486 sec/game, 17.0 min. total, 538.2 MB
amendable_wisdom v12 927 games, 884318 moves, e=0.125, loss: 8.1, -, 24.1% elo% vs. random_no_suicide, avg. reward: -2.633, 1.476 sec/game, 17.0 min. total, 538.2 MB
amendable_wisdom v12 928 games, 885783 moves, e=0.123, loss: 7.8, -, 23.3% elo% vs. random_no_suicide, avg. reward: -2.618, 1.489 sec/game, 17.0 min. total, 538.3 MB
amendable_wisdom v12 929 games, 886886 moves, e=0.122, loss: 7.9, +, 25.9% elo% vs. random_no_suicide, avg. reward: -2.605, 1.489 sec/game, 17.1 min. total, 539.4 MB
amendable_wisdom v12 930 games, 888132 moves, e=0.121, loss: 7.6, -, 25.0% elo% vs. random_no_suicide, avg. reward: -2.600, 1.488 sec/game, 17.1 min. total, 539.6 MB
amendable_wisdom v12 931 games, 889468 moves, e=0.119, loss: 8.1, -, 24.1% elo% vs. random_no_suicide, avg. reward: -2.591, 1.494 sec/game, 17.1 min. total, 539.6 MB
amendable_wisdom v12 932 games, 890931 moves, e=0.118, loss: 8.0, -, 23.3% elo% vs. random_no_suicide, avg. reward: -2.579, 1.491 sec/game, 17.1 min. total, 539.7 MB
amendable_wisdom v12 933 games, 892469 moves, e=0.116, loss: 7.7, -, 22.6% elo% vs. random_no_suicide, avg. reward: -2.566, 1.504 sec/game, 17.2 min. total, 539.7 MB
amendable_wisdom v12 934 games, 893706 moves, e=0.115, loss: 7.5, -, 21.9% elo% vs. random_no_suicide, avg. reward: -2.567, 1.503 sec/game, 17.2 min. total, 539.7 MB
amendable_wisdom v12 935 games, 894741 moves, e=0.114, loss: 7.7, -, 21.2% elo% vs. random_no_suicide, avg. reward: -2.579, 1.485 sec/game, 17.2 min. total, 539.7 MB
amendable_wisdom v12 936 games, 895985 moves, e=0.113, loss: 7.8, -, 20.5% elo% vs. random_no_suicide, avg. reward: -2.582, 1.475 sec/game, 17.2 min. total, 540.4 MB
amendable_wisdom v12 937 games, 897303 moves, e=0.112, loss: 7.9, -, 19.9% elo% vs. random_no_suicide, avg. reward: -2.576, 1.477 sec/game, 17.3 min. total, 541.0 MB
amendable_wisdom v12 938 games, 898500 moves, e=0.110, loss: 7.5, -, 19.3% elo% vs. random_no_suicide, avg. reward: -2.572, 1.467 sec/game, 17.3 min. total, 542.6 MB
amendable_wisdom v12 939 games, 899879 moves, e=0.109, loss: 7.6, -, 18.8% elo% vs. random_no_suicide, avg. reward: -2.573, 1.453 sec/game, 17.3 min. total, 542.6 MB
amendable_wisdom v12 940 games, 901009 moves, e=0.108, loss: 7.7, -, 18.3% elo% vs. random_no_suicide, avg. reward: -2.584, 1.421 sec/game, 17.3 min. total, 542.6 MB
amendable_wisdom v12 941 games, 902425 moves, e=0.107, loss: 8.2, -, 17.8% elo% vs. random_no_suicide, avg. reward: -2.585, 1.407 sec/game, 17.3 min. total, 542.6 MB
amendable_wisdom v12 942 games, 903646 moves, e=0.105, loss: 8.7, -, 17.3% elo% vs. random_no_suicide, avg. reward: -2.584, 1.402 sec/game, 17.4 min. total, 542.7 MB
amendable_wisdom v12 943 games, 904790 moves, e=0.104, loss: 9.0, +, 19.6% elo% vs. random_no_suicide, avg. reward: -2.584, 1.390 sec/game, 17.4 min. total, 542.7 MB
amendable_wisdom v12 944 games, 906239 moves, e=0.103, loss: 8.9, +, 22.0% elo% vs. random_no_suicide, avg. reward: -2.565, 1.403 sec/game, 17.4 min. total, 542.7 MB
amendable_wisdom v12 945 games, 907558 moves, e=0.102, loss: 8.5, -, 21.3% elo% vs. random_no_suicide, avg. reward: -2.554, 1.396 sec/game, 17.4 min. total, 542.7 MB
amendable_wisdom v12 946 games, 908808 moves, e=0.100, loss: 8.1, -, 20.7% elo% vs. random_no_suicide, avg. reward: -2.548, 1.397 sec/game, 17.5 min. total, 542.8 MB
amendable_wisdom v12 947 games, 910101 moves, e=0.099, loss: 8.6, -, 20.1% elo% vs. random_no_suicide, avg. reward: -2.537, 1.404 sec/game, 17.5 min. total, 542.8 MB
amendable_wisdom v12 948 games, 911237 moves, e=0.098, loss: 8.4, -, 19.5% elo% vs. random_no_suicide, avg. reward: -2.543, 1.385 sec/game, 17.5 min. total, 542.8 MB
amendable_wisdom v12 949 games, 912323 moves, e=0.097, loss: 8.4, -, 18.9% elo% vs. random_no_suicide, avg. reward: -2.552, 1.385 sec/game, 17.5 min. total, 542.8 MB
