smelting_pointy v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 327.6 MB
smelting_pointy v4 146 games, 110363 moves, e=0.891, loss: 2.4, -, 13.4% elo% vs. v2, avg. reward: 0.169, 2.310 sec/game, 4.7 min. total, 559.2 MB
smelting_pointy v4 147 games, 111163 moves, e=0.890, loss: 2.5, -, 13.1% elo% vs. v2, avg. reward: 0.172, 2.337 sec/game, 4.7 min. total, 559.5 MB
smelting_pointy v4 148 games, 112030 moves, e=0.889, loss: 2.6, -, 12.8% elo% vs. v2, avg. reward: 0.173, 2.336 sec/game, 4.8 min. total, 559.6 MB
smelting_pointy v4 149 games, 112801 moves, e=0.888, loss: 2.6, -, 12.5% elo% vs. v2, avg. reward: 0.176, 2.335 sec/game, 4.8 min. total, 559.9 MB
smelting_pointy v4 150 games, 113553 moves, e=0.888, loss: 2.6, -, 12.3% elo% vs. v2, avg. reward: 0.177, 2.332 sec/game, 4.9 min. total, 561.6 MB
smelting_pointy v4 151 games, 114416 moves, e=0.887, loss: 2.6, -, 12.1% elo% vs. v2, avg. reward: 0.177, 2.333 sec/game, 4.9 min. total, 559.2 MB
smelting_pointy v4 152 games, 115105 moves, e=0.886, loss: 2.7, -, 11.8% elo% vs. v2, avg. reward: 0.180, 2.343 sec/game, 4.9 min. total, 559.4 MB
smelting_pointy v4 153 games, 115784 moves, e=0.885, loss: 2.7, -, 11.6% elo% vs. v2, avg. reward: 0.181, 2.320 sec/game, 5.0 min. total, 559.4 MB
smelting_pointy v4 154 games, 116549 moves, e=0.885, loss: 2.5, -, 11.4% elo% vs. v2, avg. reward: 0.182, 2.327 sec/game, 5.0 min. total, 560.6 MB
smelting_pointy v4 155 games, 117243 moves, e=0.884, loss: 2.6, -, 11.2% elo% vs. v2, avg. reward: 0.183, 2.318 sec/game, 5.0 min. total, 561.6 MB
smelting_pointy v4 156 games, 118029 moves, e=0.883, loss: 2.4, -, 11.0% elo% vs. v2, avg. reward: 0.183, 2.342 sec/game, 5.1 min. total, 564.2 MB
smelting_pointy v4 157 games, 118872 moves, e=0.882, loss: 2.4, -, 10.8% elo% vs. v2, avg. reward: 0.184, 2.357 sec/game, 5.1 min. total, 566.6 MB
smelting_pointy v4 158 games, 119797 moves, e=0.881, loss: 2.5, -, 10.6% elo% vs. v2, avg. reward: 0.184, 2.395 sec/game, 5.2 min. total, 564.2 MB
smelting_pointy v4 159 games, 120661 moves, e=0.881, loss: 2.6, -, 10.4% elo% vs. v2, avg. reward: 0.183, 2.442 sec/game, 5.2 min. total, 564.6 MB
smelting_pointy v4 160 games, 121510 moves, e=0.880, loss: 2.7, -, 10.2% elo% vs. v2, avg. reward: 0.184, 2.448 sec/game, 5.3 min. total, 567.1 MB
smelting_pointy v4 161 games, 122408 moves, e=0.879, loss: 2.6, +, 11.8% elo% vs. v2, avg. reward: 0.185, 2.455 sec/game, 5.3 min. total, 564.8 MB
smelting_pointy v4 162 games, 123221 moves, e=0.878, loss: 2.6, -, 11.6% elo% vs. v2, avg. reward: 0.187, 2.462 sec/game, 5.4 min. total, 564.9 MB
smelting_pointy v4 163 games, 123968 moves, e=0.877, loss: 2.5, -, 11.4% elo% vs. v2, avg. reward: 0.190, 2.447 sec/game, 5.4 min. total, 564.9 MB
smelting_pointy v4 164 games, 124680 moves, e=0.877, loss: 2.6, -, 11.2% elo% vs. v2, avg. reward: 0.190, 2.434 sec/game, 5.4 min. total, 565.2 MB
smelting_pointy v4 165 games, 125545 moves, e=0.876, loss: 2.6, -, 11.0% elo% vs. v2, avg. reward: 0.192, 2.434 sec/game, 5.5 min. total, 565.9 MB
smelting_pointy v4 166 games, 126364 moves, e=0.875, loss: 2.6, -, 10.8% elo% vs. v2, avg. reward: 0.193, 2.443 sec/game, 5.5 min. total, 566.2 MB
smelting_pointy v4 167 games, 127181 moves, e=0.874, loss: 2.5, -, 10.6% elo% vs. v2, avg. reward: 0.195, 2.421 sec/game, 5.6 min. total, 565.9 MB
smelting_pointy v4 168 games, 127993 moves, e=0.873, loss: 2.6, -, 10.4% elo% vs. v2, avg. reward: 0.196, 2.402 sec/game, 5.6 min. total, 566.5 MB
smelting_pointy v4 169 games, 128811 moves, e=0.872, loss: 2.7, -, 10.2% elo% vs. v2, avg. reward: 0.198, 2.415 sec/game, 5.6 min. total, 566.2 MB
smelting_pointy v4 170 games, 129649 moves, e=0.872, loss: 2.7, -, 10.1% elo% vs. v2, avg. reward: 0.199, 2.440 sec/game, 5.7 min. total, 566.3 MB
smelting_pointy v4 171 games, 130555 moves, e=0.871, loss: 2.6, -, 9.9% elo% vs. v2, avg. reward: 0.203, 2.455 sec/game, 5.7 min. total, 566.1 MB
smelting_pointy v4 172 games, 131465 moves, e=0.870, loss: 2.5, -, 9.7% elo% vs. v2, avg. reward: 0.202, 2.483 sec/game, 5.8 min. total, 566.3 MB
smelting_pointy v4 173 games, 132343 moves, e=0.869, loss: 2.7, -, 9.6% elo% vs. v2, avg. reward: 0.202, 2.508 sec/game, 5.8 min. total, 566.5 MB
smelting_pointy v4 174 games, 133030 moves, e=0.868, loss: 3.0, -, 9.4% elo% vs. v2, avg. reward: 0.204, 2.524 sec/game, 5.9 min. total, 568.3 MB
smelting_pointy v4 175 games, 133925 moves, e=0.867, loss: 3.1, -, 9.3% elo% vs. v2, avg. reward: 0.205, 2.563 sec/game, 5.9 min. total, 568.6 MB
smelting_pointy v4 176 games, 134851 moves, e=0.866, loss: 3.2, -, 9.1% elo% vs. v2, avg. reward: 0.207, 2.570 sec/game, 5.9 min. total, 568.9 MB
smelting_pointy v4 177 games, 135640 moves, e=0.866, loss: 3.2, -, 9.0% elo% vs. v2, avg. reward: 0.209, 2.559 sec/game, 6.0 min. total, 568.7 MB
smelting_pointy v4 178 games, 136495 moves, e=0.865, loss: 3.0, -, 8.9% elo% vs. v2, avg. reward: 0.209, 2.536 sec/game, 6.0 min. total, 568.9 MB
smelting_pointy v4 179 games, 137461 moves, e=0.864, loss: 3.1, -, 8.7% elo% vs. v2, avg. reward: 0.211, 2.516 sec/game, 6.1 min. total, 569.2 MB
smelting_pointy v4 180 games, 138332 moves, e=0.863, loss: 3.2, -, 8.6% elo% vs. v2, avg. reward: 0.210, 2.518 sec/game, 6.1 min. total, 569.0 MB
smelting_pointy v4 181 games, 139150 moves, e=0.862, loss: 3.2, -, 8.5% elo% vs. v2, avg. reward: 0.210, 2.513 sec/game, 6.2 min. total, 569.1 MB
smelting_pointy v4 182 games, 139979 moves, e=0.861, loss: 3.2, -, 8.4% elo% vs. v2, avg. reward: 0.214, 2.513 sec/game, 6.2 min. total, 569.2 MB
smelting_pointy v4 183 games, 140713 moves, e=0.861, loss: 3.2, -, 8.2% elo% vs. v2, avg. reward: 0.214, 2.520 sec/game, 6.2 min. total, 570.9 MB
smelting_pointy v4 184 games, 141611 moves, e=0.860, loss: 3.2, -, 8.1% elo% vs. v2, avg. reward: 0.214, 2.542 sec/game, 6.3 min. total, 572.4 MB
smelting_pointy v4 185 games, 142486 moves, e=0.859, loss: 3.1, -, 8.0% elo% vs. v2, avg. reward: 0.217, 2.559 sec/game, 6.3 min. total, 572.0 MB
smelting_pointy v4 186 games, 143358 moves, e=0.858, loss: 3.2, -, 7.9% elo% vs. v2, avg. reward: 0.218, 2.546 sec/game, 6.4 min. total, 572.3 MB
smelting_pointy v4 187 games, 144295 moves, e=0.857, loss: 3.1, -, 7.8% elo% vs. v2, avg. reward: 0.218, 2.607 sec/game, 6.4 min. total, 572.2 MB
smelting_pointy v4 188 games, 145202 moves, e=0.856, loss: 3.0, -, 7.7% elo% vs. v2, avg. reward: 0.219, 2.630 sec/game, 6.5 min. total, 572.5 MB
smelting_pointy v4 189 games, 146069 moves, e=0.855, loss: 2.9, -, 7.6% elo% vs. v2, avg. reward: 0.219, 2.633 sec/game, 6.5 min. total, 574.8 MB
smelting_pointy v4 190 games, 146869 moves, e=0.855, loss: 3.0, -, 7.5% elo% vs. v2, avg. reward: 0.222, 2.608 sec/game, 6.5 min. total, 572.5 MB
smelting_pointy v4 191 games, 147665 moves, e=0.854, loss: 3.0, -, 7.4% elo% vs. v2, avg. reward: 0.223, 2.592 sec/game, 6.6 min. total, 575.2 MB
smelting_pointy v4 192 games, 148482 moves, e=0.853, loss: 3.1, -, 7.3% elo% vs. v2, avg. reward: 0.224, 2.574 sec/game, 6.6 min. total, 574.1 MB
smelting_pointy v4 193 games, 149219 moves, e=0.852, loss: 3.1, -, 7.2% elo% vs. v2, avg. reward: 0.225, 2.549 sec/game, 6.7 min. total, 578.5 MB
smelting_pointy v4 194 games, 150081 moves, e=0.851, loss: 3.2, -, 7.1% elo% vs. v2, avg. reward: 0.223, 2.550 sec/game, 6.7 min. total, 576.9 MB
smelting_pointy v4 195 games, 150926 moves, e=0.851, loss: 3.1, -, 7.0% elo% vs. v2, avg. reward: 0.223, 2.544 sec/game, 6.7 min. total, 576.8 MB
smelting_pointy v4 196 games, 151821 moves, e=0.850, loss: 3.1, -, 7.0% elo% vs. v2, avg. reward: 0.226, 2.539 sec/game, 6.8 min. total, 578.9 MB
smelting_pointy v4 197 games, 152712 moves, e=0.849, loss: 3.1, -, 6.9% elo% vs. v2, avg. reward: 0.231, 2.558 sec/game, 6.8 min. total, 576.8 MB
smelting_pointy v4 198 games, 153499 moves, e=0.848, loss: 3.3, -, 6.8% elo% vs. v2, avg. reward: 0.232, 2.534 sec/game, 6.9 min. total, 576.9 MB
smelting_pointy v4 199 games, 154372 moves, e=0.847, loss: 3.3, -, 6.7% elo% vs. v2, avg. reward: 0.233, 2.523 sec/game, 6.9 min. total, 577.0 MB
smelting_pointy v4 200 games, 155238 moves, e=0.846, loss: 3.7, -, 6.6% elo% vs. v2, avg. reward: 0.233, 2.505 sec/game, 7.0 min. total, 576.6 MB
smelting_pointy v5 201 games, 156168 moves, e=0.845, loss: 3.6, -, 47.7% elo% vs. v2, avg. reward: 0.234, 2.527 sec/game, 7.0 min. total, 576.8 MB
smelting_pointy v5 202 games, 156933 moves, e=0.845, loss: 3.7, -, 45.5% elo% vs. v2, avg. reward: 0.233, 2.522 sec/game, 7.0 min. total, 578.4 MB
smelting_pointy v5 203 games, 157801 moves, e=0.844, loss: 3.7, -, 43.4% elo% vs. v2, avg. reward: 0.234, 2.543 sec/game, 7.1 min. total, 579.4 MB
smelting_pointy v5 204 games, 158597 moves, e=0.843, loss: 3.6, -, 41.5% elo% vs. v2, avg. reward: 0.235, 2.539 sec/game, 7.1 min. total, 581.4 MB
smelting_pointy v5 205 games, 159489 moves, e=0.842, loss: 3.4, -, 39.6% elo% vs. v2, avg. reward: 0.235, 2.536 sec/game, 7.2 min. total, 579.2 MB
smelting_pointy v5 206 games, 160317 moves, e=0.841, loss: 3.3, ., 40.1% elo% vs. v2, avg. reward: 0.235, 2.530 sec/game, 7.2 min. total, 578.9 MB
smelting_pointy v5 207 games, 161210 moves, e=0.840, loss: 3.3, -, 38.3% elo% vs. v2, avg. reward: 0.235, 2.484 sec/game, 7.2 min. total, 578.8 MB
smelting_pointy v5 208 games, 162088 moves, e=0.840, loss: 3.6, -, 36.7% elo% vs. v2, avg. reward: 0.236, 2.476 sec/game, 7.3 min. total, 579.0 MB
smelting_pointy v5 209 games, 162920 moves, e=0.839, loss: 3.5, -, 35.1% elo% vs. v2, avg. reward: 0.234, 2.459 sec/game, 7.3 min. total, 579.1 MB
smelting_pointy v5 210 games, 163691 moves, e=0.838, loss: 3.3, -, 33.7% elo% vs. v2, avg. reward: 0.235, 2.457 sec/game, 7.4 min. total, 579.0 MB
smelting_pointy v5 211 games, 164546 moves, e=0.837, loss: 3.3, -, 32.3% elo% vs. v2, avg. reward: 0.237, 2.509 sec/game, 7.4 min. total, 581.0 MB
smelting_pointy v5 212 games, 165478 moves, e=0.836, loss: 3.4, -, 31.0% elo% vs. v2, avg. reward: 0.239, 2.513 sec/game, 7.5 min. total, 582.6 MB
smelting_pointy v5 213 games, 166403 moves, e=0.835, loss: 3.4, -, 29.8% elo% vs. v2, avg. reward: 0.243, 2.574 sec/game, 7.5 min. total, 582.5 MB
smelting_pointy v5 214 games, 167138 moves, e=0.835, loss: 3.3, -, 28.7% elo% vs. v2, avg. reward: 0.245, 2.541 sec/game, 7.6 min. total, 582.6 MB
smelting_pointy v5 215 games, 167923 moves, e=0.834, loss: 3.4, -, 27.6% elo% vs. v2, avg. reward: 0.247, 2.523 sec/game, 7.6 min. total, 582.4 MB
smelting_pointy v5 216 games, 168788 moves, e=0.833, loss: 3.4, -, 26.6% elo% vs. v2, avg. reward: 0.248, 2.524 sec/game, 7.6 min. total, 582.6 MB
smelting_pointy v5 217 games, 169520 moves, e=0.832, loss: 3.5, -, 25.7% elo% vs. v2, avg. reward: 0.248, 2.506 sec/game, 7.7 min. total, 583.0 MB
smelting_pointy v5 218 games, 170469 moves, e=0.831, loss: 3.5, -, 24.8% elo% vs. v2, avg. reward: 0.250, 2.536 sec/game, 7.7 min. total, 582.9 MB
smelting_pointy v5 219 games, 171361 moves, e=0.830, loss: 3.4, -, 23.9% elo% vs. v2, avg. reward: 0.254, 2.542 sec/game, 7.8 min. total, 583.0 MB
smelting_pointy v5 220 games, 172285 moves, e=0.829, loss: 3.4, -, 23.1% elo% vs. v2, avg. reward: 0.255, 2.561 sec/game, 7.8 min. total, 583.3 MB
smelting_pointy v5 221 games, 173249 moves, e=0.828, loss: 3.6, -, 22.4% elo% vs. v2, avg. reward: 0.259, 2.563 sec/game, 7.9 min. total, 585.1 MB
smelting_pointy v5 222 games, 173945 moves, e=0.828, loss: 3.4, -, 21.7% elo% vs. v2, avg. reward: 0.259, 2.550 sec/game, 7.9 min. total, 585.0 MB
smelting_pointy v5 223 games, 174779 moves, e=0.827, loss: 3.5, -, 21.0% elo% vs. v2, avg. reward: 0.262, 2.541 sec/game, 7.9 min. total, 585.2 MB
smelting_pointy v5 224 games, 175773 moves, e=0.826, loss: 3.4, -, 20.4% elo% vs. v2, avg. reward: 0.263, 2.563 sec/game, 8.0 min. total, 585.1 MB
smelting_pointy v5 225 games, 176764 moves, e=0.825, loss: 3.6, -, 19.8% elo% vs. v2, avg. reward: 0.265, 2.568 sec/game, 8.0 min. total, 587.6 MB
smelting_pointy v5 226 games, 177694 moves, e=0.824, loss: 3.3, -, 19.2% elo% vs. v2, avg. reward: 0.265, 2.603 sec/game, 8.1 min. total, 585.0 MB
smelting_pointy v5 227 games, 178599 moves, e=0.823, loss: 3.3, -, 18.7% elo% vs. v2, avg. reward: 0.266, 2.635 sec/game, 8.1 min. total, 587.6 MB
smelting_pointy v5 228 games, 179554 moves, e=0.822, loss: 3.7, +, 21.0% elo% vs. v2, avg. reward: 0.268, 2.645 sec/game, 8.2 min. total, 585.0 MB
smelting_pointy v5 229 games, 180577 moves, e=0.821, loss: 3.5, -, 20.4% elo% vs. v2, avg. reward: 0.270, 2.717 sec/game, 8.2 min. total, 587.4 MB
smelting_pointy v5 230 games, 181411 moves, e=0.820, loss: 3.4, +, 22.9% elo% vs. v2, avg. reward: 0.272, 2.743 sec/game, 8.3 min. total, 587.9 MB
smelting_pointy v5 231 games, 182243 moves, e=0.820, loss: 3.5, +, 25.5% elo% vs. v2, avg. reward: 0.272, 2.699 sec/game, 8.3 min. total, 588.5 MB
smelting_pointy v5 232 games, 183187 moves, e=0.819, loss: 3.2, -, 24.6% elo% vs. v2, avg. reward: 0.273, 2.724 sec/game, 8.4 min. total, 588.9 MB
smelting_pointy v5 233 games, 183963 moves, e=0.818, loss: 3.3, -, 23.8% elo% vs. v2, avg. reward: 0.274, 2.691 sec/game, 8.4 min. total, 588.9 MB
smelting_pointy v5 234 games, 184793 moves, e=0.817, loss: 3.5, -, 23.0% elo% vs. v2, avg. reward: 0.273, 2.714 sec/game, 8.5 min. total, 588.7 MB
smelting_pointy v5 235 games, 185672 moves, e=0.816, loss: 3.5, +, 25.6% elo% vs. v2, avg. reward: 0.274, 2.738 sec/game, 8.5 min. total, 588.8 MB
smelting_pointy v5 236 games, 186566 moves, e=0.815, loss: 3.5, +, 28.3% elo% vs. v2, avg. reward: 0.275, 2.747 sec/game, 8.5 min. total, 589.0 MB
smelting_pointy v5 237 games, 187467 moves, e=0.814, loss: 3.4, +, 31.0% elo% vs. v2, avg. reward: 0.276, 2.775 sec/game, 8.6 min. total, 589.0 MB
smelting_pointy v5 238 games, 188366 moves, e=0.814, loss: 3.5, ., 31.8% elo% vs. v2, avg. reward: 0.279, 2.780 sec/game, 8.6 min. total, 589.1 MB
smelting_pointy v5 239 games, 189261 moves, e=0.813, loss: 3.4, -, 30.5% elo% vs. v2, avg. reward: 0.282, 2.791 sec/game, 8.7 min. total, 590.3 MB
smelting_pointy v5 240 games, 190187 moves, e=0.812, loss: 3.3, -, 29.4% elo% vs. v2, avg. reward: 0.282, 2.815 sec/game, 8.7 min. total, 592.5 MB
smelting_pointy v5 241 games, 191039 moves, e=0.811, loss: 3.2, -, 28.3% elo% vs. v2, avg. reward: 0.282, 2.804 sec/game, 8.8 min. total, 593.2 MB
smelting_pointy v5 242 games, 191903 moves, e=0.810, loss: 3.2, -, 27.2% elo% vs. v2, avg. reward: 0.285, 2.857 sec/game, 8.8 min. total, 595.1 MB
smelting_pointy v5 243 games, 192789 moves, e=0.809, loss: 3.4, -, 26.2% elo% vs. v2, avg. reward: 0.287, 2.861 sec/game, 8.9 min. total, 593.2 MB
smelting_pointy v5 244 games, 193653 moves, e=0.808, loss: 3.5, +, 28.9% elo% vs. v2, avg. reward: 0.288, 2.823 sec/game, 8.9 min. total, 593.1 MB
smelting_pointy v5 245 games, 194431 moves, e=0.808, loss: 3.4, -, 27.9% elo% vs. v2, avg. reward: 0.289, 2.802 sec/game, 9.0 min. total, 593.3 MB
smelting_pointy v5 246 games, 195311 moves, e=0.807, loss: 3.3, -, 26.8% elo% vs. v2, avg. reward: 0.291, 2.778 sec/game, 9.0 min. total, 593.6 MB
smelting_pointy v5 247 games, 196250 moves, e=0.806, loss: 3.6, +, 29.6% elo% vs. v2, avg. reward: 0.291, 2.766 sec/game, 9.0 min. total, 594.4 MB
smelting_pointy v5 248 games, 197169 moves, e=0.805, loss: 3.5, +, 32.3% elo% vs. v2, avg. reward: 0.293, 2.755 sec/game, 9.1 min. total, 594.4 MB
smelting_pointy v5 249 games, 197990 moves, e=0.804, loss: 3.2, +, 35.1% elo% vs. v2, avg. reward: 0.292, 2.686 sec/game, 9.1 min. total, 596.5 MB
smelting_pointy v5 250 games, 199017 moves, e=0.803, loss: 3.3, -, 33.7% elo% vs. v2, avg. reward: 0.294, 2.694 sec/game, 9.2 min. total, 596.9 MB
smelting_pointy v5 251 games, 199914 moves, e=0.802, loss: 3.3, -, 32.3% elo% vs. v2, avg. reward: 0.297, 2.705 sec/game, 9.2 min. total, 597.2 MB
smelting_pointy v5 252 games, 201012 moves, e=0.801, loss: 3.6, -, 31.0% elo% vs. v2, avg. reward: 0.299, 2.710 sec/game, 9.3 min. total, 599.6 MB
smelting_pointy v5 253 games, 202021 moves, e=0.800, loss: 3.8, -, 29.8% elo% vs. v2, avg. reward: 0.302, 2.731 sec/game, 9.3 min. total, 599.7 MB
smelting_pointy v5 254 games, 202886 moves, e=0.799, loss: 3.7, -, 28.7% elo% vs. v2, avg. reward: 0.303, 2.734 sec/game, 9.4 min. total, 599.8 MB
smelting_pointy v5 255 games, 203768 moves, e=0.798, loss: 3.9, -, 27.6% elo% vs. v2, avg. reward: 0.305, 2.711 sec/game, 9.4 min. total, 597.7 MB
smelting_pointy v5 256 games, 204559 moves, e=0.797, loss: 4.1, -, 26.6% elo% vs. v2, avg. reward: 0.308, 2.693 sec/game, 9.4 min. total, 600.2 MB
smelting_pointy v5 257 games, 205572 moves, e=0.796, loss: 4.1, -, 25.6% elo% vs. v2, avg. reward: 0.310, 2.695 sec/game, 9.5 min. total, 600.5 MB
smelting_pointy v5 258 games, 206357 moves, e=0.796, loss: 4.2, -, 24.8% elo% vs. v2, avg. reward: 0.310, 2.658 sec/game, 9.5 min. total, 601.0 MB
smelting_pointy v5 259 games, 207285 moves, e=0.795, loss: 4.3, +, 27.4% elo% vs. v2, avg. reward: 0.315, 2.640 sec/game, 9.6 min. total, 600.1 MB
smelting_pointy v5 260 games, 208136 moves, e=0.794, loss: 4.5, -, 26.4% elo% vs. v2, avg. reward: 0.315, 2.604 sec/game, 9.6 min. total, 600.7 MB
smelting_pointy v5 261 games, 208930 moves, e=0.793, loss: 4.7, -, 25.5% elo% vs. v2, avg. reward: 0.316, 2.576 sec/game, 9.6 min. total, 600.6 MB
smelting_pointy v5 262 games, 209738 moves, e=0.792, loss: 4.7, -, 24.6% elo% vs. v2, avg. reward: 0.314, 2.534 sec/game, 9.7 min. total, 600.5 MB
smelting_pointy v5 263 games, 210599 moves, e=0.792, loss: 4.8, -, 23.8% elo% vs. v2, avg. reward: 0.314, 2.522 sec/game, 9.7 min. total, 600.3 MB
smelting_pointy v5 264 games, 211549 moves, e=0.791, loss: 5.0, +, 26.4% elo% vs. v2, avg. reward: 0.314, 2.537 sec/game, 9.8 min. total, 600.2 MB
smelting_pointy v5 265 games, 212502 moves, e=0.790, loss: 4.8, -, 25.5% elo% vs. v2, avg. reward: 0.315, 2.564 sec/game, 9.8 min. total, 600.8 MB
smelting_pointy v5 266 games, 213425 moves, e=0.789, loss: 4.9, +, 28.2% elo% vs. v2, avg. reward: 0.317, 2.567 sec/game, 9.9 min. total, 600.5 MB
smelting_pointy v5 267 games, 214389 moves, e=0.788, loss: 4.7, -, 27.1% elo% vs. v2, avg. reward: 0.319, 2.546 sec/game, 9.9 min. total, 601.7 MB
smelting_pointy v5 268 games, 215446 moves, e=0.787, loss: 4.8, -, 26.2% elo% vs. v2, avg. reward: 0.319, 2.576 sec/game, 9.9 min. total, 603.7 MB
smelting_pointy v5 269 games, 216467 moves, e=0.786, loss: 4.6, -, 25.2% elo% vs. v2, avg. reward: 0.319, 2.608 sec/game, 10.0 min. total, 604.2 MB
smelting_pointy v5 270 games, 217441 moves, e=0.785, loss: 4.8, -, 24.4% elo% vs. v2, avg. reward: 0.320, 2.587 sec/game, 10.0 min. total, 604.0 MB
smelting_pointy v5 271 games, 218413 moves, e=0.784, loss: 4.6, -, 23.6% elo% vs. v2, avg. reward: 0.319, 2.594 sec/game, 10.1 min. total, 604.3 MB
smelting_pointy v5 272 games, 219356 moves, e=0.783, loss: 4.7, -, 22.8% elo% vs. v2, avg. reward: 0.322, 2.556 sec/game, 10.1 min. total, 604.0 MB
smelting_pointy v5 273 games, 220197 moves, e=0.782, loss: 4.6, -, 22.1% elo% vs. v2, avg. reward: 0.324, 2.537 sec/game, 10.2 min. total, 604.1 MB
smelting_pointy v5 274 games, 221019 moves, e=0.781, loss: 4.5, -, 21.4% elo% vs. v2, avg. reward: 0.324, 2.523 sec/game, 10.2 min. total, 604.7 MB
smelting_pointy v5 275 games, 222182 moves, e=0.780, loss: 4.7, -, 20.7% elo% vs. v2, avg. reward: 0.323, 2.566 sec/game, 10.3 min. total, 606.5 MB
smelting_pointy v5 276 games, 222942 moves, e=0.779, loss: 5.0, -, 20.1% elo% vs. v2, avg. reward: 0.323, 2.551 sec/game, 10.3 min. total, 608.0 MB
smelting_pointy v5 277 games, 224023 moves, e=0.778, loss: 4.7, +, 22.6% elo% vs. v2, avg. reward: 0.322, 2.577 sec/game, 10.4 min. total, 607.8 MB
smelting_pointy v5 278 games, 225059 moves, e=0.777, loss: 4.7, +, 25.1% elo% vs. v2, avg. reward: 0.324, 2.611 sec/game, 10.4 min. total, 608.4 MB
smelting_pointy v5 279 games, 225890 moves, e=0.776, loss: 4.6, -, 24.3% elo% vs. v2, avg. reward: 0.324, 2.594 sec/game, 10.4 min. total, 610.7 MB
smelting_pointy v5 280 games, 226729 moves, e=0.776, loss: 4.5, +, 26.9% elo% vs. v2, avg. reward: 0.325, 2.599 sec/game, 10.5 min. total, 608.5 MB
smelting_pointy v5 281 games, 227641 moves, e=0.775, loss: 4.5, -, 26.0% elo% vs. v2, avg. reward: 0.325, 2.614 sec/game, 10.5 min. total, 608.9 MB
smelting_pointy v5 282 games, 228618 moves, e=0.774, loss: 4.2, +, 28.7% elo% vs. v2, avg. reward: 0.325, 2.649 sec/game, 10.6 min. total, 608.4 MB
smelting_pointy v5 283 games, 229463 moves, e=0.773, loss: 4.2, -, 27.6% elo% vs. v2, avg. reward: 0.328, 2.640 sec/game, 10.6 min. total, 608.5 MB
smelting_pointy v5 284 games, 230431 moves, e=0.772, loss: 4.4, -, 26.6% elo% vs. v2, avg. reward: 0.333, 2.659 sec/game, 10.7 min. total, 613.4 MB
smelting_pointy v5 285 games, 231301 moves, e=0.771, loss: 4.3, -, 25.7% elo% vs. v2, avg. reward: 0.332, 2.644 sec/game, 10.7 min. total, 612.4 MB
smelting_pointy v5 286 games, 232190 moves, e=0.770, loss: 4.6, -, 24.8% elo% vs. v2, avg. reward: 0.334, 2.638 sec/game, 10.7 min. total, 612.5 MB
smelting_pointy v5 287 games, 233312 moves, e=0.769, loss: 4.4, -, 23.9% elo% vs. v2, avg. reward: 0.339, 2.668 sec/game, 10.8 min. total, 611.9 MB
smelting_pointy v5 288 games, 234389 moves, e=0.768, loss: 4.2, -, 23.1% elo% vs. v2, avg. reward: 0.340, 2.669 sec/game, 10.8 min. total, 612.0 MB
smelting_pointy v5 289 games, 235399 moves, e=0.767, loss: 4.6, +, 25.7% elo% vs. v2, avg. reward: 0.342, 2.665 sec/game, 10.9 min. total, 612.6 MB
smelting_pointy v5 290 games, 236251 moves, e=0.766, loss: 4.6, -, 24.9% elo% vs. v2, avg. reward: 0.340, 2.651 sec/game, 10.9 min. total, 612.6 MB
smelting_pointy v5 291 games, 237262 moves, e=0.765, loss: 4.7, -, 24.0% elo% vs. v2, avg. reward: 0.343, 2.654 sec/game, 11.0 min. total, 613.3 MB
smelting_pointy v5 292 games, 238281 moves, e=0.764, loss: 4.6, -, 23.2% elo% vs. v2, avg. reward: 0.344, 2.672 sec/game, 11.0 min. total, 612.9 MB
smelting_pointy v5 293 games, 239247 moves, e=0.763, loss: 4.5, -, 22.5% elo% vs. v2, avg. reward: 0.346, 2.687 sec/game, 11.1 min. total, 615.0 MB
smelting_pointy v5 294 games, 240270 moves, e=0.762, loss: 4.2, -, 21.7% elo% vs. v2, avg. reward: 0.350, 2.725 sec/game, 11.1 min. total, 614.6 MB
smelting_pointy v5 295 games, 241132 moves, e=0.761, loss: 4.5, +, 24.3% elo% vs. v2, avg. reward: 0.354, 2.681 sec/game, 11.2 min. total, 614.5 MB
smelting_pointy v5 296 games, 242129 moves, e=0.760, loss: 4.3, +, 27.0% elo% vs. v2, avg. reward: 0.354, 2.715 sec/game, 11.2 min. total, 615.0 MB
smelting_pointy v5 297 games, 243050 moves, e=0.759, loss: 4.5, -, 26.0% elo% vs. v2, avg. reward: 0.352, 2.674 sec/game, 11.2 min. total, 614.6 MB
smelting_pointy v5 298 games, 243860 moves, e=0.759, loss: 4.5, +, 28.7% elo% vs. v2, avg. reward: 0.356, 2.658 sec/game, 11.3 min. total, 615.3 MB
smelting_pointy v5 299 games, 244706 moves, e=0.758, loss: 4.6, +, 31.5% elo% vs. v2, avg. reward: 0.357, 2.661 sec/game, 11.3 min. total, 617.6 MB
smelting_pointy v5 300 games, 245621 moves, e=0.757, loss: 4.5, -, 30.2% elo% vs. v2, avg. reward: 0.359, 2.663 sec/game, 11.4 min. total, 614.8 MB
smelting_pointy v6 301 games, 246455 moves, e=0.756, loss: 4.2, +, 52.3% elo% vs. v2, avg. reward: 0.363, 2.666 sec/game, 11.4 min. total, 616.2 MB
