demeaning_prong v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 303.9 MB
demeaning_prong v19 778 games, 825021 moves, e=0.183, loss: 2.7, -, 22.9% elo% vs. gir, avg. reward: -2.624, 4.234 sec/game, 18.5 min. total, 623.0 MB
demeaning_prong v19 779 games, 827157 moves, e=0.181, loss: 2.8, -, 22.2% elo% vs. gir, avg. reward: -2.610, 4.242 sec/game, 18.6 min. total, 623.5 MB
demeaning_prong v19 780 games, 829437 moves, e=0.179, loss: 3.1, +, 24.7% elo% vs. gir, avg. reward: -2.591, 4.254 sec/game, 18.6 min. total, 625.8 MB
demeaning_prong v19 781 games, 832010 moves, e=0.176, loss: 2.5, -, 23.9% elo% vs. gir, avg. reward: -2.576, 4.298 sec/game, 18.7 min. total, 627.6 MB
demeaning_prong v19 782 games, 834292 moves, e=0.174, loss: 2.9, -, 23.1% elo% vs. gir, avg. reward: -2.556, 4.332 sec/game, 18.8 min. total, 628.2 MB
demeaning_prong v19 783 games, 836103 moves, e=0.172, loss: 2.8, -, 22.4% elo% vs. gir, avg. reward: -2.545, 4.315 sec/game, 18.9 min. total, 627.1 MB
demeaning_prong v19 784 games, 838221 moves, e=0.170, loss: 3.3, -, 21.7% elo% vs. gir, avg. reward: -2.543, 4.336 sec/game, 18.9 min. total, 626.8 MB
demeaning_prong v19 785 games, 840521 moves, e=0.168, loss: 3.1, +, 24.2% elo% vs. gir, avg. reward: -2.521, 4.353 sec/game, 19.0 min. total, 627.7 MB
demeaning_prong v19 786 games, 842913 moves, e=0.166, loss: 3.1, -, 23.4% elo% vs. gir, avg. reward: -2.504, 4.367 sec/game, 19.1 min. total, 625.2 MB
demeaning_prong v19 787 games, 845326 moves, e=0.163, loss: 3.0, -, 22.6% elo% vs. gir, avg. reward: -2.481, 4.399 sec/game, 19.2 min. total, 627.3 MB
demeaning_prong v19 788 games, 847477 moves, e=0.161, loss: 2.9, -, 21.9% elo% vs. gir, avg. reward: -2.464, 4.394 sec/game, 19.3 min. total, 628.8 MB
demeaning_prong v19 789 games, 849806 moves, e=0.159, loss: 2.8, -, 21.2% elo% vs. gir, avg. reward: -2.447, 4.417 sec/game, 19.3 min. total, 630.4 MB
demeaning_prong v19 790 games, 851798 moves, e=0.157, loss: 2.8, -, 20.6% elo% vs. gir, avg. reward: -2.436, 4.407 sec/game, 19.4 min. total, 630.1 MB
demeaning_prong v19 791 games, 854155 moves, e=0.154, loss: 3.3, +, 23.1% elo% vs. gir, avg. reward: -2.424, 4.455 sec/game, 19.5 min. total, 633.6 MB
demeaning_prong v19 792 games, 856467 moves, e=0.152, loss: 3.7, -, 22.3% elo% vs. gir, avg. reward: -2.407, 4.464 sec/game, 19.6 min. total, 635.1 MB
demeaning_prong v19 793 games, 859157 moves, e=0.149, loss: 3.2, -, 21.6% elo% vs. gir, avg. reward: -2.381, 4.516 sec/game, 19.7 min. total, 639.1 MB
demeaning_prong v19 794 games, 861350 moves, e=0.147, loss: 2.7, -, 21.0% elo% vs. gir, avg. reward: -2.368, 4.515 sec/game, 19.7 min. total, 638.9 MB
demeaning_prong v19 795 games, 863532 moves, e=0.145, loss: 2.9, -, 20.3% elo% vs. gir, avg. reward: -2.359, 4.537 sec/game, 19.8 min. total, 638.9 MB
demeaning_prong v19 796 games, 865788 moves, e=0.143, loss: 2.7, -, 19.7% elo% vs. gir, avg. reward: -2.349, 4.563 sec/game, 19.9 min. total, 640.8 MB
demeaning_prong v19 797 games, 868108 moves, e=0.141, loss: 2.8, -, 19.2% elo% vs. gir, avg. reward: -2.339, 4.589 sec/game, 20.0 min. total, 639.6 MB
demeaning_prong v19 798 games, 870552 moves, e=0.138, loss: 3.4, -, 18.6% elo% vs. gir, avg. reward: -2.323, 4.596 sec/game, 20.0 min. total, 637.7 MB
demeaning_prong v19 799 games, 872890 moves, e=0.136, loss: 3.8, -, 18.1% elo% vs. gir, avg. reward: -2.301, 4.610 sec/game, 20.1 min. total, 638.9 MB
demeaning_prong v19 800 games, 875430 moves, e=0.133, loss: 3.3, ., 19.0% elo% vs. gir, avg. reward: -2.284, 4.645 sec/game, 20.2 min. total, 641.2 MB
demeaning_prong v20 801 games, 877854 moves, e=0.131, loss: 3.1, +, 52.3% elo% vs. gir, avg. reward: -2.264, 4.629 sec/game, 20.3 min. total, 643.9 MB
demeaning_prong v20 802 games, 880146 moves, e=0.129, loss: 3.2, -, 49.9% elo% vs. gir, avg. reward: -2.250, 4.630 sec/game, 20.4 min. total, 642.5 MB
demeaning_prong v20 803 games, 882742 moves, e=0.126, loss: 2.7, -, 47.6% elo% vs. gir, avg. reward: -2.233, 4.684 sec/game, 20.4 min. total, 643.8 MB
demeaning_prong v20 804 games, 885196 moves, e=0.124, loss: 2.2, -, 45.4% elo% vs. gir, avg. reward: -2.219, 4.724 sec/game, 20.5 min. total, 645.4 MB
demeaning_prong v20 805 games, 887718 moves, e=0.121, loss: 2.5, -, 43.4% elo% vs. gir, avg. reward: -2.207, 4.751 sec/game, 20.6 min. total, 644.2 MB
demeaning_prong v20 806 games, 890399 moves, e=0.119, loss: 2.3, -, 41.4% elo% vs. gir, avg. reward: -2.188, 4.775 sec/game, 20.7 min. total, 647.6 MB
demeaning_prong v20 807 games, 893178 moves, e=0.116, loss: 2.6, -, 39.6% elo% vs. gir, avg. reward: -2.166, 4.804 sec/game, 20.8 min. total, 651.5 MB
demeaning_prong v20 808 games, 895796 moves, e=0.113, loss: 2.7, -, 37.8% elo% vs. gir, avg. reward: -2.154, 4.855 sec/game, 20.9 min. total, 657.0 MB
demeaning_prong v20 809 games, 898448 moves, e=0.111, loss: 3.9, -, 36.2% elo% vs. gir, avg. reward: -2.136, 4.893 sec/game, 21.0 min. total, 655.1 MB
demeaning_prong v20 810 games, 901089 moves, e=0.108, loss: 3.7, -, 34.7% elo% vs. gir, avg. reward: -2.119, 5.037 sec/game, 21.1 min. total, 653.9 MB
demeaning_prong v20 811 games, 903441 moves, e=0.106, loss: 3.3, -, 33.3% elo% vs. gir, avg. reward: -2.106, 5.077 sec/game, 21.2 min. total, 650.4 MB
demeaning_prong v20 812 games, 905800 moves, e=0.103, loss: 3.5, -, 31.9% elo% vs. gir, avg. reward: -2.091, 5.105 sec/game, 21.3 min. total, 647.6 MB
demeaning_prong v20 813 games, 908206 moves, e=0.101, loss: 3.5, -, 30.6% elo% vs. gir, avg. reward: -2.080, 5.127 sec/game, 21.4 min. total, 647.8 MB
demeaning_prong v20 814 games, 910264 moves, e=0.099, loss: 3.7, -, 29.5% elo% vs. gir, avg. reward: -2.065, 5.164 sec/game, 21.4 min. total, 644.9 MB
demeaning_prong v20 815 games, 912873 moves, e=0.096, loss: 3.8, -, 28.3% elo% vs. gir, avg. reward: -2.045, 5.248 sec/game, 21.5 min. total, 645.8 MB
demeaning_prong v20 816 games, 915155 moves, e=0.094, loss: 3.7, -, 27.3% elo% vs. gir, avg. reward: -2.034, 5.295 sec/game, 21.6 min. total, 645.0 MB
demeaning_prong v20 817 games, 917581 moves, e=0.092, loss: 4.0, -, 26.3% elo% vs. gir, avg. reward: -2.019, 5.329 sec/game, 21.7 min. total, 646.8 MB
demeaning_prong v20 818 games, 920185 moves, e=0.089, loss: 3.8, -, 25.4% elo% vs. gir, avg. reward: -2.003, 5.434 sec/game, 21.8 min. total, 650.5 MB
demeaning_prong v20 819 games, 922947 moves, e=0.086, loss: 4.1, -, 24.5% elo% vs. gir, avg. reward: -1.992, 5.488 sec/game, 21.9 min. total, 652.0 MB
demeaning_prong v20 820 games, 925837 moves, e=0.083, loss: 3.6, +, 27.2% elo% vs. gir, avg. reward: -1.971, 5.522 sec/game, 22.0 min. total, 657.5 MB
demeaning_prong v20 821 games, 928655 moves, e=0.081, loss: 3.4, -, 26.2% elo% vs. gir, avg. reward: -1.950, 5.555 sec/game, 22.1 min. total, 659.0 MB
demeaning_prong v20 822 games, 931195 moves, e=0.078, loss: 3.3, -, 25.3% elo% vs. gir, avg. reward: -1.932, 5.572 sec/game, 22.2 min. total, 659.0 MB
demeaning_prong v20 823 games, 933610 moves, e=0.076, loss: 4.1, -, 24.4% elo% vs. gir, avg. reward: -1.921, 5.568 sec/game, 22.3 min. total, 657.0 MB
demeaning_prong v20 824 games, 936302 moves, e=0.073, loss: 4.0, -, 23.6% elo% vs. gir, avg. reward: -1.905, 5.595 sec/game, 22.4 min. total, 658.8 MB
demeaning_prong v20 825 games, 938847 moves, e=0.071, loss: 4.2, -, 22.8% elo% vs. gir, avg. reward: -1.892, 5.596 sec/game, 22.5 min. total, 657.7 MB
demeaning_prong v20 826 games, 942045 moves, e=0.067, loss: 4.0, -, 22.1% elo% vs. gir, avg. reward: -1.873, 5.644 sec/game, 22.6 min. total, 662.9 MB
demeaning_prong v20 827 games, 944925 moves, e=0.065, loss: 2.9, -, 21.4% elo% vs. gir, avg. reward: -1.856, 5.659 sec/game, 22.7 min. total, 665.9 MB
demeaning_prong v20 828 games, 947865 moves, e=0.062, loss: 3.0, -, 20.7% elo% vs. gir, avg. reward: -1.836, 5.689 sec/game, 22.8 min. total, 667.2 MB
demeaning_prong v20 829 games, 950865 moves, e=0.059, loss: 2.9, -, 20.1% elo% vs. gir, avg. reward: -1.808, 5.704 sec/game, 22.9 min. total, 667.1 MB
demeaning_prong v20 830 games, 954113 moves, e=0.055, loss: 2.8, +, 22.6% elo% vs. gir, avg. reward: -1.786, 5.699 sec/game, 23.0 min. total, 669.9 MB
demeaning_prong v20 831 games, 956930 moves, e=0.053, loss: 2.6, -, 21.9% elo% vs. gir, avg. reward: -1.768, 5.701 sec/game, 23.1 min. total, 666.6 MB
demeaning_prong v20 832 games, 960065 moves, e=0.050, loss: 2.6, +, 24.4% elo% vs. gir, avg. reward: -1.756, 5.760 sec/game, 23.2 min. total, 669.3 MB
demeaning_prong v20 833 games, 963160 moves, e=0.046, loss: 2.8, -, 23.6% elo% vs. gir, avg. reward: -1.745, 5.788 sec/game, 23.3 min. total, 667.4 MB
demeaning_prong v20 834 games, 966102 moves, e=0.044, loss: 2.9, -, 22.8% elo% vs. gir, avg. reward: -1.735, 5.838 sec/game, 23.4 min. total, 670.4 MB
demeaning_prong v20 835 games, 969329 moves, e=0.040, loss: 3.2, -, 22.1% elo% vs. gir, avg. reward: -1.714, 5.858 sec/game, 23.5 min. total, 672.0 MB
demeaning_prong v20 836 games, 972423 moves, e=0.037, loss: 2.6, -, 21.4% elo% vs. gir, avg. reward: -1.697, 5.904 sec/game, 23.6 min. total, 672.1 MB
demeaning_prong v20 837 games, 975406 moves, e=0.034, loss: 2.9, -, 20.7% elo% vs. gir, avg. reward: -1.683, 5.913 sec/game, 23.7 min. total, 672.4 MB
demeaning_prong v20 838 games, 978455 moves, e=0.031, loss: 3.1, ., 21.6% elo% vs. gir, avg. reward: -1.667, 5.867 sec/game, 23.8 min. total, 673.3 MB
demeaning_prong v20 839 games, 981389 moves, e=0.028, loss: 3.0, -, 21.0% elo% vs. gir, avg. reward: -1.651, 5.876 sec/game, 23.9 min. total, 673.1 MB
demeaning_prong v20 840 games, 984724 moves, e=0.025, loss: 3.0, -, 20.3% elo% vs. gir, avg. reward: -1.632, 5.914 sec/game, 24.0 min. total, 673.6 MB
demeaning_prong v20 841 games, 988217 moves, e=0.022, loss: 2.9, -, 19.7% elo% vs. gir, avg. reward: -1.613, 5.972 sec/game, 24.1 min. total, 676.6 MB
demeaning_prong v20 842 games, 991568 moves, e=0.018, loss: 2.9, -, 19.2% elo% vs. gir, avg. reward: -1.592, 6.056 sec/game, 24.2 min. total, 676.7 MB
demeaning_prong v20 843 games, 994902 moves, e=0.015, loss: 2.6, -, 18.6% elo% vs. gir, avg. reward: -1.574, 6.130 sec/game, 24.3 min. total, 677.5 MB
demeaning_prong v20 844 games, 998092 moves, e=0.012, loss: 2.4, -, 18.1% elo% vs. gir, avg. reward: -1.555, 6.168 sec/game, 24.4 min. total, 678.5 MB
demeaning_prong v20 845 games, 1001597 moves, e=0.010, loss: 2.6, ., 19.0% elo% vs. gir, avg. reward: -1.538, 6.249 sec/game, 24.6 min. total, 678.9 MB
demeaning_prong v20 846 games, 1004863 moves, e=0.010, loss: 2.5, -, 18.5% elo% vs. gir, avg. reward: -1.521, 6.268 sec/game, 24.7 min. total, 679.7 MB
demeaning_prong v20 847 games, 1008221 moves, e=0.010, loss: 2.6, +, 20.8% elo% vs. gir, avg. reward: -1.490, 6.305 sec/game, 24.8 min. total, 680.8 MB
demeaning_prong v20 848 games, 1011628 moves, e=0.010, loss: 2.3, -, 20.2% elo% vs. gir, avg. reward: -1.473, 6.342 sec/game, 24.9 min. total, 680.9 MB
demeaning_prong v20 849 games, 1014917 moves, e=0.010, loss: 2.4, -, 19.6% elo% vs. gir, avg. reward: -1.455, 6.372 sec/game, 25.0 min. total, 683.2 MB
demeaning_prong v20 850 games, 1018127 moves, e=0.010, loss: 2.1, +, 22.1% elo% vs. gir, avg. reward: -1.438, 6.348 sec/game, 25.1 min. total, 683.1 MB
demeaning_prong v20 851 games, 1021624 moves, e=0.010, loss: 2.3, -, 21.4% elo% vs. gir, avg. reward: -1.412, 6.395 sec/game, 25.2 min. total, 681.6 MB
demeaning_prong v20 852 games, 1024778 moves, e=0.010, loss: 2.4, -, 20.7% elo% vs. gir, avg. reward: -1.395, 6.377 sec/game, 25.3 min. total, 681.4 MB
demeaning_prong v20 853 games, 1028210 moves, e=0.010, loss: 2.7, -, 20.1% elo% vs. gir, avg. reward: -1.370, 6.386 sec/game, 25.4 min. total, 682.5 MB
demeaning_prong v20 854 games, 1031424 moves, e=0.010, loss: 2.9, +, 22.6% elo% vs. gir, avg. reward: -1.353, 6.402 sec/game, 25.5 min. total, 682.9 MB
demeaning_prong v20 855 games, 1034821 moves, e=0.010, loss: 2.3, -, 21.8% elo% vs. gir, avg. reward: -1.330, 6.403 sec/game, 25.6 min. total, 684.3 MB
demeaning_prong v20 856 games, 1038084 moves, e=0.010, loss: 2.4, -, 21.2% elo% vs. gir, avg. reward: -1.310, 6.410 sec/game, 25.7 min. total, 686.1 MB
demeaning_prong v20 857 games, 1041311 moves, e=0.010, loss: 2.5, ., 22.1% elo% vs. gir, avg. reward: -1.295, 6.443 sec/game, 25.8 min. total, 685.0 MB
demeaning_prong v20 858 games, 1044541 moves, e=0.010, loss: 2.3, -, 21.4% elo% vs. gir, avg. reward: -1.276, 6.450 sec/game, 26.0 min. total, 683.9 MB
demeaning_prong v20 859 games, 1047748 moves, e=0.010, loss: 2.2, -, 20.7% elo% vs. gir, avg. reward: -1.259, 6.469 sec/game, 26.1 min. total, 683.9 MB
demeaning_prong v20 860 games, 1051053 moves, e=0.010, loss: 2.4, +, 23.2% elo% vs. gir, avg. reward: -1.246, 6.469 sec/game, 26.2 min. total, 687.3 MB
demeaning_prong v20 861 games, 1054184 moves, e=0.010, loss: 2.2, -, 22.5% elo% vs. gir, avg. reward: -1.233, 6.442 sec/game, 26.3 min. total, 689.5 MB
demeaning_prong v20 862 games, 1057696 moves, e=0.010, loss: 2.4, +, 25.1% elo% vs. gir, avg. reward: -1.217, 6.456 sec/game, 26.4 min. total, 688.9 MB
demeaning_prong v20 863 games, 1061315 moves, e=0.010, loss: 2.7, +, 27.7% elo% vs. gir, avg. reward: -1.202, 6.480 sec/game, 26.5 min. total, 689.6 MB
demeaning_prong v20 864 games, 1064517 moves, e=0.010, loss: 2.5, +, 30.5% elo% vs. gir, avg. reward: -1.182, 6.479 sec/game, 26.6 min. total, 690.0 MB
demeaning_prong v20 865 games, 1067965 moves, e=0.010, loss: 2.1, -, 29.3% elo% vs. gir, avg. reward: -1.161, 6.473 sec/game, 26.7 min. total, 693.1 MB
demeaning_prong v20 866 games, 1071540 moves, e=0.010, loss: 2.7, +, 32.1% elo% vs. gir, avg. reward: -1.150, 6.481 sec/game, 26.8 min. total, 693.5 MB
demeaning_prong v20 867 games, 1074934 moves, e=0.010, loss: 2.3, -, 30.8% elo% vs. gir, avg. reward: -1.134, 6.477 sec/game, 26.9 min. total, 694.5 MB
demeaning_prong v20 868 games, 1078215 moves, e=0.010, loss: 2.9, ., 31.6% elo% vs. gir, avg. reward: -1.119, 6.471 sec/game, 27.0 min. total, 693.4 MB
demeaning_prong v20 869 games, 1081807 moves, e=0.010, loss: 2.4, -, 30.3% elo% vs. gir, avg. reward: -1.105, 6.490 sec/game, 27.2 min. total, 693.7 MB
demeaning_prong v20 870 games, 1085306 moves, e=0.010, loss: 2.3, +, 33.1% elo% vs. gir, avg. reward: -1.088, 6.516 sec/game, 27.3 min. total, 695.7 MB
demeaning_prong v20 871 games, 1089181 moves, e=0.010, loss: 2.6, ., 33.8% elo% vs. gir, avg. reward: -1.071, 6.558 sec/game, 27.4 min. total, 696.0 MB
demeaning_prong v20 872 games, 1092905 moves, e=0.010, loss: 2.3, +, 36.6% elo% vs. gir, avg. reward: -1.057, 6.600 sec/game, 27.5 min. total, 696.4 MB
demeaning_prong v20 873 games, 1096297 moves, e=0.010, loss: 2.5, -, 35.0% elo% vs. gir, avg. reward: -1.039, 6.595 sec/game, 27.6 min. total, 694.5 MB
demeaning_prong v20 874 games, 1099830 moves, e=0.010, loss: 2.3, -, 33.6% elo% vs. gir, avg. reward: -1.026, 6.622 sec/game, 27.7 min. total, 696.8 MB
demeaning_prong v20 875 games, 1103378 moves, e=0.010, loss: 2.3, -, 32.2% elo% vs. gir, avg. reward: -1.010, 6.651 sec/game, 27.9 min. total, 695.0 MB
demeaning_prong v20 876 games, 1106981 moves, e=0.010, loss: 1.9, +, 35.0% elo% vs. gir, avg. reward: -0.994, 6.683 sec/game, 28.0 min. total, 696.8 MB
demeaning_prong v20 877 games, 1110704 moves, e=0.010, loss: 2.0, +, 37.8% elo% vs. gir, avg. reward: -0.982, 6.719 sec/game, 28.1 min. total, 698.6 MB
demeaning_prong v20 878 games, 1113962 moves, e=0.010, loss: 1.8, -, 36.1% elo% vs. gir, avg. reward: -0.970, 6.725 sec/game, 28.2 min. total, 700.0 MB
demeaning_prong v20 879 games, 1117074 moves, e=0.010, loss: 2.0, -, 34.6% elo% vs. gir, avg. reward: -0.957, 6.729 sec/game, 28.3 min. total, 699.6 MB
demeaning_prong v20 880 games, 1120379 moves, e=0.010, loss: 2.0, -, 33.2% elo% vs. gir, avg. reward: -0.946, 6.715 sec/game, 28.4 min. total, 699.8 MB
demeaning_prong v20 881 games, 1124064 moves, e=0.010, loss: 2.5, -, 31.8% elo% vs. gir, avg. reward: -0.938, 6.763 sec/game, 28.5 min. total, 700.9 MB
demeaning_prong v20 882 games, 1127800 moves, e=0.010, loss: 2.0, +, 34.6% elo% vs. gir, avg. reward: -0.924, 6.779 sec/game, 28.6 min. total, 703.4 MB
demeaning_prong v20 883 games, 1131583 moves, e=0.010, loss: 2.3, +, 37.4% elo% vs. gir, avg. reward: -0.906, 6.798 sec/game, 28.8 min. total, 702.5 MB
demeaning_prong v20 884 games, 1135150 moves, e=0.010, loss: 2.1, -, 35.8% elo% vs. gir, avg. reward: -0.889, 6.829 sec/game, 28.9 min. total, 700.9 MB
demeaning_prong v20 885 games, 1138767 moves, e=0.010, loss: 2.1, +, 38.6% elo% vs. gir, avg. reward: -0.876, 6.841 sec/game, 29.0 min. total, 704.9 MB
demeaning_prong v20 886 games, 1142721 moves, e=0.010, loss: 1.8, -, 36.9% elo% vs. gir, avg. reward: -0.863, 6.882 sec/game, 29.1 min. total, 704.2 MB
demeaning_prong v20 887 games, 1146273 moves, e=0.010, loss: 1.4, +, 39.6% elo% vs. gir, avg. reward: -0.851, 6.901 sec/game, 29.2 min. total, 706.0 MB
demeaning_prong v20 888 games, 1149616 moves, e=0.010, loss: 1.8, -, 37.9% elo% vs. gir, avg. reward: -0.837, 6.893 sec/game, 29.3 min. total, 705.7 MB
demeaning_prong v20 889 games, 1152964 moves, e=0.010, loss: 2.2, -, 36.3% elo% vs. gir, avg. reward: -0.826, 6.876 sec/game, 29.4 min. total, 706.4 MB
demeaning_prong v20 890 games, 1156131 moves, e=0.010, loss: 2.8, -, 34.7% elo% vs. gir, avg. reward: -0.811, 6.846 sec/game, 29.6 min. total, 705.2 MB
demeaning_prong v20 891 games, 1159367 moves, e=0.010, loss: 2.6, ., 35.4% elo% vs. gir, avg. reward: -0.801, 6.783 sec/game, 29.7 min. total, 706.7 MB
demeaning_prong v20 892 games, 1163275 moves, e=0.010, loss: 2.6, +, 38.2% elo% vs. gir, avg. reward: -0.787, 6.808 sec/game, 29.8 min. total, 706.7 MB
demeaning_prong v20 893 games, 1166175 moves, e=0.010, loss: 2.4, +, 40.9% elo% vs. gir, avg. reward: -0.782, 6.777 sec/game, 29.9 min. total, 707.4 MB
demeaning_prong v20 894 games, 1169438 moves, e=0.010, loss: 2.5, -, 39.1% elo% vs. gir, avg. reward: -0.770, 6.755 sec/game, 30.0 min. total, 706.7 MB
demeaning_prong v20 895 games, 1172876 moves, e=0.010, loss: 2.5, -, 37.4% elo% vs. gir, avg. reward: -0.755, 6.736 sec/game, 30.1 min. total, 707.2 MB
demeaning_prong v20 896 games, 1176412 moves, e=0.010, loss: 2.6, -, 35.8% elo% vs. gir, avg. reward: -0.741, 6.715 sec/game, 30.2 min. total, 711.5 MB
demeaning_prong v20 897 games, 1179879 moves, e=0.010, loss: 2.0, +, 38.5% elo% vs. gir, avg. reward: -0.728, 6.697 sec/game, 30.3 min. total, 711.3 MB
demeaning_prong v20 898 games, 1183594 moves, e=0.010, loss: 1.9, -, 36.9% elo% vs. gir, avg. reward: -0.717, 6.734 sec/game, 30.4 min. total, 711.2 MB
demeaning_prong v20 899 games, 1186542 moves, e=0.010, loss: 1.6, +, 39.6% elo% vs. gir, avg. reward: -0.704, 6.705 sec/game, 30.5 min. total, 710.3 MB
demeaning_prong v20 900 games, 1190328 moves, e=0.010, loss: 1.8, ., 40.1% elo% vs. gir, avg. reward: -0.693, 6.764 sec/game, 30.7 min. total, 709.9 MB
demeaning_prong v21 901 games, 1193828 moves, e=0.010, loss: 2.0, -, 47.7% elo% vs. gir, avg. reward: -0.683, 6.742 sec/game, 30.8 min. total, 709.4 MB
demeaning_prong v21 902 games, 1197125 moves, e=0.010, loss: 1.8, ., 47.8% elo% vs. gir, avg. reward: -0.673, 6.698 sec/game, 30.9 min. total, 710.5 MB
demeaning_prong v21 903 games, 1200900 moves, e=0.010, loss: 2.6, +, 50.2% elo% vs. gir, avg. reward: -0.665, 6.698 sec/game, 31.0 min. total, 716.3 MB
demeaning_prong v21 904 games, 1204290 moves, e=0.010, loss: 2.5, -, 47.9% elo% vs. gir, avg. reward: -0.656, 6.683 sec/game, 31.1 min. total, 715.6 MB
demeaning_prong v21 905 games, 1208009 moves, e=0.010, loss: 2.3, -, 45.7% elo% vs. gir, avg. reward: -0.646, 6.698 sec/game, 31.2 min. total, 715.3 MB
demeaning_prong v21 906 games, 1211474 moves, e=0.010, loss: 1.9, +, 48.2% elo% vs. gir, avg. reward: -0.636, 6.653 sec/game, 31.3 min. total, 715.7 MB
demeaning_prong v21 907 games, 1215117 moves, e=0.010, loss: 2.3, +, 50.6% elo% vs. gir, avg. reward: -0.628, 6.670 sec/game, 31.5 min. total, 716.3 MB
demeaning_prong v21 908 games, 1218704 moves, e=0.010, loss: 2.1, +, 52.8% elo% vs. gir, avg. reward: -0.617, 6.692 sec/game, 31.6 min. total, 717.2 MB
demeaning_prong v21 909 games, 1222283 moves, e=0.010, loss: 2.1, +, 55.0% elo% vs. gir, avg. reward: -0.609, 6.716 sec/game, 31.7 min. total, 716.9 MB
demeaning_prong v21 910 games, 1226035 moves, e=0.010, loss: 1.8, -, 52.5% elo% vs. gir, avg. reward: -0.598, 6.772 sec/game, 31.8 min. total, 717.0 MB
demeaning_prong v21 911 games, 1229822 moves, e=0.010, loss: 2.0, +, 54.7% elo% vs. gir, avg. reward: -0.587, 6.817 sec/game, 31.9 min. total, 717.2 MB
demeaning_prong v21 912 games, 1233572 moves, e=0.010, loss: 1.5, +, 56.7% elo% vs. gir, avg. reward: -0.574, 6.810 sec/game, 32.1 min. total, 716.8 MB
demeaning_prong v21 913 games, 1237344 moves, e=0.010, loss: 1.8, -, 54.1% elo% vs. gir, avg. reward: -0.563, 6.872 sec/game, 32.2 min. total, 720.0 MB
demeaning_prong v21 914 games, 1241233 moves, e=0.010, loss: 1.8, +, 56.2% elo% vs. gir, avg. reward: -0.553, 6.924 sec/game, 32.3 min. total, 719.7 MB
demeaning_prong v21 915 games, 1244809 moves, e=0.010, loss: 2.4, +, 58.2% elo% vs. gir, avg. reward: -0.545, 6.935 sec/game, 32.4 min. total, 720.4 MB
demeaning_prong v21 916 games, 1248229 moves, e=0.010, loss: 2.0, -, 55.6% elo% vs. gir, avg. reward: -0.532, 6.928 sec/game, 32.5 min. total, 721.2 MB
demeaning_prong v21 917 games, 1252010 moves, e=0.010, loss: 1.6, +, 57.6% elo% vs. gir, avg. reward: -0.525, 6.957 sec/game, 32.6 min. total, 721.8 MB
demeaning_prong v21 918 games, 1255316 moves, e=0.010, loss: 2.3, -, 55.0% elo% vs. gir, avg. reward: -0.517, 6.927 sec/game, 32.7 min. total, 721.8 MB
demeaning_prong v21 919 games, 1259112 moves, e=0.010, loss: 2.3, +, 57.0% elo% vs. gir, avg. reward: -0.511, 6.995 sec/game, 32.9 min. total, 721.6 MB
