robot,opponent,win,loss,draw,percent
my_robots/enrich_mushiness/model_20_1146_1760366.h5,zoo.kamikaze,20.0,0.0,0.0,100.0
my_robots/enrich_mushiness/model_20_1146_1760366.h5,zoo.guard_bot,20.0,0.0,0.0,100.0
my_robots/enrich_mushiness/model_20_1146_1760366.h5,zoo.gir,20.0,0.0,0.0,100.0
my_robots/enrich_mushiness/model_20_1146_1760366.h5,zoo.sunguard,20.0,0.0,0.0,100.0
my_robots/enrich_mushiness/model_20_1146_1760366.h5,zoo.random_bot,20.0,0.0,0.0,100.0
my_robots/enrich_mushiness/model_20_1146_1760366.h5,zoo.rowlake,20.0,0.0,0.0,100.0
my_robots/enrich_mushiness/model_20_1146_1760366.h5,zoo.terrible_bot,20.0,0.0,0.0,100.0
my_robots/enrich_mushiness/model_20_1146_1760366.h5,zoo.random_no_suicide,20.0,0.0,0.0,100.0
my_robots/enrich_mushiness/model_20_1146_1760366.h5,zoo.supershibe,20.0,0.0,0.0,100.0
my_robots/enrich_mushiness/model_20_1146_1760366.h5,zoo.simple_bot,20.0,0.0,0.0,100.0
my_robots/enrich_mushiness/model_20_1146_1760366.h5,zoo.schmosby,20.0,0.0,0.0,100.0
my_robots/enrich_mushiness/model_20_1146_1760366.h5,zoo.goulinator,20.0,0.0,0.0,100.0
my_robots/enrich_mushiness/model_20_1146_1760366.h5,zoo.snoflake,20.0,0.0,0.0,100.0
my_robots/enrich_mushiness/model_20_1146_1760366.h5,zoo.might_win_sometimes,19.0,1.0,0.0,95.0
my_robots/enrich_mushiness/model_20_1146_1760366.h5,zoo.btr,0.0,20.0,0.0,0.0
my_robots/enrich_mushiness/model_20_1146_1760366.h5,zoo.spferical,0.0,20.0,0.0,0.0
my_robots/enrich_mushiness/model_20_1146_1760366.h5,zoo.dulladob,0.0,20.0,0.0,0.0
,,279.0,61.0,0.0,82.05882352941177
