transpire_herself v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 304.2 MB
transpire_herself v23 2293 games, 5687847 moves, e=0.010, loss: 11436530.8, -, 0.6% elo% vs. supershibe, avg. reward: -1.569, 4.801 sec/game, 150.1 min. total, 1185.4 MB
transpire_herself v23 2294 games, 5690284 moves, e=0.010, loss: 12910956.0, -, 0.6% elo% vs. supershibe, avg. reward: -1.570, 4.807 sec/game, 150.1 min. total, 1186.6 MB
transpire_herself v23 2295 games, 5692828 moves, e=0.010, loss: 13161025.8, -, 0.6% elo% vs. supershibe, avg. reward: -1.570, 4.835 sec/game, 150.2 min. total, 1187.4 MB
transpire_herself v23 2296 games, 5695355 moves, e=0.010, loss: 13028176.9, -, 0.6% elo% vs. supershibe, avg. reward: -1.572, 4.835 sec/game, 150.3 min. total, 1190.2 MB
transpire_herself v23 2297 games, 5697895 moves, e=0.010, loss: 12071956.0, -, 0.6% elo% vs. supershibe, avg. reward: -1.569, 4.834 sec/game, 150.4 min. total, 1190.2 MB
transpire_herself v23 2298 games, 5700488 moves, e=0.010, loss: 12927212.9, -, 0.6% elo% vs. supershibe, avg. reward: -1.566, 4.842 sec/game, 150.5 min. total, 1193.1 MB
transpire_herself v23 2299 games, 5702958 moves, e=0.010, loss: 13186132.9, -, 0.6% elo% vs. supershibe, avg. reward: -1.565, 4.852 sec/game, 150.6 min. total, 1191.1 MB
transpire_herself v23 2300 games, 5705566 moves, e=0.010, loss: 13127216.7, -, 0.6% elo% vs. supershibe, avg. reward: -1.564, 4.856 sec/game, 150.6 min. total, 1191.4 MB
transpire_herself v23 2301 games, 5708027 moves, e=0.010, loss: 13329493.0, -, 0.6% elo% vs. supershibe, avg. reward: -1.567, 4.864 sec/game, 150.7 min. total, 1191.6 MB
transpire_herself v23 2302 games, 5710406 moves, e=0.010, loss: 13664952.6, -, 0.6% elo% vs. supershibe, avg. reward: -1.568, 4.867 sec/game, 150.8 min. total, 1193.4 MB
transpire_herself v23 2303 games, 5712754 moves, e=0.010, loss: 14249017.8, -, 0.6% elo% vs. supershibe, avg. reward: -1.571, 4.870 sec/game, 150.9 min. total, 1191.7 MB
transpire_herself v23 2304 games, 5715185 moves, e=0.010, loss: 14888863.5, -, 0.6% elo% vs. supershibe, avg. reward: -1.572, 4.853 sec/game, 151.0 min. total, 1195.1 MB
transpire_herself v23 2305 games, 5717493 moves, e=0.010, loss: 14791877.3, -, 0.6% elo% vs. supershibe, avg. reward: -1.574, 4.826 sec/game, 151.0 min. total, 1190.7 MB
transpire_herself v23 2306 games, 5719834 moves, e=0.010, loss: 15535239.7, -, 0.6% elo% vs. supershibe, avg. reward: -1.577, 4.823 sec/game, 151.1 min. total, 1190.7 MB
transpire_herself v23 2307 games, 5722342 moves, e=0.010, loss: 16173483.2, -, 0.6% elo% vs. supershibe, avg. reward: -1.578, 4.826 sec/game, 151.2 min. total, 1194.9 MB
transpire_herself v23 2308 games, 5724784 moves, e=0.010, loss: 16515793.7, -, 0.6% elo% vs. supershibe, avg. reward: -1.580, 4.824 sec/game, 151.3 min. total, 1193.9 MB
transpire_herself v23 2309 games, 5727227 moves, e=0.010, loss: 16957523.7, -, 0.6% elo% vs. supershibe, avg. reward: -1.579, 4.822 sec/game, 151.3 min. total, 1193.2 MB
transpire_herself v23 2310 games, 5729754 moves, e=0.010, loss: 16789666.3, -, 0.6% elo% vs. supershibe, avg. reward: -1.581, 4.839 sec/game, 151.4 min. total, 1194.7 MB
transpire_herself v23 2311 games, 5732233 moves, e=0.010, loss: 17063879.8, -, 0.6% elo% vs. supershibe, avg. reward: -1.582, 4.849 sec/game, 151.5 min. total, 1195.0 MB
transpire_herself v23 2312 games, 5734586 moves, e=0.010, loss: 15869028.8, -, 0.6% elo% vs. supershibe, avg. reward: -1.586, 4.833 sec/game, 151.6 min. total, 1196.4 MB
transpire_herself v23 2313 games, 5737087 moves, e=0.010, loss: 15656255.3, -, 0.6% elo% vs. supershibe, avg. reward: -1.587, 4.822 sec/game, 151.7 min. total, 1196.3 MB
transpire_herself v23 2314 games, 5739535 moves, e=0.010, loss: 15556359.0, -, 0.6% elo% vs. supershibe, avg. reward: -1.585, 4.835 sec/game, 151.8 min. total, 1196.8 MB
transpire_herself v23 2315 games, 5741961 moves, e=0.010, loss: 17186236.2, -, 0.6% elo% vs. supershibe, avg. reward: -1.585, 4.821 sec/game, 151.8 min. total, 1196.0 MB
transpire_herself v23 2316 games, 5744470 moves, e=0.010, loss: 16399729.6, -, 0.6% elo% vs. supershibe, avg. reward: -1.581, 4.823 sec/game, 151.9 min. total, 1197.0 MB
transpire_herself v23 2317 games, 5747085 moves, e=0.010, loss: 16999744.0, -, 0.6% elo% vs. supershibe, avg. reward: -1.578, 4.836 sec/game, 152.0 min. total, 1198.7 MB
transpire_herself v23 2318 games, 5749811 moves, e=0.010, loss: 15757951.6, -, 0.6% elo% vs. supershibe, avg. reward: -1.575, 4.837 sec/game, 152.1 min. total, 1200.2 MB
transpire_herself v23 2319 games, 5752656 moves, e=0.010, loss: 15197948.9, -, 0.6% elo% vs. supershibe, avg. reward: -1.571, 4.875 sec/game, 152.2 min. total, 1204.4 MB
transpire_herself v23 2320 games, 5755358 moves, e=0.010, loss: 15573923.8, -, 0.6% elo% vs. supershibe, avg. reward: -1.570, 4.889 sec/game, 152.3 min. total, 1207.2 MB
transpire_herself v23 2321 games, 5758183 moves, e=0.010, loss: 15083057.7, -, 0.6% elo% vs. supershibe, avg. reward: -1.566, 4.924 sec/game, 152.4 min. total, 1210.8 MB
transpire_herself v23 2322 games, 5760786 moves, e=0.010, loss: 13995676.1, -, 0.6% elo% vs. supershibe, avg. reward: -1.565, 4.944 sec/game, 152.4 min. total, 1211.9 MB
transpire_herself v23 2323 games, 5763391 moves, e=0.010, loss: 14656500.7, -, 0.6% elo% vs. supershibe, avg. reward: -1.563, 4.966 sec/game, 152.5 min. total, 1210.8 MB
transpire_herself v23 2324 games, 5765741 moves, e=0.010, loss: 16968469.1, -, 0.6% elo% vs. supershibe, avg. reward: -1.565, 4.959 sec/game, 152.6 min. total, 1211.2 MB
transpire_herself v23 2325 games, 5768078 moves, e=0.010, loss: 19090671.5, -, 0.6% elo% vs. supershibe, avg. reward: -1.569, 4.971 sec/game, 152.7 min. total, 1206.4 MB
transpire_herself v23 2326 games, 5770366 moves, e=0.010, loss: 19984883.4, -, 0.6% elo% vs. supershibe, avg. reward: -1.571, 4.956 sec/game, 152.8 min. total, 1198.9 MB
transpire_herself v23 2327 games, 5772713 moves, e=0.010, loss: 20517214.6, -, 0.6% elo% vs. supershibe, avg. reward: -1.574, 4.952 sec/game, 152.8 min. total, 1199.3 MB
transpire_herself v23 2328 games, 5774976 moves, e=0.010, loss: 21608896.6, -, 0.6% elo% vs. supershibe, avg. reward: -1.576, 4.941 sec/game, 152.9 min. total, 1197.2 MB
transpire_herself v23 2329 games, 5777276 moves, e=0.010, loss: 21876826.6, -, 0.6% elo% vs. supershibe, avg. reward: -1.579, 4.919 sec/game, 153.0 min. total, 1197.6 MB
transpire_herself v23 2330 games, 5779732 moves, e=0.010, loss: 22329995.1, -, 0.6% elo% vs. supershibe, avg. reward: -1.576, 4.926 sec/game, 153.1 min. total, 1203.3 MB
transpire_herself v23 2331 games, 5782134 moves, e=0.010, loss: 22152093.1, -, 0.6% elo% vs. supershibe, avg. reward: -1.573, 4.916 sec/game, 153.2 min. total, 1198.9 MB
transpire_herself v23 2332 games, 5784581 moves, e=0.010, loss: 20827218.2, -, 0.6% elo% vs. supershibe, avg. reward: -1.574, 4.937 sec/game, 153.2 min. total, 1199.6 MB
transpire_herself v23 2333 games, 5787184 moves, e=0.010, loss: 20451801.2, -, 0.6% elo% vs. supershibe, avg. reward: -1.572, 4.953 sec/game, 153.3 min. total, 1203.7 MB
transpire_herself v23 2334 games, 5789774 moves, e=0.010, loss: 18779677.2, -, 0.6% elo% vs. supershibe, avg. reward: -1.571, 4.948 sec/game, 153.4 min. total, 1207.1 MB
transpire_herself v23 2335 games, 5792574 moves, e=0.010, loss: 18275530.3, -, 0.6% elo% vs. supershibe, avg. reward: -1.568, 4.989 sec/game, 153.5 min. total, 1212.6 MB
transpire_herself v23 2336 games, 5795402 moves, e=0.010, loss: 16900742.4, -, 0.6% elo% vs. supershibe, avg. reward: -1.565, 5.026 sec/game, 153.6 min. total, 1216.5 MB
transpire_herself v23 2337 games, 5798226 moves, e=0.010, loss: 16359336.3, -, 0.6% elo% vs. supershibe, avg. reward: -1.559, 5.040 sec/game, 153.7 min. total, 1218.5 MB
transpire_herself v23 2338 games, 5801167 moves, e=0.010, loss: 17090687.0, -, 0.6% elo% vs. supershibe, avg. reward: -1.555, 5.066 sec/game, 153.8 min. total, 1221.8 MB
transpire_herself v23 2339 games, 5804123 moves, e=0.010, loss: 16730721.4, -, 0.6% elo% vs. supershibe, avg. reward: -1.550, 5.084 sec/game, 153.9 min. total, 1223.9 MB
transpire_herself v23 2340 games, 5806677 moves, e=0.010, loss: 17079627.3, -, 0.6% elo% vs. supershibe, avg. reward: -1.547, 5.073 sec/game, 154.0 min. total, 1221.0 MB
transpire_herself v23 2341 games, 5809314 moves, e=0.010, loss: 17851190.1, -, 0.6% elo% vs. supershibe, avg. reward: -1.545, 5.057 sec/game, 154.0 min. total, 1220.0 MB
transpire_herself v23 2342 games, 5811880 moves, e=0.010, loss: 18211226.9, -, 0.6% elo% vs. supershibe, avg. reward: -1.541, 5.050 sec/game, 154.1 min. total, 1220.4 MB
transpire_herself v23 2343 games, 5814422 moves, e=0.010, loss: 18034976.9, -, 0.6% elo% vs. supershibe, avg. reward: -1.539, 5.050 sec/game, 154.2 min. total, 1215.8 MB
transpire_herself v23 2344 games, 5817115 moves, e=0.010, loss: 17916866.6, -, 0.6% elo% vs. supershibe, avg. reward: -1.534, 5.085 sec/game, 154.3 min. total, 1217.0 MB
transpire_herself v23 2345 games, 5819842 moves, e=0.010, loss: 18233641.8, -, 0.6% elo% vs. supershibe, avg. reward: -1.528, 5.116 sec/game, 154.4 min. total, 1218.8 MB
transpire_herself v23 2346 games, 5822560 moves, e=0.010, loss: 18291386.5, -, 0.6% elo% vs. supershibe, avg. reward: -1.525, 5.156 sec/game, 154.5 min. total, 1219.5 MB
transpire_herself v23 2347 games, 5825299 moves, e=0.010, loss: 17314456.7, -, 0.6% elo% vs. supershibe, avg. reward: -1.523, 5.191 sec/game, 154.6 min. total, 1222.8 MB
transpire_herself v23 2348 games, 5827870 moves, e=0.010, loss: 18146443.3, -, 0.6% elo% vs. supershibe, avg. reward: -1.522, 5.216 sec/game, 154.7 min. total, 1221.8 MB
transpire_herself v23 2349 games, 5830587 moves, e=0.010, loss: 19830948.0, -, 0.6% elo% vs. supershibe, avg. reward: -1.520, 5.261 sec/game, 154.7 min. total, 1221.4 MB
transpire_herself v23 2350 games, 5833417 moves, e=0.010, loss: 20076381.6, -, 0.6% elo% vs. supershibe, avg. reward: -1.519, 5.277 sec/game, 154.8 min. total, 1222.4 MB
transpire_herself v23 2351 games, 5836134 moves, e=0.010, loss: 18151697.7, -, 0.6% elo% vs. supershibe, avg. reward: -1.514, 5.301 sec/game, 154.9 min. total, 1224.8 MB
transpire_herself v23 2352 games, 5838881 moves, e=0.010, loss: 19004088.1, -, 0.6% elo% vs. supershibe, avg. reward: -1.513, 5.323 sec/game, 155.0 min. total, 1226.8 MB
transpire_herself v23 2353 games, 5841618 moves, e=0.010, loss: 19467497.5, -, 0.6% elo% vs. supershibe, avg. reward: -1.512, 5.333 sec/game, 155.1 min. total, 1227.4 MB
transpire_herself v23 2354 games, 5844202 moves, e=0.010, loss: 20519428.7, -, 0.6% elo% vs. supershibe, avg. reward: -1.513, 5.331 sec/game, 155.2 min. total, 1225.7 MB
transpire_herself v23 2355 games, 5846903 moves, e=0.010, loss: 22204830.2, -, 0.6% elo% vs. supershibe, avg. reward: -1.513, 5.317 sec/game, 155.3 min. total, 1228.3 MB
transpire_herself v23 2356 games, 5849527 moves, e=0.010, loss: 22292285.8, -, 0.6% elo% vs. supershibe, avg. reward: -1.514, 5.307 sec/game, 155.4 min. total, 1226.3 MB
transpire_herself v23 2357 games, 5852044 moves, e=0.010, loss: 22469945.4, -, 0.6% elo% vs. supershibe, avg. reward: -1.515, 5.279 sec/game, 155.4 min. total, 1225.0 MB
transpire_herself v23 2358 games, 5854524 moves, e=0.010, loss: 22183832.2, -, 0.6% elo% vs. supershibe, avg. reward: -1.513, 5.235 sec/game, 155.5 min. total, 1224.6 MB
transpire_herself v23 2359 games, 5856891 moves, e=0.010, loss: 24738692.8, -, 0.6% elo% vs. supershibe, avg. reward: -1.514, 5.184 sec/game, 155.6 min. total, 1221.2 MB
transpire_herself v23 2360 games, 5859367 moves, e=0.010, loss: 26027220.3, -, 0.6% elo% vs. supershibe, avg. reward: -1.513, 5.178 sec/game, 155.7 min. total, 1221.0 MB
transpire_herself v23 2361 games, 5861715 moves, e=0.010, loss: 26878301.7, -, 0.6% elo% vs. supershibe, avg. reward: -1.515, 5.149 sec/game, 155.8 min. total, 1218.5 MB
transpire_herself v23 2362 games, 5864008 moves, e=0.010, loss: 29083749.7, -, 0.6% elo% vs. supershibe, avg. reward: -1.514, 5.124 sec/game, 155.8 min. total, 1222.2 MB
transpire_herself v23 2363 games, 5866296 moves, e=0.010, loss: 29786998.5, -, 0.6% elo% vs. supershibe, avg. reward: -1.512, 5.091 sec/game, 155.9 min. total, 1215.7 MB
transpire_herself v23 2364 games, 5868672 moves, e=0.010, loss: 31584531.6, -, 0.6% elo% vs. supershibe, avg. reward: -1.513, 5.061 sec/game, 156.0 min. total, 1216.8 MB
transpire_herself v23 2365 games, 5871075 moves, e=0.010, loss: 34899905.4, -, 0.6% elo% vs. supershibe, avg. reward: -1.513, 5.035 sec/game, 156.1 min. total, 1218.0 MB
transpire_herself v23 2366 games, 5873446 moves, e=0.010, loss: 35382552.1, -, 0.6% elo% vs. supershibe, avg. reward: -1.511, 5.009 sec/game, 156.2 min. total, 1218.4 MB
transpire_herself v23 2367 games, 5875895 moves, e=0.010, loss: 32874813.4, -, 0.6% elo% vs. supershibe, avg. reward: -1.509, 4.976 sec/game, 156.2 min. total, 1220.0 MB
transpire_herself v23 2368 games, 5878278 moves, e=0.010, loss: 32182273.2, -, 0.6% elo% vs. supershibe, avg. reward: -1.508, 4.961 sec/game, 156.3 min. total, 1223.6 MB
transpire_herself v23 2369 games, 5880693 moves, e=0.010, loss: 30866775.9, -, 0.6% elo% vs. supershibe, avg. reward: -1.507, 4.931 sec/game, 156.4 min. total, 1218.8 MB
transpire_herself v23 2370 games, 5883000 moves, e=0.010, loss: 32141438.8, -, 0.6% elo% vs. supershibe, avg. reward: -1.507, 4.880 sec/game, 156.5 min. total, 1221.6 MB
transpire_herself v23 2371 games, 5885395 moves, e=0.010, loss: 30473168.1, -, 0.6% elo% vs. supershibe, avg. reward: -1.506, 4.863 sec/game, 156.5 min. total, 1223.1 MB
transpire_herself v23 2372 games, 5887701 moves, e=0.010, loss: 32403416.6, -, 0.6% elo% vs. supershibe, avg. reward: -1.506, 4.817 sec/game, 156.6 min. total, 1222.8 MB
transpire_herself v23 2373 games, 5890068 moves, e=0.010, loss: 35454765.4, -, 0.6% elo% vs. supershibe, avg. reward: -1.508, 4.793 sec/game, 156.7 min. total, 1224.3 MB
transpire_herself v23 2374 games, 5892498 moves, e=0.010, loss: 37491697.2, -, 0.6% elo% vs. supershibe, avg. reward: -1.509, 4.780 sec/game, 156.8 min. total, 1227.2 MB
transpire_herself v23 2375 games, 5894888 moves, e=0.010, loss: 36136657.3, -, 0.6% elo% vs. supershibe, avg. reward: -1.510, 4.743 sec/game, 156.9 min. total, 1226.1 MB
transpire_herself v23 2376 games, 5897336 moves, e=0.010, loss: 34286765.9, -, 0.6% elo% vs. supershibe, avg. reward: -1.512, 4.714 sec/game, 156.9 min. total, 1227.1 MB
transpire_herself v23 2377 games, 5899703 moves, e=0.010, loss: 32875469.9, -, 0.6% elo% vs. supershibe, avg. reward: -1.514, 4.699 sec/game, 157.0 min. total, 1232.0 MB
transpire_herself v23 2378 games, 5902063 moves, e=0.010, loss: 32845053.6, -, 0.6% elo% vs. supershibe, avg. reward: -1.516, 4.691 sec/game, 157.1 min. total, 1228.9 MB
transpire_herself v23 2379 games, 5904469 moves, e=0.010, loss: 33806970.6, -, 0.6% elo% vs. supershibe, avg. reward: -1.516, 4.689 sec/game, 157.2 min. total, 1227.7 MB
transpire_herself v23 2380 games, 5906790 moves, e=0.010, loss: 31886680.7, -, 0.6% elo% vs. supershibe, avg. reward: -1.519, 4.666 sec/game, 157.2 min. total, 1227.2 MB
transpire_herself v23 2381 games, 5909116 moves, e=0.010, loss: 33326853.9, -, 0.6% elo% vs. supershibe, avg. reward: -1.519, 4.658 sec/game, 157.3 min. total, 1226.7 MB
transpire_herself v23 2382 games, 5911443 moves, e=0.010, loss: 33721217.9, -, 0.6% elo% vs. supershibe, avg. reward: -1.518, 4.667 sec/game, 157.4 min. total, 1225.6 MB
transpire_herself v23 2383 games, 5913790 moves, e=0.010, loss: 29933640.3, -, 0.6% elo% vs. supershibe, avg. reward: -1.517, 4.670 sec/game, 157.5 min. total, 1230.7 MB
transpire_herself v23 2384 games, 5916130 moves, e=0.010, loss: 33140049.3, -, 0.6% elo% vs. supershibe, avg. reward: -1.518, 4.664 sec/game, 157.5 min. total, 1233.1 MB
transpire_herself v23 2385 games, 5918574 moves, e=0.010, loss: 34348488.7, -, 0.6% elo% vs. supershibe, avg. reward: -1.518, 4.662 sec/game, 157.6 min. total, 1229.8 MB
transpire_herself v23 2386 games, 5920983 moves, e=0.010, loss: 33294318.4, -, 0.6% elo% vs. supershibe, avg. reward: -1.520, 4.664 sec/game, 157.7 min. total, 1231.3 MB
transpire_herself v23 2387 games, 5923438 moves, e=0.010, loss: 31238649.8, -, 0.6% elo% vs. supershibe, avg. reward: -1.520, 4.667 sec/game, 157.8 min. total, 1231.2 MB
transpire_herself v23 2388 games, 5925935 moves, e=0.010, loss: 30233907.4, -, 0.6% elo% vs. supershibe, avg. reward: -1.519, 4.682 sec/game, 157.9 min. total, 1232.0 MB
transpire_herself v23 2389 games, 5928466 moves, e=0.010, loss: 28580732.1, -, 0.6% elo% vs. supershibe, avg. reward: -1.517, 4.702 sec/game, 158.0 min. total, 1234.2 MB
transpire_herself v23 2390 games, 5931014 moves, e=0.010, loss: 28803966.4, -, 0.6% elo% vs. supershibe, avg. reward: -1.517, 4.726 sec/game, 158.0 min. total, 1235.6 MB
transpire_herself v23 2391 games, 5933655 moves, e=0.010, loss: 26447438.7, -, 0.6% elo% vs. supershibe, avg. reward: -1.513, 4.732 sec/game, 158.1 min. total, 1238.1 MB
transpire_herself v23 2392 games, 5936231 moves, e=0.010, loss: 26722243.1, -, 0.6% elo% vs. supershibe, avg. reward: -1.512, 4.757 sec/game, 158.2 min. total, 1239.3 MB
transpire_herself v23 2393 games, 5938843 moves, e=0.010, loss: 27350369.8, -, 0.6% elo% vs. supershibe, avg. reward: -1.509, 4.780 sec/game, 158.3 min. total, 1242.9 MB
transpire_herself v23 2394 games, 5941462 moves, e=0.010, loss: 28022862.1, -, 0.6% elo% vs. supershibe, avg. reward: -1.507, 4.800 sec/game, 158.4 min. total, 1243.0 MB
transpire_herself v23 2395 games, 5944291 moves, e=0.010, loss: 27595978.3, -, 0.6% elo% vs. supershibe, avg. reward: -1.503, 4.852 sec/game, 158.5 min. total, 1245.7 MB
transpire_herself v23 2396 games, 5947036 moves, e=0.010, loss: 28116589.3, -, 0.6% elo% vs. supershibe, avg. reward: -1.499, 4.879 sec/game, 158.6 min. total, 1247.4 MB
transpire_herself v23 2397 games, 5949687 moves, e=0.010, loss: 27082714.9, -, 0.6% elo% vs. supershibe, avg. reward: -1.498, 4.895 sec/game, 158.6 min. total, 1247.6 MB
transpire_herself v23 2398 games, 5952240 moves, e=0.010, loss: 27016476.2, -, 0.6% elo% vs. supershibe, avg. reward: -1.499, 4.929 sec/game, 158.7 min. total, 1245.4 MB
transpire_herself v23 2399 games, 5954737 moves, e=0.010, loss: 27500375.0, -, 0.6% elo% vs. supershibe, avg. reward: -1.499, 4.940 sec/game, 158.8 min. total, 1243.6 MB
transpire_herself v23 2400 games, 5957215 moves, e=0.010, loss: 25914264.7, -, 0.6% elo% vs. supershibe, avg. reward: -1.501, 4.959 sec/game, 158.9 min. total, 1245.9 MB
transpire_herself v23 2401 games, 5959586 moves, e=0.010, loss: 27929271.8, -, 0.6% elo% vs. supershibe, avg. reward: -1.500, 4.969 sec/game, 159.0 min. total, 1240.3 MB
transpire_herself v23 2402 games, 5961981 moves, e=0.010, loss: 26849730.9, -, 0.6% elo% vs. supershibe, avg. reward: -1.500, 4.963 sec/game, 159.1 min. total, 1238.7 MB
transpire_herself v23 2403 games, 5964367 moves, e=0.010, loss: 29776145.3, -, 0.6% elo% vs. supershibe, avg. reward: -1.499, 4.974 sec/game, 159.1 min. total, 1237.5 MB
transpire_herself v23 2404 games, 5966647 moves, e=0.010, loss: 30967143.6, -, 0.6% elo% vs. supershibe, avg. reward: -1.501, 4.973 sec/game, 159.2 min. total, 1234.9 MB
transpire_herself v23 2405 games, 5968925 moves, e=0.010, loss: 34883944.5, -, 0.6% elo% vs. supershibe, avg. reward: -1.500, 4.964 sec/game, 159.3 min. total, 1235.7 MB
transpire_herself v23 2406 games, 5971250 moves, e=0.010, loss: 33069682.5, -, 0.6% elo% vs. supershibe, avg. reward: -1.499, 4.953 sec/game, 159.4 min. total, 1237.3 MB
transpire_herself v23 2407 games, 5973549 moves, e=0.010, loss: 34446417.4, -, 0.6% elo% vs. supershibe, avg. reward: -1.502, 4.944 sec/game, 159.4 min. total, 1236.8 MB
transpire_herself v23 2408 games, 5975816 moves, e=0.010, loss: 35165607.9, -, 0.6% elo% vs. supershibe, avg. reward: -1.505, 4.926 sec/game, 159.5 min. total, 1237.7 MB
transpire_herself v23 2409 games, 5978251 moves, e=0.010, loss: 34774677.9, -, 0.5% elo% vs. supershibe, avg. reward: -1.506, 4.921 sec/game, 159.6 min. total, 1238.4 MB
transpire_herself v23 2410 games, 5980531 moves, e=0.010, loss: 36714768.5, -, 0.5% elo% vs. supershibe, avg. reward: -1.508, 4.887 sec/game, 159.7 min. total, 1237.9 MB
transpire_herself v23 2411 games, 5982974 moves, e=0.010, loss: 34609679.8, -, 0.5% elo% vs. supershibe, avg. reward: -1.507, 4.881 sec/game, 159.7 min. total, 1239.2 MB
transpire_herself v23 2412 games, 5985433 moves, e=0.010, loss: 35021265.2, -, 0.5% elo% vs. supershibe, avg. reward: -1.502, 4.878 sec/game, 159.8 min. total, 1239.9 MB
