nutcase_devalue v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 304.5 MB
nutcase_devalue v13 803 games, 567614 moves, e=0.944, loss: 2.1, +, 52.4% elo% vs. random_no_suicide, avg. reward: -8.622, 1.356 sec/game, 8.7 min. total, 542.2 MB
nutcase_devalue v13 804 games, 568419 moves, e=0.944, loss: 2.1, -, 50.0% elo% vs. random_no_suicide, avg. reward: -8.614, 1.370 sec/game, 8.7 min. total, 542.2 MB
nutcase_devalue v13 805 games, 569055 moves, e=0.944, loss: 2.1, -, 47.7% elo% vs. random_no_suicide, avg. reward: -8.626, 1.370 sec/game, 8.7 min. total, 543.6 MB
nutcase_devalue v13 806 games, 569805 moves, e=0.944, loss: 2.0, +, 50.1% elo% vs. random_no_suicide, avg. reward: -8.617, 1.368 sec/game, 8.8 min. total, 543.6 MB
nutcase_devalue v13 807 games, 570571 moves, e=0.944, loss: 1.8, ., 50.1% elo% vs. random_no_suicide, avg. reward: -8.604, 1.368 sec/game, 8.8 min. total, 542.8 MB
nutcase_devalue v13 808 games, 571354 moves, e=0.943, loss: 2.0, +, 52.4% elo% vs. random_no_suicide, avg. reward: -8.585, 1.381 sec/game, 8.8 min. total, 544.6 MB
nutcase_devalue v13 809 games, 572089 moves, e=0.943, loss: 1.7, -, 50.0% elo% vs. random_no_suicide, avg. reward: -8.585, 1.370 sec/game, 8.8 min. total, 543.4 MB
nutcase_devalue v13 810 games, 572848 moves, e=0.943, loss: 1.8, +, 52.3% elo% vs. random_no_suicide, avg. reward: -8.589, 1.370 sec/game, 8.8 min. total, 544.7 MB
nutcase_devalue v13 811 games, 573579 moves, e=0.943, loss: 2.0, ., 52.2% elo% vs. random_no_suicide, avg. reward: -8.590, 1.370 sec/game, 8.9 min. total, 543.5 MB
nutcase_devalue v13 812 games, 574267 moves, e=0.943, loss: 2.1, ., 52.1% elo% vs. random_no_suicide, avg. reward: -8.583, 1.371 sec/game, 8.9 min. total, 543.5 MB
nutcase_devalue v13 813 games, 575030 moves, e=0.943, loss: 2.4, -, 49.7% elo% vs. random_no_suicide, avg. reward: -8.577, 1.374 sec/game, 8.9 min. total, 543.4 MB
nutcase_devalue v13 814 games, 575841 moves, e=0.943, loss: 2.3, -, 47.4% elo% vs. random_no_suicide, avg. reward: -8.558, 1.386 sec/game, 8.9 min. total, 544.4 MB
nutcase_devalue v13 815 games, 576463 moves, e=0.943, loss: 2.2, +, 49.8% elo% vs. random_no_suicide, avg. reward: -8.554, 1.374 sec/game, 9.0 min. total, 546.0 MB
nutcase_devalue v13 816 games, 577179 moves, e=0.943, loss: 2.2, +, 52.1% elo% vs. random_no_suicide, avg. reward: -8.527, 1.379 sec/game, 9.0 min. total, 544.4 MB
nutcase_devalue v13 817 games, 577924 moves, e=0.943, loss: 2.4, ., 52.0% elo% vs. random_no_suicide, avg. reward: -8.531, 1.387 sec/game, 9.0 min. total, 544.5 MB
nutcase_devalue v13 818 games, 578647 moves, e=0.943, loss: 2.0, +, 54.2% elo% vs. random_no_suicide, avg. reward: -8.544, 1.378 sec/game, 9.0 min. total, 544.5 MB
nutcase_devalue v13 819 games, 579195 moves, e=0.943, loss: 1.8, +, 56.3% elo% vs. random_no_suicide, avg. reward: -8.585, 1.363 sec/game, 9.0 min. total, 544.5 MB
nutcase_devalue v13 820 games, 579919 moves, e=0.943, loss: 1.9, +, 58.3% elo% vs. random_no_suicide, avg. reward: -8.586, 1.364 sec/game, 9.1 min. total, 544.5 MB
nutcase_devalue v13 821 games, 580584 moves, e=0.943, loss: 1.8, -, 55.6% elo% vs. random_no_suicide, avg. reward: -8.593, 1.355 sec/game, 9.1 min. total, 544.2 MB
nutcase_devalue v13 822 games, 581288 moves, e=0.942, loss: 1.8, +, 57.7% elo% vs. random_no_suicide, avg. reward: -8.596, 1.364 sec/game, 9.1 min. total, 546.0 MB
nutcase_devalue v13 823 games, 582021 moves, e=0.942, loss: 2.2, +, 59.5% elo% vs. random_no_suicide, avg. reward: -8.595, 1.364 sec/game, 9.1 min. total, 546.9 MB
nutcase_devalue v13 824 games, 582791 moves, e=0.942, loss: 2.1, +, 61.3% elo% vs. random_no_suicide, avg. reward: -8.584, 1.368 sec/game, 9.2 min. total, 547.0 MB
nutcase_devalue v13 825 games, 583626 moves, e=0.942, loss: 1.9, +, 63.0% elo% vs. random_no_suicide, avg. reward: -8.577, 1.380 sec/game, 9.2 min. total, 547.1 MB
nutcase_devalue v13 826 games, 584288 moves, e=0.942, loss: 2.0, -, 60.3% elo% vs. random_no_suicide, avg. reward: -8.598, 1.370 sec/game, 9.2 min. total, 545.7 MB
nutcase_devalue v13 827 games, 584964 moves, e=0.942, loss: 1.9, +, 62.0% elo% vs. random_no_suicide, avg. reward: -8.612, 1.368 sec/game, 9.2 min. total, 547.2 MB
nutcase_devalue v13 828 games, 585723 moves, e=0.942, loss: 1.7, +, 63.6% elo% vs. random_no_suicide, avg. reward: -8.601, 1.358 sec/game, 9.3 min. total, 547.2 MB
nutcase_devalue v13 829 games, 586343 moves, e=0.942, loss: 1.5, -, 60.9% elo% vs. random_no_suicide, avg. reward: -8.623, 1.346 sec/game, 9.3 min. total, 545.7 MB
nutcase_devalue v13 830 games, 587110 moves, e=0.942, loss: 1.7, ., 60.4% elo% vs. random_no_suicide, avg. reward: -8.596, 1.346 sec/game, 9.3 min. total, 546.5 MB
nutcase_devalue v13 831 games, 587777 moves, e=0.942, loss: 2.0, +, 62.1% elo% vs. random_no_suicide, avg. reward: -8.592, 1.345 sec/game, 9.3 min. total, 548.2 MB
nutcase_devalue v13 832 games, 588530 moves, e=0.942, loss: 2.0, ., 61.6% elo% vs. random_no_suicide, avg. reward: -8.589, 1.343 sec/game, 9.3 min. total, 548.2 MB
nutcase_devalue v13 833 games, 589215 moves, e=0.942, loss: 2.0, +, 63.3% elo% vs. random_no_suicide, avg. reward: -8.595, 1.342 sec/game, 9.4 min. total, 549.5 MB
nutcase_devalue v13 834 games, 589969 moves, e=0.942, loss: 2.2, ., 62.7% elo% vs. random_no_suicide, avg. reward: -8.606, 1.341 sec/game, 9.4 min. total, 549.5 MB
nutcase_devalue v13 835 games, 590645 moves, e=0.942, loss: 2.1, -, 60.0% elo% vs. random_no_suicide, avg. reward: -8.624, 1.342 sec/game, 9.4 min. total, 548.4 MB
nutcase_devalue v13 836 games, 591478 moves, e=0.941, loss: 2.0, -, 57.3% elo% vs. random_no_suicide, avg. reward: -8.609, 1.340 sec/game, 9.4 min. total, 548.4 MB
nutcase_devalue v13 837 games, 592183 moves, e=0.941, loss: 2.0, +, 59.2% elo% vs. random_no_suicide, avg. reward: -8.614, 1.341 sec/game, 9.5 min. total, 550.9 MB
nutcase_devalue v13 838 games, 592832 moves, e=0.941, loss: 2.2, -, 56.5% elo% vs. random_no_suicide, avg. reward: -8.623, 1.340 sec/game, 9.5 min. total, 549.4 MB
nutcase_devalue v13 839 games, 593466 moves, e=0.941, loss: 2.2, +, 58.5% elo% vs. random_no_suicide, avg. reward: -8.642, 1.351 sec/game, 9.5 min. total, 550.4 MB
nutcase_devalue v13 840 games, 594245 moves, e=0.941, loss: 2.4, -, 55.9% elo% vs. random_no_suicide, avg. reward: -8.639, 1.353 sec/game, 9.5 min. total, 550.3 MB
nutcase_devalue v13 841 games, 595070 moves, e=0.941, loss: 2.5, -, 53.3% elo% vs. random_no_suicide, avg. reward: -8.621, 1.366 sec/game, 9.5 min. total, 550.4 MB
nutcase_devalue v13 842 games, 595844 moves, e=0.941, loss: 2.7, -, 50.9% elo% vs. random_no_suicide, avg. reward: -8.623, 1.377 sec/game, 9.6 min. total, 551.0 MB
nutcase_devalue v13 843 games, 596523 moves, e=0.941, loss: 2.5, +, 53.1% elo% vs. random_no_suicide, avg. reward: -8.629, 1.366 sec/game, 9.6 min. total, 552.3 MB
nutcase_devalue v13 844 games, 597193 moves, e=0.941, loss: 2.2, -, 50.7% elo% vs. random_no_suicide, avg. reward: -8.635, 1.349 sec/game, 9.6 min. total, 550.9 MB
nutcase_devalue v13 845 games, 597943 moves, e=0.941, loss: 2.2, -, 48.3% elo% vs. random_no_suicide, avg. reward: -8.615, 1.350 sec/game, 9.6 min. total, 550.8 MB
nutcase_devalue v13 846 games, 598595 moves, e=0.941, loss: 2.4, +, 50.7% elo% vs. random_no_suicide, avg. reward: -8.634, 1.350 sec/game, 9.7 min. total, 551.3 MB
nutcase_devalue v13 847 games, 599285 moves, e=0.941, loss: 2.2, -, 48.4% elo% vs. random_no_suicide, avg. reward: -8.633, 1.341 sec/game, 9.7 min. total, 551.8 MB
nutcase_devalue v13 848 games, 599947 moves, e=0.941, loss: 2.0, -, 46.2% elo% vs. random_no_suicide, avg. reward: -8.653, 1.355 sec/game, 9.7 min. total, 551.4 MB
nutcase_devalue v13 849 games, 600645 moves, e=0.941, loss: 1.9, -, 44.1% elo% vs. random_no_suicide, avg. reward: -8.643, 1.358 sec/game, 9.7 min. total, 551.6 MB
nutcase_devalue v13 850 games, 601371 moves, e=0.940, loss: 1.8, -, 42.1% elo% vs. random_no_suicide, avg. reward: -8.650, 1.359 sec/game, 9.7 min. total, 551.6 MB
nutcase_devalue v13 851 games, 602060 moves, e=0.940, loss: 1.6, -, 40.2% elo% vs. random_no_suicide, avg. reward: -8.648, 1.354 sec/game, 9.8 min. total, 551.5 MB
nutcase_devalue v13 852 games, 602619 moves, e=0.940, loss: 1.8, -, 38.4% elo% vs. random_no_suicide, avg. reward: -8.672, 1.343 sec/game, 9.8 min. total, 551.6 MB
nutcase_devalue v13 853 games, 603410 moves, e=0.940, loss: 1.9, -, 36.8% elo% vs. random_no_suicide, avg. reward: -8.653, 1.354 sec/game, 9.8 min. total, 551.8 MB
nutcase_devalue v13 854 games, 604087 moves, e=0.940, loss: 2.3, -, 35.2% elo% vs. random_no_suicide, avg. reward: -8.656, 1.341 sec/game, 9.8 min. total, 551.3 MB
nutcase_devalue v13 855 games, 604788 moves, e=0.940, loss: 2.1, +, 38.0% elo% vs. random_no_suicide, avg. reward: -8.660, 1.344 sec/game, 9.9 min. total, 551.9 MB
nutcase_devalue v13 856 games, 605529 moves, e=0.940, loss: 2.2, +, 40.7% elo% vs. random_no_suicide, avg. reward: -8.665, 1.342 sec/game, 9.9 min. total, 554.6 MB
nutcase_devalue v13 857 games, 606317 moves, e=0.940, loss: 2.1, -, 38.9% elo% vs. random_no_suicide, avg. reward: -8.662, 1.353 sec/game, 9.9 min. total, 553.1 MB
nutcase_devalue v13 858 games, 607139 moves, e=0.940, loss: 2.6, -, 37.2% elo% vs. random_no_suicide, avg. reward: -8.647, 1.377 sec/game, 9.9 min. total, 553.4 MB
nutcase_devalue v13 859 games, 607819 moves, e=0.940, loss: 2.4, -, 35.6% elo% vs. random_no_suicide, avg. reward: -8.653, 1.379 sec/game, 10.0 min. total, 553.3 MB
nutcase_devalue v13 860 games, 608496 moves, e=0.940, loss: 2.4, +, 38.4% elo% vs. random_no_suicide, avg. reward: -8.653, 1.366 sec/game, 10.0 min. total, 553.6 MB
nutcase_devalue v13 861 games, 609152 moves, e=0.940, loss: 2.5, -, 36.7% elo% vs. random_no_suicide, avg. reward: -8.666, 1.364 sec/game, 10.0 min. total, 553.6 MB
nutcase_devalue v13 862 games, 609968 moves, e=0.940, loss: 2.6, -, 35.2% elo% vs. random_no_suicide, avg. reward: -8.644, 1.355 sec/game, 10.0 min. total, 554.1 MB
nutcase_devalue v13 863 games, 610639 moves, e=0.940, loss: 2.5, -, 33.7% elo% vs. random_no_suicide, avg. reward: -8.646, 1.354 sec/game, 10.0 min. total, 555.2 MB
nutcase_devalue v13 864 games, 611459 moves, e=0.939, loss: 2.7, -, 32.3% elo% vs. random_no_suicide, avg. reward: -8.639, 1.376 sec/game, 10.1 min. total, 555.3 MB
nutcase_devalue v13 865 games, 612143 moves, e=0.939, loss: 2.6, -, 31.0% elo% vs. random_no_suicide, avg. reward: -8.631, 1.363 sec/game, 10.1 min. total, 555.3 MB
nutcase_devalue v13 866 games, 612896 moves, e=0.939, loss: 2.5, -, 29.8% elo% vs. random_no_suicide, avg. reward: -8.636, 1.375 sec/game, 10.1 min. total, 555.8 MB
nutcase_devalue v13 867 games, 613683 moves, e=0.939, loss: 2.6, -, 28.7% elo% vs. random_no_suicide, avg. reward: -8.633, 1.385 sec/game, 10.1 min. total, 555.8 MB
nutcase_devalue v13 868 games, 614456 moves, e=0.939, loss: 2.6, +, 31.5% elo% vs. random_no_suicide, avg. reward: -8.641, 1.384 sec/game, 10.2 min. total, 556.1 MB
nutcase_devalue v13 869 games, 615263 moves, e=0.939, loss: 2.9, -, 30.2% elo% vs. random_no_suicide, avg. reward: -8.619, 1.396 sec/game, 10.2 min. total, 555.8 MB
nutcase_devalue v13 870 games, 616137 moves, e=0.939, loss: 2.6, -, 29.1% elo% vs. random_no_suicide, avg. reward: -8.605, 1.409 sec/game, 10.2 min. total, 556.5 MB
nutcase_devalue v13 871 games, 616942 moves, e=0.939, loss: 2.5, -, 28.0% elo% vs. random_no_suicide, avg. reward: -8.588, 1.418 sec/game, 10.2 min. total, 556.1 MB
nutcase_devalue v13 872 games, 617611 moves, e=0.939, loss: 2.2, +, 30.7% elo% vs. random_no_suicide, avg. reward: -8.582, 1.439 sec/game, 10.3 min. total, 557.3 MB
nutcase_devalue v13 873 games, 618365 moves, e=0.939, loss: 2.1, -, 29.5% elo% vs. random_no_suicide, avg. reward: -8.591, 1.418 sec/game, 10.3 min. total, 555.9 MB
nutcase_devalue v13 874 games, 619150 moves, e=0.939, loss: 2.2, -, 28.4% elo% vs. random_no_suicide, avg. reward: -8.600, 1.441 sec/game, 10.3 min. total, 555.7 MB
nutcase_devalue v13 875 games, 619783 moves, e=0.939, loss: 2.2, -, 27.4% elo% vs. random_no_suicide, avg. reward: -8.614, 1.438 sec/game, 10.3 min. total, 555.7 MB
nutcase_devalue v13 876 games, 620623 moves, e=0.939, loss: 2.3, -, 26.4% elo% vs. random_no_suicide, avg. reward: -8.591, 1.439 sec/game, 10.4 min. total, 556.0 MB
nutcase_devalue v13 877 games, 621400 moves, e=0.938, loss: 2.2, -, 25.4% elo% vs. random_no_suicide, avg. reward: -8.592, 1.429 sec/game, 10.4 min. total, 555.6 MB
nutcase_devalue v13 878 games, 622048 moves, e=0.938, loss: 2.4, +, 28.1% elo% vs. random_no_suicide, avg. reward: -8.592, 1.405 sec/game, 10.4 min. total, 556.4 MB
nutcase_devalue v13 879 games, 622746 moves, e=0.938, loss: 2.4, +, 30.9% elo% vs. random_no_suicide, avg. reward: -8.604, 1.414 sec/game, 10.4 min. total, 559.5 MB
nutcase_devalue v13 880 games, 623460 moves, e=0.938, loss: 2.5, -, 29.7% elo% vs. random_no_suicide, avg. reward: -8.605, 1.414 sec/game, 10.4 min. total, 558.7 MB
nutcase_devalue v13 881 games, 624054 moves, e=0.938, loss: 2.4, -, 28.6% elo% vs. random_no_suicide, avg. reward: -8.616, 1.402 sec/game, 10.5 min. total, 558.6 MB
nutcase_devalue v13 882 games, 624776 moves, e=0.938, loss: 2.5, ., 29.4% elo% vs. random_no_suicide, avg. reward: -8.610, 1.398 sec/game, 10.5 min. total, 558.7 MB
nutcase_devalue v13 883 games, 625585 moves, e=0.938, loss: 2.4, -, 28.3% elo% vs. random_no_suicide, avg. reward: -8.608, 1.413 sec/game, 10.5 min. total, 558.8 MB
nutcase_devalue v13 884 games, 626317 moves, e=0.938, loss: 2.3, -, 27.2% elo% vs. random_no_suicide, avg. reward: -8.595, 1.402 sec/game, 10.5 min. total, 559.1 MB
nutcase_devalue v13 885 games, 627047 moves, e=0.938, loss: 2.5, +, 29.9% elo% vs. random_no_suicide, avg. reward: -8.580, 1.404 sec/game, 10.6 min. total, 559.3 MB
nutcase_devalue v13 886 games, 627723 moves, e=0.938, loss: 2.7, -, 28.8% elo% vs. random_no_suicide, avg. reward: -8.593, 1.401 sec/game, 10.6 min. total, 559.6 MB
nutcase_devalue v13 887 games, 628361 moves, e=0.938, loss: 2.7, -, 27.7% elo% vs. random_no_suicide, avg. reward: -8.621, 1.391 sec/game, 10.6 min. total, 559.2 MB
nutcase_devalue v13 888 games, 629175 moves, e=0.938, loss: 2.9, -, 26.7% elo% vs. random_no_suicide, avg. reward: -8.600, 1.389 sec/game, 10.6 min. total, 559.5 MB
nutcase_devalue v13 889 games, 629961 moves, e=0.938, loss: 2.8, +, 29.4% elo% vs. random_no_suicide, avg. reward: -8.603, 1.388 sec/game, 10.7 min. total, 561.3 MB
nutcase_devalue v13 890 games, 630748 moves, e=0.938, loss: 2.5, ., 30.2% elo% vs. random_no_suicide, avg. reward: -8.603, 1.376 sec/game, 10.7 min. total, 560.0 MB
nutcase_devalue v13 891 games, 631366 moves, e=0.937, loss: 2.6, -, 29.1% elo% vs. random_no_suicide, avg. reward: -8.623, 1.363 sec/game, 10.7 min. total, 559.9 MB
nutcase_devalue v13 892 games, 632115 moves, e=0.937, loss: 2.8, -, 28.0% elo% vs. random_no_suicide, avg. reward: -8.607, 1.364 sec/game, 10.7 min. total, 560.1 MB
nutcase_devalue v13 893 games, 632896 moves, e=0.937, loss: 2.5, -, 27.0% elo% vs. random_no_suicide, avg. reward: -8.595, 1.376 sec/game, 10.7 min. total, 560.4 MB
nutcase_devalue v13 894 games, 633627 moves, e=0.937, loss: 2.5, -, 26.0% elo% vs. random_no_suicide, avg. reward: -8.585, 1.366 sec/game, 10.8 min. total, 560.4 MB
nutcase_devalue v13 895 games, 634415 moves, e=0.937, loss: 2.4, -, 25.1% elo% vs. random_no_suicide, avg. reward: -8.584, 1.381 sec/game, 10.8 min. total, 562.8 MB
nutcase_devalue v13 896 games, 635112 moves, e=0.937, loss: 2.2, -, 24.2% elo% vs. random_no_suicide, avg. reward: -8.594, 1.370 sec/game, 10.8 min. total, 560.1 MB
nutcase_devalue v13 897 games, 635785 moves, e=0.937, loss: 2.2, -, 23.4% elo% vs. random_no_suicide, avg. reward: -8.602, 1.368 sec/game, 10.8 min. total, 560.3 MB
nutcase_devalue v13 898 games, 636405 moves, e=0.937, loss: 2.3, -, 22.6% elo% vs. random_no_suicide, avg. reward: -8.612, 1.358 sec/game, 10.9 min. total, 560.2 MB
nutcase_devalue v13 899 games, 637186 moves, e=0.937, loss: 2.0, -, 21.9% elo% vs. random_no_suicide, avg. reward: -8.609, 1.372 sec/game, 10.9 min. total, 560.3 MB
nutcase_devalue v13 900 games, 638017 moves, e=0.937, loss: 1.8, -, 21.2% elo% vs. random_no_suicide, avg. reward: -8.591, 1.388 sec/game, 10.9 min. total, 560.6 MB
nutcase_devalue v14 901 games, 638789 moves, e=0.937, loss: 2.2, +, 52.3% elo% vs. random_no_suicide, avg. reward: -8.593, 1.401 sec/game, 10.9 min. total, 560.6 MB
nutcase_devalue v14 902 games, 639615 moves, e=0.937, loss: 2.3, -, 49.9% elo% vs. random_no_suicide, avg. reward: -8.578, 1.407 sec/game, 11.0 min. total, 560.6 MB
nutcase_devalue v14 903 games, 640202 moves, e=0.937, loss: 2.5, -, 47.6% elo% vs. random_no_suicide, avg. reward: -8.597, 1.392 sec/game, 11.0 min. total, 561.1 MB
nutcase_devalue v14 904 games, 640869 moves, e=0.937, loss: 2.6, -, 45.4% elo% vs. random_no_suicide, avg. reward: -8.613, 1.383 sec/game, 11.0 min. total, 562.1 MB
nutcase_devalue v14 905 games, 641615 moves, e=0.936, loss: 2.6, +, 47.9% elo% vs. random_no_suicide, avg. reward: -8.596, 1.395 sec/game, 11.0 min. total, 563.7 MB
nutcase_devalue v14 906 games, 642358 moves, e=0.936, loss: 2.8, +, 50.3% elo% vs. random_no_suicide, avg. reward: -8.599, 1.395 sec/game, 11.0 min. total, 563.5 MB
nutcase_devalue v14 907 games, 643131 moves, e=0.936, loss: 2.6, +, 52.6% elo% vs. random_no_suicide, avg. reward: -8.597, 1.405 sec/game, 11.1 min. total, 563.4 MB
nutcase_devalue v14 908 games, 643809 moves, e=0.936, loss: 2.6, +, 54.8% elo% vs. random_no_suicide, avg. reward: -8.612, 1.394 sec/game, 11.1 min. total, 562.3 MB
nutcase_devalue v14 909 games, 644587 moves, e=0.936, loss: 2.5, +, 56.8% elo% vs. random_no_suicide, avg. reward: -8.602, 1.398 sec/game, 11.1 min. total, 562.6 MB
nutcase_devalue v14 910 games, 645360 moves, e=0.936, loss: 2.4, +, 58.8% elo% vs. random_no_suicide, avg. reward: -8.601, 1.397 sec/game, 11.1 min. total, 564.0 MB
nutcase_devalue v14 911 games, 646084 moves, e=0.936, loss: 2.4, +, 60.6% elo% vs. random_no_suicide, avg. reward: -8.602, 1.409 sec/game, 11.2 min. total, 565.9 MB
nutcase_devalue v14 912 games, 646714 moves, e=0.936, loss: 2.6, -, 57.9% elo% vs. random_no_suicide, avg. reward: -8.613, 1.408 sec/game, 11.2 min. total, 564.3 MB
nutcase_devalue v14 913 games, 647384 moves, e=0.936, loss: 2.6, +, 59.8% elo% vs. random_no_suicide, avg. reward: -8.625, 1.397 sec/game, 11.2 min. total, 565.8 MB
nutcase_devalue v14 914 games, 648145 moves, e=0.936, loss: 2.3, -, 57.1% elo% vs. random_no_suicide, avg. reward: -8.632, 1.397 sec/game, 11.2 min. total, 566.0 MB
nutcase_devalue v14 915 games, 648844 moves, e=0.936, loss: 2.3, +, 59.0% elo% vs. random_no_suicide, avg. reward: -8.620, 1.392 sec/game, 11.3 min. total, 565.8 MB
nutcase_devalue v14 916 games, 649565 moves, e=0.936, loss: 2.3, -, 56.4% elo% vs. random_no_suicide, avg. reward: -8.619, 1.393 sec/game, 11.3 min. total, 564.7 MB
nutcase_devalue v14 917 games, 650367 moves, e=0.936, loss: 2.5, +, 58.3% elo% vs. random_no_suicide, avg. reward: -8.614, 1.396 sec/game, 11.3 min. total, 566.1 MB
nutcase_devalue v14 918 games, 651143 moves, e=0.936, loss: 2.4, -, 55.7% elo% vs. random_no_suicide, avg. reward: -8.608, 1.427 sec/game, 11.3 min. total, 564.6 MB
nutcase_devalue v14 919 games, 651920 moves, e=0.935, loss: 2.4, -, 53.2% elo% vs. random_no_suicide, avg. reward: -8.571, 1.416 sec/game, 11.4 min. total, 565.5 MB
nutcase_devalue v14 920 games, 652651 moves, e=0.935, loss: 2.3, -, 50.7% elo% vs. random_no_suicide, avg. reward: -8.569, 1.400 sec/game, 11.4 min. total, 565.4 MB
nutcase_devalue v14 921 games, 653443 moves, e=0.935, loss: 1.9, +, 53.0% elo% vs. random_no_suicide, avg. reward: -8.554, 1.409 sec/game, 11.4 min. total, 567.0 MB
nutcase_devalue v14 922 games, 654286 moves, e=0.935, loss: 1.9, -, 50.5% elo% vs. random_no_suicide, avg. reward: -8.540, 1.406 sec/game, 11.4 min. total, 565.3 MB
nutcase_devalue v14 923 games, 655160 moves, e=0.935, loss: 2.1, +, 52.8% elo% vs. random_no_suicide, avg. reward: -8.526, 1.432 sec/game, 11.5 min. total, 565.7 MB
nutcase_devalue v14 924 games, 655885 moves, e=0.935, loss: 1.9, -, 50.4% elo% vs. random_no_suicide, avg. reward: -8.531, 1.441 sec/game, 11.5 min. total, 565.6 MB
nutcase_devalue v14 925 games, 656620 moves, e=0.935, loss: 1.9, -, 48.1% elo% vs. random_no_suicide, avg. reward: -8.539, 1.435 sec/game, 11.5 min. total, 565.7 MB
nutcase_devalue v14 926 games, 657380 moves, e=0.935, loss: 2.1, +, 50.5% elo% vs. random_no_suicide, avg. reward: -8.524, 1.435 sec/game, 11.5 min. total, 566.1 MB
nutcase_devalue v14 927 games, 658138 moves, e=0.935, loss: 2.0, +, 52.7% elo% vs. random_no_suicide, avg. reward: -8.512, 1.439 sec/game, 11.6 min. total, 569.1 MB
nutcase_devalue v14 928 games, 658851 moves, e=0.935, loss: 1.8, -, 50.3% elo% vs. random_no_suicide, avg. reward: -8.518, 1.451 sec/game, 11.6 min. total, 567.8 MB
nutcase_devalue v14 929 games, 659561 moves, e=0.935, loss: 2.1, +, 52.6% elo% vs. random_no_suicide, avg. reward: -8.502, 1.437 sec/game, 11.6 min. total, 569.8 MB
nutcase_devalue v14 930 games, 660362 moves, e=0.935, loss: 2.4, +, 54.8% elo% vs. random_no_suicide, avg. reward: -8.498, 1.445 sec/game, 11.6 min. total, 570.0 MB
