preseason_shawl v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 302.3 MB
preseason_shawl v5 290 games, 221731 moves, e=0.780, loss: 5.4, -, 6.2% elo% vs. random_no_suicide, avg. reward: -8.453, 1.730 sec/game, 6.9 min. total, 498.9 MB
preseason_shawl v5 291 games, 222595 moves, e=0.780, loss: 5.4, -, 6.2% elo% vs. random_no_suicide, avg. reward: -8.442, 1.729 sec/game, 6.9 min. total, 498.9 MB
preseason_shawl v5 292 games, 223551 moves, e=0.779, loss: 5.6, -, 6.1% elo% vs. random_no_suicide, avg. reward: -8.426, 1.738 sec/game, 6.9 min. total, 499.1 MB
preseason_shawl v5 293 games, 224380 moves, e=0.778, loss: 5.6, -, 6.0% elo% vs. random_no_suicide, avg. reward: -8.415, 1.727 sec/game, 7.0 min. total, 499.0 MB
preseason_shawl v5 294 games, 225332 moves, e=0.777, loss: 5.9, -, 6.0% elo% vs. random_no_suicide, avg. reward: -8.403, 1.747 sec/game, 7.0 min. total, 499.3 MB
preseason_shawl v5 295 games, 226154 moves, e=0.776, loss: 5.4, -, 5.9% elo% vs. random_no_suicide, avg. reward: -8.398, 1.755 sec/game, 7.0 min. total, 500.2 MB
preseason_shawl v5 296 games, 227036 moves, e=0.775, loss: 5.5, -, 5.8% elo% vs. random_no_suicide, avg. reward: -8.393, 1.733 sec/game, 7.1 min. total, 501.1 MB
preseason_shawl v5 297 games, 227870 moves, e=0.774, loss: 5.9, -, 5.8% elo% vs. random_no_suicide, avg. reward: -8.377, 1.735 sec/game, 7.1 min. total, 501.9 MB
preseason_shawl v5 298 games, 228714 moves, e=0.774, loss: 5.7, -, 5.7% elo% vs. random_no_suicide, avg. reward: -8.366, 1.727 sec/game, 7.1 min. total, 502.4 MB
preseason_shawl v5 299 games, 229647 moves, e=0.773, loss: 5.4, -, 5.7% elo% vs. random_no_suicide, avg. reward: -8.358, 1.738 sec/game, 7.1 min. total, 502.6 MB
preseason_shawl v5 300 games, 230514 moves, e=0.772, loss: 5.7, -, 5.6% elo% vs. random_no_suicide, avg. reward: -8.359, 1.733 sec/game, 7.2 min. total, 502.4 MB
preseason_shawl v6 301 games, 231344 moves, e=0.771, loss: 5.3, -, 47.7% elo% vs. random_no_suicide, avg. reward: -8.343, 1.747 sec/game, 7.2 min. total, 502.6 MB
preseason_shawl v6 302 games, 232232 moves, e=0.770, loss: 5.3, -, 45.5% elo% vs. random_no_suicide, avg. reward: -8.349, 1.761 sec/game, 7.2 min. total, 502.4 MB
preseason_shawl v6 303 games, 233186 moves, e=0.769, loss: 5.2, -, 43.4% elo% vs. random_no_suicide, avg. reward: -8.338, 1.761 sec/game, 7.3 min. total, 502.5 MB
preseason_shawl v6 304 games, 234032 moves, e=0.768, loss: 5.2, -, 41.5% elo% vs. random_no_suicide, avg. reward: -8.322, 1.763 sec/game, 7.3 min. total, 503.0 MB
preseason_shawl v6 305 games, 234964 moves, e=0.767, loss: 5.2, -, 39.6% elo% vs. random_no_suicide, avg. reward: -8.295, 1.773 sec/game, 7.3 min. total, 502.6 MB
preseason_shawl v6 306 games, 235784 moves, e=0.767, loss: 5.3, -, 37.9% elo% vs. random_no_suicide, avg. reward: -8.285, 1.785 sec/game, 7.4 min. total, 504.2 MB
preseason_shawl v6 307 games, 236632 moves, e=0.766, loss: 5.3, -, 36.3% elo% vs. random_no_suicide, avg. reward: -8.302, 1.786 sec/game, 7.4 min. total, 505.4 MB
preseason_shawl v6 308 games, 237373 moves, e=0.765, loss: 5.3, -, 34.8% elo% vs. random_no_suicide, avg. reward: -8.317, 1.769 sec/game, 7.4 min. total, 505.7 MB
preseason_shawl v6 309 games, 238302 moves, e=0.764, loss: 5.3, -, 33.3% elo% vs. random_no_suicide, avg. reward: -8.305, 1.771 sec/game, 7.4 min. total, 505.6 MB
preseason_shawl v6 310 games, 239098 moves, e=0.763, loss: 5.6, -, 32.0% elo% vs. random_no_suicide, avg. reward: -8.309, 1.763 sec/game, 7.5 min. total, 505.6 MB
preseason_shawl v6 311 games, 239857 moves, e=0.763, loss: 5.9, -, 30.7% elo% vs. random_no_suicide, avg. reward: -8.315, 1.760 sec/game, 7.5 min. total, 505.1 MB
preseason_shawl v6 312 games, 240712 moves, e=0.762, loss: 6.2, -, 29.5% elo% vs. random_no_suicide, avg. reward: -8.320, 1.753 sec/game, 7.5 min. total, 505.6 MB
preseason_shawl v6 313 games, 241557 moves, e=0.761, loss: 6.3, -, 28.4% elo% vs. random_no_suicide, avg. reward: -8.324, 1.764 sec/game, 7.5 min. total, 505.9 MB
preseason_shawl v6 314 games, 242557 moves, e=0.760, loss: 5.9, -, 27.3% elo% vs. random_no_suicide, avg. reward: -8.302, 1.761 sec/game, 7.6 min. total, 506.2 MB
preseason_shawl v6 315 games, 243237 moves, e=0.759, loss: 6.0, -, 26.4% elo% vs. random_no_suicide, avg. reward: -8.327, 1.750 sec/game, 7.6 min. total, 506.4 MB
preseason_shawl v6 316 games, 244066 moves, e=0.758, loss: 5.9, -, 25.4% elo% vs. random_no_suicide, avg. reward: -8.311, 1.743 sec/game, 7.6 min. total, 506.2 MB
preseason_shawl v6 317 games, 245051 moves, e=0.757, loss: 5.9, -, 24.5% elo% vs. random_no_suicide, avg. reward: -8.294, 1.754 sec/game, 7.7 min. total, 507.8 MB
preseason_shawl v6 318 games, 245891 moves, e=0.757, loss: 5.7, -, 23.7% elo% vs. random_no_suicide, avg. reward: -8.283, 1.764 sec/game, 7.7 min. total, 508.2 MB
preseason_shawl v6 319 games, 246790 moves, e=0.756, loss: 5.6, -, 22.9% elo% vs. random_no_suicide, avg. reward: -8.269, 1.758 sec/game, 7.7 min. total, 508.0 MB
preseason_shawl v6 320 games, 247756 moves, e=0.755, loss: 5.8, -, 22.2% elo% vs. random_no_suicide, avg. reward: -8.252, 1.768 sec/game, 7.8 min. total, 507.7 MB
preseason_shawl v6 321 games, 248586 moves, e=0.754, loss: 5.9, -, 21.5% elo% vs. random_no_suicide, avg. reward: -8.247, 1.762 sec/game, 7.8 min. total, 508.4 MB
preseason_shawl v6 322 games, 249405 moves, e=0.753, loss: 5.9, -, 20.8% elo% vs. random_no_suicide, avg. reward: -8.237, 1.750 sec/game, 7.8 min. total, 507.8 MB
preseason_shawl v6 323 games, 250346 moves, e=0.752, loss: 5.9, -, 20.2% elo% vs. random_no_suicide, avg. reward: -8.230, 1.751 sec/game, 7.8 min. total, 508.5 MB
preseason_shawl v6 324 games, 251200 moves, e=0.751, loss: 5.8, -, 19.6% elo% vs. random_no_suicide, avg. reward: -8.219, 1.749 sec/game, 7.9 min. total, 508.4 MB
preseason_shawl v6 325 games, 252078 moves, e=0.750, loss: 5.5, -, 19.1% elo% vs. random_no_suicide, avg. reward: -8.201, 1.750 sec/game, 7.9 min. total, 508.5 MB
preseason_shawl v6 326 games, 252969 moves, e=0.750, loss: 5.6, -, 18.5% elo% vs. random_no_suicide, avg. reward: -8.182, 1.751 sec/game, 7.9 min. total, 509.6 MB
preseason_shawl v6 327 games, 253946 moves, e=0.749, loss: 5.6, -, 18.0% elo% vs. random_no_suicide, avg. reward: -8.182, 1.764 sec/game, 8.0 min. total, 510.3 MB
preseason_shawl v6 328 games, 254800 moves, e=0.748, loss: 5.6, -, 17.5% elo% vs. random_no_suicide, avg. reward: -8.180, 1.776 sec/game, 8.0 min. total, 511.1 MB
preseason_shawl v6 329 games, 255759 moves, e=0.747, loss: 5.5, -, 17.1% elo% vs. random_no_suicide, avg. reward: -8.158, 1.788 sec/game, 8.0 min. total, 511.1 MB
preseason_shawl v6 330 games, 256712 moves, e=0.746, loss: 5.3, -, 16.6% elo% vs. random_no_suicide, avg. reward: -8.144, 1.799 sec/game, 8.1 min. total, 511.0 MB
preseason_shawl v6 331 games, 257673 moves, e=0.745, loss: 5.4, -, 16.2% elo% vs. random_no_suicide, avg. reward: -8.116, 1.817 sec/game, 8.1 min. total, 511.0 MB
preseason_shawl v6 332 games, 258633 moves, e=0.744, loss: 5.9, -, 15.8% elo% vs. random_no_suicide, avg. reward: -8.097, 1.822 sec/game, 8.1 min. total, 511.1 MB
preseason_shawl v6 333 games, 259486 moves, e=0.743, loss: 6.2, -, 15.4% elo% vs. random_no_suicide, avg. reward: -8.098, 1.824 sec/game, 8.2 min. total, 511.7 MB
preseason_shawl v6 334 games, 260517 moves, e=0.742, loss: 5.9, -, 15.1% elo% vs. random_no_suicide, avg. reward: -8.089, 1.830 sec/game, 8.2 min. total, 511.7 MB
preseason_shawl v6 335 games, 261352 moves, e=0.741, loss: 5.6, -, 14.7% elo% vs. random_no_suicide, avg. reward: -8.094, 1.835 sec/game, 8.2 min. total, 511.9 MB
preseason_shawl v6 336 games, 262083 moves, e=0.741, loss: 5.9, -, 14.4% elo% vs. random_no_suicide, avg. reward: -8.094, 1.829 sec/game, 8.2 min. total, 512.6 MB
preseason_shawl v6 337 games, 263082 moves, e=0.740, loss: 5.9, -, 14.0% elo% vs. random_no_suicide, avg. reward: -8.074, 1.833 sec/game, 8.3 min. total, 513.4 MB
preseason_shawl v6 338 games, 263995 moves, e=0.739, loss: 5.8, -, 13.7% elo% vs. random_no_suicide, avg. reward: -8.056, 1.832 sec/game, 8.3 min. total, 513.7 MB
preseason_shawl v6 339 games, 264818 moves, e=0.738, loss: 5.8, -, 13.4% elo% vs. random_no_suicide, avg. reward: -8.054, 1.820 sec/game, 8.3 min. total, 513.7 MB
preseason_shawl v6 340 games, 265556 moves, e=0.737, loss: 5.8, -, 13.1% elo% vs. random_no_suicide, avg. reward: -8.075, 1.804 sec/game, 8.4 min. total, 513.1 MB
preseason_shawl v6 341 games, 266423 moves, e=0.736, loss: 5.9, -, 12.9% elo% vs. random_no_suicide, avg. reward: -8.076, 1.807 sec/game, 8.4 min. total, 513.3 MB
preseason_shawl v6 342 games, 267396 moves, e=0.735, loss: 5.5, -, 12.6% elo% vs. random_no_suicide, avg. reward: -8.071, 1.832 sec/game, 8.4 min. total, 513.4 MB
preseason_shawl v6 343 games, 268234 moves, e=0.734, loss: 5.3, -, 12.4% elo% vs. random_no_suicide, avg. reward: -8.059, 1.818 sec/game, 8.5 min. total, 513.8 MB
preseason_shawl v6 344 games, 269138 moves, e=0.734, loss: 5.8, -, 12.1% elo% vs. random_no_suicide, avg. reward: -8.054, 1.826 sec/game, 8.5 min. total, 514.1 MB
preseason_shawl v6 345 games, 270038 moves, e=0.733, loss: 6.0, -, 11.9% elo% vs. random_no_suicide, avg. reward: -8.045, 1.826 sec/game, 8.5 min. total, 515.2 MB
preseason_shawl v6 346 games, 270943 moves, e=0.732, loss: 5.8, -, 11.7% elo% vs. random_no_suicide, avg. reward: -8.043, 1.828 sec/game, 8.5 min. total, 515.9 MB
preseason_shawl v6 347 games, 271739 moves, e=0.731, loss: 5.7, -, 11.4% elo% vs. random_no_suicide, avg. reward: -8.058, 1.818 sec/game, 8.6 min. total, 516.7 MB
preseason_shawl v6 348 games, 272495 moves, e=0.730, loss: 5.4, -, 11.2% elo% vs. random_no_suicide, avg. reward: -8.060, 1.807 sec/game, 8.6 min. total, 516.1 MB
preseason_shawl v6 349 games, 273481 moves, e=0.729, loss: 5.4, -, 11.0% elo% vs. random_no_suicide, avg. reward: -8.048, 1.808 sec/game, 8.6 min. total, 516.5 MB
preseason_shawl v6 350 games, 274433 moves, e=0.728, loss: 5.3, -, 10.8% elo% vs. random_no_suicide, avg. reward: -8.041, 1.817 sec/game, 8.7 min. total, 516.4 MB
preseason_shawl v6 351 games, 275235 moves, e=0.728, loss: 5.3, -, 10.6% elo% vs. random_no_suicide, avg. reward: -8.037, 1.794 sec/game, 8.7 min. total, 517.0 MB
preseason_shawl v6 352 games, 276258 moves, e=0.727, loss: 5.0, -, 10.4% elo% vs. random_no_suicide, avg. reward: -8.016, 1.803 sec/game, 8.7 min. total, 517.0 MB
preseason_shawl v6 353 games, 277095 moves, e=0.726, loss: 5.2, -, 10.3% elo% vs. random_no_suicide, avg. reward: -8.004, 1.798 sec/game, 8.8 min. total, 517.0 MB
preseason_shawl v6 354 games, 277983 moves, e=0.725, loss: 5.3, -, 10.1% elo% vs. random_no_suicide, avg. reward: -7.996, 1.786 sec/game, 8.8 min. total, 517.5 MB
preseason_shawl v6 355 games, 278914 moves, e=0.724, loss: 5.2, -, 9.9% elo% vs. random_no_suicide, avg. reward: -7.982, 1.809 sec/game, 8.8 min. total, 518.3 MB
preseason_shawl v6 356 games, 279861 moves, e=0.723, loss: 5.2, -, 9.8% elo% vs. random_no_suicide, avg. reward: -7.949, 1.841 sec/game, 8.9 min. total, 519.3 MB
preseason_shawl v6 357 games, 280668 moves, e=0.722, loss: 5.3, -, 9.6% elo% vs. random_no_suicide, avg. reward: -7.950, 1.813 sec/game, 8.9 min. total, 519.3 MB
preseason_shawl v6 358 games, 281410 moves, e=0.721, loss: 5.2, -, 9.5% elo% vs. random_no_suicide, avg. reward: -7.961, 1.802 sec/game, 8.9 min. total, 518.7 MB
preseason_shawl v6 359 games, 282295 moves, e=0.721, loss: 5.4, -, 9.3% elo% vs. random_no_suicide, avg. reward: -7.950, 1.820 sec/game, 8.9 min. total, 519.2 MB
preseason_shawl v6 360 games, 283160 moves, e=0.720, loss: 5.5, -, 9.2% elo% vs. random_no_suicide, avg. reward: -7.939, 1.833 sec/game, 9.0 min. total, 519.1 MB
preseason_shawl v6 361 games, 283973 moves, e=0.719, loss: 5.1, -, 9.0% elo% vs. random_no_suicide, avg. reward: -7.915, 1.824 sec/game, 9.0 min. total, 519.1 MB
preseason_shawl v6 362 games, 284763 moves, e=0.718, loss: 5.4, -, 8.9% elo% vs. random_no_suicide, avg. reward: -7.922, 1.802 sec/game, 9.0 min. total, 519.3 MB
preseason_shawl v6 363 games, 285648 moves, e=0.717, loss: 5.3, -, 8.8% elo% vs. random_no_suicide, avg. reward: -7.917, 1.814 sec/game, 9.1 min. total, 519.6 MB
preseason_shawl v6 364 games, 286525 moves, e=0.716, loss: 5.5, -, 8.6% elo% vs. random_no_suicide, avg. reward: -7.912, 1.808 sec/game, 9.1 min. total, 520.4 MB
preseason_shawl v6 365 games, 287389 moves, e=0.715, loss: 5.4, -, 8.5% elo% vs. random_no_suicide, avg. reward: -7.920, 1.809 sec/game, 9.1 min. total, 523.1 MB
preseason_shawl v6 366 games, 288377 moves, e=0.715, loss: 5.6, -, 8.4% elo% vs. random_no_suicide, avg. reward: -7.919, 1.812 sec/game, 9.1 min. total, 522.5 MB
preseason_shawl v6 367 games, 289344 moves, e=0.714, loss: 5.2, -, 8.3% elo% vs. random_no_suicide, avg. reward: -7.900, 1.837 sec/game, 9.2 min. total, 522.9 MB
preseason_shawl v6 368 games, 290394 moves, e=0.713, loss: 5.0, -, 8.1% elo% vs. random_no_suicide, avg. reward: -7.882, 1.863 sec/game, 9.2 min. total, 522.9 MB
preseason_shawl v6 369 games, 291207 moves, e=0.712, loss: 5.3, -, 8.0% elo% vs. random_no_suicide, avg. reward: -7.871, 1.849 sec/game, 9.2 min. total, 523.1 MB
preseason_shawl v6 370 games, 292205 moves, e=0.711, loss: 4.9, -, 7.9% elo% vs. random_no_suicide, avg. reward: -7.849, 1.841 sec/game, 9.3 min. total, 522.7 MB
preseason_shawl v6 371 games, 293161 moves, e=0.710, loss: 5.1, -, 7.8% elo% vs. random_no_suicide, avg. reward: -7.848, 1.866 sec/game, 9.3 min. total, 523.4 MB
preseason_shawl v6 372 games, 294090 moves, e=0.709, loss: 5.1, -, 7.7% elo% vs. random_no_suicide, avg. reward: -7.840, 1.854 sec/game, 9.3 min. total, 523.2 MB
preseason_shawl v6 373 games, 294977 moves, e=0.708, loss: 5.1, -, 7.6% elo% vs. random_no_suicide, avg. reward: -7.842, 1.859 sec/game, 9.4 min. total, 523.7 MB
preseason_shawl v6 374 games, 295884 moves, e=0.707, loss: 5.1, -, 7.5% elo% vs. random_no_suicide, avg. reward: -7.826, 1.858 sec/game, 9.4 min. total, 523.7 MB
preseason_shawl v6 375 games, 296692 moves, e=0.706, loss: 5.0, -, 7.4% elo% vs. random_no_suicide, avg. reward: -7.830, 1.834 sec/game, 9.4 min. total, 524.4 MB
preseason_shawl v6 376 games, 297763 moves, e=0.705, loss: 5.3, -, 7.3% elo% vs. random_no_suicide, avg. reward: -7.827, 1.838 sec/game, 9.5 min. total, 524.9 MB
preseason_shawl v6 377 games, 298719 moves, e=0.704, loss: 5.2, -, 7.2% elo% vs. random_no_suicide, avg. reward: -7.823, 1.851 sec/game, 9.5 min. total, 525.1 MB
preseason_shawl v6 378 games, 299580 moves, e=0.703, loss: 5.2, -, 7.2% elo% vs. random_no_suicide, avg. reward: -7.833, 1.861 sec/game, 9.5 min. total, 524.7 MB
preseason_shawl v6 379 games, 300434 moves, e=0.703, loss: 5.1, -, 7.1% elo% vs. random_no_suicide, avg. reward: -7.831, 1.854 sec/game, 9.6 min. total, 525.2 MB
preseason_shawl v6 380 games, 301496 moves, e=0.702, loss: 5.2, -, 7.0% elo% vs. random_no_suicide, avg. reward: -7.807, 1.869 sec/game, 9.6 min. total, 525.3 MB
preseason_shawl v6 381 games, 302341 moves, e=0.701, loss: 5.1, -, 6.9% elo% vs. random_no_suicide, avg. reward: -7.807, 1.876 sec/game, 9.6 min. total, 525.6 MB
preseason_shawl v6 382 games, 303427 moves, e=0.700, loss: 5.5, -, 6.8% elo% vs. random_no_suicide, avg. reward: -7.769, 1.900 sec/game, 9.7 min. total, 526.9 MB
preseason_shawl v6 383 games, 304449 moves, e=0.699, loss: 5.5, -, 6.7% elo% vs. random_no_suicide, avg. reward: -7.757, 1.915 sec/game, 9.7 min. total, 528.9 MB
preseason_shawl v6 384 games, 305493 moves, e=0.698, loss: 5.5, -, 6.7% elo% vs. random_no_suicide, avg. reward: -7.751, 1.934 sec/game, 9.7 min. total, 528.3 MB
preseason_shawl v6 385 games, 306447 moves, e=0.697, loss: 5.4, -, 6.6% elo% vs. random_no_suicide, avg. reward: -7.736, 1.946 sec/game, 9.8 min. total, 528.1 MB
preseason_shawl v6 386 games, 307391 moves, e=0.696, loss: 5.2, -, 6.5% elo% vs. random_no_suicide, avg. reward: -7.716, 1.946 sec/game, 9.8 min. total, 528.4 MB
preseason_shawl v6 387 games, 308340 moves, e=0.695, loss: 5.5, -, 6.4% elo% vs. random_no_suicide, avg. reward: -7.698, 1.932 sec/game, 9.8 min. total, 528.4 MB
preseason_shawl v6 388 games, 309196 moves, e=0.694, loss: 5.6, -, 6.4% elo% vs. random_no_suicide, avg. reward: -7.705, 1.920 sec/game, 9.9 min. total, 528.8 MB
preseason_shawl v6 389 games, 310101 moves, e=0.693, loss: 5.9, -, 6.3% elo% vs. random_no_suicide, avg. reward: -7.692, 1.922 sec/game, 9.9 min. total, 528.4 MB
preseason_shawl v6 390 games, 310953 moves, e=0.692, loss: 5.7, -, 6.2% elo% vs. random_no_suicide, avg. reward: -7.692, 1.919 sec/game, 9.9 min. total, 528.8 MB
preseason_shawl v6 391 games, 311838 moves, e=0.691, loss: 5.7, -, 6.2% elo% vs. random_no_suicide, avg. reward: -7.684, 1.907 sec/game, 10.0 min. total, 528.4 MB
preseason_shawl v6 392 games, 312706 moves, e=0.690, loss: 5.6, -, 6.1% elo% vs. random_no_suicide, avg. reward: -7.688, 1.919 sec/game, 10.0 min. total, 529.1 MB
preseason_shawl v6 393 games, 313651 moves, e=0.689, loss: 5.8, -, 6.0% elo% vs. random_no_suicide, avg. reward: -7.677, 1.921 sec/game, 10.0 min. total, 530.3 MB
preseason_shawl v6 394 games, 314400 moves, e=0.689, loss: 6.0, -, 6.0% elo% vs. random_no_suicide, avg. reward: -7.699, 1.910 sec/game, 10.0 min. total, 530.1 MB
preseason_shawl v6 395 games, 315354 moves, e=0.688, loss: 6.4, -, 5.9% elo% vs. random_no_suicide, avg. reward: -7.689, 1.923 sec/game, 10.1 min. total, 530.0 MB
preseason_shawl v6 396 games, 316390 moves, e=0.687, loss: 6.0, -, 5.8% elo% vs. random_no_suicide, avg. reward: -7.673, 1.917 sec/game, 10.1 min. total, 530.5 MB
preseason_shawl v6 397 games, 317468 moves, e=0.686, loss: 5.6, -, 5.8% elo% vs. random_no_suicide, avg. reward: -7.651, 1.941 sec/game, 10.1 min. total, 530.7 MB
preseason_shawl v6 398 games, 318380 moves, e=0.685, loss: 5.4, -, 5.7% elo% vs. random_no_suicide, avg. reward: -7.648, 1.948 sec/game, 10.2 min. total, 530.3 MB
preseason_shawl v6 399 games, 319290 moves, e=0.684, loss: 5.3, -, 5.7% elo% vs. random_no_suicide, avg. reward: -7.652, 1.948 sec/game, 10.2 min. total, 530.9 MB
preseason_shawl v6 400 games, 320260 moves, e=0.683, loss: 5.3, -, 5.6% elo% vs. random_no_suicide, avg. reward: -7.641, 1.952 sec/game, 10.2 min. total, 531.1 MB
preseason_shawl v7 401 games, 321300 moves, e=0.682, loss: 5.6, -, 47.7% elo% vs. random_no_suicide, avg. reward: -7.625, 1.970 sec/game, 10.3 min. total, 530.7 MB
preseason_shawl v7 402 games, 322142 moves, e=0.681, loss: 5.6, -, 45.5% elo% vs. random_no_suicide, avg. reward: -7.627, 1.953 sec/game, 10.3 min. total, 531.9 MB
preseason_shawl v7 403 games, 323094 moves, e=0.680, loss: 5.4, -, 43.4% elo% vs. random_no_suicide, avg. reward: -7.627, 1.952 sec/game, 10.3 min. total, 533.3 MB
preseason_shawl v7 404 games, 324059 moves, e=0.679, loss: 5.5, -, 41.5% elo% vs. random_no_suicide, avg. reward: -7.620, 1.943 sec/game, 10.4 min. total, 533.0 MB
preseason_shawl v7 405 games, 325084 moves, e=0.678, loss: 5.3, -, 39.6% elo% vs. random_no_suicide, avg. reward: -7.612, 1.942 sec/game, 10.4 min. total, 533.6 MB
preseason_shawl v7 406 games, 325928 moves, e=0.677, loss: 5.2, -, 37.9% elo% vs. random_no_suicide, avg. reward: -7.606, 1.945 sec/game, 10.4 min. total, 533.4 MB
preseason_shawl v7 407 games, 326747 moves, e=0.677, loss: 5.3, -, 36.3% elo% vs. random_no_suicide, avg. reward: -7.604, 1.932 sec/game, 10.5 min. total, 533.7 MB
preseason_shawl v7 408 games, 327718 moves, e=0.676, loss: 5.4, -, 34.8% elo% vs. random_no_suicide, avg. reward: -7.579, 1.945 sec/game, 10.5 min. total, 533.8 MB
preseason_shawl v7 409 games, 328662 moves, e=0.675, loss: 5.1, -, 33.3% elo% vs. random_no_suicide, avg. reward: -7.573, 1.963 sec/game, 10.5 min. total, 523.6 MB
preseason_shawl v7 410 games, 329554 moves, e=0.674, loss: 5.5, -, 32.0% elo% vs. random_no_suicide, avg. reward: -7.563, 1.965 sec/game, 10.6 min. total, 523.3 MB
preseason_shawl v7 411 games, 330426 moves, e=0.673, loss: 5.1, -, 30.7% elo% vs. random_no_suicide, avg. reward: -7.550, 1.967 sec/game, 10.6 min. total, 523.7 MB
preseason_shawl v7 412 games, 331320 moves, e=0.672, loss: 5.6, -, 29.5% elo% vs. random_no_suicide, avg. reward: -7.548, 1.959 sec/game, 10.6 min. total, 525.1 MB
preseason_shawl v7 413 games, 332186 moves, e=0.671, loss: 6.1, -, 28.4% elo% vs. random_no_suicide, avg. reward: -7.544, 1.959 sec/game, 10.7 min. total, 526.2 MB
preseason_shawl v7 414 games, 333194 moves, e=0.670, loss: 5.7, ., 29.2% elo% vs. random_no_suicide, avg. reward: -7.545, 1.982 sec/game, 10.7 min. total, 526.6 MB
preseason_shawl v7 415 games, 334108 moves, e=0.669, loss: 5.6, -, 28.1% elo% vs. random_no_suicide, avg. reward: -7.517, 1.981 sec/game, 10.7 min. total, 526.4 MB
preseason_shawl v7 416 games, 335075 moves, e=0.668, loss: 5.6, -, 27.1% elo% vs. random_no_suicide, avg. reward: -7.503, 1.971 sec/game, 10.8 min. total, 526.7 MB
preseason_shawl v7 417 games, 335967 moves, e=0.667, loss: 5.4, -, 26.1% elo% vs. random_no_suicide, avg. reward: -7.511, 1.947 sec/game, 10.8 min. total, 526.1 MB
preseason_shawl v7 418 games, 336912 moves, e=0.666, loss: 5.1, -, 25.2% elo% vs. random_no_suicide, avg. reward: -7.494, 1.953 sec/game, 10.8 min. total, 526.8 MB
preseason_shawl v7 419 games, 337921 moves, e=0.665, loss: 5.4, -, 24.3% elo% vs. random_no_suicide, avg. reward: -7.483, 1.965 sec/game, 10.9 min. total, 527.1 MB
preseason_shawl v7 420 games, 338847 moves, e=0.665, loss: 5.2, -, 23.5% elo% vs. random_no_suicide, avg. reward: -7.489, 1.947 sec/game, 10.9 min. total, 527.7 MB
preseason_shawl v7 421 games, 339798 moves, e=0.664, loss: 4.9, -, 22.7% elo% vs. random_no_suicide, avg. reward: -7.476, 1.933 sec/game, 10.9 min. total, 528.1 MB
preseason_shawl v7 422 games, 340722 moves, e=0.663, loss: 5.1, -, 22.0% elo% vs. random_no_suicide, avg. reward: -7.463, 1.937 sec/game, 11.0 min. total, 529.9 MB
preseason_shawl v7 423 games, 341664 moves, e=0.662, loss: 4.8, -, 21.3% elo% vs. random_no_suicide, avg. reward: -7.464, 1.933 sec/game, 11.0 min. total, 529.9 MB
preseason_shawl v7 424 games, 342662 moves, e=0.661, loss: 4.9, -, 20.7% elo% vs. random_no_suicide, avg. reward: -7.454, 1.936 sec/game, 11.0 min. total, 530.7 MB
preseason_shawl v7 425 games, 343509 moves, e=0.660, loss: 4.6, -, 20.1% elo% vs. random_no_suicide, avg. reward: -7.460, 1.917 sec/game, 11.1 min. total, 530.6 MB
preseason_shawl v7 426 games, 344317 moves, e=0.659, loss: 5.0, -, 19.5% elo% vs. random_no_suicide, avg. reward: -7.472, 1.902 sec/game, 11.1 min. total, 531.1 MB
preseason_shawl v7 427 games, 345180 moves, e=0.658, loss: 5.3, -, 18.9% elo% vs. random_no_suicide, avg. reward: -7.483, 1.911 sec/game, 11.1 min. total, 531.3 MB
preseason_shawl v7 428 games, 346156 moves, e=0.657, loss: 5.4, -, 18.4% elo% vs. random_no_suicide, avg. reward: -7.469, 1.909 sec/game, 11.1 min. total, 531.4 MB
preseason_shawl v7 429 games, 347193 moves, e=0.656, loss: 5.6, -, 17.9% elo% vs. random_no_suicide, avg. reward: -7.461, 1.907 sec/game, 11.2 min. total, 531.5 MB
preseason_shawl v7 430 games, 348104 moves, e=0.655, loss: 5.4, -, 17.4% elo% vs. random_no_suicide, avg. reward: -7.468, 1.906 sec/game, 11.2 min. total, 531.2 MB
preseason_shawl v7 431 games, 348956 moves, e=0.655, loss: 5.0, -, 16.9% elo% vs. random_no_suicide, avg. reward: -7.481, 1.903 sec/game, 11.2 min. total, 533.5 MB
preseason_shawl v7 432 games, 349912 moves, e=0.654, loss: 5.4, -, 16.5% elo% vs. random_no_suicide, avg. reward: -7.477, 1.907 sec/game, 11.3 min. total, 532.9 MB
preseason_shawl v7 433 games, 350905 moves, e=0.653, loss: 5.4, -, 16.1% elo% vs. random_no_suicide, avg. reward: -7.462, 1.919 sec/game, 11.3 min. total, 532.6 MB
preseason_shawl v7 434 games, 351938 moves, e=0.652, loss: 5.5, -, 15.7% elo% vs. random_no_suicide, avg. reward: -7.460, 1.920 sec/game, 11.3 min. total, 533.2 MB
preseason_shawl v7 435 games, 353010 moves, e=0.651, loss: 5.9, -, 15.3% elo% vs. random_no_suicide, avg. reward: -7.439, 1.933 sec/game, 11.4 min. total, 533.1 MB
preseason_shawl v7 436 games, 353839 moves, e=0.650, loss: 5.6, -, 15.0% elo% vs. random_no_suicide, avg. reward: -7.425, 1.928 sec/game, 11.4 min. total, 533.4 MB
preseason_shawl v7 437 games, 354799 moves, e=0.649, loss: 5.8, -, 14.6% elo% vs. random_no_suicide, avg. reward: -7.425, 1.929 sec/game, 11.4 min. total, 533.8 MB
