preseason_shawl v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 302.3 MB
preseason_shawl v12 919 games, 909221 moves, e=0.100, loss: 6.8, -, 22.9% elo% vs. random_no_suicide, avg. reward: -4.394, 3.143 sec/game, 31.4 min. total, 513.8 MB
preseason_shawl v12 920 games, 910584 moves, e=0.099, loss: 7.0, -, 22.2% elo% vs. random_no_suicide, avg. reward: -4.378, 3.163 sec/game, 31.5 min. total, 513.8 MB
preseason_shawl v12 921 games, 911943 moves, e=0.097, loss: 6.6, -, 21.5% elo% vs. random_no_suicide, avg. reward: -4.368, 3.196 sec/game, 31.5 min. total, 514.0 MB
preseason_shawl v12 922 games, 913342 moves, e=0.096, loss: 6.6, -, 20.8% elo% vs. random_no_suicide, avg. reward: -4.368, 3.200 sec/game, 31.6 min. total, 514.0 MB
preseason_shawl v12 923 games, 914736 moves, e=0.094, loss: 6.7, -, 20.2% elo% vs. random_no_suicide, avg. reward: -4.363, 3.235 sec/game, 31.6 min. total, 514.5 MB
preseason_shawl v12 924 games, 915970 moves, e=0.093, loss: 6.9, -, 19.6% elo% vs. random_no_suicide, avg. reward: -4.362, 3.265 sec/game, 31.7 min. total, 516.3 MB
preseason_shawl v12 925 games, 917444 moves, e=0.092, loss: 6.8, -, 19.1% elo% vs. random_no_suicide, avg. reward: -4.346, 3.266 sec/game, 31.7 min. total, 516.6 MB
preseason_shawl v12 926 games, 919078 moves, e=0.090, loss: 6.9, -, 18.5% elo% vs. random_no_suicide, avg. reward: -4.324, 3.325 sec/game, 31.8 min. total, 517.4 MB
preseason_shawl v12 927 games, 920667 moves, e=0.089, loss: 6.6, -, 18.0% elo% vs. random_no_suicide, avg. reward: -4.317, 3.359 sec/game, 31.9 min. total, 517.7 MB
preseason_shawl v12 928 games, 922432 moves, e=0.087, loss: 6.8, -, 17.5% elo% vs. random_no_suicide, avg. reward: -4.304, 3.413 sec/game, 31.9 min. total, 517.7 MB
preseason_shawl v12 929 games, 924030 moves, e=0.085, loss: 6.5, -, 17.1% elo% vs. random_no_suicide, avg. reward: -4.301, 3.434 sec/game, 32.0 min. total, 517.9 MB
preseason_shawl v12 930 games, 925464 moves, e=0.084, loss: 6.3, -, 16.6% elo% vs. random_no_suicide, avg. reward: -4.293, 3.457 sec/game, 32.1 min. total, 517.9 MB
preseason_shawl v12 931 games, 926705 moves, e=0.083, loss: 6.3, -, 16.2% elo% vs. random_no_suicide, avg. reward: -4.305, 3.444 sec/game, 32.1 min. total, 518.1 MB
preseason_shawl v12 932 games, 928194 moves, e=0.081, loss: 6.0, -, 15.8% elo% vs. random_no_suicide, avg. reward: -4.295, 3.471 sec/game, 32.2 min. total, 520.7 MB
preseason_shawl v12 933 games, 929620 moves, e=0.080, loss: 6.4, -, 15.4% elo% vs. random_no_suicide, avg. reward: -4.289, 3.476 sec/game, 32.2 min. total, 520.8 MB
preseason_shawl v12 934 games, 930946 moves, e=0.078, loss: 6.4, -, 15.1% elo% vs. random_no_suicide, avg. reward: -4.276, 3.446 sec/game, 32.3 min. total, 520.7 MB
preseason_shawl v12 935 games, 932265 moves, e=0.077, loss: 6.5, -, 14.7% elo% vs. random_no_suicide, avg. reward: -4.279, 3.319 sec/game, 32.3 min. total, 521.3 MB
preseason_shawl v12 936 games, 933532 moves, e=0.076, loss: 7.2, -, 14.4% elo% vs. random_no_suicide, avg. reward: -4.271, 3.285 sec/game, 32.3 min. total, 521.4 MB
preseason_shawl v12 937 games, 934768 moves, e=0.075, loss: 7.3, -, 14.0% elo% vs. random_no_suicide, avg. reward: -4.264, 3.262 sec/game, 32.4 min. total, 521.2 MB
preseason_shawl v12 938 games, 935994 moves, e=0.073, loss: 7.6, -, 13.7% elo% vs. random_no_suicide, avg. reward: -4.257, 3.232 sec/game, 32.4 min. total, 521.2 MB
preseason_shawl v12 939 games, 937337 moves, e=0.072, loss: 7.2, -, 13.4% elo% vs. random_no_suicide, avg. reward: -4.257, 3.233 sec/game, 32.5 min. total, 521.8 MB
preseason_shawl v12 940 games, 938864 moves, e=0.071, loss: 7.5, -, 13.1% elo% vs. random_no_suicide, avg. reward: -4.259, 3.249 sec/game, 32.6 min. total, 523.8 MB
preseason_shawl v12 941 games, 940036 moves, e=0.069, loss: 7.3, -, 12.9% elo% vs. random_no_suicide, avg. reward: -4.271, 3.215 sec/game, 32.6 min. total, 523.9 MB
preseason_shawl v12 942 games, 941313 moves, e=0.068, loss: 7.7, -, 12.6% elo% vs. random_no_suicide, avg. reward: -4.280, 3.197 sec/game, 32.6 min. total, 524.0 MB
preseason_shawl v12 943 games, 942561 moves, e=0.067, loss: 8.3, -, 12.4% elo% vs. random_no_suicide, avg. reward: -4.284, 3.153 sec/game, 32.7 min. total, 524.6 MB
preseason_shawl v12 944 games, 943791 moves, e=0.066, loss: 8.5, -, 12.1% elo% vs. random_no_suicide, avg. reward: -4.292, 3.171 sec/game, 32.7 min. total, 524.7 MB
preseason_shawl v12 945 games, 945040 moves, e=0.064, loss: 8.6, -, 11.9% elo% vs. random_no_suicide, avg. reward: -4.289, 3.161 sec/game, 32.8 min. total, 524.5 MB
preseason_shawl v12 946 games, 946346 moves, e=0.063, loss: 8.1, -, 11.7% elo% vs. random_no_suicide, avg. reward: -4.276, 3.084 sec/game, 32.8 min. total, 524.5 MB
preseason_shawl v12 947 games, 947589 moves, e=0.062, loss: 8.2, -, 11.4% elo% vs. random_no_suicide, avg. reward: -4.285, 3.018 sec/game, 32.9 min. total, 524.6 MB
preseason_shawl v12 948 games, 948883 moves, e=0.061, loss: 8.3, -, 11.2% elo% vs. random_no_suicide, avg. reward: -4.277, 2.945 sec/game, 32.9 min. total, 525.7 MB
preseason_shawl v12 949 games, 950258 moves, e=0.059, loss: 8.1, -, 11.0% elo% vs. random_no_suicide, avg. reward: -4.263, 2.910 sec/game, 33.0 min. total, 527.3 MB
preseason_shawl v12 950 games, 951738 moves, e=0.058, loss: 8.3, -, 10.8% elo% vs. random_no_suicide, avg. reward: -4.258, 3.379 sec/game, 33.2 min. total, 527.4 MB
preseason_shawl v12 951 games, 953164 moves, e=0.056, loss: 8.2, -, 10.6% elo% vs. random_no_suicide, avg. reward: -4.249, 3.857 sec/game, 33.4 min. total, 526.9 MB
preseason_shawl v12 952 games, 954795 moves, e=0.055, loss: 8.2, -, 10.4% elo% vs. random_no_suicide, avg. reward: -4.250, 3.836 sec/game, 33.4 min. total, 527.2 MB
preseason_shawl v12 953 games, 956106 moves, e=0.053, loss: 7.7, -, 10.3% elo% vs. random_no_suicide, avg. reward: -4.248, 3.808 sec/game, 33.5 min. total, 527.3 MB
preseason_shawl v12 954 games, 957483 moves, e=0.052, loss: 7.8, -, 10.1% elo% vs. random_no_suicide, avg. reward: -4.248, 3.805 sec/game, 33.5 min. total, 527.8 MB
preseason_shawl v12 955 games, 958987 moves, e=0.051, loss: 7.8, -, 9.9% elo% vs. random_no_suicide, avg. reward: -4.256, 3.822 sec/game, 33.6 min. total, 528.0 MB
preseason_shawl v12 956 games, 960522 moves, e=0.049, loss: 8.0, -, 9.8% elo% vs. random_no_suicide, avg. reward: -4.243, 3.841 sec/game, 33.6 min. total, 529.3 MB
preseason_shawl v12 957 games, 961905 moves, e=0.048, loss: 8.0, -, 9.6% elo% vs. random_no_suicide, avg. reward: -4.231, 3.832 sec/game, 33.7 min. total, 529.4 MB
preseason_shawl v12 958 games, 963339 moves, e=0.046, loss: 7.9, -, 9.5% elo% vs. random_no_suicide, avg. reward: -4.222, 3.871 sec/game, 33.7 min. total, 530.1 MB
preseason_shawl v12 959 games, 964935 moves, e=0.045, loss: 7.6, -, 9.3% elo% vs. random_no_suicide, avg. reward: -4.209, 3.894 sec/game, 33.8 min. total, 530.1 MB
preseason_shawl v12 960 games, 966925 moves, e=0.043, loss: 6.9, -, 9.2% elo% vs. random_no_suicide, avg. reward: -4.178, 3.944 sec/game, 33.9 min. total, 530.1 MB
preseason_shawl v12 961 games, 968489 moves, e=0.041, loss: 6.4, -, 9.0% elo% vs. random_no_suicide, avg. reward: -4.158, 3.961 sec/game, 33.9 min. total, 530.4 MB
preseason_shawl v12 962 games, 970432 moves, e=0.039, loss: 6.2, -, 8.9% elo% vs. random_no_suicide, avg. reward: -4.133, 4.013 sec/game, 34.0 min. total, 530.8 MB
preseason_shawl v12 963 games, 971914 moves, e=0.038, loss: 6.5, -, 8.8% elo% vs. random_no_suicide, avg. reward: -4.115, 4.050 sec/game, 34.0 min. total, 532.9 MB
preseason_shawl v12 964 games, 973392 moves, e=0.036, loss: 6.7, -, 8.6% elo% vs. random_no_suicide, avg. reward: -4.105, 4.019 sec/game, 34.1 min. total, 533.0 MB
preseason_shawl v12 965 games, 974853 moves, e=0.035, loss: 6.6, -, 8.5% elo% vs. random_no_suicide, avg. reward: -4.088, 4.015 sec/game, 34.1 min. total, 533.1 MB
preseason_shawl v12 966 games, 976569 moves, e=0.033, loss: 6.9, -, 8.4% elo% vs. random_no_suicide, avg. reward: -4.065, 4.057 sec/game, 34.2 min. total, 533.4 MB
preseason_shawl v12 967 games, 978085 moves, e=0.032, loss: 7.0, -, 8.3% elo% vs. random_no_suicide, avg. reward: -4.059, 4.086 sec/game, 34.2 min. total, 533.3 MB
preseason_shawl v12 968 games, 979490 moves, e=0.030, loss: 7.1, -, 8.1% elo% vs. random_no_suicide, avg. reward: -4.047, 4.101 sec/game, 34.3 min. total, 532.8 MB
preseason_shawl v12 969 games, 980850 moves, e=0.029, loss: 7.4, -, 8.0% elo% vs. random_no_suicide, avg. reward: -4.047, 4.101 sec/game, 34.3 min. total, 533.7 MB
preseason_shawl v12 970 games, 982123 moves, e=0.028, loss: 7.5, -, 7.9% elo% vs. random_no_suicide, avg. reward: -4.042, 3.586 sec/game, 34.4 min. total, 535.0 MB
preseason_shawl v12 971 games, 983410 moves, e=0.026, loss: 7.8, -, 7.8% elo% vs. random_no_suicide, avg. reward: -4.047, 3.118 sec/game, 34.4 min. total, 536.8 MB
preseason_shawl v12 972 games, 984735 moves, e=0.025, loss: 7.5, -, 7.7% elo% vs. random_no_suicide, avg. reward: -4.045, 3.127 sec/game, 34.5 min. total, 536.0 MB
preseason_shawl v12 973 games, 986279 moves, e=0.024, loss: 7.7, -, 7.6% elo% vs. random_no_suicide, avg. reward: -4.029, 3.164 sec/game, 34.5 min. total, 536.5 MB
preseason_shawl v12 974 games, 987803 moves, e=0.022, loss: 7.9, -, 7.5% elo% vs. random_no_suicide, avg. reward: -4.018, 3.196 sec/game, 34.6 min. total, 536.3 MB
preseason_shawl v12 975 games, 990058 moves, e=0.020, loss: 7.6, -, 7.4% elo% vs. random_no_suicide, avg. reward: -3.993, 3.269 sec/game, 34.7 min. total, 536.6 MB
preseason_shawl v12 976 games, 991474 moves, e=0.018, loss: 7.4, -, 7.3% elo% vs. random_no_suicide, avg. reward: -3.999, 3.264 sec/game, 34.7 min. total, 536.7 MB
preseason_shawl v12 977 games, 992826 moves, e=0.017, loss: 7.2, -, 7.2% elo% vs. random_no_suicide, avg. reward: -4.000, 3.270 sec/game, 34.8 min. total, 536.3 MB
preseason_shawl v12 978 games, 994255 moves, e=0.016, loss: 7.3, -, 7.2% elo% vs. random_no_suicide, avg. reward: -3.991, 3.230 sec/game, 34.8 min. total, 537.8 MB
preseason_shawl v12 979 games, 995665 moves, e=0.014, loss: 7.5, -, 7.1% elo% vs. random_no_suicide, avg. reward: -3.996, 3.216 sec/game, 34.9 min. total, 538.5 MB
preseason_shawl v12 980 games, 997334 moves, e=0.013, loss: 6.9, -, 7.0% elo% vs. random_no_suicide, avg. reward: -3.980, 3.159 sec/game, 34.9 min. total, 538.8 MB
preseason_shawl v12 981 games, 998832 moves, e=0.011, loss: 7.0, -, 6.9% elo% vs. random_no_suicide, avg. reward: -3.973, 3.168 sec/game, 35.0 min. total, 538.9 MB
preseason_shawl v12 982 games, 1000300 moves, e=0.010, loss: 7.7, -, 6.8% elo% vs. random_no_suicide, avg. reward: -3.960, 3.138 sec/game, 35.0 min. total, 538.7 MB
preseason_shawl v12 983 games, 1001933 moves, e=0.010, loss: 8.4, -, 6.7% elo% vs. random_no_suicide, avg. reward: -3.950, 3.179 sec/game, 35.1 min. total, 539.0 MB
preseason_shawl v12 984 games, 1003459 moves, e=0.010, loss: 7.9, -, 6.7% elo% vs. random_no_suicide, avg. reward: -3.957, 3.257 sec/game, 35.2 min. total, 539.2 MB
preseason_shawl v12 985 games, 1004746 moves, e=0.010, loss: 8.1, -, 6.6% elo% vs. random_no_suicide, avg. reward: -3.963, 3.251 sec/game, 35.2 min. total, 541.2 MB
preseason_shawl v12 986 games, 1006198 moves, e=0.010, loss: 7.6, -, 6.5% elo% vs. random_no_suicide, avg. reward: -3.951, 3.247 sec/game, 35.3 min. total, 541.2 MB
preseason_shawl v12 987 games, 1007738 moves, e=0.010, loss: 7.6, -, 6.4% elo% vs. random_no_suicide, avg. reward: -3.939, 3.264 sec/game, 35.3 min. total, 542.0 MB
preseason_shawl v12 988 games, 1009400 moves, e=0.010, loss: 7.3, -, 6.4% elo% vs. random_no_suicide, avg. reward: -3.922, 3.308 sec/game, 35.4 min. total, 542.6 MB
preseason_shawl v12 989 games, 1010788 moves, e=0.010, loss: 7.3, -, 6.3% elo% vs. random_no_suicide, avg. reward: -3.917, 3.422 sec/game, 35.5 min. total, 541.5 MB
preseason_shawl v12 990 games, 1012092 moves, e=0.010, loss: 7.3, -, 6.2% elo% vs. random_no_suicide, avg. reward: -3.929, 3.443 sec/game, 35.5 min. total, 541.1 MB
preseason_shawl v12 991 games, 1013380 moves, e=0.010, loss: 7.3, -, 6.2% elo% vs. random_no_suicide, avg. reward: -3.933, 3.466 sec/game, 35.6 min. total, 541.3 MB
preseason_shawl v12 992 games, 1014848 moves, e=0.010, loss: 7.5, -, 6.1% elo% vs. random_no_suicide, avg. reward: -3.922, 3.484 sec/game, 35.6 min. total, 540.8 MB
preseason_shawl v12 993 games, 1016242 moves, e=0.010, loss: 7.8, -, 6.0% elo% vs. random_no_suicide, avg. reward: -3.917, 3.500 sec/game, 35.7 min. total, 542.2 MB
preseason_shawl v12 994 games, 1017781 moves, e=0.010, loss: 7.3, ., 6.5% elo% vs. random_no_suicide, avg. reward: -3.906, 3.503 sec/game, 35.8 min. total, 543.4 MB
preseason_shawl v12 995 games, 1019555 moves, e=0.010, loss: 7.9, -, 6.4% elo% vs. random_no_suicide, avg. reward: -3.890, 3.512 sec/game, 35.8 min. total, 543.9 MB
preseason_shawl v12 996 games, 1020964 moves, e=0.010, loss: 7.8, -, 6.4% elo% vs. random_no_suicide, avg. reward: -3.896, 3.634 sec/game, 35.9 min. total, 541.9 MB
preseason_shawl v12 997 games, 1022786 moves, e=0.010, loss: 8.2, -, 6.3% elo% vs. random_no_suicide, avg. reward: -3.873, 3.715 sec/game, 36.0 min. total, 542.2 MB
preseason_shawl v12 998 games, 1024129 moves, e=0.010, loss: 8.1, -, 6.2% elo% vs. random_no_suicide, avg. reward: -3.870, 3.750 sec/game, 36.1 min. total, 542.0 MB
preseason_shawl v12 999 games, 1025445 moves, e=0.010, loss: 8.1, -, 6.2% elo% vs. random_no_suicide, avg. reward: -3.860, 3.757 sec/game, 36.1 min. total, 542.1 MB
preseason_shawl v12 1000 games, 1026926 moves, e=0.010, loss: 7.7, -, 6.1% elo% vs. random_no_suicide, avg. reward: -3.857, 3.743 sec/game, 36.2 min. total, 545.6 MB
preseason_shawl v13 1001 games, 1028641 moves, e=0.010, loss: 8.3, -, 47.7% elo% vs. random_no_suicide, avg. reward: -3.844, 3.759 sec/game, 36.2 min. total, 547.8 MB
preseason_shawl v13 1002 games, 1030117 moves, e=0.010, loss: 8.2, -, 45.5% elo% vs. random_no_suicide, avg. reward: -3.841, 3.772 sec/game, 36.3 min. total, 548.2 MB
preseason_shawl v13 1003 games, 1031561 moves, e=0.010, loss: 8.4, -, 43.4% elo% vs. random_no_suicide, avg. reward: -3.833, 3.727 sec/game, 36.3 min. total, 548.4 MB
preseason_shawl v13 1004 games, 1033004 moves, e=0.010, loss: 8.2, -, 41.5% elo% vs. random_no_suicide, avg. reward: -3.829, 3.642 sec/game, 36.4 min. total, 547.7 MB
preseason_shawl v13 1005 games, 1034838 moves, e=0.010, loss: 8.5, -, 39.6% elo% vs. random_no_suicide, avg. reward: -3.824, 3.675 sec/game, 36.4 min. total, 548.9 MB
preseason_shawl v13 1006 games, 1036461 moves, e=0.010, loss: 7.9, -, 37.9% elo% vs. random_no_suicide, avg. reward: -3.808, 3.678 sec/game, 36.5 min. total, 549.0 MB
preseason_shawl v13 1007 games, 1037805 moves, e=0.010, loss: 7.8, -, 36.3% elo% vs. random_no_suicide, avg. reward: -3.800, 3.653 sec/game, 36.5 min. total, 549.4 MB
preseason_shawl v13 1008 games, 1039101 moves, e=0.010, loss: 7.8, -, 34.8% elo% vs. random_no_suicide, avg. reward: -3.795, 3.633 sec/game, 36.6 min. total, 550.4 MB
preseason_shawl v13 1009 games, 1040617 moves, e=0.010, loss: 7.6, -, 33.3% elo% vs. random_no_suicide, avg. reward: -3.775, 3.554 sec/game, 36.7 min. total, 550.4 MB
preseason_shawl v13 1010 games, 1041965 moves, e=0.010, loss: 7.9, -, 32.0% elo% vs. random_no_suicide, avg. reward: -3.767, 3.556 sec/game, 36.7 min. total, 551.0 MB
preseason_shawl v13 1011 games, 1043268 moves, e=0.010, loss: 7.6, -, 30.7% elo% vs. random_no_suicide, avg. reward: -3.760, 3.537 sec/game, 36.8 min. total, 551.2 MB
preseason_shawl v13 1012 games, 1044571 moves, e=0.010, loss: 7.4, -, 29.5% elo% vs. random_no_suicide, avg. reward: -3.749, 3.519 sec/game, 36.8 min. total, 550.6 MB
preseason_shawl v13 1013 games, 1046143 moves, e=0.010, loss: 7.6, -, 28.4% elo% vs. random_no_suicide, avg. reward: -3.740, 3.522 sec/game, 36.9 min. total, 551.1 MB
preseason_shawl v13 1014 games, 1047662 moves, e=0.010, loss: 7.9, -, 27.3% elo% vs. random_no_suicide, avg. reward: -3.737, 3.518 sec/game, 36.9 min. total, 551.1 MB
preseason_shawl v13 1015 games, 1049317 moves, e=0.010, loss: 7.5, -, 26.4% elo% vs. random_no_suicide, avg. reward: -3.734, 3.466 sec/game, 37.0 min. total, 552.0 MB
preseason_shawl v13 1016 games, 1050891 moves, e=0.010, loss: 7.2, -, 25.4% elo% vs. random_no_suicide, avg. reward: -3.723, 3.398 sec/game, 37.1 min. total, 554.0 MB
preseason_shawl v13 1017 games, 1052959 moves, e=0.010, loss: 7.4, -, 24.5% elo% vs. random_no_suicide, avg. reward: -3.706, 3.382 sec/game, 37.1 min. total, 554.7 MB
preseason_shawl v13 1018 games, 1054115 moves, e=0.010, loss: 7.4, -, 23.7% elo% vs. random_no_suicide, avg. reward: -3.720, 3.340 sec/game, 37.2 min. total, 554.3 MB
preseason_shawl v13 1019 games, 1055492 moves, e=0.010, loss: 8.1, -, 22.9% elo% vs. random_no_suicide, avg. reward: -3.716, 3.335 sec/game, 37.2 min. total, 555.2 MB
preseason_shawl v13 1020 games, 1056914 moves, e=0.010, loss: 8.0, -, 22.2% elo% vs. random_no_suicide, avg. reward: -3.714, 3.334 sec/game, 37.3 min. total, 555.1 MB
preseason_shawl v13 1021 games, 1058363 moves, e=0.010, loss: 7.6, -, 21.5% elo% vs. random_no_suicide, avg. reward: -3.713, 3.317 sec/game, 37.3 min. total, 555.6 MB
preseason_shawl v13 1022 games, 1059719 moves, e=0.010, loss: 8.4, -, 20.8% elo% vs. random_no_suicide, avg. reward: -3.719, 3.299 sec/game, 37.4 min. total, 555.6 MB
preseason_shawl v13 1023 games, 1061205 moves, e=0.010, loss: 8.2, -, 20.2% elo% vs. random_no_suicide, avg. reward: -3.714, 3.306 sec/game, 37.4 min. total, 555.4 MB
preseason_shawl v13 1024 games, 1062739 moves, e=0.010, loss: 8.2, -, 19.6% elo% vs. random_no_suicide, avg. reward: -3.699, 3.332 sec/game, 37.5 min. total, 555.9 MB
preseason_shawl v13 1025 games, 1064151 moves, e=0.010, loss: 8.3, -, 19.1% elo% vs. random_no_suicide, avg. reward: -3.703, 3.293 sec/game, 37.5 min. total, 557.0 MB
preseason_shawl v13 1026 games, 1065546 moves, e=0.010, loss: 8.0, -, 18.5% elo% vs. random_no_suicide, avg. reward: -3.708, 3.269 sec/game, 37.6 min. total, 557.0 MB
preseason_shawl v13 1027 games, 1067403 moves, e=0.010, loss: 7.8, -, 18.0% elo% vs. random_no_suicide, avg. reward: -3.702, 3.307 sec/game, 37.7 min. total, 556.5 MB
preseason_shawl v13 1028 games, 1068827 moves, e=0.010, loss: 7.5, -, 17.5% elo% vs. random_no_suicide, avg. reward: -3.715, 3.285 sec/game, 37.7 min. total, 557.2 MB
preseason_shawl v13 1029 games, 1070199 moves, e=0.010, loss: 7.7, -, 17.1% elo% vs. random_no_suicide, avg. reward: -3.716, 3.250 sec/game, 37.7 min. total, 557.1 MB
preseason_shawl v13 1030 games, 1071533 moves, e=0.010, loss: 8.0, -, 16.6% elo% vs. random_no_suicide, avg. reward: -3.717, 3.247 sec/game, 37.8 min. total, 558.1 MB
preseason_shawl v13 1031 games, 1072796 moves, e=0.010, loss: 8.2, -, 16.2% elo% vs. random_no_suicide, avg. reward: -3.715, 3.240 sec/game, 37.8 min. total, 560.4 MB
preseason_shawl v13 1032 games, 1074197 moves, e=0.010, loss: 8.4, -, 15.8% elo% vs. random_no_suicide, avg. reward: -3.715, 3.240 sec/game, 37.9 min. total, 560.0 MB
preseason_shawl v13 1033 games, 1075491 moves, e=0.010, loss: 8.4, -, 15.4% elo% vs. random_no_suicide, avg. reward: -3.718, 3.192 sec/game, 37.9 min. total, 560.5 MB
preseason_shawl v13 1034 games, 1076899 moves, e=0.010, loss: 8.5, -, 15.1% elo% vs. random_no_suicide, avg. reward: -3.714, 3.184 sec/game, 38.0 min. total, 560.6 MB
preseason_shawl v13 1035 games, 1078241 moves, e=0.010, loss: 8.8, -, 14.7% elo% vs. random_no_suicide, avg. reward: -3.711, 3.161 sec/game, 38.0 min. total, 560.2 MB
preseason_shawl v13 1036 games, 1079628 moves, e=0.010, loss: 8.6, -, 14.4% elo% vs. random_no_suicide, avg. reward: -3.708, 3.113 sec/game, 38.1 min. total, 560.7 MB
preseason_shawl v13 1037 games, 1081471 moves, e=0.010, loss: 8.0, -, 14.0% elo% vs. random_no_suicide, avg. reward: -3.689, 3.109 sec/game, 38.2 min. total, 561.5 MB
preseason_shawl v13 1038 games, 1082867 moves, e=0.010, loss: 7.6, -, 13.7% elo% vs. random_no_suicide, avg. reward: -3.689, 3.120 sec/game, 38.2 min. total, 562.9 MB
preseason_shawl v13 1039 games, 1084652 moves, e=0.010, loss: 7.8, -, 13.4% elo% vs. random_no_suicide, avg. reward: -3.679, 3.148 sec/game, 38.3 min. total, 563.0 MB
preseason_shawl v13 1040 games, 1085805 moves, e=0.010, loss: 8.0, -, 13.1% elo% vs. random_no_suicide, avg. reward: -3.696, 3.115 sec/game, 38.3 min. total, 563.2 MB
preseason_shawl v13 1041 games, 1087250 moves, e=0.010, loss: 8.3, -, 12.9% elo% vs. random_no_suicide, avg. reward: -3.684, 3.122 sec/game, 38.4 min. total, 563.1 MB
preseason_shawl v13 1042 games, 1088955 moves, e=0.010, loss: 8.0, -, 12.6% elo% vs. random_no_suicide, avg. reward: -3.665, 3.133 sec/game, 38.4 min. total, 563.6 MB
preseason_shawl v13 1043 games, 1090483 moves, e=0.010, loss: 8.0, -, 12.4% elo% vs. random_no_suicide, avg. reward: -3.655, 3.127 sec/game, 38.5 min. total, 563.4 MB
preseason_shawl v13 1044 games, 1091916 moves, e=0.010, loss: 8.4, -, 12.1% elo% vs. random_no_suicide, avg. reward: -3.651, 3.100 sec/game, 38.5 min. total, 563.2 MB
preseason_shawl v13 1045 games, 1093301 moves, e=0.010, loss: 8.3, -, 11.9% elo% vs. random_no_suicide, avg. reward: -3.647, 3.107 sec/game, 38.6 min. total, 564.7 MB
preseason_shawl v13 1046 games, 1094580 moves, e=0.010, loss: 8.9, -, 11.7% elo% vs. random_no_suicide, avg. reward: -3.651, 3.100 sec/game, 38.6 min. total, 565.4 MB
preseason_shawl v13 1047 games, 1095882 moves, e=0.010, loss: 9.4, -, 11.4% elo% vs. random_no_suicide, avg. reward: -3.652, 3.052 sec/game, 38.7 min. total, 565.1 MB
preseason_shawl v13 1048 games, 1097148 moves, e=0.010, loss: 9.4, -, 11.2% elo% vs. random_no_suicide, avg. reward: -3.652, 3.041 sec/game, 38.7 min. total, 565.0 MB
preseason_shawl v13 1049 games, 1098431 moves, e=0.010, loss: 9.3, -, 11.0% elo% vs. random_no_suicide, avg. reward: -3.657, 3.049 sec/game, 38.8 min. total, 565.4 MB
preseason_shawl v13 1050 games, 1099915 moves, e=0.010, loss: 9.5, -, 10.8% elo% vs. random_no_suicide, avg. reward: -3.655, 3.046 sec/game, 38.8 min. total, 565.6 MB
preseason_shawl v13 1051 games, 1101345 moves, e=0.010, loss: 9.5, -, 10.6% elo% vs. random_no_suicide, avg. reward: -3.653, 3.047 sec/game, 38.9 min. total, 565.7 MB
preseason_shawl v13 1052 games, 1102702 moves, e=0.010, loss: 9.2, -, 10.4% elo% vs. random_no_suicide, avg. reward: -3.662, 3.024 sec/game, 38.9 min. total, 567.3 MB
preseason_shawl v13 1053 games, 1104400 moves, e=0.010, loss: 8.8, -, 10.3% elo% vs. random_no_suicide, avg. reward: -3.649, 3.061 sec/game, 39.0 min. total, 569.9 MB
preseason_shawl v13 1054 games, 1106173 moves, e=0.010, loss: 8.8, -, 10.1% elo% vs. random_no_suicide, avg. reward: -3.636, 3.081 sec/game, 39.0 min. total, 569.3 MB
preseason_shawl v13 1055 games, 1107759 moves, e=0.010, loss: 8.2, -, 9.9% elo% vs. random_no_suicide, avg. reward: -3.629, 3.102 sec/game, 39.1 min. total, 569.3 MB
preseason_shawl v13 1056 games, 1109648 moves, e=0.010, loss: 7.6, -, 9.8% elo% vs. random_no_suicide, avg. reward: -3.622, 3.155 sec/game, 39.2 min. total, 569.9 MB
preseason_shawl v13 1057 games, 1111201 moves, e=0.010, loss: 7.3, -, 9.6% elo% vs. random_no_suicide, avg. reward: -3.621, 3.116 sec/game, 39.2 min. total, 569.8 MB
preseason_shawl v13 1058 games, 1113153 moves, e=0.010, loss: 7.2, -, 9.5% elo% vs. random_no_suicide, avg. reward: -3.609, 3.167 sec/game, 39.3 min. total, 570.7 MB
preseason_shawl v13 1059 games, 1114615 moves, e=0.010, loss: 6.8, -, 9.3% elo% vs. random_no_suicide, avg. reward: -3.614, 3.133 sec/game, 39.3 min. total, 571.1 MB
preseason_shawl v13 1060 games, 1115893 moves, e=0.010, loss: 6.8, -, 9.2% elo% vs. random_no_suicide, avg. reward: -3.632, 3.145 sec/game, 39.4 min. total, 570.4 MB
preseason_shawl v13 1061 games, 1117361 moves, e=0.010, loss: 7.5, -, 9.0% elo% vs. random_no_suicide, avg. reward: -3.636, 3.134 sec/game, 39.4 min. total, 571.7 MB
preseason_shawl v13 1062 games, 1118770 moves, e=0.010, loss: 7.5, -, 8.9% elo% vs. random_no_suicide, avg. reward: -3.650, 3.106 sec/game, 39.5 min. total, 571.7 MB
preseason_shawl v13 1063 games, 1120047 moves, e=0.010, loss: 7.9, -, 8.8% elo% vs. random_no_suicide, avg. reward: -3.669, 3.080 sec/game, 39.5 min. total, 571.6 MB
preseason_shawl v13 1064 games, 1121277 moves, e=0.010, loss: 8.5, -, 8.6% elo% vs. random_no_suicide, avg. reward: -3.683, 3.061 sec/game, 39.5 min. total, 571.6 MB
