nemeses_unhappy v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 304.6 MB
nemeses_unhappy v10 608 games, 506401 moves, e=0.499, loss: 6.4, -, 34.8% elo% vs. simple_bot, avg. reward: -7.471, 3.343 sec/game, 24.0 min. total, 576.5 MB
nemeses_unhappy v10 609 games, 507612 moves, e=0.497, loss: 6.5, -, 33.3% elo% vs. simple_bot, avg. reward: -7.439, 3.380 sec/game, 24.1 min. total, 576.4 MB
nemeses_unhappy v10 610 games, 508607 moves, e=0.496, loss: 6.7, -, 32.0% elo% vs. simple_bot, avg. reward: -7.432, 3.367 sec/game, 24.1 min. total, 578.0 MB
nemeses_unhappy v10 611 games, 509772 moves, e=0.495, loss: 6.6, -, 30.7% elo% vs. simple_bot, avg. reward: -7.421, 3.368 sec/game, 24.2 min. total, 577.6 MB
nemeses_unhappy v10 612 games, 510788 moves, e=0.494, loss: 6.1, -, 29.5% elo% vs. simple_bot, avg. reward: -7.415, 3.355 sec/game, 24.2 min. total, 577.7 MB
nemeses_unhappy v10 613 games, 511904 moves, e=0.493, loss: 6.3, -, 28.4% elo% vs. simple_bot, avg. reward: -7.405, 3.400 sec/game, 24.3 min. total, 576.7 MB
nemeses_unhappy v10 614 games, 513124 moves, e=0.492, loss: 6.3, -, 27.3% elo% vs. simple_bot, avg. reward: -7.388, 3.448 sec/game, 24.4 min. total, 574.7 MB
nemeses_unhappy v10 615 games, 514153 moves, e=0.491, loss: 6.3, -, 26.4% elo% vs. simple_bot, avg. reward: -7.372, 3.451 sec/game, 24.4 min. total, 578.6 MB
nemeses_unhappy v10 616 games, 515243 moves, e=0.490, loss: 6.3, -, 25.4% elo% vs. simple_bot, avg. reward: -7.340, 3.465 sec/game, 24.5 min. total, 577.4 MB
nemeses_unhappy v10 617 games, 516382 moves, e=0.489, loss: 6.2, -, 24.5% elo% vs. simple_bot, avg. reward: -7.320, 3.478 sec/game, 24.5 min. total, 577.5 MB
nemeses_unhappy v10 618 games, 517471 moves, e=0.488, loss: 6.3, -, 23.7% elo% vs. simple_bot, avg. reward: -7.314, 3.472 sec/game, 24.6 min. total, 579.4 MB
nemeses_unhappy v10 619 games, 518612 moves, e=0.487, loss: 6.4, -, 22.9% elo% vs. simple_bot, avg. reward: -7.295, 3.473 sec/game, 24.7 min. total, 579.2 MB
nemeses_unhappy v10 620 games, 519790 moves, e=0.485, loss: 6.4, -, 22.2% elo% vs. simple_bot, avg. reward: -7.267, 3.503 sec/game, 24.7 min. total, 579.4 MB
nemeses_unhappy v10 621 games, 520868 moves, e=0.484, loss: 6.3, -, 21.5% elo% vs. simple_bot, avg. reward: -7.248, 3.536 sec/game, 24.8 min. total, 576.9 MB
nemeses_unhappy v10 622 games, 522002 moves, e=0.483, loss: 6.3, -, 20.8% elo% vs. simple_bot, avg. reward: -7.230, 3.550 sec/game, 24.9 min. total, 579.4 MB
nemeses_unhappy v10 623 games, 523131 moves, e=0.482, loss: 6.4, -, 20.2% elo% vs. simple_bot, avg. reward: -7.216, 3.522 sec/game, 24.9 min. total, 580.3 MB
nemeses_unhappy v10 624 games, 524150 moves, e=0.481, loss: 6.3, -, 19.6% elo% vs. simple_bot, avg. reward: -7.207, 3.531 sec/game, 25.0 min. total, 580.5 MB
nemeses_unhappy v10 625 games, 525257 moves, e=0.480, loss: 6.1, -, 19.1% elo% vs. simple_bot, avg. reward: -7.176, 3.585 sec/game, 25.0 min. total, 583.5 MB
nemeses_unhappy v10 626 games, 526293 moves, e=0.479, loss: 6.1, -, 18.5% elo% vs. simple_bot, avg. reward: -7.170, 3.585 sec/game, 25.1 min. total, 580.2 MB
nemeses_unhappy v10 627 games, 527230 moves, e=0.478, loss: 6.3, -, 18.0% elo% vs. simple_bot, avg. reward: -7.165, 3.558 sec/game, 25.1 min. total, 583.7 MB
nemeses_unhappy v10 628 games, 528368 moves, e=0.477, loss: 6.3, -, 17.5% elo% vs. simple_bot, avg. reward: -7.146, 3.542 sec/game, 25.2 min. total, 580.6 MB
nemeses_unhappy v10 629 games, 529648 moves, e=0.476, loss: 6.2, -, 17.1% elo% vs. simple_bot, avg. reward: -7.133, 3.557 sec/game, 25.2 min. total, 582.7 MB
nemeses_unhappy v10 630 games, 530689 moves, e=0.475, loss: 6.1, -, 16.6% elo% vs. simple_bot, avg. reward: -7.122, 3.565 sec/game, 25.3 min. total, 583.6 MB
nemeses_unhappy v10 631 games, 531791 moves, e=0.474, loss: 6.2, -, 16.2% elo% vs. simple_bot, avg. reward: -7.117, 3.547 sec/game, 25.3 min. total, 585.1 MB
nemeses_unhappy v10 632 games, 532971 moves, e=0.472, loss: 6.6, -, 15.8% elo% vs. simple_bot, avg. reward: -7.108, 3.556 sec/game, 25.4 min. total, 585.6 MB
nemeses_unhappy v10 633 games, 534097 moves, e=0.471, loss: 6.5, -, 15.4% elo% vs. simple_bot, avg. reward: -7.080, 3.524 sec/game, 25.5 min. total, 585.6 MB
nemeses_unhappy v10 634 games, 535212 moves, e=0.470, loss: 6.7, -, 15.1% elo% vs. simple_bot, avg. reward: -7.062, 3.476 sec/game, 25.5 min. total, 585.5 MB
nemeses_unhappy v10 635 games, 536294 moves, e=0.469, loss: 6.8, -, 14.7% elo% vs. simple_bot, avg. reward: -7.065, 3.447 sec/game, 25.6 min. total, 585.6 MB
nemeses_unhappy v10 636 games, 537340 moves, e=0.468, loss: 6.7, -, 14.4% elo% vs. simple_bot, avg. reward: -7.054, 3.396 sec/game, 25.6 min. total, 584.6 MB
nemeses_unhappy v10 637 games, 538361 moves, e=0.467, loss: 6.8, -, 14.0% elo% vs. simple_bot, avg. reward: -7.047, 3.362 sec/game, 25.7 min. total, 582.7 MB
nemeses_unhappy v10 638 games, 539557 moves, e=0.466, loss: 6.6, -, 13.7% elo% vs. simple_bot, avg. reward: -7.028, 3.379 sec/game, 25.7 min. total, 588.3 MB
nemeses_unhappy v10 639 games, 540599 moves, e=0.465, loss: 6.7, -, 13.4% elo% vs. simple_bot, avg. reward: -7.027, 3.371 sec/game, 25.8 min. total, 585.2 MB
nemeses_unhappy v10 640 games, 541749 moves, e=0.464, loss: 6.7, -, 13.1% elo% vs. simple_bot, avg. reward: -7.009, 3.346 sec/game, 25.8 min. total, 587.6 MB
nemeses_unhappy v10 641 games, 542966 moves, e=0.462, loss: 6.5, -, 12.9% elo% vs. simple_bot, avg. reward: -6.982, 3.326 sec/game, 25.9 min. total, 587.9 MB
nemeses_unhappy v10 642 games, 544120 moves, e=0.461, loss: 6.5, -, 12.6% elo% vs. simple_bot, avg. reward: -6.970, 3.317 sec/game, 26.0 min. total, 589.2 MB
nemeses_unhappy v10 643 games, 545300 moves, e=0.460, loss: 6.2, -, 12.4% elo% vs. simple_bot, avg. reward: -6.952, 3.340 sec/game, 26.0 min. total, 589.5 MB
nemeses_unhappy v10 644 games, 546222 moves, e=0.459, loss: 6.1, -, 12.1% elo% vs. simple_bot, avg. reward: -6.946, 3.316 sec/game, 26.1 min. total, 589.5 MB
nemeses_unhappy v10 645 games, 547198 moves, e=0.458, loss: 6.2, -, 11.9% elo% vs. simple_bot, avg. reward: -6.936, 3.246 sec/game, 26.1 min. total, 590.9 MB
nemeses_unhappy v10 646 games, 548256 moves, e=0.457, loss: 6.3, -, 11.7% elo% vs. simple_bot, avg. reward: -6.938, 3.247 sec/game, 26.2 min. total, 588.7 MB
nemeses_unhappy v10 647 games, 549378 moves, e=0.456, loss: 6.4, -, 11.4% elo% vs. simple_bot, avg. reward: -6.918, 3.276 sec/game, 26.2 min. total, 591.0 MB
nemeses_unhappy v10 648 games, 550651 moves, e=0.455, loss: 6.1, -, 11.2% elo% vs. simple_bot, avg. reward: -6.897, 3.281 sec/game, 26.3 min. total, 592.3 MB
nemeses_unhappy v10 649 games, 551789 moves, e=0.454, loss: 6.2, -, 11.0% elo% vs. simple_bot, avg. reward: -6.880, 3.261 sec/game, 26.3 min. total, 593.2 MB
nemeses_unhappy v10 650 games, 552969 moves, e=0.453, loss: 6.3, -, 10.8% elo% vs. simple_bot, avg. reward: -6.874, 3.271 sec/game, 26.4 min. total, 592.4 MB
nemeses_unhappy v10 651 games, 554152 moves, e=0.451, loss: 6.2, -, 10.6% elo% vs. simple_bot, avg. reward: -6.863, 3.290 sec/game, 26.4 min. total, 592.9 MB
nemeses_unhappy v10 652 games, 555381 moves, e=0.450, loss: 6.2, -, 10.4% elo% vs. simple_bot, avg. reward: -6.838, 3.289 sec/game, 26.5 min. total, 593.6 MB
nemeses_unhappy v10 653 games, 556511 moves, e=0.449, loss: 6.2, -, 10.3% elo% vs. simple_bot, avg. reward: -6.840, 3.289 sec/game, 26.6 min. total, 591.1 MB
nemeses_unhappy v10 654 games, 557693 moves, e=0.448, loss: 6.1, -, 10.1% elo% vs. simple_bot, avg. reward: -6.837, 3.300 sec/game, 26.6 min. total, 594.3 MB
nemeses_unhappy v10 655 games, 558867 moves, e=0.447, loss: 6.1, -, 9.9% elo% vs. simple_bot, avg. reward: -6.816, 3.327 sec/game, 26.7 min. total, 594.6 MB
nemeses_unhappy v10 656 games, 559792 moves, e=0.446, loss: 6.1, -, 9.8% elo% vs. simple_bot, avg. reward: -6.812, 3.314 sec/game, 26.7 min. total, 594.4 MB
nemeses_unhappy v10 657 games, 561073 moves, e=0.445, loss: 6.4, -, 9.6% elo% vs. simple_bot, avg. reward: -6.785, 3.326 sec/game, 26.8 min. total, 591.3 MB
nemeses_unhappy v10 658 games, 562240 moves, e=0.443, loss: 6.1, -, 9.5% elo% vs. simple_bot, avg. reward: -6.779, 3.322 sec/game, 26.8 min. total, 593.3 MB
nemeses_unhappy v10 659 games, 563518 moves, e=0.442, loss: 6.2, -, 9.3% elo% vs. simple_bot, avg. reward: -6.756, 3.355 sec/game, 26.9 min. total, 594.5 MB
nemeses_unhappy v10 660 games, 564754 moves, e=0.441, loss: 6.4, -, 9.2% elo% vs. simple_bot, avg. reward: -6.727, 3.385 sec/game, 27.0 min. total, 592.7 MB
nemeses_unhappy v10 661 games, 565853 moves, e=0.440, loss: 6.3, -, 9.0% elo% vs. simple_bot, avg. reward: -6.704, 3.387 sec/game, 27.0 min. total, 594.9 MB
nemeses_unhappy v10 662 games, 567017 moves, e=0.439, loss: 6.3, -, 8.9% elo% vs. simple_bot, avg. reward: -6.690, 3.399 sec/game, 27.1 min. total, 595.1 MB
nemeses_unhappy v10 663 games, 568252 moves, e=0.437, loss: 6.4, -, 8.8% elo% vs. simple_bot, avg. reward: -6.673, 3.421 sec/game, 27.2 min. total, 595.4 MB
nemeses_unhappy v10 664 games, 569413 moves, e=0.436, loss: 6.5, -, 8.6% elo% vs. simple_bot, avg. reward: -6.668, 3.476 sec/game, 27.2 min. total, 593.2 MB
nemeses_unhappy v10 665 games, 570851 moves, e=0.435, loss: 6.7, -, 8.5% elo% vs. simple_bot, avg. reward: -6.649, 3.563 sec/game, 27.3 min. total, 595.5 MB
nemeses_unhappy v10 666 games, 572156 moves, e=0.434, loss: 6.5, -, 8.4% elo% vs. simple_bot, avg. reward: -6.631, 3.611 sec/game, 27.4 min. total, 594.5 MB
nemeses_unhappy v10 667 games, 573309 moves, e=0.432, loss: 6.4, -, 8.3% elo% vs. simple_bot, avg. reward: -6.626, 3.638 sec/game, 27.4 min. total, 596.5 MB
nemeses_unhappy v10 668 games, 574592 moves, e=0.431, loss: 6.7, -, 8.1% elo% vs. simple_bot, avg. reward: -6.610, 3.708 sec/game, 27.5 min. total, 598.6 MB
nemeses_unhappy v10 669 games, 575661 moves, e=0.430, loss: 6.9, -, 8.0% elo% vs. simple_bot, avg. reward: -6.596, 3.725 sec/game, 27.6 min. total, 596.6 MB
nemeses_unhappy v10 670 games, 576785 moves, e=0.429, loss: 7.2, -, 7.9% elo% vs. simple_bot, avg. reward: -6.583, 3.744 sec/game, 27.6 min. total, 599.8 MB
nemeses_unhappy v10 671 games, 577929 moves, e=0.428, loss: 7.0, -, 7.8% elo% vs. simple_bot, avg. reward: -6.568, 3.761 sec/game, 27.7 min. total, 600.2 MB
nemeses_unhappy v10 672 games, 579116 moves, e=0.427, loss: 6.8, -, 7.7% elo% vs. simple_bot, avg. reward: -6.545, 3.782 sec/game, 27.8 min. total, 597.0 MB
nemeses_unhappy v10 673 games, 580173 moves, e=0.426, loss: 6.8, -, 7.6% elo% vs. simple_bot, avg. reward: -6.537, 3.789 sec/game, 27.8 min. total, 597.7 MB
nemeses_unhappy v10 674 games, 581233 moves, e=0.425, loss: 6.7, -, 7.5% elo% vs. simple_bot, avg. reward: -6.532, 3.801 sec/game, 27.9 min. total, 598.1 MB
nemeses_unhappy v10 675 games, 582539 moves, e=0.423, loss: 6.8, -, 7.4% elo% vs. simple_bot, avg. reward: -6.515, 3.847 sec/game, 28.0 min. total, 600.7 MB
nemeses_unhappy v10 676 games, 583782 moves, e=0.422, loss: 6.8, -, 7.3% elo% vs. simple_bot, avg. reward: -6.495, 3.900 sec/game, 28.0 min. total, 600.9 MB
nemeses_unhappy v10 677 games, 584797 moves, e=0.421, loss: 6.6, -, 7.2% elo% vs. simple_bot, avg. reward: -6.492, 3.900 sec/game, 28.1 min. total, 598.8 MB
nemeses_unhappy v10 678 games, 585986 moves, e=0.420, loss: 6.6, -, 7.2% elo% vs. simple_bot, avg. reward: -6.482, 3.922 sec/game, 28.1 min. total, 600.8 MB
nemeses_unhappy v10 679 games, 587220 moves, e=0.419, loss: 6.7, -, 7.1% elo% vs. simple_bot, avg. reward: -6.460, 3.898 sec/game, 28.2 min. total, 602.3 MB
nemeses_unhappy v10 680 games, 588500 moves, e=0.417, loss: 6.7, -, 7.0% elo% vs. simple_bot, avg. reward: -6.447, 3.922 sec/game, 28.3 min. total, 602.4 MB
nemeses_unhappy v10 681 games, 589746 moves, e=0.416, loss: 6.7, -, 6.9% elo% vs. simple_bot, avg. reward: -6.436, 3.968 sec/game, 28.4 min. total, 602.4 MB
nemeses_unhappy v10 682 games, 590937 moves, e=0.415, loss: 6.5, -, 6.8% elo% vs. simple_bot, avg. reward: -6.434, 3.980 sec/game, 28.4 min. total, 604.1 MB
nemeses_unhappy v10 683 games, 592144 moves, e=0.414, loss: 6.6, -, 6.7% elo% vs. simple_bot, avg. reward: -6.432, 3.992 sec/game, 28.5 min. total, 604.2 MB
nemeses_unhappy v10 684 games, 593564 moves, e=0.412, loss: 7.0, -, 6.7% elo% vs. simple_bot, avg. reward: -6.413, 4.025 sec/game, 28.6 min. total, 605.4 MB
nemeses_unhappy v10 685 games, 594852 moves, e=0.411, loss: 6.8, -, 6.6% elo% vs. simple_bot, avg. reward: -6.397, 4.003 sec/game, 28.6 min. total, 602.6 MB
nemeses_unhappy v10 686 games, 596061 moves, e=0.410, loss: 6.7, -, 6.5% elo% vs. simple_bot, avg. reward: -6.396, 3.969 sec/game, 28.7 min. total, 604.6 MB
nemeses_unhappy v10 687 games, 597237 moves, e=0.409, loss: 6.6, -, 6.4% elo% vs. simple_bot, avg. reward: -6.378, 3.963 sec/game, 28.7 min. total, 594.6 MB
nemeses_unhappy v10 688 games, 598357 moves, e=0.408, loss: 6.7, -, 6.4% elo% vs. simple_bot, avg. reward: -6.375, 3.907 sec/game, 28.8 min. total, 594.6 MB
nemeses_unhappy v10 689 games, 599443 moves, e=0.407, loss: 6.1, -, 6.3% elo% vs. simple_bot, avg. reward: -6.364, 3.909 sec/game, 28.9 min. total, 596.4 MB
nemeses_unhappy v10 690 games, 600651 moves, e=0.405, loss: 6.2, -, 6.2% elo% vs. simple_bot, avg. reward: -6.344, 3.908 sec/game, 28.9 min. total, 598.0 MB
nemeses_unhappy v10 691 games, 602115 moves, e=0.404, loss: 6.2, -, 6.2% elo% vs. simple_bot, avg. reward: -6.330, 3.954 sec/game, 29.0 min. total, 596.8 MB
nemeses_unhappy v10 692 games, 603262 moves, e=0.403, loss: 6.1, -, 6.1% elo% vs. simple_bot, avg. reward: -6.320, 3.934 sec/game, 29.1 min. total, 596.6 MB
nemeses_unhappy v10 693 games, 604335 moves, e=0.402, loss: 6.4, -, 6.0% elo% vs. simple_bot, avg. reward: -6.306, 3.950 sec/game, 29.1 min. total, 594.6 MB
nemeses_unhappy v10 694 games, 605840 moves, e=0.400, loss: 6.3, -, 6.0% elo% vs. simple_bot, avg. reward: -6.292, 4.001 sec/game, 29.2 min. total, 594.8 MB
nemeses_unhappy v10 695 games, 607115 moves, e=0.399, loss: 6.4, -, 5.9% elo% vs. simple_bot, avg. reward: -6.268, 3.978 sec/game, 29.3 min. total, 595.7 MB
nemeses_unhappy v10 696 games, 608529 moves, e=0.398, loss: 6.8, -, 5.8% elo% vs. simple_bot, avg. reward: -6.251, 4.007 sec/game, 29.3 min. total, 597.7 MB
nemeses_unhappy v10 697 games, 609854 moves, e=0.396, loss: 6.6, -, 5.8% elo% vs. simple_bot, avg. reward: -6.233, 4.046 sec/game, 29.4 min. total, 597.8 MB
nemeses_unhappy v10 698 games, 611056 moves, e=0.395, loss: 6.4, -, 5.7% elo% vs. simple_bot, avg. reward: -6.220, 4.039 sec/game, 29.5 min. total, 597.8 MB
nemeses_unhappy v10 699 games, 612380 moves, e=0.394, loss: 6.0, -, 5.7% elo% vs. simple_bot, avg. reward: -6.208, 4.066 sec/game, 29.6 min. total, 599.0 MB
nemeses_unhappy v10 700 games, 613847 moves, e=0.392, loss: 6.3, -, 5.6% elo% vs. simple_bot, avg. reward: -6.193, 4.071 sec/game, 29.6 min. total, 596.6 MB
nemeses_unhappy v11 701 games, 615297 moves, e=0.391, loss: 6.1, -, 47.7% elo% vs. simple_bot, avg. reward: -6.172, 4.095 sec/game, 29.7 min. total, 600.6 MB
nemeses_unhappy v11 702 games, 616699 moves, e=0.389, loss: 6.0, -, 45.5% elo% vs. simple_bot, avg. reward: -6.163, 4.108 sec/game, 29.8 min. total, 599.0 MB
nemeses_unhappy v11 703 games, 617909 moves, e=0.388, loss: 5.9, -, 43.4% elo% vs. simple_bot, avg. reward: -6.142, 4.096 sec/game, 29.9 min. total, 601.4 MB
nemeses_unhappy v11 704 games, 619236 moves, e=0.387, loss: 5.9, -, 41.5% elo% vs. simple_bot, avg. reward: -6.116, 4.076 sec/game, 29.9 min. total, 601.6 MB
nemeses_unhappy v11 705 games, 620691 moves, e=0.386, loss: 6.1, -, 39.6% elo% vs. simple_bot, avg. reward: -6.089, 4.107 sec/game, 30.0 min. total, 603.0 MB
nemeses_unhappy v11 706 games, 621728 moves, e=0.384, loss: 6.1, -, 37.9% elo% vs. simple_bot, avg. reward: -6.079, 4.092 sec/game, 30.1 min. total, 599.8 MB
nemeses_unhappy v11 707 games, 622867 moves, e=0.383, loss: 5.8, -, 36.3% elo% vs. simple_bot, avg. reward: -6.074, 4.087 sec/game, 30.1 min. total, 603.9 MB
nemeses_unhappy v11 708 games, 623942 moves, e=0.382, loss: 6.1, -, 34.8% elo% vs. simple_bot, avg. reward: -6.063, 4.077 sec/game, 30.2 min. total, 602.8 MB
nemeses_unhappy v11 709 games, 625190 moves, e=0.381, loss: 6.4, -, 33.3% elo% vs. simple_bot, avg. reward: -6.063, 4.086 sec/game, 30.2 min. total, 602.0 MB
nemeses_unhappy v11 710 games, 626392 moves, e=0.380, loss: 6.5, -, 32.0% elo% vs. simple_bot, avg. reward: -6.055, 4.078 sec/game, 30.3 min. total, 605.1 MB
nemeses_unhappy v11 711 games, 627722 moves, e=0.379, loss: 6.4, -, 30.7% elo% vs. simple_bot, avg. reward: -6.037, 4.060 sec/game, 30.4 min. total, 601.8 MB
nemeses_unhappy v11 712 games, 629066 moves, e=0.377, loss: 6.6, -, 29.5% elo% vs. simple_bot, avg. reward: -6.014, 4.094 sec/game, 30.4 min. total, 602.5 MB
nemeses_unhappy v11 713 games, 630263 moves, e=0.376, loss: 6.4, -, 28.4% elo% vs. simple_bot, avg. reward: -6.006, 4.089 sec/game, 30.5 min. total, 604.8 MB
nemeses_unhappy v11 714 games, 631319 moves, e=0.375, loss: 6.8, -, 27.3% elo% vs. simple_bot, avg. reward: -6.005, 4.046 sec/game, 30.6 min. total, 604.8 MB
nemeses_unhappy v11 715 games, 632648 moves, e=0.374, loss: 7.1, -, 26.4% elo% vs. simple_bot, avg. reward: -5.990, 4.030 sec/game, 30.6 min. total, 606.3 MB
nemeses_unhappy v11 716 games, 633802 moves, e=0.373, loss: 6.9, -, 25.4% elo% vs. simple_bot, avg. reward: -5.983, 3.983 sec/game, 30.7 min. total, 608.7 MB
nemeses_unhappy v11 717 games, 635098 moves, e=0.371, loss: 6.6, -, 24.5% elo% vs. simple_bot, avg. reward: -5.971, 3.955 sec/game, 30.7 min. total, 605.3 MB
nemeses_unhappy v11 718 games, 636492 moves, e=0.370, loss: 6.4, -, 23.7% elo% vs. simple_bot, avg. reward: -5.946, 3.956 sec/game, 30.8 min. total, 608.5 MB
nemeses_unhappy v11 719 games, 637694 moves, e=0.369, loss: 6.6, -, 22.9% elo% vs. simple_bot, avg. reward: -5.926, 3.940 sec/game, 30.9 min. total, 605.6 MB
nemeses_unhappy v11 720 games, 638984 moves, e=0.367, loss: 6.5, -, 22.2% elo% vs. simple_bot, avg. reward: -5.925, 3.928 sec/game, 30.9 min. total, 608.9 MB
nemeses_unhappy v11 721 games, 640291 moves, e=0.366, loss: 6.4, -, 21.5% elo% vs. simple_bot, avg. reward: -5.912, 3.896 sec/game, 31.0 min. total, 605.6 MB
nemeses_unhappy v11 722 games, 641729 moves, e=0.365, loss: 6.3, -, 20.8% elo% vs. simple_bot, avg. reward: -5.900, 3.903 sec/game, 31.1 min. total, 609.3 MB
nemeses_unhappy v11 723 games, 643240 moves, e=0.363, loss: 6.1, -, 20.2% elo% vs. simple_bot, avg. reward: -5.881, 3.941 sec/game, 31.2 min. total, 610.8 MB
nemeses_unhappy v11 724 games, 644483 moves, e=0.362, loss: 6.2, -, 19.6% elo% vs. simple_bot, avg. reward: -5.861, 3.947 sec/game, 31.2 min. total, 610.4 MB
nemeses_unhappy v11 725 games, 645781 moves, e=0.361, loss: 6.0, -, 19.1% elo% vs. simple_bot, avg. reward: -5.846, 3.913 sec/game, 31.3 min. total, 607.3 MB
nemeses_unhappy v11 726 games, 647229 moves, e=0.359, loss: 5.9, -, 18.5% elo% vs. simple_bot, avg. reward: -5.818, 3.948 sec/game, 31.4 min. total, 611.2 MB
nemeses_unhappy v11 727 games, 648484 moves, e=0.358, loss: 6.2, -, 18.0% elo% vs. simple_bot, avg. reward: -5.784, 3.948 sec/game, 31.4 min. total, 611.2 MB
nemeses_unhappy v11 728 games, 649570 moves, e=0.357, loss: 6.0, -, 17.5% elo% vs. simple_bot, avg. reward: -5.796, 3.929 sec/game, 31.5 min. total, 610.0 MB
nemeses_unhappy v11 729 games, 651140 moves, e=0.355, loss: 5.7, -, 17.1% elo% vs. simple_bot, avg. reward: -5.781, 3.957 sec/game, 31.6 min. total, 608.2 MB
nemeses_unhappy v11 730 games, 652438 moves, e=0.354, loss: 5.9, -, 16.6% elo% vs. simple_bot, avg. reward: -5.756, 3.954 sec/game, 31.6 min. total, 613.7 MB
nemeses_unhappy v11 731 games, 653700 moves, e=0.353, loss: 6.1, -, 16.2% elo% vs. simple_bot, avg. reward: -5.738, 3.925 sec/game, 31.7 min. total, 612.8 MB
nemeses_unhappy v11 732 games, 654970 moves, e=0.352, loss: 6.1, -, 15.8% elo% vs. simple_bot, avg. reward: -5.719, 3.888 sec/game, 31.7 min. total, 612.6 MB
nemeses_unhappy v11 733 games, 656320 moves, e=0.350, loss: 6.1, -, 15.4% elo% vs. simple_bot, avg. reward: -5.707, 3.900 sec/game, 31.8 min. total, 611.1 MB
nemeses_unhappy v11 734 games, 657553 moves, e=0.349, loss: 6.1, -, 15.1% elo% vs. simple_bot, avg. reward: -5.697, 3.886 sec/game, 31.9 min. total, 610.7 MB
nemeses_unhappy v11 735 games, 658849 moves, e=0.348, loss: 6.0, -, 14.7% elo% vs. simple_bot, avg. reward: -5.674, 3.883 sec/game, 31.9 min. total, 614.1 MB
nemeses_unhappy v11 736 games, 660348 moves, e=0.346, loss: 6.1, -, 14.4% elo% vs. simple_bot, avg. reward: -5.662, 3.913 sec/game, 32.0 min. total, 614.2 MB
nemeses_unhappy v11 737 games, 661706 moves, e=0.345, loss: 5.8, -, 14.0% elo% vs. simple_bot, avg. reward: -5.639, 3.913 sec/game, 32.0 min. total, 614.8 MB
nemeses_unhappy v11 738 games, 663074 moves, e=0.344, loss: 6.1, -, 13.7% elo% vs. simple_bot, avg. reward: -5.632, 3.909 sec/game, 32.1 min. total, 613.1 MB
nemeses_unhappy v11 739 games, 664409 moves, e=0.342, loss: 5.7, -, 13.4% elo% vs. simple_bot, avg. reward: -5.613, 3.890 sec/game, 32.2 min. total, 616.6 MB
nemeses_unhappy v11 740 games, 665555 moves, e=0.341, loss: 5.8, -, 13.1% elo% vs. simple_bot, avg. reward: -5.611, 3.839 sec/game, 32.2 min. total, 613.5 MB
nemeses_unhappy v11 741 games, 666813 moves, e=0.340, loss: 5.7, -, 12.9% elo% vs. simple_bot, avg. reward: -5.600, 3.815 sec/game, 32.3 min. total, 616.9 MB
nemeses_unhappy v11 742 games, 668151 moves, e=0.339, loss: 5.6, -, 12.6% elo% vs. simple_bot, avg. reward: -5.592, 3.782 sec/game, 32.3 min. total, 616.9 MB
nemeses_unhappy v11 743 games, 669422 moves, e=0.337, loss: 5.8, -, 12.4% elo% vs. simple_bot, avg. reward: -5.576, 3.733 sec/game, 32.4 min. total, 613.6 MB
