primal_author v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 304.1 MB
primal_author v27 1615 games, 4024936 moves, e=0.010, loss: 17.9, -, 1.3% elo% vs. btr, avg. reward: -0.398, 7.252 sec/game, 129.1 min. total, 1180.8 MB
primal_author v27 1616 games, 4028485 moves, e=0.010, loss: 17.2, -, 1.3% elo% vs. btr, avg. reward: -0.398, 7.252 sec/game, 129.3 min. total, 1181.8 MB
primal_author v27 1617 games, 4032270 moves, e=0.010, loss: 17.8, -, 1.3% elo% vs. btr, avg. reward: -0.397, 7.300 sec/game, 129.4 min. total, 1183.2 MB
primal_author v27 1618 games, 4036171 moves, e=0.010, loss: 17.0, -, 1.3% elo% vs. btr, avg. reward: -0.398, 7.313 sec/game, 129.5 min. total, 1182.9 MB
primal_author v27 1619 games, 4039948 moves, e=0.010, loss: 14.5, -, 1.3% elo% vs. btr, avg. reward: -0.397, 7.312 sec/game, 129.6 min. total, 1184.9 MB
primal_author v27 1620 games, 4043470 moves, e=0.010, loss: 14.3, -, 1.3% elo% vs. btr, avg. reward: -0.396, 7.270 sec/game, 129.7 min. total, 1185.0 MB
primal_author v27 1621 games, 4047160 moves, e=0.010, loss: 18.8, -, 1.3% elo% vs. btr, avg. reward: -0.394, 7.263 sec/game, 129.9 min. total, 1186.1 MB
primal_author v27 1622 games, 4050616 moves, e=0.010, loss: 20.4, -, 1.3% elo% vs. btr, avg. reward: -0.392, 7.244 sec/game, 130.0 min. total, 1187.4 MB
primal_author v27 1623 games, 4054064 moves, e=0.010, loss: 19.8, -, 1.3% elo% vs. btr, avg. reward: -0.392, 7.221 sec/game, 130.1 min. total, 1187.8 MB
primal_author v27 1624 games, 4057498 moves, e=0.010, loss: 18.3, -, 1.3% elo% vs. btr, avg. reward: -0.391, 7.180 sec/game, 130.2 min. total, 1188.0 MB
primal_author v27 1625 games, 4061396 moves, e=0.010, loss: 15.1, -, 1.3% elo% vs. btr, avg. reward: -0.392, 7.222 sec/game, 130.3 min. total, 1187.1 MB
primal_author v27 1626 games, 4064970 moves, e=0.010, loss: 16.2, -, 1.3% elo% vs. btr, avg. reward: -0.393, 7.116 sec/game, 130.4 min. total, 1188.2 MB
primal_author v27 1627 games, 4068753 moves, e=0.010, loss: 16.2, -, 1.3% elo% vs. btr, avg. reward: -0.392, 7.086 sec/game, 130.6 min. total, 1187.9 MB
primal_author v27 1628 games, 4072561 moves, e=0.010, loss: 18.4, -, 1.3% elo% vs. btr, avg. reward: -0.393, 7.101 sec/game, 130.7 min. total, 1188.3 MB
primal_author v27 1629 games, 4076451 moves, e=0.010, loss: 16.8, -, 1.3% elo% vs. btr, avg. reward: -0.391, 7.109 sec/game, 130.8 min. total, 1188.6 MB
primal_author v27 1630 games, 4080323 moves, e=0.010, loss: 15.8, -, 1.3% elo% vs. btr, avg. reward: -0.391, 7.137 sec/game, 130.9 min. total, 1188.7 MB
primal_author v27 1631 games, 4083905 moves, e=0.010, loss: 15.3, -, 1.3% elo% vs. btr, avg. reward: -0.391, 7.109 sec/game, 131.0 min. total, 1189.4 MB
primal_author v27 1632 games, 4087630 moves, e=0.010, loss: 16.5, -, 1.3% elo% vs. btr, avg. reward: -0.391, 7.103 sec/game, 131.2 min. total, 1191.3 MB
primal_author v27 1633 games, 4091314 moves, e=0.010, loss: 15.1, -, 1.3% elo% vs. btr, avg. reward: -0.391, 7.101 sec/game, 131.3 min. total, 1145.1 MB
primal_author v27 1634 games, 4095001 moves, e=0.010, loss: 16.4, -, 1.3% elo% vs. btr, avg. reward: -0.390, 7.098 sec/game, 131.4 min. total, 1144.7 MB
primal_author v27 1635 games, 4098646 moves, e=0.010, loss: 14.0, -, 1.3% elo% vs. btr, avg. reward: -0.390, 7.107 sec/game, 131.5 min. total, 1145.4 MB
primal_author v27 1636 games, 4102462 moves, e=0.010, loss: 15.9, -, 1.3% elo% vs. btr, avg. reward: -0.389, 7.126 sec/game, 131.6 min. total, 1146.5 MB
primal_author v27 1637 games, 4106057 moves, e=0.010, loss: 13.7, -, 1.3% elo% vs. btr, avg. reward: -0.389, 7.109 sec/game, 131.8 min. total, 1146.1 MB
primal_author v27 1638 games, 4109527 moves, e=0.010, loss: 15.5, -, 1.3% elo% vs. btr, avg. reward: -0.388, 7.071 sec/game, 131.9 min. total, 1146.4 MB
primal_author v27 1639 games, 4113483 moves, e=0.010, loss: 12.7, -, 1.3% elo% vs. btr, avg. reward: -0.387, 7.083 sec/game, 132.0 min. total, 1149.9 MB
primal_author v27 1640 games, 4117038 moves, e=0.010, loss: 15.1, -, 1.3% elo% vs. btr, avg. reward: -0.387, 7.099 sec/game, 132.1 min. total, 1150.7 MB
primal_author v27 1641 games, 4120566 moves, e=0.010, loss: 15.3, -, 1.3% elo% vs. btr, avg. reward: -0.388, 7.083 sec/game, 132.2 min. total, 1150.6 MB
primal_author v27 1642 games, 4124112 moves, e=0.010, loss: 17.5, -, 1.3% elo% vs. btr, avg. reward: -0.385, 7.099 sec/game, 132.3 min. total, 1152.2 MB
primal_author v27 1643 games, 4127338 moves, e=0.010, loss: 16.5, -, 1.3% elo% vs. btr, avg. reward: -0.384, 7.074 sec/game, 132.4 min. total, 1150.5 MB
primal_author v27 1644 games, 4130939 moves, e=0.010, loss: 18.4, -, 1.3% elo% vs. btr, avg. reward: -0.383, 7.086 sec/game, 132.6 min. total, 1150.3 MB
primal_author v27 1645 games, 4134517 moves, e=0.010, loss: 18.7, -, 1.3% elo% vs. btr, avg. reward: -0.384, 7.061 sec/game, 132.7 min. total, 1150.4 MB
primal_author v27 1646 games, 4137804 moves, e=0.010, loss: 20.1, -, 1.2% elo% vs. btr, avg. reward: -0.383, 7.035 sec/game, 132.8 min. total, 1152.0 MB
primal_author v27 1647 games, 4141194 moves, e=0.010, loss: 25.9, -, 1.2% elo% vs. btr, avg. reward: -0.383, 7.002 sec/game, 132.9 min. total, 1154.6 MB
primal_author v27 1648 games, 4144671 moves, e=0.010, loss: 29.2, -, 1.2% elo% vs. btr, avg. reward: -0.383, 6.980 sec/game, 133.0 min. total, 1158.4 MB
primal_author v27 1649 games, 4148154 moves, e=0.010, loss: 29.2, -, 1.2% elo% vs. btr, avg. reward: -0.382, 6.944 sec/game, 133.1 min. total, 1154.7 MB
primal_author v27 1650 games, 4151662 moves, e=0.010, loss: 29.7, -, 1.2% elo% vs. btr, avg. reward: -0.383, 6.903 sec/game, 133.2 min. total, 1154.9 MB
primal_author v27 1651 games, 4154990 moves, e=0.010, loss: 28.0, -, 1.2% elo% vs. btr, avg. reward: -0.384, 6.894 sec/game, 133.3 min. total, 1154.1 MB
primal_author v27 1652 games, 4158574 moves, e=0.010, loss: 23.9, -, 1.2% elo% vs. btr, avg. reward: -0.385, 6.875 sec/game, 133.5 min. total, 1155.3 MB
primal_author v27 1653 games, 4162150 moves, e=0.010, loss: 25.6, -, 1.2% elo% vs. btr, avg. reward: -0.385, 6.852 sec/game, 133.6 min. total, 1155.0 MB
primal_author v27 1654 games, 4165733 moves, e=0.010, loss: 22.7, -, 1.2% elo% vs. btr, avg. reward: -0.384, 6.831 sec/game, 133.7 min. total, 1157.3 MB
primal_author v27 1655 games, 4169532 moves, e=0.010, loss: 26.1, -, 1.2% elo% vs. btr, avg. reward: -0.381, 6.853 sec/game, 133.8 min. total, 1156.5 MB
primal_author v27 1656 games, 4173061 moves, e=0.010, loss: 26.3, -, 1.2% elo% vs. btr, avg. reward: -0.381, 6.832 sec/game, 133.9 min. total, 1162.5 MB
primal_author v27 1657 games, 4176718 moves, e=0.010, loss: 24.1, -, 1.2% elo% vs. btr, avg. reward: -0.380, 6.843 sec/game, 134.0 min. total, 1158.1 MB
primal_author v27 1658 games, 4180446 moves, e=0.010, loss: 22.9, -, 1.2% elo% vs. btr, avg. reward: -0.381, 6.902 sec/game, 134.2 min. total, 1158.0 MB
primal_author v27 1659 games, 4184112 moves, e=0.010, loss: 23.5, -, 1.2% elo% vs. btr, avg. reward: -0.381, 6.905 sec/game, 134.3 min. total, 1158.0 MB
primal_author v27 1660 games, 4187459 moves, e=0.010, loss: 26.2, -, 1.2% elo% vs. btr, avg. reward: -0.383, 6.881 sec/game, 134.4 min. total, 1160.7 MB
primal_author v27 1661 games, 4190655 moves, e=0.010, loss: 31.2, -, 1.2% elo% vs. btr, avg. reward: -0.383, 6.854 sec/game, 134.5 min. total, 1162.4 MB
primal_author v27 1662 games, 4193943 moves, e=0.010, loss: 36.9, -, 1.2% elo% vs. btr, avg. reward: -0.383, 6.831 sec/game, 134.6 min. total, 1161.6 MB
primal_author v27 1663 games, 4197363 moves, e=0.010, loss: 31.9, -, 1.2% elo% vs. btr, avg. reward: -0.384, 6.838 sec/game, 134.7 min. total, 1160.5 MB
primal_author v27 1664 games, 4200614 moves, e=0.010, loss: 31.1, -, 1.2% elo% vs. btr, avg. reward: -0.384, 6.818 sec/game, 134.8 min. total, 1160.8 MB
primal_author v27 1665 games, 4204089 moves, e=0.010, loss: 31.3, -, 1.2% elo% vs. btr, avg. reward: -0.383, 6.810 sec/game, 134.9 min. total, 1163.4 MB
primal_author v27 1666 games, 4207584 moves, e=0.010, loss: 32.7, -, 1.2% elo% vs. btr, avg. reward: -0.382, 6.825 sec/game, 135.1 min. total, 1163.8 MB
primal_author v27 1667 games, 4210567 moves, e=0.010, loss: 33.3, -, 1.2% elo% vs. btr, avg. reward: -0.383, 6.791 sec/game, 135.2 min. total, 1162.0 MB
primal_author v27 1668 games, 4213815 moves, e=0.010, loss: 36.6, -, 1.2% elo% vs. btr, avg. reward: -0.384, 6.773 sec/game, 135.3 min. total, 1162.6 MB
primal_author v27 1669 games, 4216974 moves, e=0.010, loss: 38.2, -, 1.2% elo% vs. btr, avg. reward: -0.384, 6.741 sec/game, 135.4 min. total, 1164.4 MB
primal_author v27 1670 games, 4220273 moves, e=0.010, loss: 38.0, -, 1.2% elo% vs. btr, avg. reward: -0.383, 6.727 sec/game, 135.5 min. total, 1165.8 MB
primal_author v27 1671 games, 4223780 moves, e=0.010, loss: 36.4, -, 1.2% elo% vs. btr, avg. reward: -0.383, 6.735 sec/game, 135.6 min. total, 1166.0 MB
primal_author v27 1672 games, 4227264 moves, e=0.010, loss: 30.3, -, 1.2% elo% vs. btr, avg. reward: -0.384, 6.727 sec/game, 135.7 min. total, 1166.5 MB
primal_author v27 1673 games, 4231222 moves, e=0.010, loss: 27.3, -, 1.2% elo% vs. btr, avg. reward: -0.383, 6.763 sec/game, 135.8 min. total, 1169.5 MB
primal_author v27 1674 games, 4235393 moves, e=0.010, loss: 21.7, -, 1.2% elo% vs. btr, avg. reward: -0.382, 6.819 sec/game, 136.0 min. total, 1168.0 MB
primal_author v27 1675 games, 4238910 moves, e=0.010, loss: 27.1, -, 1.2% elo% vs. btr, avg. reward: -0.383, 6.790 sec/game, 136.1 min. total, 1167.3 MB
primal_author v27 1676 games, 4242349 moves, e=0.010, loss: 27.5, -, 1.2% elo% vs. btr, avg. reward: -0.384, 6.772 sec/game, 136.2 min. total, 1169.7 MB
primal_author v27 1677 games, 4246183 moves, e=0.010, loss: 27.2, -, 1.2% elo% vs. btr, avg. reward: -0.384, 6.783 sec/game, 136.3 min. total, 1172.3 MB
primal_author v27 1678 games, 4249861 moves, e=0.010, loss: 27.1, -, 1.2% elo% vs. btr, avg. reward: -0.382, 6.740 sec/game, 136.4 min. total, 1172.2 MB
primal_author v27 1679 games, 4253385 moves, e=0.010, loss: 25.3, -, 1.2% elo% vs. btr, avg. reward: -0.380, 6.696 sec/game, 136.5 min. total, 1171.7 MB
primal_author v27 1680 games, 4256984 moves, e=0.010, loss: 27.0, -, 1.2% elo% vs. btr, avg. reward: -0.379, 6.711 sec/game, 136.6 min. total, 1172.4 MB
primal_author v27 1681 games, 4260273 moves, e=0.010, loss: 28.7, -, 1.2% elo% vs. btr, avg. reward: -0.381, 6.733 sec/game, 136.8 min. total, 1172.6 MB
primal_author v27 1682 games, 4264044 moves, e=0.010, loss: 28.2, -, 1.2% elo% vs. btr, avg. reward: -0.381, 6.760 sec/game, 136.9 min. total, 1173.3 MB
primal_author v27 1683 games, 4267362 moves, e=0.010, loss: 28.3, -, 1.2% elo% vs. btr, avg. reward: -0.381, 6.762 sec/game, 137.0 min. total, 1172.8 MB
primal_author v27 1684 games, 4271000 moves, e=0.010, loss: 26.0, -, 1.1% elo% vs. btr, avg. reward: -0.382, 6.796 sec/game, 137.1 min. total, 1175.2 MB
primal_author v27 1685 games, 4274446 moves, e=0.010, loss: 26.8, -, 1.1% elo% vs. btr, avg. reward: -0.381, 6.799 sec/game, 137.2 min. total, 1176.0 MB
primal_author v27 1686 games, 4277859 moves, e=0.010, loss: 30.9, -, 1.1% elo% vs. btr, avg. reward: -0.381, 6.784 sec/game, 137.3 min. total, 1175.1 MB
primal_author v27 1687 games, 4281316 moves, e=0.010, loss: 30.8, -, 1.1% elo% vs. btr, avg. reward: -0.381, 6.822 sec/game, 137.4 min. total, 1175.9 MB
primal_author v27 1688 games, 4284781 moves, e=0.010, loss: 32.4, -, 1.1% elo% vs. btr, avg. reward: -0.382, 6.848 sec/game, 137.5 min. total, 1175.3 MB
primal_author v27 1689 games, 4288238 moves, e=0.010, loss: 31.6, -, 1.1% elo% vs. btr, avg. reward: -0.383, 6.879 sec/game, 137.7 min. total, 1175.7 MB
primal_author v27 1690 games, 4291768 moves, e=0.010, loss: 30.2, -, 1.1% elo% vs. btr, avg. reward: -0.384, 6.905 sec/game, 137.8 min. total, 1175.6 MB
primal_author v27 1691 games, 4295116 moves, e=0.010, loss: 34.2, -, 1.1% elo% vs. btr, avg. reward: -0.383, 6.892 sec/game, 137.9 min. total, 1176.2 MB
primal_author v27 1692 games, 4298804 moves, e=0.010, loss: 31.8, -, 1.1% elo% vs. btr, avg. reward: -0.383, 6.912 sec/game, 138.0 min. total, 1180.0 MB
primal_author v27 1693 games, 4302242 moves, e=0.010, loss: 31.0, -, 1.1% elo% vs. btr, avg. reward: -0.385, 6.864 sec/game, 138.1 min. total, 1179.2 MB
primal_author v27 1694 games, 4305714 moves, e=0.010, loss: 34.7, -, 1.1% elo% vs. btr, avg. reward: -0.386, 6.799 sec/game, 138.2 min. total, 1179.8 MB
primal_author v27 1695 games, 4309219 moves, e=0.010, loss: 34.5, -, 1.1% elo% vs. btr, avg. reward: -0.386, 6.795 sec/game, 138.3 min. total, 1180.2 MB
primal_author v27 1696 games, 4313415 moves, e=0.010, loss: 29.1, -, 1.1% elo% vs. btr, avg. reward: -0.386, 6.867 sec/game, 138.5 min. total, 1180.1 MB
primal_author v27 1697 games, 4317094 moves, e=0.010, loss: 29.1, -, 1.1% elo% vs. btr, avg. reward: -0.383, 6.857 sec/game, 138.6 min. total, 1180.3 MB
primal_author v27 1698 games, 4320943 moves, e=0.010, loss: 29.3, -, 1.1% elo% vs. btr, avg. reward: -0.382, 6.877 sec/game, 138.7 min. total, 1181.0 MB
primal_author v27 1699 games, 4324777 moves, e=0.010, loss: 33.1, -, 1.1% elo% vs. btr, avg. reward: -0.382, 6.908 sec/game, 138.8 min. total, 1184.2 MB
primal_author v27 1700 games, 4328714 moves, e=0.010, loss: 31.3, -, 1.1% elo% vs. btr, avg. reward: -0.382, 6.941 sec/game, 139.0 min. total, 1183.2 MB
primal_author v27 1701 games, 4332237 moves, e=0.010, loss: 31.0, -, 1.1% elo% vs. btr, avg. reward: -0.381, 6.943 sec/game, 139.1 min. total, 1184.0 MB
primal_author v27 1702 games, 4336045 moves, e=0.010, loss: 33.2, -, 1.1% elo% vs. btr, avg. reward: -0.381, 6.953 sec/game, 139.2 min. total, 1184.8 MB
primal_author v27 1703 games, 4339565 moves, e=0.010, loss: 36.6, -, 1.1% elo% vs. btr, avg. reward: -0.382, 6.968 sec/game, 139.3 min. total, 1187.5 MB
primal_author v27 1704 games, 4343075 moves, e=0.010, loss: 36.4, -, 1.1% elo% vs. btr, avg. reward: -0.383, 6.956 sec/game, 139.4 min. total, 1187.4 MB
primal_author v27 1705 games, 4346550 moves, e=0.010, loss: 37.8, -, 1.1% elo% vs. btr, avg. reward: -0.381, 6.943 sec/game, 139.5 min. total, 1188.5 MB
primal_author v27 1706 games, 4350503 moves, e=0.010, loss: 30.1, -, 1.1% elo% vs. btr, avg. reward: -0.381, 6.994 sec/game, 139.6 min. total, 1187.7 MB
primal_author v27 1707 games, 4354383 moves, e=0.010, loss: 25.6, -, 1.1% elo% vs. btr, avg. reward: -0.380, 7.036 sec/game, 139.8 min. total, 1187.4 MB
primal_author v27 1708 games, 4358143 moves, e=0.010, loss: 26.7, -, 1.1% elo% vs. btr, avg. reward: -0.378, 7.054 sec/game, 139.9 min. total, 1186.1 MB
primal_author v27 1709 games, 4361905 moves, e=0.010, loss: 26.3, -, 1.1% elo% vs. btr, avg. reward: -0.379, 7.075 sec/game, 140.0 min. total, 1186.5 MB
primal_author v27 1710 games, 4365456 moves, e=0.010, loss: 24.7, -, 1.1% elo% vs. btr, avg. reward: -0.378, 7.078 sec/game, 140.1 min. total, 1190.5 MB
primal_author v27 1711 games, 4369076 moves, e=0.010, loss: 27.1, -, 1.1% elo% vs. btr, avg. reward: -0.378, 7.098 sec/game, 140.2 min. total, 1190.8 MB
primal_author v27 1712 games, 4372635 moves, e=0.010, loss: 27.6, -, 1.1% elo% vs. btr, avg. reward: -0.378, 7.086 sec/game, 140.4 min. total, 1190.8 MB
primal_author v27 1713 games, 4376225 moves, e=0.010, loss: 28.6, -, 1.1% elo% vs. btr, avg. reward: -0.380, 7.094 sec/game, 140.5 min. total, 1191.0 MB
primal_author v27 1714 games, 4380107 moves, e=0.010, loss: 28.0, -, 1.1% elo% vs. btr, avg. reward: -0.381, 7.129 sec/game, 140.6 min. total, 1190.8 MB
primal_author v27 1715 games, 4383904 moves, e=0.010, loss: 25.1, -, 1.1% elo% vs. btr, avg. reward: -0.381, 7.161 sec/game, 140.7 min. total, 1191.8 MB
primal_author v27 1716 games, 4387317 moves, e=0.010, loss: 23.0, -, 1.1% elo% vs. btr, avg. reward: -0.383, 7.079 sec/game, 140.8 min. total, 1192.5 MB
primal_author v27 1717 games, 4390769 moves, e=0.010, loss: 26.8, -, 1.1% elo% vs. btr, avg. reward: -0.384, 7.054 sec/game, 140.9 min. total, 1193.6 MB
primal_author v27 1718 games, 4394372 moves, e=0.010, loss: 31.7, -, 1.1% elo% vs. btr, avg. reward: -0.384, 7.034 sec/game, 141.1 min. total, 1193.9 MB
primal_author v27 1719 games, 4398001 moves, e=0.010, loss: 29.5, -, 1.1% elo% vs. btr, avg. reward: -0.384, 7.013 sec/game, 141.2 min. total, 1194.8 MB
primal_author v27 1720 games, 4401404 moves, e=0.010, loss: 26.4, -, 1.1% elo% vs. btr, avg. reward: -0.384, 6.962 sec/game, 141.3 min. total, 1195.1 MB
primal_author v27 1721 games, 4404902 moves, e=0.010, loss: 27.9, -, 1.1% elo% vs. btr, avg. reward: -0.385, 6.969 sec/game, 141.4 min. total, 1198.7 MB
primal_author v27 1722 games, 4408168 moves, e=0.010, loss: 27.9, -, 1.1% elo% vs. btr, avg. reward: -0.386, 6.915 sec/game, 141.5 min. total, 1197.3 MB
primal_author v27 1723 games, 4411547 moves, e=0.010, loss: 31.3, -, 1.1% elo% vs. btr, avg. reward: -0.385, 6.904 sec/game, 141.6 min. total, 1198.9 MB
primal_author v27 1724 games, 4414942 moves, e=0.010, loss: 30.3, -, 1.1% elo% vs. btr, avg. reward: -0.385, 6.881 sec/game, 141.7 min. total, 1198.5 MB
primal_author v27 1725 games, 4418342 moves, e=0.010, loss: 37.2, -, 1.1% elo% vs. btr, avg. reward: -0.385, 6.892 sec/game, 141.8 min. total, 1198.3 MB
primal_author v27 1726 games, 4421677 moves, e=0.010, loss: 33.5, -, 1.1% elo% vs. btr, avg. reward: -0.384, 6.837 sec/game, 141.9 min. total, 1197.5 MB
primal_author v27 1727 games, 4424815 moves, e=0.010, loss: 36.9, -, 1.1% elo% vs. btr, avg. reward: -0.386, 6.759 sec/game, 142.0 min. total, 1197.0 MB
primal_author v27 1728 games, 4428308 moves, e=0.010, loss: 41.2, -, 1.1% elo% vs. btr, avg. reward: -0.385, 6.745 sec/game, 142.1 min. total, 1197.3 MB
primal_author v27 1729 games, 4431735 moves, e=0.010, loss: 44.5, -, 1.0% elo% vs. btr, avg. reward: -0.386, 6.714 sec/game, 142.3 min. total, 1197.9 MB
primal_author v27 1730 games, 4435236 moves, e=0.010, loss: 41.6, -, 1.0% elo% vs. btr, avg. reward: -0.388, 6.704 sec/game, 142.4 min. total, 1200.1 MB
primal_author v27 1731 games, 4438793 moves, e=0.010, loss: 41.8, -, 1.0% elo% vs. btr, avg. reward: -0.388, 6.697 sec/game, 142.5 min. total, 1199.9 MB
primal_author v27 1732 games, 4442577 moves, e=0.010, loss: 38.3, -, 1.0% elo% vs. btr, avg. reward: -0.388, 6.708 sec/game, 142.6 min. total, 1201.8 MB
primal_author v27 1733 games, 4446088 moves, e=0.010, loss: 35.1, -, 1.0% elo% vs. btr, avg. reward: -0.389, 6.710 sec/game, 142.7 min. total, 1201.9 MB
primal_author v27 1734 games, 4449608 moves, e=0.010, loss: 39.3, -, 1.0% elo% vs. btr, avg. reward: -0.390, 6.681 sec/game, 142.8 min. total, 1202.7 MB
primal_author v27 1735 games, 4453353 moves, e=0.010, loss: 40.7, -, 1.0% elo% vs. btr, avg. reward: -0.391, 6.667 sec/game, 142.9 min. total, 1204.1 MB
primal_author v27 1736 games, 4456813 moves, e=0.010, loss: 36.6, -, 1.0% elo% vs. btr, avg. reward: -0.391, 6.686 sec/game, 143.1 min. total, 1203.5 MB
primal_author v27 1737 games, 4460036 moves, e=0.010, loss: 40.7, -, 1.0% elo% vs. btr, avg. reward: -0.394, 6.672 sec/game, 143.2 min. total, 1203.1 MB
primal_author v27 1738 games, 4463543 moves, e=0.010, loss: 43.4, -, 1.0% elo% vs. btr, avg. reward: -0.393, 6.653 sec/game, 143.3 min. total, 1203.1 MB
primal_author v27 1739 games, 4467250 moves, e=0.010, loss: 40.8, -, 1.0% elo% vs. btr, avg. reward: -0.393, 6.660 sec/game, 143.4 min. total, 1206.3 MB
primal_author v27 1740 games, 4470748 moves, e=0.010, loss: 42.6, -, 1.0% elo% vs. btr, avg. reward: -0.392, 6.667 sec/game, 143.5 min. total, 1211.1 MB
primal_author v27 1741 games, 4474416 moves, e=0.010, loss: 41.4, -, 1.0% elo% vs. btr, avg. reward: -0.391, 6.681 sec/game, 143.6 min. total, 1207.5 MB
primal_author v27 1742 games, 4477908 moves, e=0.010, loss: 50.0, -, 1.0% elo% vs. btr, avg. reward: -0.391, 6.697 sec/game, 143.7 min. total, 1208.1 MB
primal_author v27 1743 games, 4481098 moves, e=0.010, loss: 52.7, -, 1.0% elo% vs. btr, avg. reward: -0.392, 6.685 sec/game, 143.8 min. total, 1209.3 MB
primal_author v27 1744 games, 4484618 moves, e=0.010, loss: 58.4, -, 1.0% elo% vs. btr, avg. reward: -0.391, 6.707 sec/game, 143.9 min. total, 1210.0 MB
primal_author v27 1745 games, 4487925 moves, e=0.010, loss: 58.4, -, 1.0% elo% vs. btr, avg. reward: -0.391, 6.687 sec/game, 144.1 min. total, 1210.6 MB
primal_author v27 1746 games, 4491371 moves, e=0.010, loss: 59.6, -, 1.0% elo% vs. btr, avg. reward: -0.391, 6.701 sec/game, 144.2 min. total, 1212.8 MB
primal_author v27 1747 games, 4494802 moves, e=0.010, loss: 66.7, -, 1.0% elo% vs. btr, avg. reward: -0.390, 6.739 sec/game, 144.3 min. total, 1212.4 MB
primal_author v27 1748 games, 4498398 moves, e=0.010, loss: 51.9, -, 1.0% elo% vs. btr, avg. reward: -0.390, 6.735 sec/game, 144.4 min. total, 1212.7 MB
primal_author v27 1749 games, 4502036 moves, e=0.010, loss: 44.6, -, 1.0% elo% vs. btr, avg. reward: -0.389, 6.756 sec/game, 144.5 min. total, 1212.6 MB
primal_author v27 1750 games, 4505685 moves, e=0.010, loss: 43.4, -, 1.0% elo% vs. btr, avg. reward: -0.388, 6.776 sec/game, 144.6 min. total, 1212.8 MB
primal_author v27 1751 games, 4509309 moves, e=0.010, loss: 41.4, -, 1.0% elo% vs. btr, avg. reward: -0.387, 6.782 sec/game, 144.7 min. total, 1213.1 MB
primal_author v27 1752 games, 4512786 moves, e=0.010, loss: 43.0, -, 1.0% elo% vs. btr, avg. reward: -0.388, 6.774 sec/game, 144.9 min. total, 1213.1 MB
primal_author v27 1753 games, 4516371 moves, e=0.010, loss: 39.2, -, 1.0% elo% vs. btr, avg. reward: -0.389, 6.770 sec/game, 145.0 min. total, 1213.0 MB
