sinless_impurity v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 310.5 MB
sinless_impurity v17 1429 games, 2087607 moves, e=0.010, loss: 136033.6, -, 17.1% elo% vs. simple_bot, avg. reward: 77.286, 7.071 sec/game, 96.4 min. total, 1033.7 MB
sinless_impurity v17 1430 games, 2090647 moves, e=0.010, loss: 132216.7, -, 16.6% elo% vs. simple_bot, avg. reward: 77.433, 7.083 sec/game, 96.5 min. total, 1033.4 MB
sinless_impurity v17 1431 games, 2093655 moves, e=0.010, loss: 133523.6, -, 16.2% elo% vs. simple_bot, avg. reward: 76.738, 7.087 sec/game, 96.6 min. total, 1033.7 MB
sinless_impurity v17 1432 games, 2096149 moves, e=0.010, loss: 101498.8, -, 15.8% elo% vs. simple_bot, avg. reward: 76.687, 7.052 sec/game, 96.8 min. total, 1033.0 MB
sinless_impurity v17 1433 games, 2098924 moves, e=0.010, loss: 92705.6, -, 15.4% elo% vs. simple_bot, avg. reward: 76.885, 7.012 sec/game, 96.9 min. total, 1033.2 MB
sinless_impurity v17 1434 games, 2101543 moves, e=0.010, loss: 91420.5, -, 15.1% elo% vs. simple_bot, avg. reward: 76.888, 7.024 sec/game, 97.0 min. total, 1034.0 MB
sinless_impurity v17 1435 games, 2104425 moves, e=0.010, loss: 101896.9, -, 14.7% elo% vs. simple_bot, avg. reward: 76.846, 7.007 sec/game, 97.1 min. total, 1034.4 MB
sinless_impurity v17 1436 games, 2107005 moves, e=0.010, loss: 106415.5, -, 14.4% elo% vs. simple_bot, avg. reward: 76.798, 6.994 sec/game, 97.2 min. total, 1035.3 MB
sinless_impurity v17 1437 games, 2110016 moves, e=0.010, loss: 99010.9, -, 14.0% elo% vs. simple_bot, avg. reward: 76.803, 7.024 sec/game, 97.3 min. total, 1037.9 MB
sinless_impurity v17 1438 games, 2112898 moves, e=0.010, loss: 107537.3, -, 13.7% elo% vs. simple_bot, avg. reward: 76.983, 7.035 sec/game, 97.4 min. total, 1038.9 MB
sinless_impurity v17 1439 games, 2115889 moves, e=0.010, loss: 107936.5, -, 13.4% elo% vs. simple_bot, avg. reward: 77.193, 7.031 sec/game, 97.6 min. total, 1039.4 MB
sinless_impurity v17 1440 games, 2118929 moves, e=0.010, loss: 124840.2, -, 13.1% elo% vs. simple_bot, avg. reward: 77.270, 7.072 sec/game, 97.7 min. total, 1039.3 MB
sinless_impurity v17 1441 games, 2121676 moves, e=0.010, loss: 123556.8, -, 12.9% elo% vs. simple_bot, avg. reward: 77.376, 7.045 sec/game, 97.8 min. total, 1040.5 MB
sinless_impurity v17 1442 games, 2124640 moves, e=0.010, loss: 117929.5, -, 12.6% elo% vs. simple_bot, avg. reward: 77.400, 7.052 sec/game, 97.9 min. total, 1041.4 MB
sinless_impurity v17 1443 games, 2127438 moves, e=0.010, loss: 113487.6, -, 12.4% elo% vs. simple_bot, avg. reward: 76.678, 7.020 sec/game, 98.0 min. total, 1041.0 MB
sinless_impurity v17 1444 games, 2130117 moves, e=0.010, loss: 98966.6, -, 12.1% elo% vs. simple_bot, avg. reward: 76.644, 6.984 sec/game, 98.1 min. total, 1041.7 MB
sinless_impurity v17 1445 games, 2132659 moves, e=0.010, loss: 99305.4, -, 11.9% elo% vs. simple_bot, avg. reward: 76.806, 6.983 sec/game, 98.3 min. total, 1041.0 MB
sinless_impurity v17 1446 games, 2135414 moves, e=0.010, loss: 87219.1, -, 11.7% elo% vs. simple_bot, avg. reward: 76.961, 6.941 sec/game, 98.4 min. total, 1042.9 MB
sinless_impurity v17 1447 games, 2137965 moves, e=0.010, loss: 102495.4, -, 11.4% elo% vs. simple_bot, avg. reward: 76.951, 6.920 sec/game, 98.5 min. total, 1040.8 MB
sinless_impurity v17 1448 games, 2140608 moves, e=0.010, loss: 113525.6, -, 11.2% elo% vs. simple_bot, avg. reward: 77.001, 6.875 sec/game, 98.6 min. total, 1039.6 MB
sinless_impurity v17 1449 games, 2143041 moves, e=0.010, loss: 117267.7, -, 11.0% elo% vs. simple_bot, avg. reward: 77.039, 6.832 sec/game, 98.7 min. total, 1038.7 MB
sinless_impurity v17 1450 games, 2145720 moves, e=0.010, loss: 115044.3, -, 10.8% elo% vs. simple_bot, avg. reward: 77.031, 6.787 sec/game, 98.8 min. total, 1038.3 MB
sinless_impurity v17 1451 games, 2148335 moves, e=0.010, loss: 106361.3, -, 10.6% elo% vs. simple_bot, avg. reward: 77.027, 6.741 sec/game, 98.9 min. total, 1039.6 MB
sinless_impurity v17 1452 games, 2151557 moves, e=0.010, loss: 98393.0, -, 10.4% elo% vs. simple_bot, avg. reward: 77.083, 6.826 sec/game, 99.0 min. total, 1043.4 MB
sinless_impurity v17 1453 games, 2154264 moves, e=0.010, loss: 108981.8, -, 10.3% elo% vs. simple_bot, avg. reward: 77.023, 6.822 sec/game, 99.1 min. total, 1045.6 MB
sinless_impurity v17 1454 games, 2157549 moves, e=0.010, loss: 111986.8, -, 10.1% elo% vs. simple_bot, avg. reward: 76.142, 6.880 sec/game, 99.3 min. total, 1047.5 MB
sinless_impurity v17 1455 games, 2160188 moves, e=0.010, loss: 90916.0, -, 9.9% elo% vs. simple_bot, avg. reward: 76.144, 6.859 sec/game, 99.4 min. total, 1048.1 MB
sinless_impurity v17 1456 games, 2162969 moves, e=0.010, loss: 79589.7, -, 9.8% elo% vs. simple_bot, avg. reward: 76.137, 6.894 sec/game, 99.5 min. total, 1047.5 MB
sinless_impurity v17 1457 games, 2165856 moves, e=0.010, loss: 69400.9, -, 9.6% elo% vs. simple_bot, avg. reward: 76.278, 6.865 sec/game, 99.6 min. total, 1045.9 MB
sinless_impurity v17 1458 games, 2168605 moves, e=0.010, loss: 100441.5, -, 9.5% elo% vs. simple_bot, avg. reward: 76.328, 6.861 sec/game, 99.7 min. total, 1045.9 MB
sinless_impurity v17 1459 games, 2171936 moves, e=0.010, loss: 107458.8, -, 9.3% elo% vs. simple_bot, avg. reward: 76.496, 6.902 sec/game, 99.9 min. total, 1047.9 MB
sinless_impurity v17 1460 games, 2174646 moves, e=0.010, loss: 119637.1, -, 9.2% elo% vs. simple_bot, avg. reward: 76.484, 6.875 sec/game, 100.0 min. total, 1047.3 MB
sinless_impurity v17 1461 games, 2177645 moves, e=0.010, loss: 121247.7, -, 9.0% elo% vs. simple_bot, avg. reward: 76.461, 6.903 sec/game, 100.1 min. total, 1047.3 MB
sinless_impurity v17 1462 games, 2180261 moves, e=0.010, loss: 122589.8, -, 8.9% elo% vs. simple_bot, avg. reward: 76.310, 6.872 sec/game, 100.2 min. total, 1048.5 MB
sinless_impurity v17 1463 games, 2183192 moves, e=0.010, loss: 113519.2, -, 8.8% elo% vs. simple_bot, avg. reward: 76.075, 6.898 sec/game, 100.3 min. total, 1050.9 MB
sinless_impurity v17 1464 games, 2186279 moves, e=0.010, loss: 115321.3, -, 8.6% elo% vs. simple_bot, avg. reward: 76.073, 6.940 sec/game, 100.5 min. total, 1052.4 MB
sinless_impurity v17 1465 games, 2189248 moves, e=0.010, loss: 111553.4, -, 8.5% elo% vs. simple_bot, avg. reward: 76.107, 6.985 sec/game, 100.6 min. total, 1052.7 MB
sinless_impurity v17 1466 games, 2191934 moves, e=0.010, loss: 96214.8, -, 8.4% elo% vs. simple_bot, avg. reward: 76.152, 7.001 sec/game, 100.7 min. total, 1052.5 MB
sinless_impurity v17 1467 games, 2194769 moves, e=0.010, loss: 100903.4, -, 8.3% elo% vs. simple_bot, avg. reward: 76.006, 7.023 sec/game, 100.8 min. total, 1052.8 MB
sinless_impurity v17 1468 games, 2197707 moves, e=0.010, loss: 95457.9, -, 8.1% elo% vs. simple_bot, avg. reward: 76.131, 7.052 sec/game, 100.9 min. total, 1053.7 MB
sinless_impurity v17 1469 games, 2200693 moves, e=0.010, loss: 100283.5, -, 8.0% elo% vs. simple_bot, avg. reward: 76.180, 7.111 sec/game, 101.1 min. total, 1053.3 MB
sinless_impurity v17 1470 games, 2204025 moves, e=0.010, loss: 120572.2, -, 7.9% elo% vs. simple_bot, avg. reward: 76.098, 7.190 sec/game, 101.2 min. total, 1053.8 MB
sinless_impurity v17 1471 games, 2206993 moves, e=0.010, loss: 117380.3, -, 7.8% elo% vs. simple_bot, avg. reward: 76.072, 7.246 sec/game, 101.3 min. total, 1055.6 MB
sinless_impurity v17 1472 games, 2210254 moves, e=0.010, loss: 121512.1, -, 7.7% elo% vs. simple_bot, avg. reward: 75.974, 7.235 sec/game, 101.4 min. total, 1055.0 MB
sinless_impurity v17 1473 games, 2213275 moves, e=0.010, loss: 134673.7, -, 7.6% elo% vs. simple_bot, avg. reward: 76.079, 7.280 sec/game, 101.6 min. total, 1056.1 MB
sinless_impurity v17 1474 games, 2216320 moves, e=0.010, loss: 128407.5, -, 7.5% elo% vs. simple_bot, avg. reward: 76.971, 7.281 sec/game, 101.7 min. total, 1056.4 MB
sinless_impurity v17 1475 games, 2219669 moves, e=0.010, loss: 139466.8, -, 7.4% elo% vs. simple_bot, avg. reward: 77.038, 7.360 sec/game, 101.8 min. total, 1057.9 MB
sinless_impurity v17 1476 games, 2223010 moves, e=0.010, loss: 154120.1, -, 7.3% elo% vs. simple_bot, avg. reward: 77.110, 7.412 sec/game, 102.0 min. total, 1058.7 MB
sinless_impurity v17 1477 games, 2225962 moves, e=0.010, loss: 146754.8, -, 7.2% elo% vs. simple_bot, avg. reward: 77.319, 7.432 sec/game, 102.1 min. total, 1058.7 MB
sinless_impurity v17 1478 games, 2228728 moves, e=0.010, loss: 155415.8, -, 7.2% elo% vs. simple_bot, avg. reward: 77.261, 7.408 sec/game, 102.2 min. total, 1061.3 MB
sinless_impurity v17 1479 games, 2231913 moves, e=0.010, loss: 145644.4, -, 7.1% elo% vs. simple_bot, avg. reward: 77.062, 7.393 sec/game, 102.3 min. total, 1061.6 MB
sinless_impurity v17 1480 games, 2234850 moves, e=0.010, loss: 132291.8, -, 7.0% elo% vs. simple_bot, avg. reward: 77.058, 7.415 sec/game, 102.5 min. total, 1062.2 MB
sinless_impurity v17 1481 games, 2237633 moves, e=0.010, loss: 102789.5, -, 6.9% elo% vs. simple_bot, avg. reward: 77.115, 7.407 sec/game, 102.6 min. total, 1062.3 MB
sinless_impurity v17 1482 games, 2240745 moves, e=0.010, loss: 93483.2, -, 6.8% elo% vs. simple_bot, avg. reward: 77.152, 7.454 sec/game, 102.7 min. total, 1062.1 MB
sinless_impurity v17 1483 games, 2244123 moves, e=0.010, loss: 80612.1, -, 6.7% elo% vs. simple_bot, avg. reward: 77.020, 7.503 sec/game, 102.8 min. total, 1062.1 MB
sinless_impurity v17 1484 games, 2247719 moves, e=0.010, loss: 83312.3, -, 6.7% elo% vs. simple_bot, avg. reward: 76.765, 7.576 sec/game, 103.0 min. total, 1061.8 MB
sinless_impurity v17 1485 games, 2250911 moves, e=0.010, loss: 103403.8, -, 6.6% elo% vs. simple_bot, avg. reward: 76.738, 7.623 sec/game, 103.1 min. total, 1063.3 MB
sinless_impurity v17 1486 games, 2254143 moves, e=0.010, loss: 127981.9, -, 6.5% elo% vs. simple_bot, avg. reward: 76.711, 7.681 sec/game, 103.3 min. total, 1064.5 MB
sinless_impurity v17 1487 games, 2256572 moves, e=0.010, loss: 134654.6, -, 6.4% elo% vs. simple_bot, avg. reward: 76.667, 7.638 sec/game, 103.4 min. total, 1062.9 MB
sinless_impurity v17 1488 games, 2259803 moves, e=0.010, loss: 129593.2, -, 6.4% elo% vs. simple_bot, avg. reward: 76.726, 7.673 sec/game, 103.5 min. total, 1063.0 MB
sinless_impurity v17 1489 games, 2262703 moves, e=0.010, loss: 141019.6, -, 6.3% elo% vs. simple_bot, avg. reward: 76.668, 7.674 sec/game, 103.6 min. total, 1063.1 MB
sinless_impurity v17 1490 games, 2265788 moves, e=0.010, loss: 150632.2, -, 6.2% elo% vs. simple_bot, avg. reward: 76.571, 7.648 sec/game, 103.7 min. total, 1066.6 MB
sinless_impurity v17 1491 games, 2268430 moves, e=0.010, loss: 144806.6, -, 6.2% elo% vs. simple_bot, avg. reward: 76.259, 7.606 sec/game, 103.8 min. total, 1067.3 MB
sinless_impurity v17 1492 games, 2271150 moves, e=0.010, loss: 129388.8, -, 6.1% elo% vs. simple_bot, avg. reward: 76.159, 7.552 sec/game, 104.0 min. total, 1067.7 MB
sinless_impurity v17 1493 games, 2274102 moves, e=0.010, loss: 123545.6, -, 6.0% elo% vs. simple_bot, avg. reward: 76.041, 7.539 sec/game, 104.1 min. total, 1069.5 MB
sinless_impurity v17 1494 games, 2277056 moves, e=0.010, loss: 115310.9, -, 6.0% elo% vs. simple_bot, avg. reward: 75.922, 7.518 sec/game, 104.2 min. total, 1068.9 MB
sinless_impurity v17 1495 games, 2279952 moves, e=0.010, loss: 117502.4, -, 5.9% elo% vs. simple_bot, avg. reward: 75.946, 7.463 sec/game, 104.3 min. total, 1068.7 MB
sinless_impurity v17 1496 games, 2283255 moves, e=0.010, loss: 129000.7, -, 5.8% elo% vs. simple_bot, avg. reward: 75.927, 7.449 sec/game, 104.4 min. total, 1067.8 MB
sinless_impurity v17 1497 games, 2286506 moves, e=0.010, loss: 128115.4, -, 5.8% elo% vs. simple_bot, avg. reward: 75.832, 7.493 sec/game, 104.6 min. total, 1069.3 MB
sinless_impurity v17 1498 games, 2289861 moves, e=0.010, loss: 137535.1, -, 5.7% elo% vs. simple_bot, avg. reward: 75.892, 7.574 sec/game, 104.7 min. total, 1070.8 MB
sinless_impurity v17 1499 games, 2292870 moves, e=0.010, loss: 148083.1, -, 5.7% elo% vs. simple_bot, avg. reward: 75.746, 7.555 sec/game, 104.8 min. total, 1071.8 MB
sinless_impurity v17 1500 games, 2295964 moves, e=0.010, loss: 144060.5, -, 5.6% elo% vs. simple_bot, avg. reward: 75.583, 7.559 sec/game, 105.0 min. total, 1072.5 MB
sinless_impurity v18 1501 games, 2299485 moves, e=0.010, loss: 150405.7, -, 47.7% elo% vs. simple_bot, avg. reward: 75.550, 7.631 sec/game, 105.1 min. total, 1073.4 MB
sinless_impurity v18 1502 games, 2302607 moves, e=0.010, loss: 145691.9, -, 45.5% elo% vs. simple_bot, avg. reward: 75.396, 7.642 sec/game, 105.2 min. total, 1073.9 MB
sinless_impurity v18 1503 games, 2305637 moves, e=0.010, loss: 140132.5, -, 43.4% elo% vs. simple_bot, avg. reward: 75.506, 7.582 sec/game, 105.4 min. total, 1073.2 MB
sinless_impurity v18 1504 games, 2308785 moves, e=0.010, loss: 144685.9, -, 41.5% elo% vs. simple_bot, avg. reward: 75.498, 7.523 sec/game, 105.5 min. total, 1073.0 MB
sinless_impurity v18 1505 games, 2311818 moves, e=0.010, loss: 137330.7, -, 39.6% elo% vs. simple_bot, avg. reward: 75.475, 7.511 sec/game, 105.6 min. total, 1075.0 MB
sinless_impurity v18 1506 games, 2315082 moves, e=0.010, loss: 142632.6, -, 37.9% elo% vs. simple_bot, avg. reward: 75.491, 7.495 sec/game, 105.8 min. total, 1075.2 MB
sinless_impurity v18 1507 games, 2318149 moves, e=0.010, loss: 141311.6, -, 36.3% elo% vs. simple_bot, avg. reward: 75.362, 7.566 sec/game, 105.9 min. total, 1075.8 MB
sinless_impurity v18 1508 games, 2321240 moves, e=0.010, loss: 138012.9, -, 34.8% elo% vs. simple_bot, avg. reward: 75.190, 7.549 sec/game, 106.0 min. total, 1076.9 MB
sinless_impurity v18 1509 games, 2324322 moves, e=0.010, loss: 123841.2, -, 33.3% elo% vs. simple_bot, avg. reward: 75.109, 7.569 sec/game, 106.1 min. total, 1076.7 MB
sinless_impurity v18 1510 games, 2327520 moves, e=0.010, loss: 138471.1, -, 32.0% elo% vs. simple_bot, avg. reward: 75.058, 7.578 sec/game, 106.3 min. total, 1076.9 MB
sinless_impurity v18 1511 games, 2330892 moves, e=0.010, loss: 123907.5, -, 30.7% elo% vs. simple_bot, avg. reward: 74.769, 7.666 sec/game, 106.4 min. total, 1076.8 MB
sinless_impurity v18 1512 games, 2334066 moves, e=0.010, loss: 130691.5, -, 29.5% elo% vs. simple_bot, avg. reward: 74.601, 7.707 sec/game, 106.5 min. total, 1079.0 MB
sinless_impurity v18 1513 games, 2337511 moves, e=0.010, loss: 139065.6, -, 28.4% elo% vs. simple_bot, avg. reward: 74.477, 7.770 sec/game, 106.7 min. total, 1079.9 MB
sinless_impurity v18 1514 games, 2340653 moves, e=0.010, loss: 131231.6, -, 27.3% elo% vs. simple_bot, avg. reward: 74.502, 7.797 sec/game, 106.8 min. total, 1079.9 MB
sinless_impurity v18 1515 games, 2344196 moves, e=0.010, loss: 112792.1, -, 26.4% elo% vs. simple_bot, avg. reward: 74.323, 7.869 sec/game, 106.9 min. total, 1081.2 MB
sinless_impurity v18 1516 games, 2347239 moves, e=0.010, loss: 123478.6, -, 25.4% elo% vs. simple_bot, avg. reward: 74.298, 7.843 sec/game, 107.1 min. total, 1081.7 MB
sinless_impurity v18 1517 games, 2350669 moves, e=0.010, loss: 115698.0, -, 24.5% elo% vs. simple_bot, avg. reward: 74.231, 7.858 sec/game, 107.2 min. total, 1081.9 MB
sinless_impurity v18 1518 games, 2353893 moves, e=0.010, loss: 124898.2, -, 23.7% elo% vs. simple_bot, avg. reward: 74.044, 7.837 sec/game, 107.3 min. total, 1082.8 MB
sinless_impurity v18 1519 games, 2357383 moves, e=0.010, loss: 113222.2, -, 22.9% elo% vs. simple_bot, avg. reward: 73.881, 7.896 sec/game, 107.5 min. total, 1084.1 MB
sinless_impurity v18 1520 games, 2360420 moves, e=0.010, loss: 119363.5, -, 22.2% elo% vs. simple_bot, avg. reward: 73.637, 7.892 sec/game, 107.6 min. total, 1083.5 MB
sinless_impurity v18 1521 games, 2363720 moves, e=0.010, loss: 107665.8, -, 21.5% elo% vs. simple_bot, avg. reward: 73.685, 7.879 sec/game, 107.7 min. total, 1082.9 MB
sinless_impurity v18 1522 games, 2367425 moves, e=0.010, loss: 107856.3, -, 20.8% elo% vs. simple_bot, avg. reward: 73.739, 7.948 sec/game, 107.9 min. total, 1083.3 MB
sinless_impurity v18 1523 games, 2370721 moves, e=0.010, loss: 124749.3, -, 20.2% elo% vs. simple_bot, avg. reward: 73.638, 7.990 sec/game, 108.0 min. total, 1085.4 MB
sinless_impurity v18 1524 games, 2374040 moves, e=0.010, loss: 123947.4, -, 19.6% elo% vs. simple_bot, avg. reward: 73.649, 8.005 sec/game, 108.2 min. total, 1085.5 MB
sinless_impurity v18 1525 games, 2377341 moves, e=0.010, loss: 129493.9, -, 19.1% elo% vs. simple_bot, avg. reward: 73.543, 8.009 sec/game, 108.3 min. total, 1085.5 MB
sinless_impurity v18 1526 games, 2380691 moves, e=0.010, loss: 127714.3, -, 18.5% elo% vs. simple_bot, avg. reward: 73.525, 8.035 sec/game, 108.4 min. total, 1086.5 MB
sinless_impurity v18 1527 games, 2384435 moves, e=0.010, loss: 117280.0, -, 18.0% elo% vs. simple_bot, avg. reward: 73.456, 8.114 sec/game, 108.6 min. total, 1087.4 MB
sinless_impurity v18 1528 games, 2388122 moves, e=0.010, loss: 114725.9, -, 17.5% elo% vs. simple_bot, avg. reward: 73.470, 8.190 sec/game, 108.7 min. total, 1088.1 MB
sinless_impurity v18 1529 games, 2391805 moves, e=0.010, loss: 127490.1, -, 17.1% elo% vs. simple_bot, avg. reward: 73.309, 8.262 sec/game, 108.9 min. total, 1087.2 MB
sinless_impurity v18 1530 games, 2395405 moves, e=0.010, loss: 118210.8, -, 16.6% elo% vs. simple_bot, avg. reward: 73.385, 8.337 sec/game, 109.0 min. total, 1089.9 MB
sinless_impurity v18 1531 games, 2399256 moves, e=0.010, loss: 124389.0, -, 16.2% elo% vs. simple_bot, avg. reward: 74.301, 8.382 sec/game, 109.2 min. total, 1089.2 MB
sinless_impurity v18 1532 games, 2402791 moves, e=0.010, loss: 125793.2, -, 15.8% elo% vs. simple_bot, avg. reward: 74.375, 8.423 sec/game, 109.3 min. total, 1089.9 MB
sinless_impurity v18 1533 games, 2406265 moves, e=0.010, loss: 123985.9, -, 15.4% elo% vs. simple_bot, avg. reward: 74.184, 8.422 sec/game, 109.5 min. total, 1091.1 MB
sinless_impurity v18 1534 games, 2409566 moves, e=0.010, loss: 131258.0, -, 15.1% elo% vs. simple_bot, avg. reward: 74.337, 8.438 sec/game, 109.6 min. total, 1091.3 MB
sinless_impurity v18 1535 games, 2412581 moves, e=0.010, loss: 134017.8, -, 14.7% elo% vs. simple_bot, avg. reward: 74.475, 8.385 sec/game, 109.7 min. total, 1090.4 MB
sinless_impurity v18 1536 games, 2415326 moves, e=0.010, loss: 120167.6, -, 14.4% elo% vs. simple_bot, avg. reward: 74.693, 8.358 sec/game, 109.8 min. total, 1090.0 MB
sinless_impurity v18 1537 games, 2418819 moves, e=0.010, loss: 134801.5, -, 14.0% elo% vs. simple_bot, avg. reward: 74.670, 8.367 sec/game, 110.0 min. total, 1090.8 MB
sinless_impurity v18 1538 games, 2422383 moves, e=0.010, loss: 138929.6, -, 13.7% elo% vs. simple_bot, avg. reward: 74.613, 8.395 sec/game, 110.1 min. total, 1090.7 MB
sinless_impurity v18 1539 games, 2425705 moves, e=0.010, loss: 123835.4, -, 13.4% elo% vs. simple_bot, avg. reward: 73.812, 8.399 sec/game, 110.3 min. total, 1091.4 MB
sinless_impurity v18 1540 games, 2429237 moves, e=0.010, loss: 98137.2, -, 13.1% elo% vs. simple_bot, avg. reward: 73.783, 8.526 sec/game, 110.4 min. total, 1093.7 MB
sinless_impurity v18 1541 games, 2432879 moves, e=0.010, loss: 86284.9, -, 12.9% elo% vs. simple_bot, avg. reward: 73.720, 8.615 sec/game, 110.6 min. total, 1093.6 MB
sinless_impurity v18 1542 games, 2436402 moves, e=0.010, loss: 97178.9, -, 12.6% elo% vs. simple_bot, avg. reward: 73.610, 8.655 sec/game, 110.8 min. total, 1093.8 MB
sinless_impurity v18 1543 games, 2440248 moves, e=0.010, loss: 103705.1, -, 12.4% elo% vs. simple_bot, avg. reward: 74.397, 8.774 sec/game, 111.0 min. total, 1096.9 MB
sinless_impurity v18 1544 games, 2443911 moves, e=0.010, loss: 118155.0, -, 12.1% elo% vs. simple_bot, avg. reward: 74.479, 8.891 sec/game, 111.1 min. total, 1099.5 MB
sinless_impurity v18 1545 games, 2447398 moves, e=0.010, loss: 110864.1, -, 11.9% elo% vs. simple_bot, avg. reward: 74.444, 8.967 sec/game, 111.3 min. total, 1099.1 MB
sinless_impurity v18 1546 games, 2450736 moves, e=0.010, loss: 117953.4, -, 11.7% elo% vs. simple_bot, avg. reward: 74.276, 9.016 sec/game, 111.4 min. total, 1100.7 MB
sinless_impurity v18 1547 games, 2454471 moves, e=0.010, loss: 112184.7, -, 11.4% elo% vs. simple_bot, avg. reward: 74.263, 9.068 sec/game, 111.6 min. total, 1101.9 MB
sinless_impurity v18 1548 games, 2458026 moves, e=0.010, loss: 104383.6, -, 11.2% elo% vs. simple_bot, avg. reward: 74.146, 9.090 sec/game, 111.8 min. total, 1102.4 MB
sinless_impurity v18 1549 games, 2461747 moves, e=0.010, loss: 99776.8, -, 11.0% elo% vs. simple_bot, avg. reward: 74.056, 9.120 sec/game, 111.9 min. total, 1101.9 MB
sinless_impurity v18 1550 games, 2465205 moves, e=0.010, loss: 104882.1, -, 10.8% elo% vs. simple_bot, avg. reward: 73.874, 9.108 sec/game, 112.1 min. total, 1102.3 MB
sinless_impurity v18 1551 games, 2468525 moves, e=0.010, loss: 110641.9, -, 10.6% elo% vs. simple_bot, avg. reward: 73.945, 9.096 sec/game, 112.2 min. total, 1102.6 MB
sinless_impurity v18 1552 games, 2471737 moves, e=0.010, loss: 129978.2, -, 10.4% elo% vs. simple_bot, avg. reward: 73.884, 9.100 sec/game, 112.4 min. total, 1101.4 MB
sinless_impurity v18 1553 games, 2475245 moves, e=0.010, loss: 117441.5, -, 10.3% elo% vs. simple_bot, avg. reward: 73.759, 9.130 sec/game, 112.5 min. total, 1101.8 MB
