water_affection v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 311.9 MB
water_affection v29 4278 games, 9807075 moves, e=0.010, loss: 9912580341.9, -, 0.2% elo% vs. v27, avg. reward: -7.525, 2.460 sec/game, 278.9 min. total, 1963.9 MB
water_affection v29 4279 games, 9808370 moves, e=0.010, loss: 9907138222.0, -, 0.2% elo% vs. v27, avg. reward: -7.484, 2.494 sec/game, 278.9 min. total, 1963.5 MB
water_affection v29 4280 games, 9809534 moves, e=0.010, loss: 9847143189.7, -, 0.2% elo% vs. v27, avg. reward: -7.461, 2.516 sec/game, 279.0 min. total, 1963.3 MB
water_affection v29 4281 games, 9810620 moves, e=0.010, loss: 9633831567.9, -, 0.2% elo% vs. v27, avg. reward: -7.433, 2.504 sec/game, 279.0 min. total, 1963.3 MB
water_affection v29 4282 games, 9811748 moves, e=0.010, loss: 10019063973.8, -, 0.2% elo% vs. v27, avg. reward: -7.400, 2.532 sec/game, 279.1 min. total, 1963.6 MB
water_affection v29 4283 games, 9812986 moves, e=0.010, loss: 9869938333.4, -, 0.2% elo% vs. v27, avg. reward: -7.370, 2.560 sec/game, 279.1 min. total, 1964.2 MB
water_affection v29 4284 games, 9814264 moves, e=0.010, loss: 10500227006.5, -, 0.2% elo% vs. v27, avg. reward: -7.329, 2.588 sec/game, 279.2 min. total, 1964.3 MB
water_affection v29 4285 games, 9815378 moves, e=0.010, loss: 9732953711.2, -, 0.2% elo% vs. v27, avg. reward: -7.300, 2.601 sec/game, 279.2 min. total, 1965.0 MB
water_affection v29 4286 games, 9816567 moves, e=0.010, loss: 9401918119.6, -, 0.2% elo% vs. v27, avg. reward: -7.272, 2.605 sec/game, 279.3 min. total, 1966.4 MB
water_affection v29 4287 games, 9817573 moves, e=0.010, loss: 9037107124.6, -, 0.2% elo% vs. v27, avg. reward: -7.255, 2.599 sec/game, 279.3 min. total, 1968.9 MB
water_affection v29 4288 games, 9818811 moves, e=0.010, loss: 8125542980.7, -, 0.2% elo% vs. v27, avg. reward: -7.224, 2.634 sec/game, 279.4 min. total, 1966.9 MB
water_affection v29 4289 games, 9820035 moves, e=0.010, loss: 7005236203.6, -, 0.2% elo% vs. v27, avg. reward: -7.187, 2.659 sec/game, 279.4 min. total, 1967.7 MB
water_affection v29 4290 games, 9821318 moves, e=0.010, loss: 6826756252.0, -, 0.2% elo% vs. v27, avg. reward: -7.146, 2.668 sec/game, 279.4 min. total, 1970.3 MB
water_affection v29 4291 games, 9822442 moves, e=0.010, loss: 6537272722.1, -, 0.2% elo% vs. v27, avg. reward: -7.118, 2.668 sec/game, 279.5 min. total, 1967.4 MB
water_affection v29 4292 games, 9823571 moves, e=0.010, loss: 6347046965.7, -, 0.2% elo% vs. v27, avg. reward: -7.085, 2.682 sec/game, 279.5 min. total, 1969.0 MB
water_affection v29 4293 games, 9824824 moves, e=0.010, loss: 5567950434.5, -, 0.2% elo% vs. v27, avg. reward: -7.056, 2.703 sec/game, 279.6 min. total, 1970.5 MB
water_affection v29 4294 games, 9825881 moves, e=0.010, loss: 5813901749.5, -, 0.2% elo% vs. v27, avg. reward: -7.020, 2.717 sec/game, 279.6 min. total, 1973.0 MB
water_affection v29 4295 games, 9826888 moves, e=0.010, loss: 6002861380.0, -, 0.2% elo% vs. v27, avg. reward: -7.001, 2.720 sec/game, 279.7 min. total, 1970.7 MB
water_affection v29 4296 games, 9827944 moves, e=0.010, loss: 6051042000.6, -, 0.2% elo% vs. v27, avg. reward: -7.000, 2.709 sec/game, 279.7 min. total, 1971.0 MB
water_affection v29 4297 games, 9829045 moves, e=0.010, loss: 5741989921.7, -, 0.2% elo% vs. v27, avg. reward: -6.967, 2.708 sec/game, 279.8 min. total, 1970.5 MB
water_affection v29 4298 games, 9829992 moves, e=0.010, loss: 5233003139.2, -, 0.2% elo% vs. v27, avg. reward: -6.949, 2.695 sec/game, 279.8 min. total, 1970.2 MB
water_affection v29 4299 games, 9831223 moves, e=0.010, loss: 5118624089.9, -, 0.2% elo% vs. v27, avg. reward: -6.920, 2.693 sec/game, 279.8 min. total, 1970.5 MB
water_affection v29 4300 games, 9832293 moves, e=0.010, loss: 5460101267.0, -, 0.2% elo% vs. v27, avg. reward: -6.901, 2.669 sec/game, 279.9 min. total, 1971.7 MB
water_affection v29 4301 games, 9833288 moves, e=0.010, loss: 5007457862.0, -, 0.2% elo% vs. v27, avg. reward: -6.892, 2.661 sec/game, 279.9 min. total, 1972.0 MB
water_affection v29 4302 games, 9834343 moves, e=0.010, loss: 4930464824.4, -, 0.2% elo% vs. v27, avg. reward: -6.864, 2.650 sec/game, 280.0 min. total, 1972.1 MB
water_affection v29 4303 games, 9835275 moves, e=0.010, loss: 5073902279.4, -, 0.2% elo% vs. v27, avg. reward: -6.853, 2.634 sec/game, 280.0 min. total, 1974.5 MB
water_affection v29 4304 games, 9836319 moves, e=0.010, loss: 4927281468.5, -, 0.2% elo% vs. v27, avg. reward: -6.837, 2.604 sec/game, 280.0 min. total, 1974.6 MB
water_affection v29 4305 games, 9837211 moves, e=0.010, loss: 4832723387.7, -, 0.2% elo% vs. v27, avg. reward: -6.827, 2.579 sec/game, 280.1 min. total, 1974.7 MB
water_affection v29 4306 games, 9838153 moves, e=0.010, loss: 4891380438.6, -, 0.2% elo% vs. v27, avg. reward: -6.817, 2.553 sec/game, 280.1 min. total, 1972.6 MB
water_affection v29 4307 games, 9839135 moves, e=0.010, loss: 4776357081.3, -, 0.2% elo% vs. v27, avg. reward: -6.809, 2.544 sec/game, 280.2 min. total, 1976.5 MB
water_affection v29 4308 games, 9840095 moves, e=0.010, loss: 4839567577.1, -, 0.2% elo% vs. v27, avg. reward: -6.806, 2.509 sec/game, 280.2 min. total, 1978.8 MB
water_affection v29 4309 games, 9841128 moves, e=0.010, loss: 4919609611.9, -, 0.2% elo% vs. v27, avg. reward: -6.786, 2.490 sec/game, 280.2 min. total, 1976.1 MB
water_affection v29 4310 games, 9842106 moves, e=0.010, loss: 4670717019.4, -, 0.2% elo% vs. v27, avg. reward: -6.778, 2.463 sec/game, 280.3 min. total, 1978.8 MB
water_affection v29 4311 games, 9843099 moves, e=0.010, loss: 4782698046.8, -, 0.2% elo% vs. v27, avg. reward: -6.780, 2.462 sec/game, 280.3 min. total, 1979.0 MB
water_affection v29 4312 games, 9844213 moves, e=0.010, loss: 4670519481.4, -, 0.2% elo% vs. v27, avg. reward: -6.765, 2.447 sec/game, 280.4 min. total, 1976.8 MB
water_affection v29 4313 games, 9845217 moves, e=0.010, loss: 4987222546.8, -, 0.2% elo% vs. v27, avg. reward: -6.751, 2.426 sec/game, 280.4 min. total, 1976.9 MB
water_affection v29 4314 games, 9846181 moves, e=0.010, loss: 4775352728.7, -, 0.2% elo% vs. v27, avg. reward: -6.754, 2.421 sec/game, 280.4 min. total, 1976.6 MB
water_affection v29 4315 games, 9847240 moves, e=0.010, loss: 4930322757.8, -, 0.2% elo% vs. v27, avg. reward: -6.741, 2.419 sec/game, 280.5 min. total, 1976.7 MB
water_affection v29 4316 games, 9848262 moves, e=0.010, loss: 5450459940.7, -, 0.2% elo% vs. v27, avg. reward: -6.740, 2.422 sec/game, 280.5 min. total, 1976.5 MB
water_affection v29 4317 games, 9849263 moves, e=0.010, loss: 5867996950.5, -, 0.2% elo% vs. v27, avg. reward: -6.734, 2.413 sec/game, 280.6 min. total, 1958.2 MB
water_affection v29 4318 games, 9850214 moves, e=0.010, loss: 5704564093.3, -, 0.2% elo% vs. v27, avg. reward: -6.741, 2.410 sec/game, 280.6 min. total, 1943.2 MB
water_affection v29 4319 games, 9851090 moves, e=0.010, loss: 5576665772.2, -, 0.2% elo% vs. v27, avg. reward: -6.758, 2.374 sec/game, 280.6 min. total, 1943.0 MB
water_affection v29 4320 games, 9851939 moves, e=0.010, loss: 5659305403.9, -, 0.2% elo% vs. v27, avg. reward: -6.783, 2.361 sec/game, 280.7 min. total, 1943.0 MB
water_affection v29 4321 games, 9852792 moves, e=0.010, loss: 5919560723.8, -, 0.2% elo% vs. v27, avg. reward: -6.802, 2.333 sec/game, 280.7 min. total, 1940.9 MB
water_affection v29 4322 games, 9853504 moves, e=0.010, loss: 5976345609.9, -, 0.2% elo% vs. v27, avg. reward: -6.840, 2.304 sec/game, 280.7 min. total, 1944.8 MB
water_affection v29 4323 games, 9854218 moves, e=0.010, loss: 6577336491.2, -, 0.2% elo% vs. v27, avg. reward: -6.871, 2.277 sec/game, 280.8 min. total, 1943.9 MB
water_affection v29 4324 games, 9854978 moves, e=0.010, loss: 6768141078.0, -, 0.2% elo% vs. v27, avg. reward: -6.906, 2.250 sec/game, 280.8 min. total, 1943.6 MB
water_affection v29 4325 games, 9855823 moves, e=0.010, loss: 7120090073.7, -, 0.2% elo% vs. v27, avg. reward: -6.926, 2.239 sec/game, 280.8 min. total, 1943.7 MB
water_affection v29 4326 games, 9856670 moves, e=0.010, loss: 6686543562.9, -, 0.2% elo% vs. v27, avg. reward: -6.948, 2.244 sec/game, 280.9 min. total, 1943.9 MB
water_affection v29 4327 games, 9857620 moves, e=0.010, loss: 7177502222.6, -, 0.2% elo% vs. v27, avg. reward: -6.965, 2.234 sec/game, 280.9 min. total, 1943.7 MB
water_affection v29 4328 games, 9858312 moves, e=0.010, loss: 7558224131.0, -, 0.2% elo% vs. v27, avg. reward: -6.996, 2.219 sec/game, 280.9 min. total, 1944.3 MB
water_affection v29 4329 games, 9859164 moves, e=0.010, loss: 7969292170.7, -, 0.2% elo% vs. v27, avg. reward: -7.009, 2.190 sec/game, 281.0 min. total, 1944.4 MB
water_affection v29 4330 games, 9860000 moves, e=0.010, loss: 8499932528.7, -, 0.2% elo% vs. v27, avg. reward: -7.030, 2.179 sec/game, 281.0 min. total, 1948.3 MB
water_affection v29 4331 games, 9860762 moves, e=0.010, loss: 8575164222.7, -, 0.2% elo% vs. v27, avg. reward: -7.063, 2.149 sec/game, 281.0 min. total, 1947.2 MB
water_affection v29 4332 games, 9861673 moves, e=0.010, loss: 9243762298.9, -, 0.2% elo% vs. v27, avg. reward: -7.070, 2.140 sec/game, 281.1 min. total, 1947.2 MB
water_affection v29 4333 games, 9862545 moves, e=0.010, loss: 9516692874.9, -, 0.2% elo% vs. v27, avg. reward: -7.089, 2.120 sec/game, 281.1 min. total, 1947.4 MB
water_affection v29 4334 games, 9863468 moves, e=0.010, loss: 9735488161.9, -, 0.2% elo% vs. v27, avg. reward: -7.100, 2.108 sec/game, 281.1 min. total, 1947.5 MB
water_affection v29 4335 games, 9864367 moves, e=0.010, loss: 9993287385.7, -, 0.2% elo% vs. v27, avg. reward: -7.119, 2.096 sec/game, 281.2 min. total, 1947.5 MB
water_affection v29 4336 games, 9865275 moves, e=0.010, loss: 9529156079.4, -, 0.2% elo% vs. v27, avg. reward: -7.136, 2.079 sec/game, 281.2 min. total, 1947.4 MB
water_affection v29 4337 games, 9866250 moves, e=0.010, loss: 9575624718.9, -, 0.2% elo% vs. v27, avg. reward: -7.139, 2.071 sec/game, 281.2 min. total, 1947.5 MB
water_affection v29 4338 games, 9867239 moves, e=0.010, loss: 9475198376.6, -, 0.2% elo% vs. v27, avg. reward: -7.149, 2.075 sec/game, 281.3 min. total, 1949.8 MB
water_affection v29 4339 games, 9868126 moves, e=0.010, loss: 9561355024.5, -, 0.2% elo% vs. v27, avg. reward: -7.151, 2.080 sec/game, 281.3 min. total, 1951.7 MB
water_affection v29 4340 games, 9869056 moves, e=0.010, loss: 9998660246.5, -, 0.2% elo% vs. v27, avg. reward: -7.160, 2.091 sec/game, 281.4 min. total, 1951.8 MB
water_affection v29 4341 games, 9870049 moves, e=0.010, loss: 10551914210.7, -, 0.2% elo% vs. v27, avg. reward: -7.173, 2.103 sec/game, 281.4 min. total, 1949.6 MB
water_affection v29 4342 games, 9871103 moves, e=0.010, loss: 10518122974.0, -, 0.2% elo% vs. v27, avg. reward: -7.169, 2.130 sec/game, 281.4 min. total, 1949.8 MB
water_affection v29 4343 games, 9871985 moves, e=0.010, loss: 10475584413.3, -, 0.2% elo% vs. v27, avg. reward: -7.181, 2.143 sec/game, 281.5 min. total, 1949.9 MB
water_affection v29 4344 games, 9872832 moves, e=0.010, loss: 10566141578.0, -, 0.2% elo% vs. v27, avg. reward: -7.188, 2.157 sec/game, 281.5 min. total, 1950.2 MB
water_affection v29 4345 games, 9873815 moves, e=0.010, loss: 10570687057.9, -, 0.2% elo% vs. v27, avg. reward: -7.200, 2.180 sec/game, 281.5 min. total, 1950.8 MB
water_affection v29 4346 games, 9874778 moves, e=0.010, loss: 11446316960.2, -, 0.2% elo% vs. v27, avg. reward: -7.207, 2.183 sec/game, 281.6 min. total, 1950.8 MB
water_affection v29 4347 games, 9875634 moves, e=0.010, loss: 11136132704.8, -, 0.2% elo% vs. v27, avg. reward: -7.213, 2.180 sec/game, 281.6 min. total, 1950.9 MB
water_affection v29 4348 games, 9876623 moves, e=0.010, loss: 11177770771.3, -, 0.2% elo% vs. v27, avg. reward: -7.206, 2.206 sec/game, 281.7 min. total, 1950.9 MB
water_affection v29 4349 games, 9877418 moves, e=0.010, loss: 10891653223.3, -, 0.2% elo% vs. v27, avg. reward: -7.224, 2.202 sec/game, 281.7 min. total, 1953.5 MB
water_affection v29 4350 games, 9878437 moves, e=0.010, loss: 10729374129.8, -, 0.2% elo% vs. v27, avg. reward: -7.211, 2.214 sec/game, 281.7 min. total, 1951.4 MB
water_affection v29 4351 games, 9879407 moves, e=0.010, loss: 10688618904.3, -, 0.2% elo% vs. v27, avg. reward: -7.208, 2.229 sec/game, 281.8 min. total, 1951.7 MB
water_affection v29 4352 games, 9880315 moves, e=0.010, loss: 11228342181.6, -, 0.2% elo% vs. v27, avg. reward: -7.210, 2.226 sec/game, 281.8 min. total, 1955.6 MB
water_affection v29 4353 games, 9881411 moves, e=0.010, loss: 12122961637.5, -, 0.2% elo% vs. v27, avg. reward: -7.208, 2.250 sec/game, 281.8 min. total, 1954.4 MB
water_affection v29 4354 games, 9882476 moves, e=0.010, loss: 12176949291.2, -, 0.2% elo% vs. v27, avg. reward: -7.201, 2.260 sec/game, 281.9 min. total, 1954.6 MB
water_affection v29 4355 games, 9883411 moves, e=0.010, loss: 12603056823.7, -, 0.2% elo% vs. v27, avg. reward: -7.198, 2.278 sec/game, 281.9 min. total, 1954.6 MB
water_affection v29 4356 games, 9884355 moves, e=0.010, loss: 13062682791.6, -, 0.2% elo% vs. v27, avg. reward: -7.186, 2.278 sec/game, 282.0 min. total, 1954.9 MB
water_affection v29 4357 games, 9885413 moves, e=0.010, loss: 12658204554.0, -, 0.2% elo% vs. v27, avg. reward: -7.174, 2.286 sec/game, 282.0 min. total, 1955.4 MB
water_affection v29 4358 games, 9886294 moves, e=0.010, loss: 12303026457.2, -, 0.2% elo% vs. v27, avg. reward: -7.171, 2.281 sec/game, 282.0 min. total, 1958.0 MB
water_affection v29 4359 games, 9887405 moves, e=0.010, loss: 11924558855.6, -, 0.2% elo% vs. v27, avg. reward: -7.163, 2.300 sec/game, 282.1 min. total, 1956.2 MB
water_affection v29 4360 games, 9888498 moves, e=0.010, loss: 11839195904.6, -, 0.2% elo% vs. v27, avg. reward: -7.162, 2.304 sec/game, 282.1 min. total, 1958.2 MB
water_affection v29 4361 games, 9889555 moves, e=0.010, loss: 11625980807.4, -, 0.2% elo% vs. v27, avg. reward: -7.170, 2.335 sec/game, 282.2 min. total, 1958.8 MB
water_affection v29 4362 games, 9890520 moves, e=0.010, loss: 10843275961.2, -, 0.2% elo% vs. v27, avg. reward: -7.159, 2.326 sec/game, 282.2 min. total, 1958.8 MB
water_affection v29 4363 games, 9891665 moves, e=0.010, loss: 10267633930.0, -, 0.2% elo% vs. v27, avg. reward: -7.145, 2.353 sec/game, 282.3 min. total, 1958.7 MB
water_affection v29 4364 games, 9892702 moves, e=0.010, loss: 10765473822.9, -, 0.2% elo% vs. v27, avg. reward: -7.145, 2.366 sec/game, 282.3 min. total, 1958.7 MB
water_affection v29 4365 games, 9893635 moves, e=0.010, loss: 10244600559.2, -, 0.2% elo% vs. v27, avg. reward: -7.152, 2.363 sec/game, 282.3 min. total, 1958.8 MB
water_affection v29 4366 games, 9894668 moves, e=0.010, loss: 10464521956.4, -, 0.2% elo% vs. v27, avg. reward: -7.151, 2.368 sec/game, 282.4 min. total, 1959.2 MB
water_affection v29 4367 games, 9895599 moves, e=0.010, loss: 11630841566.9, -, 0.2% elo% vs. v27, avg. reward: -7.158, 2.369 sec/game, 282.4 min. total, 1962.3 MB
water_affection v29 4368 games, 9896650 moves, e=0.010, loss: 11340574579.7, -, 0.2% elo% vs. v27, avg. reward: -7.154, 2.376 sec/game, 282.5 min. total, 1960.2 MB
water_affection v29 4369 games, 9897756 moves, e=0.010, loss: 11485458983.7, -, 0.2% elo% vs. v27, avg. reward: -7.148, 2.420 sec/game, 282.5 min. total, 1960.2 MB
water_affection v29 4370 games, 9898938 moves, e=0.010, loss: 11928344260.7, -, 0.2% elo% vs. v27, avg. reward: -7.145, 2.437 sec/game, 282.5 min. total, 1960.8 MB
water_affection v29 4371 games, 9900067 moves, e=0.010, loss: 11254692262.7, -, 0.2% elo% vs. v27, avg. reward: -7.134, 2.463 sec/game, 282.6 min. total, 1961.3 MB
water_affection v29 4372 games, 9901037 moves, e=0.010, loss: 11026930631.3, -, 0.2% elo% vs. v27, avg. reward: -7.134, 2.466 sec/game, 282.6 min. total, 1961.4 MB
water_affection v29 4373 games, 9901998 moves, e=0.010, loss: 11124127858.6, -, 0.2% elo% vs. v27, avg. reward: -7.142, 2.452 sec/game, 282.7 min. total, 1961.5 MB
water_affection v29 4374 games, 9902940 moves, e=0.010, loss: 10103829379.2, -, 0.2% elo% vs. v27, avg. reward: -7.141, 2.442 sec/game, 282.7 min. total, 1965.9 MB
water_affection v29 4375 games, 9903931 moves, e=0.010, loss: 9726874329.5, -, 0.2% elo% vs. v27, avg. reward: -7.143, 2.443 sec/game, 282.7 min. total, 1963.2 MB
water_affection v29 4376 games, 9904980 moves, e=0.010, loss: 9530928821.5, -, 0.2% elo% vs. v27, avg. reward: -7.145, 2.456 sec/game, 282.8 min. total, 1963.2 MB
water_affection v29 4377 games, 9905977 moves, e=0.010, loss: 9670098236.8, -, 0.2% elo% vs. v27, avg. reward: -7.158, 2.450 sec/game, 282.8 min. total, 1963.2 MB
water_affection v29 4378 games, 9907029 moves, e=0.010, loss: 9253395333.3, -, 0.2% elo% vs. v27, avg. reward: -7.159, 2.463 sec/game, 282.9 min. total, 1963.3 MB
water_affection v29 4379 games, 9908052 moves, e=0.010, loss: 9774686824.8, -, 0.2% elo% vs. v27, avg. reward: -7.172, 2.449 sec/game, 282.9 min. total, 1963.1 MB
water_affection v29 4380 games, 9909120 moves, e=0.010, loss: 10048006101.2, -, 0.2% elo% vs. v27, avg. reward: -7.180, 2.462 sec/game, 283.0 min. total, 1963.1 MB
water_affection v29 4381 games, 9910232 moves, e=0.010, loss: 10100464029.8, -, 0.2% elo% vs. v27, avg. reward: -7.182, 2.443 sec/game, 283.0 min. total, 1966.9 MB
water_affection v29 4382 games, 9911376 moves, e=0.010, loss: 9754463906.5, -, 0.2% elo% vs. v27, avg. reward: -7.184, 2.466 sec/game, 283.0 min. total, 1966.2 MB
water_affection v29 4383 games, 9912447 moves, e=0.010, loss: 9137462222.7, -, 0.2% elo% vs. v27, avg. reward: -7.192, 2.454 sec/game, 283.1 min. total, 1968.6 MB
water_affection v29 4384 games, 9913491 moves, e=0.010, loss: 9349403149.5, -, 0.2% elo% vs. v27, avg. reward: -7.206, 2.467 sec/game, 283.1 min. total, 1966.4 MB
water_affection v29 4385 games, 9914620 moves, e=0.010, loss: 9889112317.9, -, 0.2% elo% vs. v27, avg. reward: -7.208, 2.472 sec/game, 283.2 min. total, 1966.5 MB
water_affection v29 4386 games, 9915672 moves, e=0.010, loss: 9904272920.2, -, 0.2% elo% vs. v27, avg. reward: -7.218, 2.486 sec/game, 283.2 min. total, 1966.6 MB
water_affection v29 4387 games, 9916792 moves, e=0.010, loss: 10669850514.1, -, 0.2% elo% vs. v27, avg. reward: -7.214, 2.505 sec/game, 283.2 min. total, 1966.6 MB
water_affection v29 4388 games, 9917886 moves, e=0.010, loss: 11261087144.3, -, 0.2% elo% vs. v27, avg. reward: -7.223, 2.512 sec/game, 283.3 min. total, 1969.7 MB
water_affection v29 4389 games, 9918956 moves, e=0.010, loss: 10987417310.2, -, 0.2% elo% vs. v27, avg. reward: -7.232, 2.500 sec/game, 283.3 min. total, 1969.0 MB
water_affection v29 4390 games, 9919996 moves, e=0.010, loss: 10833561967.6, -, 0.2% elo% vs. v27, avg. reward: -7.247, 2.487 sec/game, 283.4 min. total, 1968.9 MB
water_affection v29 4391 games, 9921127 moves, e=0.010, loss: 11139953955.5, -, 0.2% elo% vs. v27, avg. reward: -7.250, 2.488 sec/game, 283.4 min. total, 1971.4 MB
water_affection v29 4392 games, 9922267 moves, e=0.010, loss: 11625968398.7, -, 0.2% elo% vs. v27, avg. reward: -7.252, 2.510 sec/game, 283.5 min. total, 1968.9 MB
water_affection v29 4393 games, 9923482 moves, e=0.010, loss: 10950711534.5, -, 0.2% elo% vs. v27, avg. reward: -7.255, 2.544 sec/game, 283.5 min. total, 1969.5 MB
water_affection v29 4394 games, 9924598 moves, e=0.010, loss: 11377298147.6, -, 0.2% elo% vs. v27, avg. reward: -7.252, 2.559 sec/game, 283.6 min. total, 1969.7 MB
water_affection v29 4395 games, 9925805 moves, e=0.010, loss: 12647249473.9, -, 0.2% elo% vs. v27, avg. reward: -7.243, 2.576 sec/game, 283.6 min. total, 1972.6 MB
water_affection v29 4396 games, 9926898 moves, e=0.010, loss: 12373909598.8, -, 0.2% elo% vs. v27, avg. reward: -7.244, 2.580 sec/game, 283.6 min. total, 1971.1 MB
water_affection v29 4397 games, 9928156 moves, e=0.010, loss: 12470253787.4, -, 0.2% elo% vs. v27, avg. reward: -7.236, 2.607 sec/game, 283.7 min. total, 1973.5 MB
water_affection v29 4398 games, 9929469 moves, e=0.010, loss: 13218968825.0, -, 0.2% elo% vs. v27, avg. reward: -7.213, 2.638 sec/game, 283.7 min. total, 1971.3 MB
water_affection v29 4399 games, 9930807 moves, e=0.010, loss: 13869590957.9, -, 0.2% elo% vs. v27, avg. reward: -7.206, 2.677 sec/game, 283.8 min. total, 1971.9 MB
water_affection v29 4400 games, 9932041 moves, e=0.010, loss: 15570200987.7, -, 0.2% elo% vs. v27, avg. reward: -7.195, 2.689 sec/game, 283.8 min. total, 1972.1 MB
water_affection v29 4401 games, 9933356 moves, e=0.010, loss: 14921858800.1, -, 0.2% elo% vs. v27, avg. reward: -7.176, 2.718 sec/game, 283.9 min. total, 1972.7 MB
water_affection v29 4402 games, 9934490 moves, e=0.010, loss: 14321545453.2, -, 0.2% elo% vs. v27, avg. reward: -7.169, 2.719 sec/game, 283.9 min. total, 1973.6 MB
