many_mutilated v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 304.2 MB
many_mutilated v21 1313 games, 3093575 moves, e=0.010, loss: 1.6, -, 55.1% elo% vs. terrible_bot, avg. reward: -0.386, 7.759 sec/game, 15.2 min. total, 528.6 MB
many_mutilated v21 1314 games, 3097860 moves, e=0.010, loss: 1.3, -, 52.5% elo% vs. terrible_bot, avg. reward: -0.384, 7.774 sec/game, 15.4 min. total, 528.3 MB
many_mutilated v21 1315 games, 3101900 moves, e=0.010, loss: 1.3, -, 50.1% elo% vs. terrible_bot, avg. reward: -0.383, 7.763 sec/game, 15.5 min. total, 528.8 MB
many_mutilated v21 1316 games, 3105771 moves, e=0.010, loss: 1.4, -, 47.8% elo% vs. terrible_bot, avg. reward: -0.385, 7.778 sec/game, 15.6 min. total, 530.2 MB
many_mutilated v21 1317 games, 3109689 moves, e=0.010, loss: 1.8, ., 47.9% elo% vs. terrible_bot, avg. reward: -0.386, 7.773 sec/game, 15.7 min. total, 533.3 MB
many_mutilated v21 1318 games, 3113557 moves, e=0.010, loss: 2.0, -, 45.7% elo% vs. terrible_bot, avg. reward: -0.390, 7.755 sec/game, 15.9 min. total, 533.0 MB
many_mutilated v21 1319 games, 3117438 moves, e=0.010, loss: 2.2, -, 43.6% elo% vs. terrible_bot, avg. reward: -0.393, 7.741 sec/game, 16.0 min. total, 535.0 MB
many_mutilated v21 1320 games, 3120866 moves, e=0.010, loss: 2.4, -, 41.7% elo% vs. terrible_bot, avg. reward: -0.397, 7.703 sec/game, 16.1 min. total, 533.8 MB
many_mutilated v21 1321 games, 3124371 moves, e=0.010, loss: 2.5, -, 39.8% elo% vs. terrible_bot, avg. reward: -0.400, 7.650 sec/game, 16.2 min. total, 534.0 MB
many_mutilated v21 1322 games, 3128443 moves, e=0.010, loss: 2.5, -, 38.1% elo% vs. terrible_bot, avg. reward: -0.401, 7.656 sec/game, 16.3 min. total, 535.9 MB
many_mutilated v21 1323 games, 3132076 moves, e=0.010, loss: 2.3, -, 36.4% elo% vs. terrible_bot, avg. reward: -0.403, 7.625 sec/game, 16.4 min. total, 536.8 MB
many_mutilated v21 1324 games, 3136189 moves, e=0.010, loss: 2.4, -, 34.9% elo% vs. terrible_bot, avg. reward: -0.403, 7.603 sec/game, 16.6 min. total, 535.7 MB
many_mutilated v21 1325 games, 3140485 moves, e=0.010, loss: 2.7, -, 33.4% elo% vs. terrible_bot, avg. reward: -0.405, 7.597 sec/game, 16.7 min. total, 536.0 MB
many_mutilated v21 1326 games, 3144889 moves, e=0.010, loss: 1.8, -, 32.1% elo% vs. terrible_bot, avg. reward: -0.405, 7.652 sec/game, 16.8 min. total, 537.0 MB
many_mutilated v21 1327 games, 3148880 moves, e=0.010, loss: 1.4, -, 30.8% elo% vs. terrible_bot, avg. reward: -0.404, 7.641 sec/game, 17.0 min. total, 537.9 MB
many_mutilated v21 1328 games, 3153048 moves, e=0.010, loss: 1.3, -, 29.6% elo% vs. terrible_bot, avg. reward: -0.404, 7.626 sec/game, 17.1 min. total, 538.9 MB
many_mutilated v21 1329 games, 3157082 moves, e=0.010, loss: 1.2, -, 28.5% elo% vs. terrible_bot, avg. reward: -0.404, 7.572 sec/game, 17.2 min. total, 539.9 MB
many_mutilated v21 1330 games, 3161046 moves, e=0.010, loss: 1.5, -, 27.4% elo% vs. terrible_bot, avg. reward: -0.404, 7.558 sec/game, 17.3 min. total, 540.5 MB
many_mutilated v21 1331 games, 3165167 moves, e=0.010, loss: 1.4, -, 26.4% elo% vs. terrible_bot, avg. reward: -0.405, 7.557 sec/game, 17.5 min. total, 541.8 MB
many_mutilated v21 1332 games, 3169025 moves, e=0.010, loss: 1.8, -, 25.5% elo% vs. terrible_bot, avg. reward: -0.408, 7.508 sec/game, 17.6 min. total, 542.9 MB
many_mutilated v21 1333 games, 3172732 moves, e=0.010, loss: 1.7, -, 24.6% elo% vs. terrible_bot, avg. reward: -0.407, 7.458 sec/game, 17.7 min. total, 543.9 MB
many_mutilated v21 1334 games, 3176638 moves, e=0.010, loss: 2.1, -, 23.8% elo% vs. terrible_bot, avg. reward: -0.409, 7.419 sec/game, 17.8 min. total, 543.2 MB
many_mutilated v21 1335 games, 3180492 moves, e=0.010, loss: 1.9, -, 23.0% elo% vs. terrible_bot, avg. reward: -0.411, 7.408 sec/game, 18.0 min. total, 545.1 MB
many_mutilated v21 1336 games, 3184106 moves, e=0.010, loss: 2.1, -, 22.3% elo% vs. terrible_bot, avg. reward: -0.413, 7.394 sec/game, 18.1 min. total, 547.2 MB
many_mutilated v21 1337 games, 3188065 moves, e=0.010, loss: 1.9, -, 21.6% elo% vs. terrible_bot, avg. reward: -0.414, 7.405 sec/game, 18.2 min. total, 547.4 MB
many_mutilated v21 1338 games, 3191812 moves, e=0.010, loss: 1.7, -, 20.9% elo% vs. terrible_bot, avg. reward: -0.415, 7.404 sec/game, 18.3 min. total, 548.4 MB
many_mutilated v21 1339 games, 3195584 moves, e=0.010, loss: 1.5, -, 20.3% elo% vs. terrible_bot, avg. reward: -0.418, 7.392 sec/game, 18.4 min. total, 547.8 MB
many_mutilated v21 1340 games, 3199537 moves, e=0.010, loss: 1.8, -, 19.7% elo% vs. terrible_bot, avg. reward: -0.422, 7.444 sec/game, 18.6 min. total, 547.9 MB
many_mutilated v21 1341 games, 3203164 moves, e=0.010, loss: 1.8, -, 19.1% elo% vs. terrible_bot, avg. reward: -0.426, 7.448 sec/game, 18.7 min. total, 549.6 MB
many_mutilated v21 1342 games, 3207039 moves, e=0.010, loss: 1.9, -, 18.6% elo% vs. terrible_bot, avg. reward: -0.425, 7.437 sec/game, 18.8 min. total, 550.7 MB
many_mutilated v21 1343 games, 3211048 moves, e=0.010, loss: 1.9, -, 18.1% elo% vs. terrible_bot, avg. reward: -0.426, 7.474 sec/game, 18.9 min. total, 550.4 MB
many_mutilated v21 1344 games, 3214829 moves, e=0.010, loss: 1.3, -, 17.6% elo% vs. terrible_bot, avg. reward: -0.425, 7.440 sec/game, 19.0 min. total, 549.4 MB
many_mutilated v21 1345 games, 3218473 moves, e=0.010, loss: 1.2, -, 17.1% elo% vs. terrible_bot, avg. reward: -0.427, 7.387 sec/game, 19.2 min. total, 547.7 MB
many_mutilated v21 1346 games, 3222113 moves, e=0.010, loss: 1.5, -, 16.7% elo% vs. terrible_bot, avg. reward: -0.428, 7.318 sec/game, 19.3 min. total, 552.5 MB
many_mutilated v21 1347 games, 3225767 moves, e=0.010, loss: 2.0, -, 16.2% elo% vs. terrible_bot, avg. reward: -0.431, 7.292 sec/game, 19.4 min. total, 553.5 MB
many_mutilated v21 1348 games, 3229640 moves, e=0.010, loss: 1.9, -, 15.8% elo% vs. terrible_bot, avg. reward: -0.431, 7.261 sec/game, 19.5 min. total, 552.4 MB
many_mutilated v21 1349 games, 3233358 moves, e=0.010, loss: 1.7, -, 15.5% elo% vs. terrible_bot, avg. reward: -0.431, 7.239 sec/game, 19.6 min. total, 553.1 MB
many_mutilated v21 1350 games, 3236978 moves, e=0.010, loss: 1.5, -, 15.1% elo% vs. terrible_bot, avg. reward: -0.432, 7.207 sec/game, 19.7 min. total, 553.8 MB
many_mutilated v21 1351 games, 3240559 moves, e=0.010, loss: 1.5, -, 14.7% elo% vs. terrible_bot, avg. reward: -0.433, 7.161 sec/game, 19.9 min. total, 553.1 MB
many_mutilated v21 1352 games, 3244505 moves, e=0.010, loss: 1.6, -, 14.4% elo% vs. terrible_bot, avg. reward: -0.433, 7.168 sec/game, 20.0 min. total, 555.9 MB
many_mutilated v21 1353 games, 3248330 moves, e=0.010, loss: 1.5, ., 15.2% elo% vs. terrible_bot, avg. reward: -0.433, 7.187 sec/game, 20.1 min. total, 554.6 MB
many_mutilated v21 1354 games, 3252065 moves, e=0.010, loss: 1.5, -, 14.9% elo% vs. terrible_bot, avg. reward: -0.435, 7.167 sec/game, 20.2 min. total, 554.4 MB
many_mutilated v21 1355 games, 3255960 moves, e=0.010, loss: 1.6, -, 14.5% elo% vs. terrible_bot, avg. reward: -0.438, 7.178 sec/game, 20.3 min. total, 556.2 MB
many_mutilated v21 1356 games, 3259730 moves, e=0.010, loss: 2.0, -, 14.2% elo% vs. terrible_bot, avg. reward: -0.440, 7.184 sec/game, 20.5 min. total, 558.1 MB
many_mutilated v21 1357 games, 3263606 moves, e=0.010, loss: 2.0, -, 13.9% elo% vs. terrible_bot, avg. reward: -0.442, 7.164 sec/game, 20.6 min. total, 557.8 MB
many_mutilated v21 1358 games, 3267215 moves, e=0.010, loss: 2.2, -, 13.6% elo% vs. terrible_bot, avg. reward: -0.445, 7.151 sec/game, 20.7 min. total, 557.1 MB
many_mutilated v21 1359 games, 3270651 moves, e=0.010, loss: 2.4, -, 13.3% elo% vs. terrible_bot, avg. reward: -0.449, 7.125 sec/game, 20.8 min. total, 559.6 MB
many_mutilated v21 1360 games, 3274234 moves, e=0.010, loss: 2.5, -, 13.0% elo% vs. terrible_bot, avg. reward: -0.452, 7.088 sec/game, 20.9 min. total, 559.1 MB
many_mutilated v21 1361 games, 3277758 moves, e=0.010, loss: 2.9, -, 12.7% elo% vs. terrible_bot, avg. reward: -0.453, 7.088 sec/game, 21.0 min. total, 560.4 MB
many_mutilated v21 1362 games, 3281097 moves, e=0.010, loss: 2.8, -, 12.5% elo% vs. terrible_bot, avg. reward: -0.458, 7.046 sec/game, 21.1 min. total, 561.5 MB
many_mutilated v21 1363 games, 3284628 moves, e=0.010, loss: 3.3, -, 12.2% elo% vs. terrible_bot, avg. reward: -0.461, 7.007 sec/game, 21.3 min. total, 564.4 MB
many_mutilated v21 1364 games, 3288079 moves, e=0.010, loss: 2.7, -, 12.0% elo% vs. terrible_bot, avg. reward: -0.465, 6.982 sec/game, 21.4 min. total, 562.7 MB
many_mutilated v21 1365 games, 3291216 moves, e=0.010, loss: 3.1, -, 11.8% elo% vs. terrible_bot, avg. reward: -0.470, 6.927 sec/game, 21.5 min. total, 562.6 MB
many_mutilated v21 1366 games, 3294167 moves, e=0.010, loss: 3.6, -, 11.5% elo% vs. terrible_bot, avg. reward: -0.475, 6.872 sec/game, 21.6 min. total, 563.2 MB
many_mutilated v21 1367 games, 3296980 moves, e=0.010, loss: 4.5, -, 11.3% elo% vs. terrible_bot, avg. reward: -0.481, 6.802 sec/game, 21.7 min. total, 561.4 MB
many_mutilated v21 1368 games, 3299636 moves, e=0.010, loss: 5.2, -, 11.1% elo% vs. terrible_bot, avg. reward: -0.486, 6.704 sec/game, 21.7 min. total, 560.4 MB
many_mutilated v21 1369 games, 3302771 moves, e=0.010, loss: 5.4, -, 10.9% elo% vs. terrible_bot, avg. reward: -0.491, 6.653 sec/game, 21.8 min. total, 562.1 MB
many_mutilated v21 1370 games, 3305741 moves, e=0.010, loss: 5.7, -, 10.7% elo% vs. terrible_bot, avg. reward: -0.494, 6.627 sec/game, 22.0 min. total, 564.1 MB
many_mutilated v21 1371 games, 3308564 moves, e=0.010, loss: 6.5, -, 10.5% elo% vs. terrible_bot, avg. reward: -0.500, 6.581 sec/game, 22.1 min. total, 564.8 MB
many_mutilated v21 1372 games, 3311160 moves, e=0.010, loss: 7.8, -, 10.3% elo% vs. terrible_bot, avg. reward: -0.503, 6.464 sec/game, 22.1 min. total, 564.1 MB
many_mutilated v21 1373 games, 3313816 moves, e=0.010, loss: 8.7, -, 10.2% elo% vs. terrible_bot, avg. reward: -0.507, 6.363 sec/game, 22.2 min. total, 563.2 MB
many_mutilated v21 1374 games, 3316376 moves, e=0.010, loss: 9.7, -, 10.0% elo% vs. terrible_bot, avg. reward: -0.513, 6.263 sec/game, 22.3 min. total, 565.5 MB
many_mutilated v21 1375 games, 3319072 moves, e=0.010, loss: 9.0, -, 9.8% elo% vs. terrible_bot, avg. reward: -0.519, 6.157 sec/game, 22.4 min. total, 564.2 MB
many_mutilated v21 1376 games, 3321660 moves, e=0.010, loss: 9.2, -, 9.7% elo% vs. terrible_bot, avg. reward: -0.525, 6.057 sec/game, 22.5 min. total, 563.1 MB
many_mutilated v21 1377 games, 3324320 moves, e=0.010, loss: 10.6, -, 9.5% elo% vs. terrible_bot, avg. reward: -0.532, 5.962 sec/game, 22.6 min. total, 565.1 MB
many_mutilated v21 1378 games, 3326935 moves, e=0.010, loss: 11.1, -, 9.4% elo% vs. terrible_bot, avg. reward: -0.539, 5.865 sec/game, 22.7 min. total, 567.1 MB
many_mutilated v21 1379 games, 3329371 moves, e=0.010, loss: 11.5, -, 9.2% elo% vs. terrible_bot, avg. reward: -0.547, 5.783 sec/game, 22.7 min. total, 565.0 MB
many_mutilated v21 1380 games, 3331897 moves, e=0.010, loss: 11.1, -, 9.1% elo% vs. terrible_bot, avg. reward: -0.548, 5.694 sec/game, 22.8 min. total, 565.0 MB
many_mutilated v21 1381 games, 3334583 moves, e=0.010, loss: 10.5, -, 8.9% elo% vs. terrible_bot, avg. reward: -0.552, 5.616 sec/game, 22.9 min. total, 566.6 MB
many_mutilated v21 1382 games, 3337354 moves, e=0.010, loss: 9.9, -, 8.8% elo% vs. terrible_bot, avg. reward: -0.558, 5.576 sec/game, 23.0 min. total, 569.2 MB
many_mutilated v21 1383 games, 3340002 moves, e=0.010, loss: 10.4, -, 8.7% elo% vs. terrible_bot, avg. reward: -0.564, 5.489 sec/game, 23.1 min. total, 570.1 MB
many_mutilated v21 1384 games, 3342849 moves, e=0.010, loss: 10.4, -, 8.6% elo% vs. terrible_bot, avg. reward: -0.568, 5.438 sec/game, 23.2 min. total, 572.2 MB
many_mutilated v21 1385 games, 3345376 moves, e=0.010, loss: 12.2, -, 8.4% elo% vs. terrible_bot, avg. reward: -0.575, 5.383 sec/game, 23.3 min. total, 571.5 MB
many_mutilated v21 1386 games, 3347898 moves, e=0.010, loss: 12.3, -, 8.3% elo% vs. terrible_bot, avg. reward: -0.583, 5.349 sec/game, 23.3 min. total, 570.2 MB
many_mutilated v21 1387 games, 3350697 moves, e=0.010, loss: 13.1, -, 8.2% elo% vs. terrible_bot, avg. reward: -0.588, 5.351 sec/game, 23.4 min. total, 571.9 MB
many_mutilated v21 1388 games, 3353178 moves, e=0.010, loss: 14.6, -, 8.1% elo% vs. terrible_bot, avg. reward: -0.595, 5.330 sec/game, 23.5 min. total, 571.0 MB
many_mutilated v21 1389 games, 3355648 moves, e=0.010, loss: 15.1, -, 8.0% elo% vs. terrible_bot, avg. reward: -0.602, 5.277 sec/game, 23.6 min. total, 569.7 MB
many_mutilated v21 1390 games, 3358371 moves, e=0.010, loss: 15.1, -, 7.9% elo% vs. terrible_bot, avg. reward: -0.609, 5.214 sec/game, 23.7 min. total, 572.6 MB
many_mutilated v21 1391 games, 3360788 moves, e=0.010, loss: 17.8, -, 7.8% elo% vs. terrible_bot, avg. reward: -0.617, 5.165 sec/game, 23.8 min. total, 568.7 MB
many_mutilated v21 1392 games, 3363261 moves, e=0.010, loss: 17.8, -, 7.7% elo% vs. terrible_bot, avg. reward: -0.625, 5.145 sec/game, 23.9 min. total, 570.0 MB
many_mutilated v21 1393 games, 3365923 moves, e=0.010, loss: 18.5, -, 7.6% elo% vs. terrible_bot, avg. reward: -0.632, 5.141 sec/game, 23.9 min. total, 572.7 MB
many_mutilated v21 1394 games, 3368360 moves, e=0.010, loss: 17.7, -, 7.5% elo% vs. terrible_bot, avg. reward: -0.640, 5.128 sec/game, 24.0 min. total, 569.0 MB
many_mutilated v21 1395 games, 3370726 moves, e=0.010, loss: 19.8, -, 7.4% elo% vs. terrible_bot, avg. reward: -0.647, 5.091 sec/game, 24.1 min. total, 573.0 MB
many_mutilated v21 1396 games, 3373423 moves, e=0.010, loss: 19.5, -, 7.3% elo% vs. terrible_bot, avg. reward: -0.650, 5.104 sec/game, 24.2 min. total, 574.1 MB
many_mutilated v21 1397 games, 3375934 moves, e=0.010, loss: 20.7, -, 7.2% elo% vs. terrible_bot, avg. reward: -0.659, 5.097 sec/game, 24.3 min. total, 572.4 MB
many_mutilated v21 1398 games, 3379022 moves, e=0.010, loss: 21.3, -, 7.1% elo% vs. terrible_bot, avg. reward: -0.663, 5.139 sec/game, 24.4 min. total, 578.9 MB
many_mutilated v21 1399 games, 3381531 moves, e=0.010, loss: 20.8, -, 7.0% elo% vs. terrible_bot, avg. reward: -0.668, 5.147 sec/game, 24.5 min. total, 579.8 MB
many_mutilated v21 1400 games, 3384215 moves, e=0.010, loss: 21.7, -, 6.9% elo% vs. terrible_bot, avg. reward: -0.674, 5.156 sec/game, 24.5 min. total, 581.8 MB
many_mutilated v21 1401 games, 3387220 moves, e=0.010, loss: 19.0, -, 6.9% elo% vs. terrible_bot, avg. reward: -0.676, 5.176 sec/game, 24.6 min. total, 584.5 MB
many_mutilated v21 1402 games, 3390032 moves, e=0.010, loss: 20.1, -, 6.8% elo% vs. terrible_bot, avg. reward: -0.677, 5.170 sec/game, 24.7 min. total, 584.3 MB
many_mutilated v21 1403 games, 3393303 moves, e=0.010, loss: 18.5, -, 6.7% elo% vs. terrible_bot, avg. reward: -0.680, 5.223 sec/game, 24.8 min. total, 585.6 MB
many_mutilated v21 1404 games, 3396310 moves, e=0.010, loss: 17.4, -, 6.6% elo% vs. terrible_bot, avg. reward: -0.686, 5.232 sec/game, 24.9 min. total, 587.4 MB
many_mutilated v21 1405 games, 3398970 moves, e=0.010, loss: 18.2, -, 6.5% elo% vs. terrible_bot, avg. reward: -0.692, 5.254 sec/game, 25.0 min. total, 586.1 MB
many_mutilated v21 1406 games, 3401831 moves, e=0.010, loss: 18.3, -, 6.5% elo% vs. terrible_bot, avg. reward: -0.699, 5.275 sec/game, 25.1 min. total, 586.8 MB
many_mutilated v21 1407 games, 3404672 moves, e=0.010, loss: 20.4, -, 6.4% elo% vs. terrible_bot, avg. reward: -0.704, 5.279 sec/game, 25.2 min. total, 587.9 MB
many_mutilated v21 1408 games, 3407235 moves, e=0.010, loss: 22.7, -, 6.3% elo% vs. terrible_bot, avg. reward: -0.710, 5.294 sec/game, 25.3 min. total, 587.6 MB
many_mutilated v21 1409 games, 3410133 moves, e=0.010, loss: 24.6, -, 6.3% elo% vs. terrible_bot, avg. reward: -0.715, 5.317 sec/game, 25.4 min. total, 587.3 MB
many_mutilated v21 1410 games, 3412723 moves, e=0.010, loss: 27.4, -, 6.2% elo% vs. terrible_bot, avg. reward: -0.722, 5.304 sec/game, 25.5 min. total, 586.0 MB
many_mutilated v21 1411 games, 3415442 moves, e=0.010, loss: 30.7, -, 6.1% elo% vs. terrible_bot, avg. reward: -0.730, 5.327 sec/game, 25.6 min. total, 585.5 MB
many_mutilated v21 1412 games, 3418111 moves, e=0.010, loss: 32.9, -, 6.1% elo% vs. terrible_bot, avg. reward: -0.735, 5.340 sec/game, 25.6 min. total, 589.6 MB
many_mutilated v21 1413 games, 3420592 moves, e=0.010, loss: 33.4, -, 6.0% elo% vs. terrible_bot, avg. reward: -0.748, 5.325 sec/game, 25.7 min. total, 587.4 MB
many_mutilated v21 1414 games, 3423151 moves, e=0.010, loss: 31.6, -, 5.9% elo% vs. terrible_bot, avg. reward: -0.756, 5.334 sec/game, 25.8 min. total, 587.9 MB
many_mutilated v21 1415 games, 3425754 moves, e=0.010, loss: 32.9, -, 5.9% elo% vs. terrible_bot, avg. reward: -0.760, 5.358 sec/game, 25.9 min. total, 585.8 MB
many_mutilated v21 1416 games, 3428615 moves, e=0.010, loss: 33.8, -, 5.8% elo% vs. terrible_bot, avg. reward: -0.765, 5.374 sec/game, 26.0 min. total, 587.3 MB
many_mutilated v21 1417 games, 3431257 moves, e=0.010, loss: 35.5, -, 5.8% elo% vs. terrible_bot, avg. reward: -0.772, 5.366 sec/game, 26.1 min. total, 589.6 MB
many_mutilated v21 1418 games, 3433959 moves, e=0.010, loss: 32.4, -, 5.7% elo% vs. terrible_bot, avg. reward: -0.776, 5.333 sec/game, 26.1 min. total, 590.1 MB
many_mutilated v21 1419 games, 3436582 moves, e=0.010, loss: 36.1, -, 5.6% elo% vs. terrible_bot, avg. reward: -0.783, 5.345 sec/game, 26.2 min. total, 591.3 MB
many_mutilated v21 1420 games, 3439382 moves, e=0.010, loss: 33.6, -, 5.6% elo% vs. terrible_bot, avg. reward: -0.787, 5.359 sec/game, 26.3 min. total, 592.7 MB
many_mutilated v21 1421 games, 3442138 moves, e=0.010, loss: 29.7, -, 5.5% elo% vs. terrible_bot, avg. reward: -0.790, 5.342 sec/game, 26.4 min. total, 593.7 MB
many_mutilated v21 1422 games, 3444954 moves, e=0.010, loss: 31.0, -, 5.5% elo% vs. terrible_bot, avg. reward: -0.795, 5.340 sec/game, 26.5 min. total, 595.5 MB
many_mutilated v21 1423 games, 3447725 moves, e=0.010, loss: 30.4, -, 5.4% elo% vs. terrible_bot, avg. reward: -0.798, 5.296 sec/game, 26.6 min. total, 596.2 MB
many_mutilated v21 1424 games, 3450343 moves, e=0.010, loss: 30.8, -, 5.4% elo% vs. terrible_bot, avg. reward: -0.804, 5.257 sec/game, 26.7 min. total, 596.6 MB
many_mutilated v21 1425 games, 3452955 moves, e=0.010, loss: 34.0, -, 5.3% elo% vs. terrible_bot, avg. reward: -0.809, 5.263 sec/game, 26.8 min. total, 594.5 MB
many_mutilated v21 1426 games, 3455695 moves, e=0.010, loss: 34.3, -, 5.3% elo% vs. terrible_bot, avg. reward: -0.815, 5.256 sec/game, 26.9 min. total, 594.8 MB
many_mutilated v21 1427 games, 3458281 moves, e=0.010, loss: 35.4, -, 5.2% elo% vs. terrible_bot, avg. reward: -0.822, 5.218 sec/game, 26.9 min. total, 593.0 MB
many_mutilated v21 1428 games, 3460764 moves, e=0.010, loss: 40.1, -, 5.2% elo% vs. terrible_bot, avg. reward: -0.830, 5.210 sec/game, 27.0 min. total, 591.7 MB
many_mutilated v21 1429 games, 3463405 moves, e=0.010, loss: 41.7, -, 5.1% elo% vs. terrible_bot, avg. reward: -0.835, 5.196 sec/game, 27.1 min. total, 592.0 MB
many_mutilated v21 1430 games, 3465887 moves, e=0.010, loss: 44.5, -, 5.1% elo% vs. terrible_bot, avg. reward: -0.841, 5.197 sec/game, 27.2 min. total, 589.3 MB
many_mutilated v21 1431 games, 3468465 moves, e=0.010, loss: 46.0, -, 5.0% elo% vs. terrible_bot, avg. reward: -0.846, 5.177 sec/game, 27.3 min. total, 591.2 MB
many_mutilated v21 1432 games, 3471033 moves, e=0.010, loss: 41.8, -, 5.0% elo% vs. terrible_bot, avg. reward: -0.849, 5.174 sec/game, 27.4 min. total, 593.0 MB
many_mutilated v21 1433 games, 3473713 moves, e=0.010, loss: 38.7, -, 5.0% elo% vs. terrible_bot, avg. reward: -0.854, 5.192 sec/game, 27.4 min. total, 595.8 MB
many_mutilated v21 1434 games, 3476424 moves, e=0.010, loss: 37.4, -, 4.9% elo% vs. terrible_bot, avg. reward: -0.859, 5.204 sec/game, 27.5 min. total, 599.1 MB
many_mutilated v21 1435 games, 3479129 moves, e=0.010, loss: 37.1, -, 4.9% elo% vs. terrible_bot, avg. reward: -0.865, 5.213 sec/game, 27.6 min. total, 597.9 MB
many_mutilated v21 1436 games, 3481733 moves, e=0.010, loss: 38.1, -, 4.8% elo% vs. terrible_bot, avg. reward: -0.867, 5.190 sec/game, 27.7 min. total, 599.4 MB
many_mutilated v21 1437 games, 3484276 moves, e=0.010, loss: 37.0, -, 4.8% elo% vs. terrible_bot, avg. reward: -0.872, 5.187 sec/game, 27.8 min. total, 597.1 MB
many_mutilated v21 1438 games, 3486767 moves, e=0.010, loss: 35.8, -, 4.7% elo% vs. terrible_bot, avg. reward: -0.878, 5.173 sec/game, 27.9 min. total, 595.8 MB
many_mutilated v21 1439 games, 3489239 moves, e=0.010, loss: 38.2, -, 4.7% elo% vs. terrible_bot, avg. reward: -0.882, 5.151 sec/game, 28.0 min. total, 593.2 MB
many_mutilated v21 1440 games, 3491786 moves, e=0.010, loss: 39.0, -, 4.7% elo% vs. terrible_bot, avg. reward: -0.886, 5.126 sec/game, 28.0 min. total, 593.3 MB
many_mutilated v21 1441 games, 3494293 moves, e=0.010, loss: 46.9, -, 4.6% elo% vs. terrible_bot, avg. reward: -0.889, 5.109 sec/game, 28.1 min. total, 595.6 MB
many_mutilated v21 1442 games, 3496681 moves, e=0.010, loss: 44.7, -, 4.6% elo% vs. terrible_bot, avg. reward: -0.898, 5.065 sec/game, 28.2 min. total, 595.0 MB
many_mutilated v21 1443 games, 3499200 moves, e=0.010, loss: 46.9, -, 4.6% elo% vs. terrible_bot, avg. reward: -0.906, 5.041 sec/game, 28.3 min. total, 595.9 MB
many_mutilated v21 1444 games, 3501847 moves, e=0.010, loss: 47.3, -, 4.5% elo% vs. terrible_bot, avg. reward: -0.913, 5.053 sec/game, 28.4 min. total, 597.0 MB
