moocher_shakable v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 310.0 MB
moocher_shakable v18 1825 games, 4380050 moves, e=0.010, loss: 7549147.6, -, 0.7% elo% vs. sunguard, avg. reward: -1.659, 8.165 sec/game, 229.6 min. total, 1209.2 MB
moocher_shakable v18 1826 games, 4382610 moves, e=0.010, loss: 7716401.2, -, 0.7% elo% vs. sunguard, avg. reward: -1.661, 8.134 sec/game, 229.7 min. total, 1209.0 MB
moocher_shakable v18 1827 games, 4385347 moves, e=0.010, loss: 7919104.8, -, 0.7% elo% vs. sunguard, avg. reward: -1.661, 8.119 sec/game, 229.9 min. total, 1210.0 MB
moocher_shakable v18 1828 games, 4387996 moves, e=0.010, loss: 7549105.3, -, 0.7% elo% vs. sunguard, avg. reward: -1.662, 8.143 sec/game, 230.0 min. total, 1209.0 MB
moocher_shakable v18 1829 games, 4390582 moves, e=0.010, loss: 7440827.8, -, 0.7% elo% vs. sunguard, avg. reward: -1.664, 8.166 sec/game, 230.1 min. total, 1208.0 MB
moocher_shakable v18 1830 games, 4393212 moves, e=0.010, loss: 8382211.1, -, 0.7% elo% vs. sunguard, avg. reward: -1.663, 8.190 sec/game, 230.3 min. total, 1208.3 MB
moocher_shakable v18 1831 games, 4395641 moves, e=0.010, loss: 8464501.6, -, 0.7% elo% vs. sunguard, avg. reward: -1.667, 8.197 sec/game, 230.4 min. total, 1204.9 MB
moocher_shakable v18 1832 games, 4398333 moves, e=0.010, loss: 8579362.4, -, 0.7% elo% vs. sunguard, avg. reward: -1.666, 8.233 sec/game, 230.5 min. total, 1205.5 MB
moocher_shakable v18 1833 games, 4401242 moves, e=0.010, loss: 7746857.8, -, 0.7% elo% vs. sunguard, avg. reward: -1.664, 8.282 sec/game, 230.7 min. total, 1208.2 MB
moocher_shakable v18 1834 games, 4403957 moves, e=0.010, loss: 7841321.8, -, 0.7% elo% vs. sunguard, avg. reward: -1.662, 8.301 sec/game, 230.8 min. total, 1209.8 MB
moocher_shakable v18 1835 games, 4406605 moves, e=0.010, loss: 7495683.1, -, 0.7% elo% vs. sunguard, avg. reward: -1.661, 8.324 sec/game, 231.0 min. total, 1212.9 MB
moocher_shakable v18 1836 games, 4409008 moves, e=0.010, loss: 8221331.6, -, 0.7% elo% vs. sunguard, avg. reward: -1.666, 8.311 sec/game, 231.1 min. total, 1210.8 MB
moocher_shakable v18 1837 games, 4411489 moves, e=0.010, loss: 8850005.3, -, 0.7% elo% vs. sunguard, avg. reward: -1.666, 8.297 sec/game, 231.2 min. total, 1208.3 MB
moocher_shakable v18 1838 games, 4413975 moves, e=0.010, loss: 9624282.6, -, 0.7% elo% vs. sunguard, avg. reward: -1.667, 8.254 sec/game, 231.3 min. total, 1204.8 MB
moocher_shakable v18 1839 games, 4416612 moves, e=0.010, loss: 10271740.4, -, 0.7% elo% vs. sunguard, avg. reward: -1.667, 8.234 sec/game, 231.5 min. total, 1207.3 MB
moocher_shakable v18 1840 games, 4419077 moves, e=0.010, loss: 10579825.3, -, 0.7% elo% vs. sunguard, avg. reward: -1.668, 8.196 sec/game, 231.6 min. total, 1207.7 MB
moocher_shakable v18 1841 games, 4421755 moves, e=0.010, loss: 10209919.1, -, 0.7% elo% vs. sunguard, avg. reward: -1.670, 8.177 sec/game, 231.7 min. total, 1212.1 MB
moocher_shakable v18 1842 games, 4424176 moves, e=0.010, loss: 10881531.8, -, 0.7% elo% vs. sunguard, avg. reward: -1.672, 8.113 sec/game, 231.9 min. total, 1210.6 MB
moocher_shakable v18 1843 games, 4427026 moves, e=0.010, loss: 9865236.5, -, 0.7% elo% vs. sunguard, avg. reward: -1.671, 8.158 sec/game, 232.0 min. total, 1211.2 MB
moocher_shakable v18 1844 games, 4429646 moves, e=0.010, loss: 9313019.0, -, 0.7% elo% vs. sunguard, avg. reward: -1.672, 8.143 sec/game, 232.2 min. total, 1215.4 MB
moocher_shakable v18 1845 games, 4432390 moves, e=0.010, loss: 8803477.2, -, 0.7% elo% vs. sunguard, avg. reward: -1.671, 8.152 sec/game, 232.3 min. total, 1215.9 MB
moocher_shakable v18 1846 games, 4435119 moves, e=0.010, loss: 8369027.9, -, 0.7% elo% vs. sunguard, avg. reward: -1.670, 8.167 sec/game, 232.4 min. total, 1219.6 MB
moocher_shakable v18 1847 games, 4437751 moves, e=0.010, loss: 8648866.7, -, 0.7% elo% vs. sunguard, avg. reward: -1.671, 8.144 sec/game, 232.6 min. total, 1219.1 MB
moocher_shakable v18 1848 games, 4440410 moves, e=0.010, loss: 8605477.4, -, 0.7% elo% vs. sunguard, avg. reward: -1.671, 8.142 sec/game, 232.7 min. total, 1219.5 MB
moocher_shakable v18 1849 games, 4443253 moves, e=0.010, loss: 9738848.6, -, 0.7% elo% vs. sunguard, avg. reward: -1.666, 8.182 sec/game, 232.9 min. total, 1220.5 MB
moocher_shakable v18 1850 games, 4446028 moves, e=0.010, loss: 9575921.4, -, 0.7% elo% vs. sunguard, avg. reward: -1.664, 8.217 sec/game, 233.0 min. total, 1219.6 MB
moocher_shakable v18 1851 games, 4448815 moves, e=0.010, loss: 9388041.3, -, 0.7% elo% vs. sunguard, avg. reward: -1.662, 8.271 sec/game, 233.1 min. total, 1221.1 MB
moocher_shakable v18 1852 games, 4451363 moves, e=0.010, loss: 9344003.0, -, 0.7% elo% vs. sunguard, avg. reward: -1.663, 8.246 sec/game, 233.3 min. total, 1221.1 MB
moocher_shakable v18 1853 games, 4453918 moves, e=0.010, loss: 9692759.3, -, 0.7% elo% vs. sunguard, avg. reward: -1.664, 8.198 sec/game, 233.4 min. total, 1218.4 MB
moocher_shakable v18 1854 games, 4456530 moves, e=0.010, loss: 10316889.9, -, 0.7% elo% vs. sunguard, avg. reward: -1.664, 8.188 sec/game, 233.5 min. total, 1216.1 MB
moocher_shakable v18 1855 games, 4459142 moves, e=0.010, loss: 11622191.3, -, 0.7% elo% vs. sunguard, avg. reward: -1.664, 8.189 sec/game, 233.7 min. total, 1215.9 MB
moocher_shakable v18 1856 games, 4461700 moves, e=0.010, loss: 11117266.7, -, 0.7% elo% vs. sunguard, avg. reward: -1.666, 8.203 sec/game, 233.8 min. total, 1215.9 MB
moocher_shakable v18 1857 games, 4464449 moves, e=0.010, loss: 11890480.8, -, 0.7% elo% vs. sunguard, avg. reward: -1.665, 8.244 sec/game, 234.0 min. total, 1220.8 MB
moocher_shakable v18 1858 games, 4467105 moves, e=0.010, loss: 11796032.7, -, 0.7% elo% vs. sunguard, avg. reward: -1.664, 8.268 sec/game, 234.1 min. total, 1221.7 MB
moocher_shakable v18 1859 games, 4469912 moves, e=0.010, loss: 11533807.4, -, 0.7% elo% vs. sunguard, avg. reward: -1.663, 8.311 sec/game, 234.2 min. total, 1224.0 MB
moocher_shakable v18 1860 games, 4472602 moves, e=0.010, loss: 11101512.8, -, 0.7% elo% vs. sunguard, avg. reward: -1.662, 8.327 sec/game, 234.4 min. total, 1225.6 MB
moocher_shakable v18 1861 games, 4475287 moves, e=0.010, loss: 10472683.5, -, 0.7% elo% vs. sunguard, avg. reward: -1.662, 8.337 sec/game, 234.5 min. total, 1225.5 MB
moocher_shakable v18 1862 games, 4477956 moves, e=0.010, loss: 9551827.0, -, 0.7% elo% vs. sunguard, avg. reward: -1.661, 8.375 sec/game, 234.7 min. total, 1226.9 MB
moocher_shakable v18 1863 games, 4480580 moves, e=0.010, loss: 11087722.9, -, 0.7% elo% vs. sunguard, avg. reward: -1.662, 8.308 sec/game, 234.8 min. total, 1224.8 MB
moocher_shakable v18 1864 games, 4483178 moves, e=0.010, loss: 12716224.1, -, 0.7% elo% vs. sunguard, avg. reward: -1.662, 8.304 sec/game, 234.9 min. total, 1223.7 MB
moocher_shakable v18 1865 games, 4485736 moves, e=0.010, loss: 13895697.3, -, 0.7% elo% vs. sunguard, avg. reward: -1.662, 8.266 sec/game, 235.1 min. total, 1222.8 MB
moocher_shakable v18 1866 games, 4488469 moves, e=0.010, loss: 15054485.7, -, 0.7% elo% vs. sunguard, avg. reward: -1.661, 8.285 sec/game, 235.2 min. total, 1224.7 MB
moocher_shakable v18 1867 games, 4491157 moves, e=0.010, loss: 14797687.1, -, 0.7% elo% vs. sunguard, avg. reward: -1.660, 8.317 sec/game, 235.3 min. total, 1227.8 MB
moocher_shakable v18 1868 games, 4493714 moves, e=0.010, loss: 15022962.3, -, 0.7% elo% vs. sunguard, avg. reward: -1.661, 8.305 sec/game, 235.5 min. total, 1228.0 MB
moocher_shakable v18 1869 games, 4496273 moves, e=0.010, loss: 13644369.1, -, 0.7% elo% vs. sunguard, avg. reward: -1.660, 8.257 sec/game, 235.6 min. total, 1226.6 MB
moocher_shakable v18 1870 games, 4498803 moves, e=0.010, loss: 13415048.6, -, 0.7% elo% vs. sunguard, avg. reward: -1.663, 8.198 sec/game, 235.7 min. total, 1224.3 MB
moocher_shakable v18 1871 games, 4501299 moves, e=0.010, loss: 13685958.7, -, 0.7% elo% vs. sunguard, avg. reward: -1.662, 8.162 sec/game, 235.9 min. total, 1222.3 MB
moocher_shakable v18 1872 games, 4503778 moves, e=0.010, loss: 14735420.9, -, 0.7% elo% vs. sunguard, avg. reward: -1.663, 8.161 sec/game, 236.0 min. total, 1221.5 MB
moocher_shakable v18 1873 games, 4506360 moves, e=0.010, loss: 15893467.6, -, 0.7% elo% vs. sunguard, avg. reward: -1.661, 8.153 sec/game, 236.1 min. total, 1224.5 MB
moocher_shakable v18 1874 games, 4508696 moves, e=0.010, loss: 15923122.6, -, 0.7% elo% vs. sunguard, avg. reward: -1.666, 8.123 sec/game, 236.3 min. total, 1222.3 MB
moocher_shakable v18 1875 games, 4511311 moves, e=0.010, loss: 15640991.7, -, 0.7% elo% vs. sunguard, avg. reward: -1.665, 8.101 sec/game, 236.4 min. total, 1224.9 MB
moocher_shakable v18 1876 games, 4513840 moves, e=0.010, loss: 15887200.5, -, 0.7% elo% vs. sunguard, avg. reward: -1.668, 8.100 sec/game, 236.5 min. total, 1225.5 MB
moocher_shakable v18 1877 games, 4516367 moves, e=0.010, loss: 15834604.4, -, 0.7% elo% vs. sunguard, avg. reward: -1.670, 8.082 sec/game, 236.7 min. total, 1223.8 MB
moocher_shakable v18 1878 games, 4518914 moves, e=0.010, loss: 16781405.1, -, 0.7% elo% vs. sunguard, avg. reward: -1.675, 8.058 sec/game, 236.8 min. total, 1226.7 MB
moocher_shakable v18 1879 games, 4521622 moves, e=0.010, loss: 16075555.5, -, 0.7% elo% vs. sunguard, avg. reward: -1.675, 8.036 sec/game, 236.9 min. total, 1229.0 MB
moocher_shakable v18 1880 games, 4524236 moves, e=0.010, loss: 17056944.7, -, 0.7% elo% vs. sunguard, avg. reward: -1.674, 8.028 sec/game, 237.1 min. total, 1231.1 MB
moocher_shakable v18 1881 games, 4526810 moves, e=0.010, loss: 17540934.0, -, 0.7% elo% vs. sunguard, avg. reward: -1.674, 8.032 sec/game, 237.2 min. total, 1231.4 MB
moocher_shakable v18 1882 games, 4529356 moves, e=0.010, loss: 16462569.2, -, 0.7% elo% vs. sunguard, avg. reward: -1.676, 8.015 sec/game, 237.3 min. total, 1231.3 MB
moocher_shakable v18 1883 games, 4532115 moves, e=0.010, loss: 15955227.2, -, 0.7% elo% vs. sunguard, avg. reward: -1.676, 8.063 sec/game, 237.5 min. total, 1230.3 MB
moocher_shakable v18 1884 games, 4534668 moves, e=0.010, loss: 17213226.8, -, 0.7% elo% vs. sunguard, avg. reward: -1.676, 8.064 sec/game, 237.6 min. total, 1230.0 MB
moocher_shakable v18 1885 games, 4537158 moves, e=0.010, loss: 16450663.6, -, 0.7% elo% vs. sunguard, avg. reward: -1.674, 8.050 sec/game, 237.7 min. total, 1230.9 MB
moocher_shakable v18 1886 games, 4539703 moves, e=0.010, loss: 16948728.3, -, 0.7% elo% vs. sunguard, avg. reward: -1.674, 8.017 sec/game, 237.9 min. total, 1232.7 MB
moocher_shakable v18 1887 games, 4542195 moves, e=0.010, loss: 18776380.8, -, 0.7% elo% vs. sunguard, avg. reward: -1.674, 7.975 sec/game, 238.0 min. total, 1232.6 MB
moocher_shakable v18 1888 games, 4544723 moves, e=0.010, loss: 18855826.2, -, 0.7% elo% vs. sunguard, avg. reward: -1.676, 7.963 sec/game, 238.1 min. total, 1233.0 MB
moocher_shakable v18 1889 games, 4547301 moves, e=0.010, loss: 19526331.2, -, 0.7% elo% vs. sunguard, avg. reward: -1.675, 7.966 sec/game, 238.3 min. total, 1234.8 MB
moocher_shakable v18 1890 games, 4549934 moves, e=0.010, loss: 19989461.7, -, 0.7% elo% vs. sunguard, avg. reward: -1.676, 8.002 sec/game, 238.4 min. total, 1237.2 MB
moocher_shakable v18 1891 games, 4552535 moves, e=0.010, loss: 20220351.0, -, 0.7% elo% vs. sunguard, avg. reward: -1.676, 7.995 sec/game, 238.5 min. total, 1236.5 MB
moocher_shakable v18 1892 games, 4555187 moves, e=0.010, loss: 20867540.9, -, 0.7% elo% vs. sunguard, avg. reward: -1.675, 8.019 sec/game, 238.7 min. total, 1238.8 MB
moocher_shakable v18 1893 games, 4557938 moves, e=0.010, loss: 19315108.4, -, 0.7% elo% vs. sunguard, avg. reward: -1.672, 8.036 sec/game, 238.8 min. total, 1240.9 MB
moocher_shakable v18 1894 games, 4560728 moves, e=0.010, loss: 18656584.8, -, 0.7% elo% vs. sunguard, avg. reward: -1.671, 8.103 sec/game, 239.0 min. total, 1243.3 MB
moocher_shakable v18 1895 games, 4563321 moves, e=0.010, loss: 20344035.6, -, 0.7% elo% vs. sunguard, avg. reward: -1.672, 8.107 sec/game, 239.1 min. total, 1243.9 MB
moocher_shakable v18 1896 games, 4566038 moves, e=0.010, loss: 18065650.8, -, 0.7% elo% vs. sunguard, avg. reward: -1.673, 8.157 sec/game, 239.2 min. total, 1244.4 MB
moocher_shakable v18 1897 games, 4568672 moves, e=0.010, loss: 18743859.7, -, 0.7% elo% vs. sunguard, avg. reward: -1.673, 8.155 sec/game, 239.4 min. total, 1242.5 MB
moocher_shakable v18 1898 games, 4571299 moves, e=0.010, loss: 19617607.6, -, 0.7% elo% vs. sunguard, avg. reward: -1.675, 8.184 sec/game, 239.5 min. total, 1240.6 MB
moocher_shakable v18 1899 games, 4573900 moves, e=0.010, loss: 18943485.1, -, 0.7% elo% vs. sunguard, avg. reward: -1.672, 8.177 sec/game, 239.6 min. total, 1242.3 MB
moocher_shakable v18 1900 games, 4576612 moves, e=0.010, loss: 18550541.9, -, 0.7% elo% vs. sunguard, avg. reward: -1.669, 8.219 sec/game, 239.8 min. total, 1242.5 MB
moocher_shakable v18 1901 games, 4579114 moves, e=0.010, loss: 20705233.5, -, 0.7% elo% vs. sunguard, avg. reward: -1.669, 8.218 sec/game, 239.9 min. total, 1241.3 MB
moocher_shakable v18 1902 games, 4581794 moves, e=0.010, loss: 19164175.9, -, 0.7% elo% vs. sunguard, avg. reward: -1.670, 8.242 sec/game, 240.1 min. total, 1242.2 MB
moocher_shakable v18 1903 games, 4584405 moves, e=0.010, loss: 19466296.9, -, 0.7% elo% vs. sunguard, avg. reward: -1.674, 8.195 sec/game, 240.2 min. total, 1242.3 MB
moocher_shakable v18 1904 games, 4586978 moves, e=0.010, loss: 21491897.0, -, 0.7% elo% vs. sunguard, avg. reward: -1.673, 8.194 sec/game, 240.3 min. total, 1241.4 MB
moocher_shakable v18 1905 games, 4589642 moves, e=0.010, loss: 22357711.8, -, 0.7% elo% vs. sunguard, avg. reward: -1.678, 8.230 sec/game, 240.5 min. total, 1244.3 MB
moocher_shakable v18 1906 games, 4592094 moves, e=0.010, loss: 23817516.5, -, 0.7% elo% vs. sunguard, avg. reward: -1.684, 8.196 sec/game, 240.6 min. total, 1240.9 MB
moocher_shakable v18 1907 games, 4594785 moves, e=0.010, loss: 24021839.6, -, 0.7% elo% vs. sunguard, avg. reward: -1.684, 8.239 sec/game, 240.7 min. total, 1242.0 MB
moocher_shakable v18 1908 games, 4597544 moves, e=0.010, loss: 24106524.2, -, 0.7% elo% vs. sunguard, avg. reward: -1.679, 8.288 sec/game, 240.9 min. total, 1244.2 MB
moocher_shakable v18 1909 games, 4600395 moves, e=0.010, loss: 23550622.9, -, 0.7% elo% vs. sunguard, avg. reward: -1.675, 8.327 sec/game, 241.0 min. total, 1248.0 MB
moocher_shakable v18 1910 games, 4603080 moves, e=0.010, loss: 22041373.3, -, 0.7% elo% vs. sunguard, avg. reward: -1.672, 8.343 sec/game, 241.2 min. total, 1250.8 MB
moocher_shakable v18 1911 games, 4605733 moves, e=0.010, loss: 22146888.4, -, 0.7% elo% vs. sunguard, avg. reward: -1.670, 8.366 sec/game, 241.3 min. total, 1249.6 MB
moocher_shakable v18 1912 games, 4608333 moves, e=0.010, loss: 20864915.1, -, 0.7% elo% vs. sunguard, avg. reward: -1.667, 8.353 sec/game, 241.5 min. total, 1248.1 MB
moocher_shakable v18 1913 games, 4610957 moves, e=0.010, loss: 21361140.4, -, 0.7% elo% vs. sunguard, avg. reward: -1.668, 8.359 sec/game, 241.6 min. total, 1246.9 MB
moocher_shakable v18 1914 games, 4613466 moves, e=0.010, loss: 21483492.4, -, 0.7% elo% vs. sunguard, avg. reward: -1.671, 8.302 sec/game, 241.7 min. total, 1243.3 MB
moocher_shakable v18 1915 games, 4616071 moves, e=0.010, loss: 22951323.8, -, 0.7% elo% vs. sunguard, avg. reward: -1.670, 8.315 sec/game, 241.9 min. total, 1243.8 MB
moocher_shakable v18 1916 games, 4618646 moves, e=0.010, loss: 21757499.6, -, 0.7% elo% vs. sunguard, avg. reward: -1.669, 8.270 sec/game, 242.0 min. total, 1243.4 MB
moocher_shakable v18 1917 games, 4621287 moves, e=0.010, loss: 23392050.9, -, 0.7% elo% vs. sunguard, avg. reward: -1.667, 8.271 sec/game, 242.1 min. total, 1241.0 MB
moocher_shakable v18 1918 games, 4623993 moves, e=0.010, loss: 22869626.0, -, 0.7% elo% vs. sunguard, avg. reward: -1.670, 8.268 sec/game, 242.3 min. total, 1243.3 MB
moocher_shakable v18 1919 games, 4626787 moves, e=0.010, loss: 23551291.9, -, 0.7% elo% vs. sunguard, avg. reward: -1.668, 8.295 sec/game, 242.4 min. total, 1245.9 MB
moocher_shakable v18 1920 games, 4629613 moves, e=0.010, loss: 24876246.5, -, 0.6% elo% vs. sunguard, avg. reward: -1.668, 8.286 sec/game, 242.6 min. total, 1248.6 MB
moocher_shakable v18 1921 games, 4632164 moves, e=0.010, loss: 23145870.6, -, 0.6% elo% vs. sunguard, avg. reward: -1.672, 8.283 sec/game, 242.7 min. total, 1247.8 MB
moocher_shakable v18 1922 games, 4634563 moves, e=0.010, loss: 24330036.4, -, 0.6% elo% vs. sunguard, avg. reward: -1.676, 8.238 sec/game, 242.8 min. total, 1246.0 MB
moocher_shakable v18 1923 games, 4637132 moves, e=0.010, loss: 26138824.8, -, 0.6% elo% vs. sunguard, avg. reward: -1.677, 8.234 sec/game, 243.0 min. total, 1243.6 MB
moocher_shakable v18 1924 games, 4639587 moves, e=0.010, loss: 28584407.5, -, 0.6% elo% vs. sunguard, avg. reward: -1.681, 8.218 sec/game, 243.1 min. total, 1239.9 MB
moocher_shakable v18 1925 games, 4642053 moves, e=0.010, loss: 30337186.8, -, 0.6% elo% vs. sunguard, avg. reward: -1.685, 8.199 sec/game, 243.2 min. total, 1240.9 MB
moocher_shakable v18 1926 games, 4644572 moves, e=0.010, loss: 29329838.2, -, 0.6% elo% vs. sunguard, avg. reward: -1.687, 8.206 sec/game, 243.3 min. total, 1241.6 MB
moocher_shakable v18 1927 games, 4647185 moves, e=0.010, loss: 29606175.5, -, 0.6% elo% vs. sunguard, avg. reward: -1.689, 8.188 sec/game, 243.5 min. total, 1244.1 MB
moocher_shakable v18 1928 games, 4649746 moves, e=0.010, loss: 27831052.8, -, 0.6% elo% vs. sunguard, avg. reward: -1.688, 8.148 sec/game, 243.6 min. total, 1246.2 MB
moocher_shakable v18 1929 games, 4652359 moves, e=0.010, loss: 27584793.2, -, 0.6% elo% vs. sunguard, avg. reward: -1.688, 8.107 sec/game, 243.7 min. total, 1247.2 MB
moocher_shakable v18 1930 games, 4654925 moves, e=0.010, loss: 27862946.9, -, 0.6% elo% vs. sunguard, avg. reward: -1.688, 8.073 sec/game, 243.9 min. total, 1247.9 MB
moocher_shakable v18 1931 games, 4657516 moves, e=0.010, loss: 28764184.2, -, 0.6% elo% vs. sunguard, avg. reward: -1.685, 8.053 sec/game, 244.0 min. total, 1248.7 MB
moocher_shakable v18 1932 games, 4660008 moves, e=0.010, loss: 27766728.6, -, 0.6% elo% vs. sunguard, avg. reward: -1.685, 8.061 sec/game, 244.1 min. total, 1248.7 MB
moocher_shakable v18 1933 games, 4662545 moves, e=0.010, loss: 29778400.2, -, 0.6% elo% vs. sunguard, avg. reward: -1.689, 8.027 sec/game, 244.3 min. total, 1248.0 MB
moocher_shakable v18 1934 games, 4664981 moves, e=0.010, loss: 32205600.2, -, 0.6% elo% vs. sunguard, avg. reward: -1.693, 8.039 sec/game, 244.4 min. total, 1247.5 MB
moocher_shakable v18 1935 games, 4667462 moves, e=0.010, loss: 32661352.5, -, 0.6% elo% vs. sunguard, avg. reward: -1.696, 8.003 sec/game, 244.5 min. total, 1246.0 MB
moocher_shakable v18 1936 games, 4670065 moves, e=0.010, loss: 35696560.8, -, 0.6% elo% vs. sunguard, avg. reward: -1.694, 8.006 sec/game, 244.7 min. total, 1248.5 MB
moocher_shakable v18 1937 games, 4672743 moves, e=0.010, loss: 32324959.6, -, 0.6% elo% vs. sunguard, avg. reward: -1.691, 8.030 sec/game, 244.8 min. total, 1249.5 MB
moocher_shakable v18 1938 games, 4675448 moves, e=0.010, loss: 28830589.5, -, 0.6% elo% vs. sunguard, avg. reward: -1.689, 8.028 sec/game, 244.9 min. total, 1252.8 MB
moocher_shakable v18 1939 games, 4678273 moves, e=0.010, loss: 27635005.6, -, 0.6% elo% vs. sunguard, avg. reward: -1.687, 8.048 sec/game, 245.1 min. total, 1257.4 MB
moocher_shakable v18 1940 games, 4681016 moves, e=0.010, loss: 29078837.1, -, 0.6% elo% vs. sunguard, avg. reward: -1.683, 8.034 sec/game, 245.2 min. total, 1260.3 MB
moocher_shakable v18 1941 games, 4683468 moves, e=0.010, loss: 31368545.3, -, 0.6% elo% vs. sunguard, avg. reward: -1.685, 8.003 sec/game, 245.4 min. total, 1258.1 MB
moocher_shakable v18 1942 games, 4686106 moves, e=0.010, loss: 32092324.3, -, 0.6% elo% vs. sunguard, avg. reward: -1.682, 8.037 sec/game, 245.5 min. total, 1258.8 MB
moocher_shakable v18 1943 games, 4688680 moves, e=0.010, loss: 31724372.5, -, 0.6% elo% vs. sunguard, avg. reward: -1.686, 8.034 sec/game, 245.6 min. total, 1256.7 MB
moocher_shakable v18 1944 games, 4691156 moves, e=0.010, loss: 34030373.4, -, 0.6% elo% vs. sunguard, avg. reward: -1.687, 8.033 sec/game, 245.8 min. total, 1253.5 MB
moocher_shakable v18 1945 games, 4693580 moves, e=0.010, loss: 34628329.5, -, 0.6% elo% vs. sunguard, avg. reward: -1.689, 8.008 sec/game, 245.9 min. total, 1254.6 MB
moocher_shakable v18 1946 games, 4696195 moves, e=0.010, loss: 32650860.9, -, 0.6% elo% vs. sunguard, avg. reward: -1.689, 8.047 sec/game, 246.0 min. total, 1253.2 MB
moocher_shakable v18 1947 games, 4698813 moves, e=0.010, loss: 33338175.7, -, 0.6% elo% vs. sunguard, avg. reward: -1.689, 8.042 sec/game, 246.2 min. total, 1252.8 MB
moocher_shakable v18 1948 games, 4701377 moves, e=0.010, loss: 33104031.6, -, 0.6% elo% vs. sunguard, avg. reward: -1.689, 8.044 sec/game, 246.3 min. total, 1254.5 MB
moocher_shakable v18 1949 games, 4703981 moves, e=0.010, loss: 32838925.4, -, 0.6% elo% vs. sunguard, avg. reward: -1.692, 8.049 sec/game, 246.4 min. total, 1257.6 MB
moocher_shakable v18 1950 games, 4706506 moves, e=0.010, loss: 35240356.2, -, 0.6% elo% vs. sunguard, avg. reward: -1.693, 8.071 sec/game, 246.6 min. total, 1258.0 MB
