marrow_each v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 319.3 MB
marrow_each v4 157 games, 118648 moves, e=0.883, loss: 4.4, -, 36.8% elo% vs. v3, avg. reward: -8.984, 2.490 sec/game, 5.8 min. total, 510.2 MB
marrow_each v4 158 games, 119413 moves, e=0.882, loss: 4.3, -, 35.3% elo% vs. v3, avg. reward: -8.984, 2.477 sec/game, 5.8 min. total, 510.0 MB
marrow_each v4 159 games, 120221 moves, e=0.881, loss: 4.3, -, 33.8% elo% vs. v3, avg. reward: -8.971, 2.515 sec/game, 5.9 min. total, 510.0 MB
marrow_each v4 160 games, 121020 moves, e=0.880, loss: 4.3, -, 32.4% elo% vs. v3, avg. reward: -8.945, 2.490 sec/game, 5.9 min. total, 509.8 MB
marrow_each v4 161 games, 121673 moves, e=0.880, loss: 4.4, -, 31.1% elo% vs. v3, avg. reward: -8.967, 2.469 sec/game, 6.0 min. total, 508.2 MB
marrow_each v4 162 games, 122515 moves, e=0.879, loss: 4.4, +, 33.9% elo% vs. v3, avg. reward: -8.934, 2.484 sec/game, 6.0 min. total, 508.6 MB
marrow_each v4 163 games, 123274 moves, e=0.878, loss: 4.5, -, 32.5% elo% vs. v3, avg. reward: -8.941, 2.483 sec/game, 6.0 min. total, 508.2 MB
marrow_each v4 164 games, 124032 moves, e=0.877, loss: 4.6, -, 31.2% elo% vs. v3, avg. reward: -8.947, 2.482 sec/game, 6.1 min. total, 509.9 MB
marrow_each v4 165 games, 124894 moves, e=0.876, loss: 4.6, -, 30.0% elo% vs. v3, avg. reward: -8.927, 2.486 sec/game, 6.1 min. total, 510.2 MB
marrow_each v4 166 games, 125775 moves, e=0.875, loss: 4.5, -, 28.9% elo% vs. v3, avg. reward: -8.898, 2.481 sec/game, 6.2 min. total, 509.9 MB
marrow_each v4 167 games, 126747 moves, e=0.875, loss: 4.5, -, 27.8% elo% vs. v3, avg. reward: -8.887, 2.522 sec/game, 6.2 min. total, 510.3 MB
marrow_each v4 168 games, 127613 moves, e=0.874, loss: 4.5, -, 26.8% elo% vs. v3, avg. reward: -8.889, 2.522 sec/game, 6.3 min. total, 508.7 MB
marrow_each v4 169 games, 128565 moves, e=0.873, loss: 4.6, ., 27.6% elo% vs. v3, avg. reward: -8.882, 2.563 sec/game, 6.3 min. total, 508.6 MB
marrow_each v4 170 games, 129448 moves, e=0.872, loss: 4.5, -, 26.6% elo% vs. v3, avg. reward: -8.872, 2.559 sec/game, 6.4 min. total, 509.2 MB
marrow_each v4 171 games, 130233 moves, e=0.871, loss: 4.5, -, 25.7% elo% vs. v3, avg. reward: -8.865, 2.572 sec/game, 6.4 min. total, 509.5 MB
marrow_each v4 172 games, 131079 moves, e=0.870, loss: 4.5, -, 24.8% elo% vs. v3, avg. reward: -8.856, 2.593 sec/game, 6.5 min. total, 509.5 MB
marrow_each v4 173 games, 131831 moves, e=0.869, loss: 4.4, -, 23.9% elo% vs. v3, avg. reward: -8.861, 2.575 sec/game, 6.5 min. total, 511.1 MB
marrow_each v4 174 games, 132620 moves, e=0.869, loss: 4.3, -, 23.1% elo% vs. v3, avg. reward: -8.836, 2.614 sec/game, 6.5 min. total, 509.6 MB
marrow_each v4 175 games, 133468 moves, e=0.868, loss: 4.2, ., 24.0% elo% vs. v3, avg. reward: -8.830, 2.579 sec/game, 6.6 min. total, 512.7 MB
marrow_each v4 176 games, 134355 moves, e=0.867, loss: 4.5, +, 26.7% elo% vs. v3, avg. reward: -8.821, 2.604 sec/game, 6.6 min. total, 512.6 MB
marrow_each v4 177 games, 135207 moves, e=0.866, loss: 4.4, -, 25.7% elo% vs. v3, avg. reward: -8.820, 2.643 sec/game, 6.7 min. total, 514.3 MB
marrow_each v4 178 games, 136070 moves, e=0.865, loss: 4.7, +, 28.4% elo% vs. v3, avg. reward: -8.803, 2.667 sec/game, 6.7 min. total, 514.4 MB
marrow_each v4 179 games, 136906 moves, e=0.864, loss: 4.7, -, 27.4% elo% vs. v3, avg. reward: -8.794, 2.647 sec/game, 6.8 min. total, 513.4 MB
marrow_each v4 180 games, 137649 moves, e=0.864, loss: 4.6, -, 26.4% elo% vs. v3, avg. reward: -8.794, 2.650 sec/game, 6.8 min. total, 514.3 MB
marrow_each v4 181 games, 138558 moves, e=0.863, loss: 4.8, -, 25.5% elo% vs. v3, avg. reward: -8.775, 2.693 sec/game, 6.8 min. total, 515.7 MB
marrow_each v4 182 games, 139300 moves, e=0.862, loss: 5.2, -, 24.6% elo% vs. v3, avg. reward: -8.779, 2.679 sec/game, 6.9 min. total, 515.8 MB
marrow_each v4 183 games, 140079 moves, e=0.861, loss: 5.2, +, 27.2% elo% vs. v3, avg. reward: -8.778, 2.675 sec/game, 6.9 min. total, 517.6 MB
marrow_each v4 184 games, 140829 moves, e=0.861, loss: 5.1, -, 26.3% elo% vs. v3, avg. reward: -8.781, 2.682 sec/game, 7.0 min. total, 517.7 MB
marrow_each v4 185 games, 141822 moves, e=0.860, loss: 5.2, -, 25.3% elo% vs. v3, avg. reward: -8.745, 2.696 sec/game, 7.0 min. total, 517.7 MB
marrow_each v4 186 games, 142757 moves, e=0.859, loss: 5.3, -, 24.5% elo% vs. v3, avg. reward: -8.713, 2.709 sec/game, 7.1 min. total, 517.7 MB
marrow_each v4 187 games, 143511 moves, e=0.858, loss: 5.4, ., 25.3% elo% vs. v3, avg. reward: -8.733, 2.665 sec/game, 7.1 min. total, 517.5 MB
marrow_each v4 188 games, 144316 moves, e=0.857, loss: 5.4, +, 28.0% elo% vs. v3, avg. reward: -8.707, 2.659 sec/game, 7.1 min. total, 522.0 MB
marrow_each v4 189 games, 145221 moves, e=0.856, loss: 5.1, +, 30.8% elo% vs. v3, avg. reward: -8.703, 2.642 sec/game, 7.2 min. total, 522.4 MB
marrow_each v4 190 games, 146111 moves, e=0.855, loss: 4.6, +, 33.6% elo% vs. v3, avg. reward: -8.679, 2.637 sec/game, 7.2 min. total, 522.5 MB
marrow_each v4 191 games, 146971 moves, e=0.854, loss: 4.8, -, 32.2% elo% vs. v3, avg. reward: -8.668, 2.651 sec/game, 7.3 min. total, 522.4 MB
marrow_each v4 192 games, 147952 moves, e=0.854, loss: 4.6, -, 30.9% elo% vs. v3, avg. reward: -8.653, 2.645 sec/game, 7.3 min. total, 522.4 MB
marrow_each v4 193 games, 148885 moves, e=0.853, loss: 4.6, -, 29.7% elo% vs. v3, avg. reward: -8.632, 2.701 sec/game, 7.4 min. total, 520.6 MB
marrow_each v4 194 games, 149722 moves, e=0.852, loss: 4.8, -, 28.6% elo% vs. v3, avg. reward: -8.610, 2.678 sec/game, 7.4 min. total, 521.1 MB
marrow_each v4 195 games, 150728 moves, e=0.851, loss: 4.3, +, 31.3% elo% vs. v3, avg. reward: -8.601, 2.717 sec/game, 7.5 min. total, 521.2 MB
marrow_each v4 196 games, 151728 moves, e=0.850, loss: 4.8, +, 34.1% elo% vs. v3, avg. reward: -8.556, 2.740 sec/game, 7.5 min. total, 523.0 MB
marrow_each v4 197 games, 152753 moves, e=0.849, loss: 5.0, +, 36.9% elo% vs. v3, avg. reward: -8.523, 2.753 sec/game, 7.6 min. total, 521.9 MB
marrow_each v4 198 games, 153729 moves, e=0.848, loss: 5.3, +, 39.6% elo% vs. v3, avg. reward: -8.501, 2.761 sec/game, 7.6 min. total, 523.6 MB
marrow_each v4 199 games, 154520 moves, e=0.847, loss: 5.1, +, 42.3% elo% vs. v3, avg. reward: -8.480, 2.759 sec/game, 7.7 min. total, 524.5 MB
marrow_each v4 200 games, 155429 moves, e=0.846, loss: 4.9, +, 44.9% elo% vs. v3, avg. reward: -8.470, 2.784 sec/game, 7.7 min. total, 523.1 MB
marrow_each v5 201 games, 156311 moves, e=0.845, loss: 4.9, -, 47.7% elo% vs. v3, avg. reward: -8.461, 2.786 sec/game, 7.8 min. total, 524.9 MB
marrow_each v5 202 games, 157125 moves, e=0.844, loss: 4.9, -, 45.5% elo% vs. v3, avg. reward: -8.445, 2.778 sec/game, 7.8 min. total, 523.4 MB
marrow_each v5 203 games, 158049 moves, e=0.844, loss: 5.1, +, 48.0% elo% vs. v3, avg. reward: -8.422, 2.802 sec/game, 7.9 min. total, 525.0 MB
marrow_each v5 204 games, 159009 moves, e=0.843, loss: 4.8, ., 48.1% elo% vs. v3, avg. reward: -8.407, 2.826 sec/game, 7.9 min. total, 525.9 MB
marrow_each v5 205 games, 159903 moves, e=0.842, loss: 4.8, -, 45.9% elo% vs. v3, avg. reward: -8.387, 2.828 sec/game, 8.0 min. total, 528.7 MB
marrow_each v5 206 games, 160828 moves, e=0.841, loss: 5.1, -, 43.8% elo% vs. v3, avg. reward: -8.355, 2.826 sec/game, 8.0 min. total, 528.0 MB
marrow_each v5 207 games, 161542 moves, e=0.840, loss: 5.0, -, 41.8% elo% vs. v3, avg. reward: -8.357, 2.832 sec/game, 8.1 min. total, 528.0 MB
marrow_each v5 208 games, 162369 moves, e=0.839, loss: 5.0, -, 40.0% elo% vs. v3, avg. reward: -8.350, 2.834 sec/game, 8.1 min. total, 528.2 MB
marrow_each v5 209 games, 163119 moves, e=0.839, loss: 5.0, -, 38.2% elo% vs. v3, avg. reward: -8.358, 2.808 sec/game, 8.1 min. total, 528.0 MB
marrow_each v5 210 games, 164029 moves, e=0.838, loss: 5.5, -, 36.6% elo% vs. v3, avg. reward: -8.342, 2.804 sec/game, 8.2 min. total, 528.5 MB
marrow_each v5 211 games, 164867 moves, e=0.837, loss: 5.7, -, 35.0% elo% vs. v3, avg. reward: -8.312, 2.806 sec/game, 8.2 min. total, 529.5 MB
marrow_each v5 212 games, 165672 moves, e=0.836, loss: 6.0, -, 33.6% elo% vs. v3, avg. reward: -8.323, 2.792 sec/game, 8.3 min. total, 528.3 MB
marrow_each v5 213 games, 166506 moves, e=0.835, loss: 6.0, -, 32.2% elo% vs. v3, avg. reward: -8.314, 2.754 sec/game, 8.3 min. total, 528.3 MB
marrow_each v5 214 games, 167351 moves, e=0.834, loss: 6.1, -, 30.9% elo% vs. v3, avg. reward: -8.316, 2.774 sec/game, 8.4 min. total, 529.9 MB
marrow_each v5 215 games, 168268 moves, e=0.833, loss: 6.5, -, 29.7% elo% vs. v3, avg. reward: -8.305, 2.749 sec/game, 8.4 min. total, 530.1 MB
marrow_each v5 216 games, 169051 moves, e=0.833, loss: 6.9, -, 28.6% elo% vs. v3, avg. reward: -8.297, 2.702 sec/game, 8.4 min. total, 528.6 MB
marrow_each v5 217 games, 169948 moves, e=0.832, loss: 6.9, -, 27.5% elo% vs. v3, avg. reward: -8.282, 2.685 sec/game, 8.5 min. total, 531.9 MB
marrow_each v5 218 games, 170898 moves, e=0.831, loss: 6.8, -, 26.5% elo% vs. v3, avg. reward: -8.260, 2.690 sec/game, 8.5 min. total, 531.9 MB
marrow_each v5 219 games, 171797 moves, e=0.830, loss: 6.8, -, 25.6% elo% vs. v3, avg. reward: -8.249, 2.706 sec/game, 8.6 min. total, 530.6 MB
marrow_each v5 220 games, 172587 moves, e=0.829, loss: 6.9, -, 24.7% elo% vs. v3, avg. reward: -8.246, 2.676 sec/game, 8.6 min. total, 532.2 MB
marrow_each v5 221 games, 173653 moves, e=0.828, loss: 7.4, -, 23.9% elo% vs. v3, avg. reward: -8.206, 2.692 sec/game, 8.7 min. total, 532.4 MB
marrow_each v5 222 games, 174627 moves, e=0.827, loss: 6.8, -, 23.1% elo% vs. v3, avg. reward: -8.192, 2.733 sec/game, 8.7 min. total, 532.4 MB
marrow_each v5 223 games, 175395 moves, e=0.826, loss: 6.7, +, 25.7% elo% vs. v3, avg. reward: -8.214, 2.706 sec/game, 8.8 min. total, 534.9 MB
marrow_each v5 224 games, 176284 moves, e=0.825, loss: 6.6, +, 28.4% elo% vs. v3, avg. reward: -8.207, 2.689 sec/game, 8.8 min. total, 534.9 MB
marrow_each v5 225 games, 177111 moves, e=0.825, loss: 7.0, +, 31.1% elo% vs. v3, avg. reward: -8.187, 2.666 sec/game, 8.9 min. total, 534.8 MB
marrow_each v5 226 games, 177965 moves, e=0.824, loss: 6.7, +, 33.9% elo% vs. v3, avg. reward: -8.171, 2.651 sec/game, 8.9 min. total, 536.4 MB
marrow_each v5 227 games, 178856 moves, e=0.823, loss: 6.1, +, 36.7% elo% vs. v3, avg. reward: -8.152, 2.666 sec/game, 8.9 min. total, 535.2 MB
marrow_each v5 228 games, 179702 moves, e=0.822, loss: 6.2, +, 39.4% elo% vs. v3, avg. reward: -8.163, 2.670 sec/game, 9.0 min. total, 536.8 MB
marrow_each v5 229 games, 180584 moves, e=0.821, loss: 6.2, +, 42.1% elo% vs. v3, avg. reward: -8.159, 2.689 sec/game, 9.0 min. total, 537.0 MB
marrow_each v5 230 games, 181498 moves, e=0.820, loss: 5.9, +, 44.8% elo% vs. v3, avg. reward: -8.153, 2.697 sec/game, 9.1 min. total, 537.0 MB
marrow_each v5 231 games, 182444 moves, e=0.819, loss: 5.8, -, 42.7% elo% vs. v3, avg. reward: -8.151, 2.714 sec/game, 9.1 min. total, 536.9 MB
marrow_each v5 232 games, 183334 moves, e=0.818, loss: 6.0, +, 45.3% elo% vs. v3, avg. reward: -8.147, 2.729 sec/game, 9.2 min. total, 538.5 MB
marrow_each v5 233 games, 184091 moves, e=0.818, loss: 5.8, -, 43.3% elo% vs. v3, avg. reward: -8.161, 2.731 sec/game, 9.2 min. total, 538.8 MB
marrow_each v5 234 games, 185121 moves, e=0.817, loss: 5.5, -, 41.3% elo% vs. v3, avg. reward: -8.152, 2.748 sec/game, 9.3 min. total, 539.4 MB
marrow_each v5 235 games, 186053 moves, e=0.816, loss: 5.5, +, 44.0% elo% vs. v3, avg. reward: -8.137, 2.754 sec/game, 9.3 min. total, 539.5 MB
marrow_each v5 236 games, 186850 moves, e=0.815, loss: 5.4, +, 46.5% elo% vs. v3, avg. reward: -8.136, 2.760 sec/game, 9.4 min. total, 538.1 MB
marrow_each v5 237 games, 187741 moves, e=0.814, loss: 5.4, -, 44.4% elo% vs. v3, avg. reward: -8.122, 2.759 sec/game, 9.4 min. total, 539.7 MB
marrow_each v5 238 games, 188570 moves, e=0.813, loss: 5.3, +, 46.9% elo% vs. v3, avg. reward: -8.112, 2.740 sec/game, 9.5 min. total, 539.7 MB
marrow_each v5 239 games, 189536 moves, e=0.812, loss: 5.4, ., 47.1% elo% vs. v3, avg. reward: -8.085, 2.744 sec/game, 9.5 min. total, 538.6 MB
marrow_each v5 240 games, 190365 moves, e=0.812, loss: 5.4, -, 44.9% elo% vs. v3, avg. reward: -8.090, 2.760 sec/game, 9.5 min. total, 541.5 MB
marrow_each v5 241 games, 191301 moves, e=0.811, loss: 5.5, -, 42.9% elo% vs. v3, avg. reward: -8.062, 2.740 sec/game, 9.6 min. total, 541.3 MB
marrow_each v5 242 games, 192267 moves, e=0.810, loss: 5.4, -, 41.0% elo% vs. v3, avg. reward: -8.048, 2.737 sec/game, 9.6 min. total, 541.1 MB
marrow_each v5 243 games, 193173 moves, e=0.809, loss: 5.6, -, 39.2% elo% vs. v3, avg. reward: -8.028, 2.758 sec/game, 9.7 min. total, 540.7 MB
marrow_each v5 244 games, 194089 moves, e=0.808, loss: 5.6, +, 41.9% elo% vs. v3, avg. reward: -8.013, 2.764 sec/game, 9.7 min. total, 542.7 MB
marrow_each v5 245 games, 195014 moves, e=0.807, loss: 5.4, -, 40.0% elo% vs. v3, avg. reward: -8.003, 2.784 sec/game, 9.8 min. total, 542.8 MB
marrow_each v5 246 games, 195896 moves, e=0.806, loss: 5.1, +, 42.7% elo% vs. v3, avg. reward: -8.006, 2.787 sec/game, 9.8 min. total, 543.5 MB
marrow_each v5 247 games, 196762 moves, e=0.805, loss: 5.0, -, 40.8% elo% vs. v3, avg. reward: -7.989, 2.785 sec/game, 9.9 min. total, 543.0 MB
marrow_each v5 248 games, 197650 moves, e=0.804, loss: 5.3, -, 39.0% elo% vs. v3, avg. reward: -7.976, 2.803 sec/game, 9.9 min. total, 545.0 MB
marrow_each v5 249 games, 198516 moves, e=0.803, loss: 5.2, -, 37.3% elo% vs. v3, avg. reward: -7.962, 2.802 sec/game, 10.0 min. total, 544.9 MB
marrow_each v5 250 games, 199433 moves, e=0.803, loss: 4.9, -, 35.7% elo% vs. v3, avg. reward: -7.955, 2.821 sec/game, 10.0 min. total, 545.5 MB
marrow_each v5 251 games, 200336 moves, e=0.802, loss: 4.9, +, 38.4% elo% vs. v3, avg. reward: -7.932, 2.804 sec/game, 10.1 min. total, 543.8 MB
marrow_each v5 252 games, 201148 moves, e=0.801, loss: 5.3, -, 36.8% elo% vs. v3, avg. reward: -7.926, 2.785 sec/game, 10.1 min. total, 545.3 MB
marrow_each v5 253 games, 201995 moves, e=0.800, loss: 5.5, -, 35.2% elo% vs. v3, avg. reward: -7.914, 2.800 sec/game, 10.2 min. total, 543.6 MB
marrow_each v5 254 games, 202992 moves, e=0.799, loss: 5.3, ., 35.8% elo% vs. v3, avg. reward: -7.880, 2.786 sec/game, 10.2 min. total, 545.4 MB
marrow_each v5 255 games, 204037 moves, e=0.798, loss: 5.4, +, 38.6% elo% vs. v3, avg. reward: -7.871, 2.818 sec/game, 10.3 min. total, 545.4 MB
marrow_each v5 256 games, 205039 moves, e=0.797, loss: 5.5, +, 41.3% elo% vs. v3, avg. reward: -7.847, 2.834 sec/game, 10.3 min. total, 544.9 MB
marrow_each v5 257 games, 206000 moves, e=0.796, loss: 5.9, +, 44.0% elo% vs. v3, avg. reward: -7.827, 2.852 sec/game, 10.4 min. total, 547.3 MB
marrow_each v5 258 games, 206998 moves, e=0.795, loss: 5.9, +, 46.5% elo% vs. v3, avg. reward: -7.810, 2.873 sec/game, 10.4 min. total, 546.4 MB
marrow_each v5 259 games, 207755 moves, e=0.794, loss: 6.1, -, 44.4% elo% vs. v3, avg. reward: -7.814, 2.852 sec/game, 10.4 min. total, 548.9 MB
marrow_each v5 260 games, 208750 moves, e=0.793, loss: 6.0, -, 42.4% elo% vs. v3, avg. reward: -7.792, 2.867 sec/game, 10.5 min. total, 547.2 MB
marrow_each v5 261 games, 209494 moves, e=0.793, loss: 5.7, -, 40.5% elo% vs. v3, avg. reward: -7.774, 2.847 sec/game, 10.5 min. total, 547.2 MB
marrow_each v5 262 games, 210255 moves, e=0.792, loss: 5.5, +, 43.2% elo% vs. v3, avg. reward: -7.785, 2.814 sec/game, 10.6 min. total, 548.9 MB
marrow_each v5 263 games, 211162 moves, e=0.791, loss: 5.6, -, 41.2% elo% vs. v3, avg. reward: -7.765, 2.813 sec/game, 10.6 min. total, 548.8 MB
marrow_each v5 264 games, 211978 moves, e=0.790, loss: 5.5, -, 39.4% elo% vs. v3, avg. reward: -7.758, 2.811 sec/game, 10.7 min. total, 549.3 MB
marrow_each v5 265 games, 212887 moves, e=0.789, loss: 5.4, +, 42.1% elo% vs. v3, avg. reward: -7.756, 2.812 sec/game, 10.7 min. total, 552.0 MB
marrow_each v5 266 games, 213883 moves, e=0.788, loss: 5.1, -, 40.2% elo% vs. v3, avg. reward: -7.744, 2.820 sec/game, 10.8 min. total, 550.3 MB
marrow_each v5 267 games, 214768 moves, e=0.787, loss: 5.1, -, 38.4% elo% vs. v3, avg. reward: -7.752, 2.826 sec/game, 10.8 min. total, 550.3 MB
marrow_each v5 268 games, 215600 moves, e=0.787, loss: 5.1, -, 36.8% elo% vs. v3, avg. reward: -7.752, 2.828 sec/game, 10.9 min. total, 550.3 MB
marrow_each v5 269 games, 216478 moves, e=0.786, loss: 5.3, -, 35.2% elo% vs. v3, avg. reward: -7.758, 2.833 sec/game, 10.9 min. total, 550.8 MB
marrow_each v5 270 games, 217395 moves, e=0.785, loss: 5.3, -, 33.8% elo% vs. v3, avg. reward: -7.754, 2.809 sec/game, 11.0 min. total, 550.8 MB
marrow_each v5 271 games, 218474 moves, e=0.784, loss: 5.5, ., 34.4% elo% vs. v3, avg. reward: -7.730, 2.835 sec/game, 11.0 min. total, 551.6 MB
marrow_each v5 272 games, 219323 moves, e=0.783, loss: 5.3, +, 37.2% elo% vs. v3, avg. reward: -7.729, 2.855 sec/game, 11.1 min. total, 551.6 MB
marrow_each v5 273 games, 220218 moves, e=0.782, loss: 5.4, -, 35.6% elo% vs. v3, avg. reward: -7.710, 2.857 sec/game, 11.1 min. total, 551.3 MB
marrow_each v5 274 games, 221061 moves, e=0.781, loss: 5.5, +, 38.4% elo% vs. v3, avg. reward: -7.706, 2.855 sec/game, 11.1 min. total, 553.1 MB
marrow_each v5 275 games, 222017 moves, e=0.780, loss: 5.7, -, 36.7% elo% vs. v3, avg. reward: -7.700, 2.819 sec/game, 11.2 min. total, 552.3 MB
marrow_each v5 276 games, 222914 moves, e=0.779, loss: 5.4, -, 35.2% elo% vs. v3, avg. reward: -7.701, 2.818 sec/game, 11.2 min. total, 554.5 MB
marrow_each v5 277 games, 223716 moves, e=0.779, loss: 5.7, -, 33.7% elo% vs. v3, avg. reward: -7.710, 2.783 sec/game, 11.3 min. total, 554.5 MB
marrow_each v5 278 games, 224643 moves, e=0.778, loss: 5.5, +, 36.5% elo% vs. v3, avg. reward: -7.702, 2.781 sec/game, 11.3 min. total, 558.5 MB
marrow_each v5 279 games, 225502 moves, e=0.777, loss: 5.2, +, 39.2% elo% vs. v3, avg. reward: -7.699, 2.791 sec/game, 11.4 min. total, 556.6 MB
marrow_each v5 280 games, 226573 moves, e=0.776, loss: 5.0, +, 41.9% elo% vs. v3, avg. reward: -7.668, 2.814 sec/game, 11.4 min. total, 557.0 MB
marrow_each v5 281 games, 227441 moves, e=0.775, loss: 5.1, ., 42.3% elo% vs. v3, avg. reward: -7.669, 2.817 sec/game, 11.5 min. total, 557.1 MB
marrow_each v5 282 games, 228345 moves, e=0.774, loss: 5.2, +, 44.9% elo% vs. v3, avg. reward: -7.651, 2.836 sec/game, 11.5 min. total, 558.7 MB
marrow_each v5 283 games, 229302 moves, e=0.773, loss: 5.2, -, 42.9% elo% vs. v3, avg. reward: -7.632, 2.854 sec/game, 11.6 min. total, 558.8 MB
marrow_each v5 284 games, 230110 moves, e=0.772, loss: 5.0, ., 43.2% elo% vs. v3, avg. reward: -7.618, 2.841 sec/game, 11.6 min. total, 557.3 MB
marrow_each v5 285 games, 230894 moves, e=0.771, loss: 5.1, -, 41.3% elo% vs. v3, avg. reward: -7.633, 2.825 sec/game, 11.7 min. total, 558.8 MB
marrow_each v5 286 games, 231830 moves, e=0.770, loss: 5.1, -, 39.4% elo% vs. v3, avg. reward: -7.632, 2.838 sec/game, 11.7 min. total, 558.8 MB
marrow_each v5 287 games, 232668 moves, e=0.770, loss: 5.0, +, 42.1% elo% vs. v3, avg. reward: -7.622, 2.822 sec/game, 11.8 min. total, 558.9 MB
marrow_each v5 288 games, 233558 moves, e=0.769, loss: 5.0, +, 44.7% elo% vs. v3, avg. reward: -7.618, 2.821 sec/game, 11.8 min. total, 559.7 MB
marrow_each v5 289 games, 234552 moves, e=0.768, loss: 5.3, -, 42.7% elo% vs. v3, avg. reward: -7.608, 2.837 sec/game, 11.9 min. total, 561.0 MB
marrow_each v5 290 games, 235483 moves, e=0.767, loss: 5.7, -, 40.8% elo% vs. v3, avg. reward: -7.600, 2.840 sec/game, 11.9 min. total, 559.5 MB
marrow_each v5 291 games, 236388 moves, e=0.766, loss: 5.6, -, 39.0% elo% vs. v3, avg. reward: -7.593, 2.818 sec/game, 11.9 min. total, 559.4 MB
marrow_each v5 292 games, 237326 moves, e=0.765, loss: 5.7, -, 37.3% elo% vs. v3, avg. reward: -7.593, 2.836 sec/game, 12.0 min. total, 561.2 MB
marrow_each v5 293 games, 238309 moves, e=0.764, loss: 5.5, -, 35.7% elo% vs. v3, avg. reward: -7.591, 2.844 sec/game, 12.1 min. total, 561.2 MB
marrow_each v5 294 games, 239228 moves, e=0.763, loss: 5.7, +, 38.5% elo% vs. v3, avg. reward: -7.586, 2.846 sec/game, 12.1 min. total, 560.1 MB
marrow_each v5 295 games, 240193 moves, e=0.762, loss: 6.0, -, 36.8% elo% vs. v3, avg. reward: -7.586, 2.862 sec/game, 12.2 min. total, 561.9 MB
marrow_each v5 296 games, 241004 moves, e=0.761, loss: 5.8, -, 35.2% elo% vs. v3, avg. reward: -7.607, 2.850 sec/game, 12.2 min. total, 563.7 MB
marrow_each v5 297 games, 242061 moves, e=0.760, loss: 6.1, -, 33.8% elo% vs. v3, avg. reward: -7.603, 2.907 sec/game, 12.3 min. total, 563.7 MB
marrow_each v5 298 games, 243114 moves, e=0.759, loss: 5.8, -, 32.4% elo% vs. v3, avg. reward: -7.596, 2.910 sec/game, 12.3 min. total, 562.2 MB
marrow_each v5 299 games, 244040 moves, e=0.758, loss: 5.9, +, 35.2% elo% vs. v3, avg. reward: -7.584, 2.923 sec/game, 12.4 min. total, 562.5 MB
marrow_each v5 300 games, 244962 moves, e=0.757, loss: 5.9, -, 33.7% elo% vs. v3, avg. reward: -7.579, 2.894 sec/game, 12.4 min. total, 562.6 MB
marrow_each v6 301 games, 245947 moves, e=0.757, loss: 6.1, +, 52.3% elo% vs. v3, avg. reward: -7.569, 2.936 sec/game, 12.5 min. total, 564.1 MB
marrow_each v6 302 games, 246966 moves, e=0.756, loss: 6.2, +, 54.5% elo% vs. v3, avg. reward: -7.546, 2.959 sec/game, 12.5 min. total, 565.1 MB
marrow_each v6 303 games, 247842 moves, e=0.755, loss: 5.9, +, 56.6% elo% vs. v3, avg. reward: -7.550, 2.942 sec/game, 12.6 min. total, 563.9 MB
marrow_each v6 304 games, 248954 moves, e=0.754, loss: 5.7, +, 58.5% elo% vs. v3, avg. reward: -7.538, 2.977 sec/game, 12.6 min. total, 565.7 MB
marrow_each v6 305 games, 249896 moves, e=0.753, loss: 5.8, -, 55.9% elo% vs. v3, avg. reward: -7.534, 3.009 sec/game, 12.7 min. total, 565.6 MB
marrow_each v6 306 games, 250964 moves, e=0.752, loss: 5.8, -, 53.3% elo% vs. v3, avg. reward: -7.525, 3.010 sec/game, 12.7 min. total, 567.3 MB
marrow_each v6 307 games, 251869 moves, e=0.751, loss: 5.7, -, 50.9% elo% vs. v3, avg. reward: -7.504, 3.029 sec/game, 12.8 min. total, 567.1 MB
marrow_each v6 308 games, 252765 moves, e=0.750, loss: 5.5, ., 50.8% elo% vs. v3, avg. reward: -7.496, 3.029 sec/game, 12.8 min. total, 565.6 MB
marrow_each v6 309 games, 253852 moves, e=0.749, loss: 5.4, -, 48.5% elo% vs. v3, avg. reward: -7.466, 3.050 sec/game, 12.9 min. total, 567.2 MB
marrow_each v6 310 games, 254756 moves, e=0.748, loss: 5.6, ., 48.6% elo% vs. v3, avg. reward: -7.466, 3.050 sec/game, 12.9 min. total, 567.2 MB
marrow_each v6 311 games, 255816 moves, e=0.747, loss: 5.2, -, 46.3% elo% vs. v3, avg. reward: -7.447, 3.072 sec/game, 13.0 min. total, 566.6 MB
marrow_each v6 312 games, 256817 moves, e=0.746, loss: 5.2, -, 44.2% elo% vs. v3, avg. reward: -7.430, 3.077 sec/game, 13.0 min. total, 570.6 MB
marrow_each v6 313 games, 257688 moves, e=0.745, loss: 5.2, -, 42.2% elo% vs. v3, avg. reward: -7.428, 3.068 sec/game, 13.1 min. total, 572.9 MB
