justness_pawing v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 304.0 MB
justness_pawing v20 1332 games, 2925754 moves, e=0.010, loss: 387.8, -, 15.8% elo% vs. simple_bot, avg. reward: 3.357, 4.821 sec/game, 75.4 min. total, 782.7 MB
justness_pawing v20 1333 games, 2928450 moves, e=0.010, loss: 373.1, -, 15.4% elo% vs. simple_bot, avg. reward: 3.359, 4.850 sec/game, 75.5 min. total, 786.5 MB
justness_pawing v20 1334 games, 2930964 moves, e=0.010, loss: 399.1, -, 15.1% elo% vs. simple_bot, avg. reward: 3.359, 4.855 sec/game, 75.6 min. total, 787.4 MB
justness_pawing v20 1335 games, 2933661 moves, e=0.010, loss: 375.0, -, 14.7% elo% vs. simple_bot, avg. reward: 3.361, 4.876 sec/game, 75.7 min. total, 789.7 MB
justness_pawing v20 1336 games, 2936181 moves, e=0.010, loss: 371.9, -, 14.4% elo% vs. simple_bot, avg. reward: 3.359, 4.886 sec/game, 75.8 min. total, 789.9 MB
justness_pawing v20 1337 games, 2938820 moves, e=0.010, loss: 365.2, -, 14.0% elo% vs. simple_bot, avg. reward: 3.361, 4.909 sec/game, 75.9 min. total, 789.0 MB
justness_pawing v20 1338 games, 2941383 moves, e=0.010, loss: 312.2, -, 13.7% elo% vs. simple_bot, avg. reward: 3.362, 4.920 sec/game, 76.0 min. total, 791.1 MB
justness_pawing v20 1339 games, 2944031 moves, e=0.010, loss: 295.4, -, 13.4% elo% vs. simple_bot, avg. reward: 3.364, 4.953 sec/game, 76.0 min. total, 790.1 MB
justness_pawing v20 1340 games, 2946571 moves, e=0.010, loss: 276.1, -, 13.1% elo% vs. simple_bot, avg. reward: 3.367, 4.970 sec/game, 76.1 min. total, 791.9 MB
justness_pawing v20 1341 games, 2949019 moves, e=0.010, loss: 342.2, -, 12.9% elo% vs. simple_bot, avg. reward: 3.366, 4.969 sec/game, 76.2 min. total, 789.5 MB
justness_pawing v20 1342 games, 2951393 moves, e=0.010, loss: 351.9, -, 12.6% elo% vs. simple_bot, avg. reward: 3.364, 4.955 sec/game, 76.3 min. total, 786.7 MB
justness_pawing v20 1343 games, 2953751 moves, e=0.010, loss: 374.5, -, 12.4% elo% vs. simple_bot, avg. reward: 3.360, 4.953 sec/game, 76.4 min. total, 783.9 MB
justness_pawing v20 1344 games, 2956212 moves, e=0.010, loss: 379.8, -, 12.1% elo% vs. simple_bot, avg. reward: 3.362, 4.947 sec/game, 76.4 min. total, 784.1 MB
justness_pawing v20 1345 games, 2958680 moves, e=0.010, loss: 416.5, -, 11.9% elo% vs. simple_bot, avg. reward: 3.358, 4.928 sec/game, 76.5 min. total, 785.0 MB
justness_pawing v20 1346 games, 2961157 moves, e=0.010, loss: 434.3, -, 11.7% elo% vs. simple_bot, avg. reward: 3.353, 4.920 sec/game, 76.6 min. total, 792.8 MB
justness_pawing v20 1347 games, 2963523 moves, e=0.010, loss: 421.8, -, 11.4% elo% vs. simple_bot, avg. reward: 3.351, 4.908 sec/game, 76.7 min. total, 788.9 MB
justness_pawing v20 1348 games, 2965880 moves, e=0.010, loss: 429.8, -, 11.2% elo% vs. simple_bot, avg. reward: 3.349, 4.892 sec/game, 76.7 min. total, 789.9 MB
justness_pawing v20 1349 games, 2968238 moves, e=0.010, loss: 444.6, -, 11.0% elo% vs. simple_bot, avg. reward: 3.349, 4.893 sec/game, 76.8 min. total, 788.6 MB
justness_pawing v20 1350 games, 2970669 moves, e=0.010, loss: 512.3, -, 10.8% elo% vs. simple_bot, avg. reward: 3.351, 4.893 sec/game, 76.9 min. total, 787.4 MB
justness_pawing v20 1351 games, 2973064 moves, e=0.010, loss: 502.7, -, 10.6% elo% vs. simple_bot, avg. reward: 3.349, 4.891 sec/game, 77.0 min. total, 788.1 MB
justness_pawing v20 1352 games, 2975491 moves, e=0.010, loss: 510.2, -, 10.4% elo% vs. simple_bot, avg. reward: 3.348, 4.868 sec/game, 77.1 min. total, 788.1 MB
justness_pawing v20 1353 games, 2977950 moves, e=0.010, loss: 456.9, -, 10.3% elo% vs. simple_bot, avg. reward: 3.349, 4.842 sec/game, 77.1 min. total, 792.1 MB
justness_pawing v20 1354 games, 2980525 moves, e=0.010, loss: 487.8, -, 10.1% elo% vs. simple_bot, avg. reward: 3.349, 4.855 sec/game, 77.2 min. total, 792.7 MB
justness_pawing v20 1355 games, 2983078 moves, e=0.010, loss: 432.0, -, 9.9% elo% vs. simple_bot, avg. reward: 3.348, 4.843 sec/game, 77.3 min. total, 793.5 MB
justness_pawing v20 1356 games, 2985585 moves, e=0.010, loss: 415.8, -, 9.8% elo% vs. simple_bot, avg. reward: 3.346, 4.837 sec/game, 77.4 min. total, 793.2 MB
justness_pawing v20 1357 games, 2987964 moves, e=0.010, loss: 487.9, -, 9.6% elo% vs. simple_bot, avg. reward: 3.346, 4.824 sec/game, 77.5 min. total, 793.8 MB
justness_pawing v20 1358 games, 2990345 moves, e=0.010, loss: 633.9, -, 9.5% elo% vs. simple_bot, avg. reward: 3.344, 4.819 sec/game, 77.6 min. total, 792.3 MB
justness_pawing v20 1359 games, 2992733 moves, e=0.010, loss: 658.4, -, 9.3% elo% vs. simple_bot, avg. reward: 3.343, 4.786 sec/game, 77.6 min. total, 791.0 MB
justness_pawing v20 1360 games, 2995112 moves, e=0.010, loss: 629.2, -, 9.2% elo% vs. simple_bot, avg. reward: 3.341, 4.769 sec/game, 77.7 min. total, 790.1 MB
justness_pawing v20 1361 games, 2997469 moves, e=0.010, loss: 744.7, -, 9.0% elo% vs. simple_bot, avg. reward: 3.342, 4.756 sec/game, 77.8 min. total, 790.6 MB
justness_pawing v20 1362 games, 2999878 moves, e=0.010, loss: 607.8, -, 8.9% elo% vs. simple_bot, avg. reward: 3.345, 4.773 sec/game, 77.9 min. total, 791.8 MB
justness_pawing v20 1363 games, 3002308 moves, e=0.010, loss: 544.4, -, 8.8% elo% vs. simple_bot, avg. reward: 3.343, 4.777 sec/game, 77.9 min. total, 790.8 MB
justness_pawing v20 1364 games, 3004759 moves, e=0.010, loss: 491.2, -, 8.6% elo% vs. simple_bot, avg. reward: 3.345, 4.777 sec/game, 78.0 min. total, 792.3 MB
justness_pawing v20 1365 games, 3007490 moves, e=0.010, loss: 509.3, -, 8.5% elo% vs. simple_bot, avg. reward: 3.349, 4.810 sec/game, 78.1 min. total, 796.5 MB
justness_pawing v20 1366 games, 3010092 moves, e=0.010, loss: 530.7, -, 8.4% elo% vs. simple_bot, avg. reward: 3.347, 4.810 sec/game, 78.2 min. total, 801.0 MB
justness_pawing v20 1367 games, 3012749 moves, e=0.010, loss: 562.7, -, 8.3% elo% vs. simple_bot, avg. reward: 3.350, 4.843 sec/game, 78.3 min. total, 804.5 MB
justness_pawing v20 1368 games, 3015243 moves, e=0.010, loss: 565.0, -, 8.1% elo% vs. simple_bot, avg. reward: 3.350, 4.865 sec/game, 78.4 min. total, 805.2 MB
justness_pawing v20 1369 games, 3017748 moves, e=0.010, loss: 642.4, -, 8.0% elo% vs. simple_bot, avg. reward: 3.350, 4.876 sec/game, 78.5 min. total, 803.2 MB
justness_pawing v20 1370 games, 3020209 moves, e=0.010, loss: 627.2, -, 7.9% elo% vs. simple_bot, avg. reward: 3.352, 4.873 sec/game, 78.5 min. total, 802.7 MB
justness_pawing v20 1371 games, 3022720 moves, e=0.010, loss: 534.3, -, 7.8% elo% vs. simple_bot, avg. reward: 3.349, 4.881 sec/game, 78.6 min. total, 801.5 MB
justness_pawing v20 1372 games, 3025284 moves, e=0.010, loss: 523.7, -, 7.7% elo% vs. simple_bot, avg. reward: 3.349, 4.885 sec/game, 78.7 min. total, 803.3 MB
justness_pawing v20 1373 games, 3027908 moves, e=0.010, loss: 506.9, -, 7.6% elo% vs. simple_bot, avg. reward: 3.350, 4.899 sec/game, 78.8 min. total, 804.4 MB
justness_pawing v20 1374 games, 3030347 moves, e=0.010, loss: 460.7, -, 7.5% elo% vs. simple_bot, avg. reward: 3.346, 4.885 sec/game, 78.9 min. total, 807.3 MB
justness_pawing v20 1375 games, 3032904 moves, e=0.010, loss: 495.8, -, 7.4% elo% vs. simple_bot, avg. reward: 3.347, 4.889 sec/game, 78.9 min. total, 807.4 MB
justness_pawing v20 1376 games, 3035389 moves, e=0.010, loss: 480.2, -, 7.3% elo% vs. simple_bot, avg. reward: 3.349, 4.897 sec/game, 79.0 min. total, 805.5 MB
justness_pawing v20 1377 games, 3037851 moves, e=0.010, loss: 525.2, -, 7.2% elo% vs. simple_bot, avg. reward: 3.346, 4.898 sec/game, 79.1 min. total, 805.2 MB
justness_pawing v20 1378 games, 3040281 moves, e=0.010, loss: 579.4, -, 7.2% elo% vs. simple_bot, avg. reward: 3.343, 4.896 sec/game, 79.2 min. total, 805.5 MB
justness_pawing v20 1379 games, 3042746 moves, e=0.010, loss: 612.6, -, 7.1% elo% vs. simple_bot, avg. reward: 3.341, 4.914 sec/game, 79.3 min. total, 804.2 MB
justness_pawing v20 1380 games, 3045243 moves, e=0.010, loss: 706.6, -, 7.0% elo% vs. simple_bot, avg. reward: 3.337, 4.913 sec/game, 79.4 min. total, 803.9 MB
justness_pawing v20 1381 games, 3047644 moves, e=0.010, loss: 823.9, -, 6.9% elo% vs. simple_bot, avg. reward: 3.336, 4.925 sec/game, 79.4 min. total, 804.0 MB
justness_pawing v20 1382 games, 3050171 moves, e=0.010, loss: 841.7, -, 6.8% elo% vs. simple_bot, avg. reward: 3.336, 4.933 sec/game, 79.5 min. total, 805.4 MB
justness_pawing v20 1383 games, 3052818 moves, e=0.010, loss: 718.1, -, 6.7% elo% vs. simple_bot, avg. reward: 3.335, 4.966 sec/game, 79.6 min. total, 807.7 MB
justness_pawing v20 1384 games, 3055550 moves, e=0.010, loss: 623.2, -, 6.7% elo% vs. simple_bot, avg. reward: 3.336, 4.990 sec/game, 79.7 min. total, 811.2 MB
justness_pawing v20 1385 games, 3058247 moves, e=0.010, loss: 579.0, -, 6.6% elo% vs. simple_bot, avg. reward: 3.335, 4.977 sec/game, 79.8 min. total, 814.7 MB
justness_pawing v20 1386 games, 3061009 moves, e=0.010, loss: 615.5, -, 6.5% elo% vs. simple_bot, avg. reward: 3.335, 4.999 sec/game, 79.9 min. total, 817.9 MB
justness_pawing v20 1387 games, 3063517 moves, e=0.010, loss: 720.7, -, 6.4% elo% vs. simple_bot, avg. reward: 3.335, 4.984 sec/game, 79.9 min. total, 818.7 MB
justness_pawing v20 1388 games, 3065966 moves, e=0.010, loss: 658.5, -, 6.4% elo% vs. simple_bot, avg. reward: 3.332, 4.977 sec/game, 80.0 min. total, 816.3 MB
justness_pawing v20 1389 games, 3068435 moves, e=0.010, loss: 659.3, -, 6.3% elo% vs. simple_bot, avg. reward: 3.333, 4.985 sec/game, 80.1 min. total, 814.1 MB
justness_pawing v20 1390 games, 3071003 moves, e=0.010, loss: 661.4, -, 6.2% elo% vs. simple_bot, avg. reward: 3.333, 4.998 sec/game, 80.2 min. total, 812.7 MB
justness_pawing v20 1391 games, 3073593 moves, e=0.010, loss: 586.5, -, 6.2% elo% vs. simple_bot, avg. reward: 3.334, 5.002 sec/game, 80.3 min. total, 816.0 MB
justness_pawing v20 1392 games, 3076075 moves, e=0.010, loss: 598.3, -, 6.1% elo% vs. simple_bot, avg. reward: 3.330, 4.997 sec/game, 80.4 min. total, 816.5 MB
justness_pawing v20 1393 games, 3078506 moves, e=0.010, loss: 523.7, -, 6.0% elo% vs. simple_bot, avg. reward: 3.328, 4.983 sec/game, 80.4 min. total, 816.4 MB
justness_pawing v20 1394 games, 3080924 moves, e=0.010, loss: 491.9, -, 6.0% elo% vs. simple_bot, avg. reward: 3.327, 4.979 sec/game, 80.5 min. total, 814.0 MB
justness_pawing v20 1395 games, 3083306 moves, e=0.010, loss: 498.8, -, 5.9% elo% vs. simple_bot, avg. reward: 3.327, 4.963 sec/game, 80.6 min. total, 812.1 MB
justness_pawing v20 1396 games, 3085639 moves, e=0.010, loss: 569.7, -, 5.8% elo% vs. simple_bot, avg. reward: 3.326, 4.944 sec/game, 80.7 min. total, 811.0 MB
justness_pawing v20 1397 games, 3088050 moves, e=0.010, loss: 560.9, -, 5.8% elo% vs. simple_bot, avg. reward: 3.326, 4.933 sec/game, 80.8 min. total, 810.0 MB
justness_pawing v20 1398 games, 3090516 moves, e=0.010, loss: 541.6, -, 5.7% elo% vs. simple_bot, avg. reward: 3.326, 4.934 sec/game, 80.8 min. total, 812.0 MB
justness_pawing v20 1399 games, 3092872 moves, e=0.010, loss: 503.8, -, 5.7% elo% vs. simple_bot, avg. reward: 3.326, 4.930 sec/game, 80.9 min. total, 813.1 MB
justness_pawing v20 1400 games, 3095498 moves, e=0.010, loss: 466.4, -, 5.6% elo% vs. simple_bot, avg. reward: 3.330, 4.950 sec/game, 81.0 min. total, 815.4 MB
justness_pawing v21 1401 games, 3098216 moves, e=0.010, loss: 508.4, -, 47.7% elo% vs. simple_bot, avg. reward: 3.330, 4.977 sec/game, 81.1 min. total, 819.3 MB
justness_pawing v21 1402 games, 3101012 moves, e=0.010, loss: 521.6, -, 45.5% elo% vs. simple_bot, avg. reward: 3.332, 5.005 sec/game, 81.2 min. total, 822.2 MB
justness_pawing v21 1403 games, 3103717 moves, e=0.010, loss: 502.3, -, 43.4% elo% vs. simple_bot, avg. reward: 3.333, 4.993 sec/game, 81.3 min. total, 824.2 MB
justness_pawing v21 1404 games, 3106200 moves, e=0.010, loss: 481.0, -, 41.5% elo% vs. simple_bot, avg. reward: 3.331, 4.982 sec/game, 81.4 min. total, 824.2 MB
justness_pawing v21 1405 games, 3108632 moves, e=0.010, loss: 500.3, -, 39.6% elo% vs. simple_bot, avg. reward: 3.330, 4.958 sec/game, 81.4 min. total, 821.2 MB
justness_pawing v21 1406 games, 3111083 moves, e=0.010, loss: 576.5, -, 37.9% elo% vs. simple_bot, avg. reward: 3.331, 4.925 sec/game, 81.5 min. total, 817.1 MB
justness_pawing v21 1407 games, 3113432 moves, e=0.010, loss: 574.6, -, 36.3% elo% vs. simple_bot, avg. reward: 3.330, 4.908 sec/game, 81.6 min. total, 814.6 MB
justness_pawing v21 1408 games, 3115786 moves, e=0.010, loss: 703.4, -, 34.8% elo% vs. simple_bot, avg. reward: 3.330, 4.905 sec/game, 81.7 min. total, 816.2 MB
justness_pawing v21 1409 games, 3118211 moves, e=0.010, loss: 723.7, -, 33.3% elo% vs. simple_bot, avg. reward: 3.330, 4.892 sec/game, 81.7 min. total, 816.4 MB
justness_pawing v21 1410 games, 3120549 moves, e=0.010, loss: 849.7, -, 32.0% elo% vs. simple_bot, avg. reward: 3.327, 4.874 sec/game, 81.8 min. total, 820.3 MB
justness_pawing v21 1411 games, 3122830 moves, e=0.010, loss: 983.3, -, 30.7% elo% vs. simple_bot, avg. reward: 3.328, 4.844 sec/game, 81.9 min. total, 816.6 MB
justness_pawing v21 1412 games, 3125229 moves, e=0.010, loss: 946.7, -, 29.5% elo% vs. simple_bot, avg. reward: 3.329, 4.828 sec/game, 82.0 min. total, 817.7 MB
justness_pawing v21 1413 games, 3127661 moves, e=0.010, loss: 852.5, -, 28.4% elo% vs. simple_bot, avg. reward: 3.332, 4.826 sec/game, 82.1 min. total, 818.3 MB
justness_pawing v21 1414 games, 3130162 moves, e=0.010, loss: 817.3, -, 27.3% elo% vs. simple_bot, avg. reward: 3.332, 4.839 sec/game, 82.1 min. total, 819.2 MB
justness_pawing v21 1415 games, 3132646 moves, e=0.010, loss: 656.3, -, 26.4% elo% vs. simple_bot, avg. reward: 3.334, 4.839 sec/game, 82.2 min. total, 819.4 MB
justness_pawing v21 1416 games, 3135464 moves, e=0.010, loss: 587.5, -, 25.4% elo% vs. simple_bot, avg. reward: 3.338, 4.881 sec/game, 82.3 min. total, 824.0 MB
justness_pawing v21 1417 games, 3138364 moves, e=0.010, loss: 588.9, -, 24.5% elo% vs. simple_bot, avg. reward: 3.339, 4.929 sec/game, 82.4 min. total, 830.2 MB
justness_pawing v21 1418 games, 3140972 moves, e=0.010, loss: 603.4, -, 23.7% elo% vs. simple_bot, avg. reward: 3.340, 4.945 sec/game, 82.5 min. total, 831.9 MB
justness_pawing v21 1419 games, 3143629 moves, e=0.010, loss: 556.0, -, 22.9% elo% vs. simple_bot, avg. reward: 3.341, 4.972 sec/game, 82.6 min. total, 833.0 MB
justness_pawing v21 1420 games, 3146410 moves, e=0.010, loss: 542.7, -, 22.2% elo% vs. simple_bot, avg. reward: 3.345, 4.990 sec/game, 82.7 min. total, 833.2 MB
justness_pawing v21 1421 games, 3148927 moves, e=0.010, loss: 585.3, -, 21.5% elo% vs. simple_bot, avg. reward: 3.347, 4.970 sec/game, 82.7 min. total, 832.6 MB
justness_pawing v21 1422 games, 3151384 moves, e=0.010, loss: 492.0, -, 20.8% elo% vs. simple_bot, avg. reward: 3.346, 4.951 sec/game, 82.8 min. total, 831.1 MB
justness_pawing v21 1423 games, 3153769 moves, e=0.010, loss: 582.0, -, 20.2% elo% vs. simple_bot, avg. reward: 3.345, 4.916 sec/game, 82.9 min. total, 828.9 MB
justness_pawing v21 1424 games, 3156142 moves, e=0.010, loss: 804.5, -, 19.6% elo% vs. simple_bot, avg. reward: 3.345, 4.904 sec/game, 83.0 min. total, 825.8 MB
justness_pawing v21 1425 games, 3158493 moves, e=0.010, loss: 772.1, -, 19.1% elo% vs. simple_bot, avg. reward: 3.341, 4.890 sec/game, 83.1 min. total, 823.1 MB
justness_pawing v21 1426 games, 3160761 moves, e=0.010, loss: 873.6, -, 18.5% elo% vs. simple_bot, avg. reward: 3.339, 4.875 sec/game, 83.1 min. total, 827.3 MB
justness_pawing v21 1427 games, 3163100 moves, e=0.010, loss: 802.1, -, 18.0% elo% vs. simple_bot, avg. reward: 3.335, 4.881 sec/game, 83.2 min. total, 822.9 MB
justness_pawing v21 1428 games, 3165566 moves, e=0.010, loss: 891.6, -, 17.5% elo% vs. simple_bot, avg. reward: 3.336, 4.879 sec/game, 83.3 min. total, 822.9 MB
justness_pawing v21 1429 games, 3167979 moves, e=0.010, loss: 767.6, -, 17.1% elo% vs. simple_bot, avg. reward: 3.337, 4.871 sec/game, 83.4 min. total, 823.3 MB
justness_pawing v21 1430 games, 3170403 moves, e=0.010, loss: 712.2, -, 16.6% elo% vs. simple_bot, avg. reward: 3.336, 4.882 sec/game, 83.4 min. total, 825.3 MB
justness_pawing v21 1431 games, 3172893 moves, e=0.010, loss: 846.0, -, 16.2% elo% vs. simple_bot, avg. reward: 3.338, 4.904 sec/game, 83.5 min. total, 829.2 MB
justness_pawing v21 1432 games, 3175308 moves, e=0.010, loss: 911.0, -, 15.8% elo% vs. simple_bot, avg. reward: 3.337, 4.923 sec/game, 83.6 min. total, 829.9 MB
justness_pawing v21 1433 games, 3177655 moves, e=0.010, loss: 990.5, -, 15.4% elo% vs. simple_bot, avg. reward: 3.333, 4.916 sec/game, 83.7 min. total, 830.4 MB
justness_pawing v21 1434 games, 3180236 moves, e=0.010, loss: 1050.0, -, 15.1% elo% vs. simple_bot, avg. reward: 3.334, 4.912 sec/game, 83.8 min. total, 831.7 MB
justness_pawing v21 1435 games, 3182780 moves, e=0.010, loss: 1035.0, -, 14.7% elo% vs. simple_bot, avg. reward: 3.331, 4.923 sec/game, 83.9 min. total, 831.6 MB
justness_pawing v21 1436 games, 3185343 moves, e=0.010, loss: 1001.5, -, 14.4% elo% vs. simple_bot, avg. reward: 3.332, 4.897 sec/game, 83.9 min. total, 832.5 MB
justness_pawing v21 1437 games, 3187709 moves, e=0.010, loss: 896.2, -, 14.0% elo% vs. simple_bot, avg. reward: 3.330, 4.842 sec/game, 84.0 min. total, 831.5 MB
justness_pawing v21 1438 games, 3190244 moves, e=0.010, loss: 855.7, -, 13.7% elo% vs. simple_bot, avg. reward: 3.328, 4.833 sec/game, 84.1 min. total, 832.2 MB
justness_pawing v21 1439 games, 3192665 moves, e=0.010, loss: 916.5, -, 13.4% elo% vs. simple_bot, avg. reward: 3.324, 4.806 sec/game, 84.2 min. total, 832.4 MB
justness_pawing v21 1440 games, 3195041 moves, e=0.010, loss: 962.9, -, 13.1% elo% vs. simple_bot, avg. reward: 3.317, 4.772 sec/game, 84.3 min. total, 833.8 MB
justness_pawing v21 1441 games, 3197395 moves, e=0.010, loss: 887.4, -, 12.9% elo% vs. simple_bot, avg. reward: 3.314, 4.755 sec/game, 84.3 min. total, 835.5 MB
justness_pawing v21 1442 games, 3199876 moves, e=0.010, loss: 927.1, -, 12.6% elo% vs. simple_bot, avg. reward: 3.315, 4.751 sec/game, 84.4 min. total, 836.1 MB
justness_pawing v21 1443 games, 3202284 moves, e=0.010, loss: 888.9, -, 12.4% elo% vs. simple_bot, avg. reward: 3.314, 4.753 sec/game, 84.5 min. total, 836.0 MB
justness_pawing v21 1444 games, 3204804 moves, e=0.010, loss: 864.8, -, 12.1% elo% vs. simple_bot, avg. reward: 3.314, 4.764 sec/game, 84.6 min. total, 836.3 MB
justness_pawing v21 1445 games, 3207262 moves, e=0.010, loss: 852.7, -, 11.9% elo% vs. simple_bot, avg. reward: 3.315, 4.774 sec/game, 84.7 min. total, 836.4 MB
justness_pawing v21 1446 games, 3209741 moves, e=0.010, loss: 689.3, -, 11.7% elo% vs. simple_bot, avg. reward: 3.317, 4.795 sec/game, 84.7 min. total, 835.2 MB
justness_pawing v21 1447 games, 3212182 moves, e=0.010, loss: 687.7, -, 11.4% elo% vs. simple_bot, avg. reward: 3.318, 4.797 sec/game, 84.8 min. total, 836.8 MB
justness_pawing v21 1448 games, 3214607 moves, e=0.010, loss: 791.0, -, 11.2% elo% vs. simple_bot, avg. reward: 3.320, 4.803 sec/game, 84.9 min. total, 836.7 MB
justness_pawing v21 1449 games, 3217049 moves, e=0.010, loss: 873.7, -, 11.0% elo% vs. simple_bot, avg. reward: 3.322, 4.803 sec/game, 85.0 min. total, 836.5 MB
justness_pawing v21 1450 games, 3219469 moves, e=0.010, loss: 889.8, -, 10.8% elo% vs. simple_bot, avg. reward: 3.320, 4.793 sec/game, 85.0 min. total, 836.9 MB
justness_pawing v21 1451 games, 3222031 moves, e=0.010, loss: 880.0, -, 10.6% elo% vs. simple_bot, avg. reward: 3.321, 4.794 sec/game, 85.1 min. total, 839.3 MB
justness_pawing v21 1452 games, 3224575 moves, e=0.010, loss: 837.0, -, 10.4% elo% vs. simple_bot, avg. reward: 3.321, 4.787 sec/game, 85.2 min. total, 841.3 MB
justness_pawing v21 1453 games, 3226937 moves, e=0.010, loss: 851.9, -, 10.3% elo% vs. simple_bot, avg. reward: 3.321, 4.793 sec/game, 85.3 min. total, 842.0 MB
justness_pawing v21 1454 games, 3229244 moves, e=0.010, loss: 1031.8, -, 10.1% elo% vs. simple_bot, avg. reward: 3.314, 4.775 sec/game, 85.4 min. total, 842.7 MB
justness_pawing v21 1455 games, 3231596 moves, e=0.010, loss: 1012.4, -, 9.9% elo% vs. simple_bot, avg. reward: 3.313, 4.754 sec/game, 85.4 min. total, 841.3 MB
justness_pawing v21 1456 games, 3234027 moves, e=0.010, loss: 1105.1, -, 9.8% elo% vs. simple_bot, avg. reward: 3.309, 4.747 sec/game, 85.5 min. total, 841.6 MB
justness_pawing v21 1457 games, 3236514 moves, e=0.010, loss: 1055.7, -, 9.6% elo% vs. simple_bot, avg. reward: 3.309, 4.766 sec/game, 85.6 min. total, 841.2 MB
justness_pawing v21 1458 games, 3238874 moves, e=0.010, loss: 882.8, -, 9.5% elo% vs. simple_bot, avg. reward: 3.308, 4.746 sec/game, 85.7 min. total, 840.0 MB
justness_pawing v21 1459 games, 3241426 moves, e=0.010, loss: 785.1, -, 9.3% elo% vs. simple_bot, avg. reward: 3.309, 4.759 sec/game, 85.8 min. total, 841.2 MB
justness_pawing v21 1460 games, 3243938 moves, e=0.010, loss: 759.8, -, 9.2% elo% vs. simple_bot, avg. reward: 3.310, 4.769 sec/game, 85.8 min. total, 844.9 MB
justness_pawing v21 1461 games, 3246402 moves, e=0.010, loss: 852.8, -, 9.0% elo% vs. simple_bot, avg. reward: 3.311, 4.789 sec/game, 85.9 min. total, 844.9 MB
justness_pawing v21 1462 games, 3248952 moves, e=0.010, loss: 921.9, -, 8.9% elo% vs. simple_bot, avg. reward: 3.312, 4.784 sec/game, 86.0 min. total, 846.4 MB
justness_pawing v21 1463 games, 3251450 moves, e=0.010, loss: 909.9, -, 8.8% elo% vs. simple_bot, avg. reward: 3.312, 4.795 sec/game, 86.1 min. total, 845.1 MB
