corny_hush v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 302.8 MB
corny_hush v17 1041 games, 1562289 moves, e=0.010, loss: 2.4, +, 54.5% elo% vs. simple_bot, avg. reward: -0.496, 7.850 sec/game, 16.7 min. total, 530.8 MB
corny_hush v17 1042 games, 1565992 moves, e=0.010, loss: 2.5, +, 56.6% elo% vs. simple_bot, avg. reward: -0.495, 7.864 sec/game, 16.8 min. total, 531.8 MB
corny_hush v17 1043 games, 1569751 moves, e=0.010, loss: 2.6, +, 58.5% elo% vs. simple_bot, avg. reward: -0.495, 7.845 sec/game, 16.9 min. total, 532.6 MB
corny_hush v17 1044 games, 1573885 moves, e=0.010, loss: 2.4, +, 60.4% elo% vs. simple_bot, avg. reward: -0.492, 7.913 sec/game, 17.1 min. total, 532.8 MB
corny_hush v17 1045 games, 1577259 moves, e=0.010, loss: 2.7, +, 62.1% elo% vs. simple_bot, avg. reward: -0.495, 7.886 sec/game, 17.2 min. total, 533.7 MB
corny_hush v17 1046 games, 1581558 moves, e=0.010, loss: 2.7, -, 59.4% elo% vs. simple_bot, avg. reward: -0.493, 7.970 sec/game, 17.4 min. total, 533.6 MB
corny_hush v17 1047 games, 1584239 moves, e=0.010, loss: 3.5, -, 56.7% elo% vs. simple_bot, avg. reward: -0.500, 7.864 sec/game, 17.4 min. total, 535.5 MB
corny_hush v17 1048 games, 1587722 moves, e=0.010, loss: 4.0, +, 58.7% elo% vs. simple_bot, avg. reward: -0.501, 7.859 sec/game, 17.6 min. total, 537.4 MB
corny_hush v17 1049 games, 1591291 moves, e=0.010, loss: 3.5, +, 60.5% elo% vs. simple_bot, avg. reward: -0.499, 7.792 sec/game, 17.7 min. total, 536.8 MB
corny_hush v17 1050 games, 1594879 moves, e=0.010, loss: 2.7, +, 62.2% elo% vs. simple_bot, avg. reward: -0.501, 7.740 sec/game, 17.8 min. total, 539.1 MB
corny_hush v17 1051 games, 1598893 moves, e=0.010, loss: 2.1, +, 63.8% elo% vs. simple_bot, avg. reward: -0.502, 7.718 sec/game, 18.0 min. total, 538.6 MB
corny_hush v17 1052 games, 1602797 moves, e=0.010, loss: 2.2, -, 61.1% elo% vs. simple_bot, avg. reward: -0.502, 7.711 sec/game, 18.1 min. total, 540.0 MB
corny_hush v17 1053 games, 1606566 moves, e=0.010, loss: 2.0, +, 62.8% elo% vs. simple_bot, avg. reward: -0.502, 7.664 sec/game, 18.2 min. total, 542.4 MB
corny_hush v17 1054 games, 1609392 moves, e=0.010, loss: 2.2, +, 64.4% elo% vs. simple_bot, avg. reward: -0.509, 7.569 sec/game, 18.3 min. total, 543.8 MB
corny_hush v17 1055 games, 1613529 moves, e=0.010, loss: 2.8, -, 61.6% elo% vs. simple_bot, avg. reward: -0.504, 7.581 sec/game, 18.4 min. total, 541.1 MB
corny_hush v17 1056 games, 1617402 moves, e=0.010, loss: 2.9, +, 63.3% elo% vs. simple_bot, avg. reward: -0.501, 7.641 sec/game, 18.6 min. total, 541.1 MB
corny_hush v17 1057 games, 1621586 moves, e=0.010, loss: 2.3, ., 62.7% elo% vs. simple_bot, avg. reward: -0.493, 7.771 sec/game, 18.7 min. total, 540.1 MB
corny_hush v17 1058 games, 1625152 moves, e=0.010, loss: 2.3, +, 64.3% elo% vs. simple_bot, avg. reward: -0.493, 7.778 sec/game, 18.8 min. total, 540.0 MB
corny_hush v17 1059 games, 1629158 moves, e=0.010, loss: 2.3, -, 61.5% elo% vs. simple_bot, avg. reward: -0.486, 7.756 sec/game, 18.9 min. total, 543.7 MB
corny_hush v17 1060 games, 1632517 moves, e=0.010, loss: 2.6, +, 63.2% elo% vs. simple_bot, avg. reward: -0.485, 7.675 sec/game, 19.1 min. total, 541.7 MB
corny_hush v17 1061 games, 1636465 moves, e=0.010, loss: 2.2, +, 64.8% elo% vs. simple_bot, avg. reward: -0.484, 7.587 sec/game, 19.2 min. total, 544.2 MB
corny_hush v17 1062 games, 1640610 moves, e=0.010, loss: 2.1, +, 66.2% elo% vs. simple_bot, avg. reward: -0.481, 7.591 sec/game, 19.3 min. total, 543.4 MB
corny_hush v17 1063 games, 1644577 moves, e=0.010, loss: 1.6, -, 63.4% elo% vs. simple_bot, avg. reward: -0.479, 7.571 sec/game, 19.4 min. total, 546.2 MB
corny_hush v17 1064 games, 1647971 moves, e=0.010, loss: 2.0, -, 60.7% elo% vs. simple_bot, avg. reward: -0.477, 7.459 sec/game, 19.6 min. total, 547.3 MB
corny_hush v17 1065 games, 1652009 moves, e=0.010, loss: 2.4, -, 58.0% elo% vs. simple_bot, avg. reward: -0.476, 7.533 sec/game, 19.7 min. total, 549.8 MB
corny_hush v17 1066 games, 1655690 moves, e=0.010, loss: 2.7, -, 55.4% elo% vs. simple_bot, avg. reward: -0.478, 7.466 sec/game, 19.8 min. total, 547.6 MB
corny_hush v17 1067 games, 1659675 moves, e=0.010, loss: 3.1, +, 57.4% elo% vs. simple_bot, avg. reward: -0.478, 7.624 sec/game, 20.0 min. total, 546.7 MB
corny_hush v17 1068 games, 1663658 moves, e=0.010, loss: 2.9, +, 59.3% elo% vs. simple_bot, avg. reward: -0.477, 7.682 sec/game, 20.1 min. total, 549.0 MB
corny_hush v17 1069 games, 1667670 moves, e=0.010, loss: 2.0, +, 61.1% elo% vs. simple_bot, avg. reward: -0.470, 7.730 sec/game, 20.3 min. total, 549.6 MB
corny_hush v17 1070 games, 1671906 moves, e=0.010, loss: 1.6, -, 58.4% elo% vs. simple_bot, avg. reward: -0.467, 7.775 sec/game, 20.4 min. total, 550.6 MB
corny_hush v17 1071 games, 1675113 moves, e=0.010, loss: 1.9, -, 55.8% elo% vs. simple_bot, avg. reward: -0.471, 7.698 sec/game, 20.5 min. total, 553.1 MB
corny_hush v17 1072 games, 1677896 moves, e=0.010, loss: 3.0, +, 57.8% elo% vs. simple_bot, avg. reward: -0.473, 7.618 sec/game, 20.6 min. total, 549.4 MB
corny_hush v17 1073 games, 1680883 moves, e=0.010, loss: 3.7, +, 59.6% elo% vs. simple_bot, avg. reward: -0.475, 7.556 sec/game, 20.7 min. total, 549.0 MB
corny_hush v17 1074 games, 1684454 moves, e=0.010, loss: 3.7, -, 57.0% elo% vs. simple_bot, avg. reward: -0.470, 7.636 sec/game, 20.8 min. total, 549.3 MB
corny_hush v17 1075 games, 1687469 moves, e=0.010, loss: 3.6, -, 54.4% elo% vs. simple_bot, avg. reward: -0.470, 7.551 sec/game, 21.0 min. total, 551.4 MB
corny_hush v17 1076 games, 1691146 moves, e=0.010, loss: 3.1, -, 51.9% elo% vs. simple_bot, avg. reward: -0.465, 7.553 sec/game, 21.1 min. total, 554.7 MB
corny_hush v17 1077 games, 1694997 moves, e=0.010, loss: 2.9, +, 54.1% elo% vs. simple_bot, avg. reward: -0.462, 7.547 sec/game, 21.2 min. total, 555.5 MB
corny_hush v17 1078 games, 1698749 moves, e=0.010, loss: 2.6, -, 51.6% elo% vs. simple_bot, avg. reward: -0.460, 7.574 sec/game, 21.3 min. total, 554.7 MB
corny_hush v17 1079 games, 1701947 moves, e=0.010, loss: 2.9, -, 49.2% elo% vs. simple_bot, avg. reward: -0.464, 7.522 sec/game, 21.5 min. total, 556.8 MB
corny_hush v17 1080 games, 1705542 moves, e=0.010, loss: 3.1, -, 47.0% elo% vs. simple_bot, avg. reward: -0.464, 7.552 sec/game, 21.6 min. total, 558.0 MB
corny_hush v17 1081 games, 1709278 moves, e=0.010, loss: 3.3, ., 47.1% elo% vs. simple_bot, avg. reward: -0.465, 7.597 sec/game, 21.7 min. total, 556.0 MB
corny_hush v17 1082 games, 1712472 moves, e=0.010, loss: 3.1, -, 45.0% elo% vs. simple_bot, avg. reward: -0.466, 7.548 sec/game, 21.8 min. total, 558.4 MB
corny_hush v17 1083 games, 1715700 moves, e=0.010, loss: 3.8, -, 42.9% elo% vs. simple_bot, avg. reward: -0.471, 7.499 sec/game, 21.9 min. total, 558.2 MB
corny_hush v17 1084 games, 1719126 moves, e=0.010, loss: 4.0, -, 41.0% elo% vs. simple_bot, avg. reward: -0.473, 7.552 sec/game, 22.1 min. total, 557.3 MB
corny_hush v17 1085 games, 1722585 moves, e=0.010, loss: 4.0, -, 39.2% elo% vs. simple_bot, avg. reward: -0.474, 7.447 sec/game, 22.2 min. total, 559.5 MB
corny_hush v17 1086 games, 1726212 moves, e=0.010, loss: 3.3, -, 37.5% elo% vs. simple_bot, avg. reward: -0.474, 7.412 sec/game, 22.3 min. total, 557.7 MB
corny_hush v17 1087 games, 1729776 moves, e=0.010, loss: 2.7, -, 35.9% elo% vs. simple_bot, avg. reward: -0.476, 7.324 sec/game, 22.4 min. total, 559.1 MB
corny_hush v17 1088 games, 1733736 moves, e=0.010, loss: 2.2, -, 34.4% elo% vs. simple_bot, avg. reward: -0.476, 7.288 sec/game, 22.6 min. total, 560.5 MB
corny_hush v17 1089 games, 1737425 moves, e=0.010, loss: 2.5, -, 33.0% elo% vs. simple_bot, avg. reward: -0.476, 7.254 sec/game, 22.7 min. total, 564.7 MB
corny_hush v17 1090 games, 1741250 moves, e=0.010, loss: 2.3, +, 35.7% elo% vs. simple_bot, avg. reward: -0.477, 7.224 sec/game, 22.8 min. total, 561.9 MB
corny_hush v17 1091 games, 1745144 moves, e=0.010, loss: 2.3, +, 38.5% elo% vs. simple_bot, avg. reward: -0.479, 7.279 sec/game, 22.9 min. total, 561.9 MB
corny_hush v17 1092 games, 1749182 moves, e=0.010, loss: 2.2, -, 36.8% elo% vs. simple_bot, avg. reward: -0.480, 7.426 sec/game, 23.1 min. total, 563.9 MB
corny_hush v17 1093 games, 1752786 moves, e=0.010, loss: 2.3, ., 37.4% elo% vs. simple_bot, avg. reward: -0.479, 7.465 sec/game, 23.2 min. total, 561.6 MB
corny_hush v17 1094 games, 1757071 moves, e=0.010, loss: 1.9, -, 35.8% elo% vs. simple_bot, avg. reward: -0.477, 7.528 sec/game, 23.4 min. total, 566.0 MB
corny_hush v17 1095 games, 1760727 moves, e=0.010, loss: 2.2, -, 34.3% elo% vs. simple_bot, avg. reward: -0.478, 7.562 sec/game, 23.5 min. total, 565.5 MB
corny_hush v17 1096 games, 1764932 moves, e=0.010, loss: 2.2, +, 37.1% elo% vs. simple_bot, avg. reward: -0.479, 7.599 sec/game, 23.6 min. total, 564.9 MB
corny_hush v17 1097 games, 1768944 moves, e=0.010, loss: 2.4, +, 39.8% elo% vs. simple_bot, avg. reward: -0.478, 7.610 sec/game, 23.8 min. total, 564.8 MB
corny_hush v17 1098 games, 1771920 moves, e=0.010, loss: 2.8, +, 42.5% elo% vs. simple_bot, avg. reward: -0.484, 7.552 sec/game, 23.9 min. total, 564.9 MB
corny_hush v17 1099 games, 1775924 moves, e=0.010, loss: 2.6, +, 45.1% elo% vs. simple_bot, avg. reward: -0.482, 7.604 sec/game, 24.0 min. total, 564.3 MB
corny_hush v17 1100 games, 1779384 moves, e=0.010, loss: 3.0, -, 43.1% elo% vs. simple_bot, avg. reward: -0.483, 7.583 sec/game, 24.1 min. total, 565.3 MB
corny_hush v18 1101 games, 1783725 moves, e=0.010, loss: 2.3, +, 52.3% elo% vs. simple_bot, avg. reward: -0.481, 7.596 sec/game, 24.2 min. total, 566.2 MB
corny_hush v18 1102 games, 1787596 moves, e=0.010, loss: 2.0, +, 54.5% elo% vs. simple_bot, avg. reward: -0.482, 7.639 sec/game, 24.4 min. total, 567.6 MB
corny_hush v18 1103 games, 1790744 moves, e=0.010, loss: 2.6, ., 54.3% elo% vs. simple_bot, avg. reward: -0.484, 7.644 sec/game, 24.5 min. total, 570.4 MB
corny_hush v18 1104 games, 1793851 moves, e=0.010, loss: 3.0, +, 56.4% elo% vs. simple_bot, avg. reward: -0.487, 7.585 sec/game, 24.6 min. total, 569.2 MB
corny_hush v18 1105 games, 1797504 moves, e=0.010, loss: 3.4, -, 53.8% elo% vs. simple_bot, avg. reward: -0.488, 7.641 sec/game, 24.7 min. total, 569.2 MB
corny_hush v18 1106 games, 1800874 moves, e=0.010, loss: 3.4, -, 51.3% elo% vs. simple_bot, avg. reward: -0.489, 7.710 sec/game, 24.9 min. total, 571.5 MB
corny_hush v18 1107 games, 1804692 moves, e=0.010, loss: 2.6, +, 53.6% elo% vs. simple_bot, avg. reward: -0.489, 7.787 sec/game, 25.0 min. total, 573.7 MB
corny_hush v18 1108 games, 1808249 moves, e=0.010, loss: 2.8, -, 51.1% elo% vs. simple_bot, avg. reward: -0.490, 7.745 sec/game, 25.1 min. total, 571.2 MB
corny_hush v18 1109 games, 1811098 moves, e=0.010, loss: 2.8, ., 51.0% elo% vs. simple_bot, avg. reward: -0.494, 7.668 sec/game, 25.2 min. total, 573.0 MB
corny_hush v18 1110 games, 1814582 moves, e=0.010, loss: 3.4, -, 48.7% elo% vs. simple_bot, avg. reward: -0.496, 7.662 sec/game, 25.4 min. total, 572.9 MB
corny_hush v18 1111 games, 1818178 moves, e=0.010, loss: 3.3, -, 46.5% elo% vs. simple_bot, avg. reward: -0.498, 7.655 sec/game, 25.5 min. total, 575.9 MB
corny_hush v18 1112 games, 1821761 moves, e=0.010, loss: 3.1, ., 46.6% elo% vs. simple_bot, avg. reward: -0.500, 7.566 sec/game, 25.6 min. total, 575.4 MB
corny_hush v18 1113 games, 1825126 moves, e=0.010, loss: 3.2, -, 44.5% elo% vs. simple_bot, avg. reward: -0.502, 7.542 sec/game, 25.7 min. total, 578.3 MB
corny_hush v18 1114 games, 1828485 moves, e=0.010, loss: 3.5, -, 42.5% elo% vs. simple_bot, avg. reward: -0.501, 7.452 sec/game, 25.8 min. total, 577.8 MB
corny_hush v18 1115 games, 1831462 moves, e=0.010, loss: 3.8, +, 45.1% elo% vs. simple_bot, avg. reward: -0.505, 7.446 sec/game, 26.0 min. total, 575.5 MB
corny_hush v18 1116 games, 1835788 moves, e=0.010, loss: 3.1, +, 47.6% elo% vs. simple_bot, avg. reward: -0.506, 7.516 sec/game, 26.1 min. total, 576.3 MB
corny_hush v18 1117 games, 1839634 moves, e=0.010, loss: 2.6, +, 50.0% elo% vs. simple_bot, avg. reward: -0.509, 7.484 sec/game, 26.2 min. total, 580.2 MB
corny_hush v18 1118 games, 1843842 moves, e=0.010, loss: 3.1, -, 47.7% elo% vs. simple_bot, avg. reward: -0.509, 7.611 sec/game, 26.4 min. total, 577.0 MB
corny_hush v18 1119 games, 1847523 moves, e=0.010, loss: 2.5, -, 45.5% elo% vs. simple_bot, avg. reward: -0.511, 7.618 sec/game, 26.5 min. total, 577.6 MB
corny_hush v18 1120 games, 1851232 moves, e=0.010, loss: 3.0, -, 43.5% elo% vs. simple_bot, avg. reward: -0.514, 7.674 sec/game, 26.7 min. total, 579.6 MB
corny_hush v18 1121 games, 1854539 moves, e=0.010, loss: 2.8, -, 41.5% elo% vs. simple_bot, avg. reward: -0.515, 7.608 sec/game, 26.8 min. total, 581.8 MB
corny_hush v18 1122 games, 1858223 moves, e=0.010, loss: 3.0, -, 39.7% elo% vs. simple_bot, avg. reward: -0.514, 7.575 sec/game, 26.9 min. total, 582.5 MB
corny_hush v18 1123 games, 1861415 moves, e=0.010, loss: 2.4, -, 37.9% elo% vs. simple_bot, avg. reward: -0.515, 7.558 sec/game, 27.0 min. total, 583.1 MB
corny_hush v18 1124 games, 1864704 moves, e=0.010, loss: 2.5, -, 36.3% elo% vs. simple_bot, avg. reward: -0.517, 7.570 sec/game, 27.1 min. total, 583.0 MB
corny_hush v18 1125 games, 1867773 moves, e=0.010, loss: 2.4, -, 34.8% elo% vs. simple_bot, avg. reward: -0.520, 7.482 sec/game, 27.2 min. total, 582.8 MB
corny_hush v18 1126 games, 1871010 moves, e=0.010, loss: 3.2, -, 33.3% elo% vs. simple_bot, avg. reward: -0.522, 7.372 sec/game, 27.3 min. total, 582.8 MB
corny_hush v18 1127 games, 1874743 moves, e=0.010, loss: 2.6, -, 32.0% elo% vs. simple_bot, avg. reward: -0.522, 7.315 sec/game, 27.5 min. total, 582.0 MB
corny_hush v18 1128 games, 1878624 moves, e=0.010, loss: 2.4, -, 30.7% elo% vs. simple_bot, avg. reward: -0.522, 7.347 sec/game, 27.6 min. total, 584.4 MB
corny_hush v18 1129 games, 1882289 moves, e=0.010, loss: 2.0, -, 29.5% elo% vs. simple_bot, avg. reward: -0.521, 7.464 sec/game, 27.7 min. total, 588.0 MB
corny_hush v18 1130 games, 1885648 moves, e=0.010, loss: 2.4, -, 28.4% elo% vs. simple_bot, avg. reward: -0.524, 7.452 sec/game, 27.9 min. total, 588.6 MB
corny_hush v18 1131 games, 1889149 moves, e=0.010, loss: 2.6, +, 31.2% elo% vs. simple_bot, avg. reward: -0.525, 7.410 sec/game, 28.0 min. total, 589.6 MB
corny_hush v18 1132 games, 1893344 moves, e=0.010, loss: 2.6, ., 31.9% elo% vs. simple_bot, avg. reward: -0.524, 7.479 sec/game, 28.1 min. total, 586.8 MB
corny_hush v18 1133 games, 1896674 moves, e=0.010, loss: 2.5, -, 30.6% elo% vs. simple_bot, avg. reward: -0.525, 7.479 sec/game, 28.2 min. total, 588.9 MB
corny_hush v18 1134 games, 1900351 moves, e=0.010, loss: 2.6, ., 31.4% elo% vs. simple_bot, avg. reward: -0.525, 7.510 sec/game, 28.3 min. total, 587.9 MB
corny_hush v18 1135 games, 1903806 moves, e=0.010, loss: 2.7, -, 30.2% elo% vs. simple_bot, avg. reward: -0.524, 7.511 sec/game, 28.5 min. total, 588.9 MB
corny_hush v18 1136 games, 1907182 moves, e=0.010, loss: 3.5, -, 29.0% elo% vs. simple_bot, avg. reward: -0.524, 7.393 sec/game, 28.6 min. total, 592.0 MB
corny_hush v18 1137 games, 1911119 moves, e=0.010, loss: 3.2, +, 31.8% elo% vs. simple_bot, avg. reward: -0.517, 7.452 sec/game, 28.7 min. total, 589.9 MB
corny_hush v18 1138 games, 1914672 moves, e=0.010, loss: 2.9, -, 30.5% elo% vs. simple_bot, avg. reward: -0.518, 7.431 sec/game, 28.9 min. total, 591.0 MB
corny_hush v18 1139 games, 1918714 moves, e=0.010, loss: 2.6, -, 29.3% elo% vs. simple_bot, avg. reward: -0.518, 7.493 sec/game, 29.0 min. total, 589.8 MB
corny_hush v18 1140 games, 1922407 moves, e=0.010, loss: 2.3, +, 32.1% elo% vs. simple_bot, avg. reward: -0.519, 7.498 sec/game, 29.2 min. total, 592.4 MB
corny_hush v18 1141 games, 1926107 moves, e=0.010, loss: 2.5, -, 30.8% elo% vs. simple_bot, avg. reward: -0.519, 7.493 sec/game, 29.3 min. total, 593.1 MB
corny_hush v18 1142 games, 1929499 moves, e=0.010, loss: 2.9, -, 29.6% elo% vs. simple_bot, avg. reward: -0.521, 7.463 sec/game, 29.4 min. total, 594.6 MB
corny_hush v18 1143 games, 1933080 moves, e=0.010, loss: 2.9, -, 28.5% elo% vs. simple_bot, avg. reward: -0.522, 7.493 sec/game, 29.5 min. total, 595.7 MB
corny_hush v18 1144 games, 1936489 moves, e=0.010, loss: 3.3, ., 29.3% elo% vs. simple_bot, avg. reward: -0.525, 7.510 sec/game, 29.6 min. total, 594.9 MB
corny_hush v18 1145 games, 1940488 moves, e=0.010, loss: 2.7, ., 30.1% elo% vs. simple_bot, avg. reward: -0.522, 7.608 sec/game, 29.8 min. total, 594.7 MB
corny_hush v18 1146 games, 1944116 moves, e=0.010, loss: 2.3, -, 29.0% elo% vs. simple_bot, avg. reward: -0.521, 7.636 sec/game, 29.9 min. total, 595.0 MB
corny_hush v18 1147 games, 1947737 moves, e=0.010, loss: 1.8, ., 29.8% elo% vs. simple_bot, avg. reward: -0.512, 7.628 sec/game, 30.0 min. total, 597.4 MB
corny_hush v18 1148 games, 1951494 moves, e=0.010, loss: 1.9, +, 32.5% elo% vs. simple_bot, avg. reward: -0.511, 7.626 sec/game, 30.1 min. total, 598.2 MB
corny_hush v18 1149 games, 1954722 moves, e=0.010, loss: 2.3, +, 35.3% elo% vs. simple_bot, avg. reward: -0.513, 7.546 sec/game, 30.2 min. total, 598.9 MB
corny_hush v18 1150 games, 1958566 moves, e=0.010, loss: 3.0, +, 38.1% elo% vs. simple_bot, avg. reward: -0.511, 7.584 sec/game, 30.4 min. total, 599.3 MB
corny_hush v18 1151 games, 1961721 moves, e=0.010, loss: 2.9, -, 36.5% elo% vs. simple_bot, avg. reward: -0.512, 7.604 sec/game, 30.5 min. total, 599.9 MB
corny_hush v18 1152 games, 1965462 moves, e=0.010, loss: 2.6, +, 39.2% elo% vs. simple_bot, avg. reward: -0.514, 7.601 sec/game, 30.6 min. total, 599.0 MB
corny_hush v18 1153 games, 1969376 moves, e=0.010, loss: 2.3, +, 41.9% elo% vs. simple_bot, avg. reward: -0.516, 7.674 sec/game, 30.8 min. total, 598.5 MB
corny_hush v18 1154 games, 1973218 moves, e=0.010, loss: 2.7, -, 40.0% elo% vs. simple_bot, avg. reward: -0.511, 7.688 sec/game, 30.9 min. total, 599.7 MB
corny_hush v18 1155 games, 1976994 moves, e=0.010, loss: 2.5, +, 42.7% elo% vs. simple_bot, avg. reward: -0.510, 7.718 sec/game, 31.0 min. total, 599.6 MB
corny_hush v18 1156 games, 1980734 moves, e=0.010, loss: 2.2, -, 40.8% elo% vs. simple_bot, avg. reward: -0.509, 7.723 sec/game, 31.2 min. total, 602.8 MB
corny_hush v18 1157 games, 1983979 moves, e=0.010, loss: 2.0, -, 39.0% elo% vs. simple_bot, avg. reward: -0.512, 7.662 sec/game, 31.3 min. total, 604.1 MB
corny_hush v18 1158 games, 1988015 moves, e=0.010, loss: 1.9, ., 39.5% elo% vs. simple_bot, avg. reward: -0.509, 7.656 sec/game, 31.4 min. total, 604.2 MB
corny_hush v18 1159 games, 1991910 moves, e=0.010, loss: 1.9, +, 42.2% elo% vs. simple_bot, avg. reward: -0.508, 7.591 sec/game, 31.6 min. total, 604.7 MB
corny_hush v18 1160 games, 1995503 moves, e=0.010, loss: 2.1, -, 40.3% elo% vs. simple_bot, avg. reward: -0.508, 7.652 sec/game, 31.7 min. total, 601.6 MB
corny_hush v18 1161 games, 1999241 moves, e=0.010, loss: 2.6, -, 38.5% elo% vs. simple_bot, avg. reward: -0.508, 7.712 sec/game, 31.9 min. total, 605.7 MB
corny_hush v18 1162 games, 2002738 moves, e=0.010, loss: 2.7, +, 41.2% elo% vs. simple_bot, avg. reward: -0.511, 7.734 sec/game, 32.0 min. total, 604.8 MB
corny_hush v18 1163 games, 2006225 moves, e=0.010, loss: 2.8, +, 43.9% elo% vs. simple_bot, avg. reward: -0.513, 7.776 sec/game, 32.1 min. total, 604.6 MB
corny_hush v18 1164 games, 2009355 moves, e=0.010, loss: 2.7, +, 46.4% elo% vs. simple_bot, avg. reward: -0.514, 7.742 sec/game, 32.2 min. total, 605.2 MB
corny_hush v18 1165 games, 2012825 moves, e=0.010, loss: 3.1, -, 44.3% elo% vs. simple_bot, avg. reward: -0.518, 7.676 sec/game, 32.3 min. total, 604.6 MB
corny_hush v18 1166 games, 2016729 moves, e=0.010, loss: 2.6, -, 42.3% elo% vs. simple_bot, avg. reward: -0.516, 7.702 sec/game, 32.5 min. total, 607.6 MB
corny_hush v18 1167 games, 2020868 moves, e=0.010, loss: 2.4, -, 40.4% elo% vs. simple_bot, avg. reward: -0.515, 7.761 sec/game, 32.6 min. total, 605.4 MB
corny_hush v18 1168 games, 2024505 moves, e=0.010, loss: 2.4, +, 43.1% elo% vs. simple_bot, avg. reward: -0.517, 7.742 sec/game, 32.7 min. total, 607.2 MB
corny_hush v18 1169 games, 2028129 moves, e=0.010, loss: 2.4, +, 45.7% elo% vs. simple_bot, avg. reward: -0.518, 7.772 sec/game, 32.8 min. total, 608.2 MB
corny_hush v18 1170 games, 2032037 moves, e=0.010, loss: 2.2, -, 43.6% elo% vs. simple_bot, avg. reward: -0.518, 7.748 sec/game, 33.0 min. total, 609.8 MB
corny_hush v18 1171 games, 2035961 moves, e=0.010, loss: 1.9, +, 46.2% elo% vs. simple_bot, avg. reward: -0.514, 7.763 sec/game, 33.1 min. total, 607.0 MB
corny_hush v18 1172 games, 2039609 moves, e=0.010, loss: 2.0, ., 46.3% elo% vs. simple_bot, avg. reward: -0.512, 7.710 sec/game, 33.2 min. total, 606.5 MB
corny_hush v18 1173 games, 2042854 moves, e=0.010, loss: 2.6, -, 44.2% elo% vs. simple_bot, avg. reward: -0.509, 7.624 sec/game, 33.3 min. total, 607.2 MB
corny_hush v18 1174 games, 2046935 moves, e=0.010, loss: 2.8, -, 42.2% elo% vs. simple_bot, avg. reward: -0.508, 7.645 sec/game, 33.5 min. total, 609.7 MB
corny_hush v18 1175 games, 2050707 moves, e=0.010, loss: 2.2, -, 40.3% elo% vs. simple_bot, avg. reward: -0.504, 7.646 sec/game, 33.6 min. total, 614.5 MB
corny_hush v18 1176 games, 2054503 moves, e=0.010, loss: 2.1, +, 43.0% elo% vs. simple_bot, avg. reward: -0.504, 7.648 sec/game, 33.7 min. total, 614.4 MB
corny_hush v18 1177 games, 2057626 moves, e=0.010, loss: 2.8, +, 45.6% elo% vs. simple_bot, avg. reward: -0.508, 7.581 sec/game, 33.8 min. total, 614.9 MB
corny_hush v18 1178 games, 2061512 moves, e=0.010, loss: 3.1, +, 48.1% elo% vs. simple_bot, avg. reward: -0.508, 7.544 sec/game, 33.9 min. total, 613.8 MB
corny_hush v18 1179 games, 2065250 moves, e=0.010, loss: 2.9, +, 50.5% elo% vs. simple_bot, avg. reward: -0.504, 7.511 sec/game, 34.1 min. total, 617.8 MB
corny_hush v18 1180 games, 2068571 moves, e=0.010, loss: 2.2, -, 48.2% elo% vs. simple_bot, avg. reward: -0.505, 7.377 sec/game, 34.2 min. total, 614.7 MB
