suffix_guts v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 311.7 MB
suffix_guts v10 738 games, 679234 moves, e=0.328, loss: 42982.1, -, 16.4% elo% vs. random_no_suicide, avg. reward: 37.961, 4.118 sec/game, 109.6 min. total, 315.7 MB
suffix_guts v10 739 games, 680430 moves, e=0.326, loss: 42849.6, -, 16.0% elo% vs. random_no_suicide, avg. reward: 37.313, 4.124 sec/game, 109.7 min. total, 314.4 MB
suffix_guts v10 740 games, 681664 moves, e=0.325, loss: 44090.1, -, 15.6% elo% vs. random_no_suicide, avg. reward: 37.199, 4.142 sec/game, 109.8 min. total, 316.1 MB
suffix_guts v10 741 games, 682868 moves, e=0.324, loss: 35344.8, -, 15.2% elo% vs. random_no_suicide, avg. reward: 37.532, 4.109 sec/game, 109.8 min. total, 315.1 MB
suffix_guts v10 742 games, 684228 moves, e=0.323, loss: 39015.3, -, 14.8% elo% vs. random_no_suicide, avg. reward: 38.209, 4.131 sec/game, 109.9 min. total, 316.0 MB
suffix_guts v10 743 games, 685417 moves, e=0.321, loss: 49043.7, -, 14.5% elo% vs. random_no_suicide, avg. reward: 38.209, 4.154 sec/game, 110.0 min. total, 316.2 MB
suffix_guts v10 744 games, 686609 moves, e=0.320, loss: 51057.8, -, 14.2% elo% vs. random_no_suicide, avg. reward: 38.411, 4.165 sec/game, 110.0 min. total, 315.8 MB
suffix_guts v10 745 games, 687912 moves, e=0.319, loss: 48145.2, +, 16.2% elo% vs. random_no_suicide, avg. reward: 38.485, 4.193 sec/game, 110.1 min. total, 317.7 MB
suffix_guts v10 746 games, 689411 moves, e=0.317, loss: 60568.9, -, 15.8% elo% vs. random_no_suicide, avg. reward: 38.677, 4.222 sec/game, 110.2 min. total, 315.1 MB
suffix_guts v10 747 games, 690741 moves, e=0.316, loss: 47691.1, -, 15.4% elo% vs. random_no_suicide, avg. reward: 39.136, 4.231 sec/game, 110.2 min. total, 315.5 MB
suffix_guts v10 748 games, 692041 moves, e=0.315, loss: 49970.4, -, 15.1% elo% vs. random_no_suicide, avg. reward: 39.018, 4.209 sec/game, 110.3 min. total, 317.2 MB
suffix_guts v10 749 games, 693394 moves, e=0.314, loss: 54253.9, -, 14.7% elo% vs. random_no_suicide, avg. reward: 39.073, 4.211 sec/game, 110.4 min. total, 319.7 MB
suffix_guts v10 750 games, 694619 moves, e=0.312, loss: 51989.3, -, 14.4% elo% vs. random_no_suicide, avg. reward: 38.518, 4.219 sec/game, 110.4 min. total, 318.8 MB
suffix_guts v10 751 games, 695793 moves, e=0.311, loss: 51162.2, -, 14.0% elo% vs. random_no_suicide, avg. reward: 39.215, 4.206 sec/game, 110.5 min. total, 319.8 MB
suffix_guts v10 752 games, 697038 moves, e=0.310, loss: 52886.7, -, 13.7% elo% vs. random_no_suicide, avg. reward: 39.961, 4.222 sec/game, 110.6 min. total, 318.6 MB
suffix_guts v10 753 games, 698246 moves, e=0.309, loss: 50910.7, -, 13.4% elo% vs. random_no_suicide, avg. reward: 39.966, 4.227 sec/game, 110.7 min. total, 318.2 MB
suffix_guts v10 754 games, 699563 moves, e=0.307, loss: 49580.1, -, 13.2% elo% vs. random_no_suicide, avg. reward: 39.241, 4.204 sec/game, 110.7 min. total, 318.2 MB
suffix_guts v10 755 games, 700749 moves, e=0.306, loss: 49861.6, -, 12.9% elo% vs. random_no_suicide, avg. reward: 38.843, 4.146 sec/game, 110.8 min. total, 317.8 MB
suffix_guts v10 756 games, 702108 moves, e=0.305, loss: 42597.5, -, 12.6% elo% vs. random_no_suicide, avg. reward: 38.714, 4.115 sec/game, 110.8 min. total, 318.3 MB
suffix_guts v10 757 games, 703325 moves, e=0.304, loss: 44810.4, -, 12.4% elo% vs. random_no_suicide, avg. reward: 38.481, 4.088 sec/game, 110.9 min. total, 321.4 MB
suffix_guts v10 758 games, 704471 moves, e=0.303, loss: 48823.6, +, 14.2% elo% vs. random_no_suicide, avg. reward: 38.740, 4.015 sec/game, 111.0 min. total, 320.4 MB
suffix_guts v10 759 games, 705985 moves, e=0.301, loss: 55369.8, -, 13.9% elo% vs. random_no_suicide, avg. reward: 38.611, 4.058 sec/game, 111.0 min. total, 321.1 MB
suffix_guts v10 760 games, 707323 moves, e=0.300, loss: 50076.0, -, 13.6% elo% vs. random_no_suicide, avg. reward: 38.784, 4.032 sec/game, 111.1 min. total, 321.4 MB
suffix_guts v10 761 games, 708809 moves, e=0.298, loss: 51885.7, -, 13.3% elo% vs. random_no_suicide, avg. reward: 38.841, 4.064 sec/game, 111.2 min. total, 321.9 MB
suffix_guts v10 762 games, 710209 moves, e=0.297, loss: 58545.5, -, 13.0% elo% vs. random_no_suicide, avg. reward: 38.866, 4.051 sec/game, 111.2 min. total, 323.1 MB
suffix_guts v10 763 games, 711593 moves, e=0.296, loss: 55654.4, -, 12.8% elo% vs. random_no_suicide, avg. reward: 38.609, 4.075 sec/game, 111.3 min. total, 322.7 MB
suffix_guts v10 764 games, 712774 moves, e=0.294, loss: 54397.1, -, 12.5% elo% vs. random_no_suicide, avg. reward: 38.713, 4.040 sec/game, 111.4 min. total, 324.3 MB
suffix_guts v10 765 games, 714123 moves, e=0.293, loss: 62686.4, -, 12.2% elo% vs. random_no_suicide, avg. reward: 38.924, 4.066 sec/game, 111.4 min. total, 323.2 MB
suffix_guts v10 766 games, 715448 moves, e=0.292, loss: 60048.0, -, 12.0% elo% vs. random_no_suicide, avg. reward: 38.949, 4.012 sec/game, 111.5 min. total, 322.6 MB
suffix_guts v10 767 games, 716680 moves, e=0.290, loss: 59609.1, -, 11.8% elo% vs. random_no_suicide, avg. reward: 39.173, 3.996 sec/game, 111.6 min. total, 323.1 MB
suffix_guts v10 768 games, 718079 moves, e=0.289, loss: 55151.4, -, 11.6% elo% vs. random_no_suicide, avg. reward: 38.985, 3.974 sec/game, 111.6 min. total, 323.3 MB
suffix_guts v10 769 games, 719387 moves, e=0.288, loss: 60131.0, -, 11.3% elo% vs. random_no_suicide, avg. reward: 39.763, 3.956 sec/game, 111.7 min. total, 322.8 MB
suffix_guts v10 770 games, 720731 moves, e=0.286, loss: 58918.7, -, 11.1% elo% vs. random_no_suicide, avg. reward: 39.217, 3.941 sec/game, 111.8 min. total, 323.1 MB
suffix_guts v10 771 games, 721979 moves, e=0.285, loss: 59507.8, -, 10.9% elo% vs. random_no_suicide, avg. reward: 39.172, 3.940 sec/game, 111.8 min. total, 323.6 MB
suffix_guts v10 772 games, 723256 moves, e=0.284, loss: 58998.0, -, 10.7% elo% vs. random_no_suicide, avg. reward: 39.332, 3.947 sec/game, 111.9 min. total, 326.2 MB
suffix_guts v10 773 games, 724444 moves, e=0.283, loss: 63330.3, -, 10.5% elo% vs. random_no_suicide, avg. reward: 39.197, 3.918 sec/game, 112.0 min. total, 327.1 MB
suffix_guts v10 774 games, 725650 moves, e=0.282, loss: 60259.8, -, 10.4% elo% vs. random_no_suicide, avg. reward: 39.260, 3.909 sec/game, 112.0 min. total, 328.3 MB
suffix_guts v10 775 games, 726855 moves, e=0.280, loss: 58920.4, -, 10.2% elo% vs. random_no_suicide, avg. reward: 38.543, 3.915 sec/game, 112.1 min. total, 326.7 MB
suffix_guts v10 776 games, 728221 moves, e=0.279, loss: 55458.6, +, 11.8% elo% vs. random_no_suicide, avg. reward: 39.221, 3.923 sec/game, 112.2 min. total, 328.2 MB
suffix_guts v10 777 games, 729518 moves, e=0.278, loss: 60172.5, -, 11.6% elo% vs. random_no_suicide, avg. reward: 39.701, 3.951 sec/game, 112.2 min. total, 328.4 MB
suffix_guts v10 778 games, 730732 moves, e=0.277, loss: 51525.7, -, 11.4% elo% vs. random_no_suicide, avg. reward: 39.823, 3.971 sec/game, 112.3 min. total, 327.0 MB
suffix_guts v10 779 games, 731924 moves, e=0.275, loss: 51221.7, -, 11.2% elo% vs. random_no_suicide, avg. reward: 39.817, 3.940 sec/game, 112.4 min. total, 328.6 MB
suffix_guts v10 780 games, 733302 moves, e=0.274, loss: 56733.8, +, 12.9% elo% vs. random_no_suicide, avg. reward: 39.591, 3.959 sec/game, 112.4 min. total, 328.9 MB
suffix_guts v10 781 games, 734437 moves, e=0.273, loss: 50296.2, -, 12.6% elo% vs. random_no_suicide, avg. reward: 39.083, 3.933 sec/game, 112.5 min. total, 328.9 MB
suffix_guts v10 782 games, 735806 moves, e=0.272, loss: 47035.7, -, 12.4% elo% vs. random_no_suicide, avg. reward: 39.615, 3.947 sec/game, 112.6 min. total, 328.9 MB
suffix_guts v10 783 games, 737101 moves, e=0.270, loss: 43027.9, -, 12.1% elo% vs. random_no_suicide, avg. reward: 39.434, 3.937 sec/game, 112.6 min. total, 328.7 MB
suffix_guts v10 784 games, 738360 moves, e=0.269, loss: 49102.0, -, 11.9% elo% vs. random_no_suicide, avg. reward: 39.535, 3.977 sec/game, 112.7 min. total, 329.3 MB
suffix_guts v10 785 games, 739870 moves, e=0.268, loss: 41932.1, -, 11.7% elo% vs. random_no_suicide, avg. reward: 39.406, 4.001 sec/game, 112.8 min. total, 330.8 MB
suffix_guts v10 786 games, 741197 moves, e=0.266, loss: 47866.6, -, 11.4% elo% vs. random_no_suicide, avg. reward: 39.166, 4.022 sec/game, 112.8 min. total, 330.1 MB
suffix_guts v10 787 games, 742533 moves, e=0.265, loss: 43426.6, -, 11.2% elo% vs. random_no_suicide, avg. reward: 39.189, 4.044 sec/game, 112.9 min. total, 332.3 MB
suffix_guts v10 788 games, 743738 moves, e=0.264, loss: 42550.1, -, 11.0% elo% vs. random_no_suicide, avg. reward: 39.188, 4.058 sec/game, 113.0 min. total, 332.4 MB
suffix_guts v10 789 games, 744926 moves, e=0.263, loss: 42793.3, -, 10.8% elo% vs. random_no_suicide, avg. reward: 39.198, 4.050 sec/game, 113.1 min. total, 333.7 MB
suffix_guts v10 790 games, 746377 moves, e=0.261, loss: 46613.3, -, 10.6% elo% vs. random_no_suicide, avg. reward: 39.506, 4.110 sec/game, 113.1 min. total, 333.3 MB
suffix_guts v10 791 games, 747719 moves, e=0.260, loss: 49813.3, -, 10.4% elo% vs. random_no_suicide, avg. reward: 39.527, 4.135 sec/game, 113.2 min. total, 333.9 MB
suffix_guts v10 792 games, 749101 moves, e=0.258, loss: 54677.4, -, 10.3% elo% vs. random_no_suicide, avg. reward: 40.117, 4.136 sec/game, 113.3 min. total, 335.0 MB
suffix_guts v10 793 games, 750641 moves, e=0.257, loss: 53276.6, +, 11.9% elo% vs. random_no_suicide, avg. reward: 40.350, 4.192 sec/game, 113.4 min. total, 335.2 MB
suffix_guts v10 794 games, 751847 moves, e=0.256, loss: 55805.3, -, 11.7% elo% vs. random_no_suicide, avg. reward: 40.385, 4.187 sec/game, 113.4 min. total, 337.5 MB
suffix_guts v10 795 games, 753110 moves, e=0.254, loss: 55130.9, -, 11.4% elo% vs. random_no_suicide, avg. reward: 39.895, 4.209 sec/game, 113.5 min. total, 339.0 MB
suffix_guts v10 796 games, 754445 moves, e=0.253, loss: 58253.5, -, 11.2% elo% vs. random_no_suicide, avg. reward: 39.382, 4.224 sec/game, 113.6 min. total, 337.5 MB
suffix_guts v10 797 games, 755689 moves, e=0.252, loss: 56385.1, -, 11.0% elo% vs. random_no_suicide, avg. reward: 39.108, 4.215 sec/game, 113.6 min. total, 338.9 MB
suffix_guts v10 798 games, 756956 moves, e=0.251, loss: 48343.9, -, 10.8% elo% vs. random_no_suicide, avg. reward: 39.038, 4.218 sec/game, 113.7 min. total, 337.0 MB
suffix_guts v10 799 games, 758511 moves, e=0.249, loss: 37474.7, -, 10.6% elo% vs. random_no_suicide, avg. reward: 39.562, 4.250 sec/game, 113.8 min. total, 339.6 MB
suffix_guts v10 800 games, 760104 moves, e=0.247, loss: 36665.0, -, 10.5% elo% vs. random_no_suicide, avg. reward: 39.713, 4.294 sec/game, 113.9 min. total, 339.5 MB
suffix_guts v11 801 games, 761600 moves, e=0.246, loss: 34604.5, -, 47.7% elo% vs. random_no_suicide, avg. reward: 40.127, 4.336 sec/game, 113.9 min. total, 339.6 MB
suffix_guts v11 802 games, 762871 moves, e=0.245, loss: 31942.4, -, 45.5% elo% vs. random_no_suicide, avg. reward: 40.048, 4.323 sec/game, 114.0 min. total, 341.5 MB
suffix_guts v11 803 games, 764421 moves, e=0.243, loss: 39940.4, -, 43.4% elo% vs. random_no_suicide, avg. reward: 39.698, 4.372 sec/game, 114.1 min. total, 342.2 MB
suffix_guts v11 804 games, 765826 moves, e=0.242, loss: 41347.3, -, 41.5% elo% vs. random_no_suicide, avg. reward: 39.615, 4.378 sec/game, 114.2 min. total, 342.4 MB
suffix_guts v11 805 games, 767256 moves, e=0.240, loss: 49686.2, -, 39.6% elo% vs. random_no_suicide, avg. reward: 39.630, 4.352 sec/game, 114.2 min. total, 342.7 MB
suffix_guts v11 806 games, 768931 moves, e=0.239, loss: 49158.7, -, 37.9% elo% vs. random_no_suicide, avg. reward: 39.839, 4.393 sec/game, 114.3 min. total, 343.1 MB
suffix_guts v11 807 games, 771108 moves, e=0.237, loss: 48091.6, -, 36.3% elo% vs. random_no_suicide, avg. reward: 39.919, 4.497 sec/game, 114.4 min. total, 348.2 MB
suffix_guts v11 808 games, 772749 moves, e=0.235, loss: 44638.7, -, 34.8% elo% vs. random_no_suicide, avg. reward: 40.182, 4.554 sec/game, 114.5 min. total, 351.8 MB
suffix_guts v11 809 games, 774179 moves, e=0.234, loss: 44990.8, -, 33.3% elo% vs. random_no_suicide, avg. reward: 40.545, 4.593 sec/game, 114.6 min. total, 352.4 MB
suffix_guts v11 810 games, 775408 moves, e=0.232, loss: 52187.2, -, 32.0% elo% vs. random_no_suicide, avg. reward: 40.695, 4.535 sec/game, 114.6 min. total, 350.9 MB
suffix_guts v11 811 games, 776810 moves, e=0.231, loss: 58906.4, -, 30.7% elo% vs. random_no_suicide, avg. reward: 41.071, 4.549 sec/game, 114.7 min. total, 351.8 MB
suffix_guts v11 812 games, 778046 moves, e=0.230, loss: 67311.0, -, 29.5% elo% vs. random_no_suicide, avg. reward: 41.343, 4.538 sec/game, 114.8 min. total, 351.2 MB
suffix_guts v11 813 games, 779651 moves, e=0.228, loss: 64900.2, -, 28.4% elo% vs. random_no_suicide, avg. reward: 41.398, 4.561 sec/game, 114.9 min. total, 349.0 MB
suffix_guts v11 814 games, 780856 moves, e=0.227, loss: 78944.9, -, 27.3% elo% vs. random_no_suicide, avg. reward: 41.716, 4.556 sec/game, 114.9 min. total, 345.7 MB
suffix_guts v11 815 games, 782415 moves, e=0.225, loss: 76323.2, -, 26.4% elo% vs. random_no_suicide, avg. reward: 42.252, 4.583 sec/game, 115.0 min. total, 347.1 MB
suffix_guts v11 816 games, 783950 moves, e=0.224, loss: 69996.7, -, 25.4% elo% vs. random_no_suicide, avg. reward: 42.251, 4.581 sec/game, 115.1 min. total, 347.3 MB
suffix_guts v11 817 games, 785411 moves, e=0.222, loss: 67802.8, -, 24.5% elo% vs. random_no_suicide, avg. reward: 41.683, 4.630 sec/game, 115.2 min. total, 348.2 MB
suffix_guts v11 818 games, 786789 moves, e=0.221, loss: 52197.6, -, 23.7% elo% vs. random_no_suicide, avg. reward: 42.422, 4.629 sec/game, 115.2 min. total, 346.7 MB
suffix_guts v11 819 games, 788488 moves, e=0.219, loss: 56643.6, -, 22.9% elo% vs. random_no_suicide, avg. reward: 42.194, 4.680 sec/game, 115.3 min. total, 347.2 MB
suffix_guts v11 820 games, 790195 moves, e=0.218, loss: 51816.9, -, 22.2% elo% vs. random_no_suicide, avg. reward: 41.544, 4.678 sec/game, 115.4 min. total, 349.8 MB
suffix_guts v11 821 games, 791646 moves, e=0.216, loss: 34055.2, -, 21.5% elo% vs. random_no_suicide, avg. reward: 41.307, 4.666 sec/game, 115.5 min. total, 349.3 MB
suffix_guts v11 822 games, 793251 moves, e=0.215, loss: 33125.5, -, 20.8% elo% vs. random_no_suicide, avg. reward: 41.219, 4.708 sec/game, 115.6 min. total, 351.4 MB
suffix_guts v11 823 games, 794685 moves, e=0.213, loss: 29369.0, -, 20.2% elo% vs. random_no_suicide, avg. reward: 40.677, 4.682 sec/game, 115.6 min. total, 351.0 MB
suffix_guts v11 824 games, 796239 moves, e=0.212, loss: 26198.6, -, 19.6% elo% vs. random_no_suicide, avg. reward: 40.740, 4.709 sec/game, 115.7 min. total, 351.6 MB
suffix_guts v11 825 games, 797780 moves, e=0.210, loss: 28468.9, -, 19.1% elo% vs. random_no_suicide, avg. reward: 41.280, 4.726 sec/game, 115.8 min. total, 352.4 MB
suffix_guts v11 826 games, 799187 moves, e=0.209, loss: 32394.5, -, 18.5% elo% vs. random_no_suicide, avg. reward: 40.828, 4.691 sec/game, 115.9 min. total, 350.4 MB
suffix_guts v11 827 games, 800837 moves, e=0.207, loss: 34948.2, -, 18.0% elo% vs. random_no_suicide, avg. reward: 40.708, 4.615 sec/game, 116.0 min. total, 351.0 MB
suffix_guts v11 828 games, 802160 moves, e=0.206, loss: 38446.4, -, 17.5% elo% vs. random_no_suicide, avg. reward: 41.235, 4.559 sec/game, 116.0 min. total, 351.0 MB
suffix_guts v11 829 games, 803467 moves, e=0.205, loss: 43875.2, -, 17.1% elo% vs. random_no_suicide, avg. reward: 41.411, 4.542 sec/game, 116.1 min. total, 351.7 MB
suffix_guts v11 830 games, 804842 moves, e=0.203, loss: 46769.4, -, 16.6% elo% vs. random_no_suicide, avg. reward: 42.006, 4.556 sec/game, 116.2 min. total, 352.9 MB
suffix_guts v11 831 games, 806080 moves, e=0.202, loss: 52331.7, -, 16.2% elo% vs. random_no_suicide, avg. reward: 41.811, 4.525 sec/game, 116.2 min. total, 351.4 MB
suffix_guts v11 832 games, 807315 moves, e=0.201, loss: 51266.9, -, 15.8% elo% vs. random_no_suicide, avg. reward: 42.462, 4.507 sec/game, 116.3 min. total, 351.1 MB
suffix_guts v11 833 games, 808854 moves, e=0.199, loss: 44521.8, -, 15.4% elo% vs. random_no_suicide, avg. reward: 42.321, 4.481 sec/game, 116.4 min. total, 352.0 MB
suffix_guts v11 834 games, 810506 moves, e=0.198, loss: 48673.2, -, 15.1% elo% vs. random_no_suicide, avg. reward: 42.876, 4.551 sec/game, 116.5 min. total, 352.9 MB
suffix_guts v11 835 games, 812048 moves, e=0.196, loss: 61529.7, -, 14.7% elo% vs. random_no_suicide, avg. reward: 43.143, 4.549 sec/game, 116.5 min. total, 353.1 MB
suffix_guts v11 836 games, 813768 moves, e=0.194, loss: 57460.4, -, 14.4% elo% vs. random_no_suicide, avg. reward: 43.294, 4.588 sec/game, 116.6 min. total, 354.5 MB
suffix_guts v11 837 games, 815186 moves, e=0.193, loss: 62158.5, -, 14.0% elo% vs. random_no_suicide, avg. reward: 43.272, 4.565 sec/game, 116.7 min. total, 355.6 MB
suffix_guts v11 838 games, 816614 moves, e=0.192, loss: 57732.7, -, 13.7% elo% vs. random_no_suicide, avg. reward: 43.471, 4.578 sec/game, 116.8 min. total, 355.8 MB
suffix_guts v11 839 games, 817821 moves, e=0.190, loss: 53014.2, -, 13.4% elo% vs. random_no_suicide, avg. reward: 43.471, 4.491 sec/game, 116.8 min. total, 355.4 MB
suffix_guts v11 840 games, 819191 moves, e=0.189, loss: 60533.9, -, 13.1% elo% vs. random_no_suicide, avg. reward: 43.496, 4.445 sec/game, 116.9 min. total, 355.1 MB
suffix_guts v11 841 games, 820467 moves, e=0.188, loss: 61905.7, -, 12.9% elo% vs. random_no_suicide, avg. reward: 43.390, 4.418 sec/game, 117.0 min. total, 356.0 MB
suffix_guts v11 842 games, 822018 moves, e=0.186, loss: 54879.0, -, 12.6% elo% vs. random_no_suicide, avg. reward: 43.383, 4.437 sec/game, 117.1 min. total, 355.5 MB
suffix_guts v11 843 games, 823498 moves, e=0.185, loss: 54494.2, -, 12.4% elo% vs. random_no_suicide, avg. reward: 43.590, 4.431 sec/game, 117.1 min. total, 355.6 MB
suffix_guts v11 844 games, 825045 moves, e=0.183, loss: 53744.8, -, 12.1% elo% vs. random_no_suicide, avg. reward: 43.666, 4.419 sec/game, 117.2 min. total, 356.7 MB
suffix_guts v11 845 games, 826561 moves, e=0.182, loss: 52437.7, -, 11.9% elo% vs. random_no_suicide, avg. reward: 43.814, 4.416 sec/game, 117.3 min. total, 357.8 MB
suffix_guts v11 846 games, 828219 moves, e=0.180, loss: 56372.2, -, 11.7% elo% vs. random_no_suicide, avg. reward: 43.952, 4.445 sec/game, 117.4 min. total, 359.3 MB
suffix_guts v11 847 games, 829810 moves, e=0.178, loss: 56161.1, -, 11.4% elo% vs. random_no_suicide, avg. reward: 44.081, 4.450 sec/game, 117.4 min. total, 360.3 MB
suffix_guts v11 848 games, 831267 moves, e=0.177, loss: 50102.7, -, 11.2% elo% vs. random_no_suicide, avg. reward: 44.176, 4.486 sec/game, 117.5 min. total, 361.0 MB
suffix_guts v11 849 games, 832825 moves, e=0.176, loss: 45685.0, -, 11.0% elo% vs. random_no_suicide, avg. reward: 44.237, 4.504 sec/game, 117.6 min. total, 360.9 MB
suffix_guts v11 850 games, 834353 moves, e=0.174, loss: 57022.0, -, 10.8% elo% vs. random_no_suicide, avg. reward: 44.968, 4.537 sec/game, 117.7 min. total, 364.4 MB
suffix_guts v11 851 games, 836049 moves, e=0.172, loss: 61969.4, ., 11.5% elo% vs. random_no_suicide, avg. reward: 44.839, 4.590 sec/game, 117.8 min. total, 365.0 MB
suffix_guts v11 852 games, 837400 moves, e=0.171, loss: 63490.5, -, 11.3% elo% vs. random_no_suicide, avg. reward: 44.714, 4.610 sec/game, 117.8 min. total, 364.5 MB
suffix_guts v11 853 games, 838786 moves, e=0.170, loss: 59163.1, -, 11.1% elo% vs. random_no_suicide, avg. reward: 45.305, 4.606 sec/game, 117.9 min. total, 362.7 MB
suffix_guts v11 854 games, 840116 moves, e=0.168, loss: 63494.5, -, 10.9% elo% vs. random_no_suicide, avg. reward: 45.913, 4.544 sec/game, 118.0 min. total, 362.5 MB
suffix_guts v11 855 games, 841771 moves, e=0.167, loss: 57140.5, -, 10.7% elo% vs. random_no_suicide, avg. reward: 46.182, 4.560 sec/game, 118.1 min. total, 364.1 MB
suffix_guts v11 856 games, 843925 moves, e=0.165, loss: 58858.1, -, 10.5% elo% vs. random_no_suicide, avg. reward: 46.413, 4.602 sec/game, 118.2 min. total, 370.6 MB
suffix_guts v11 857 games, 845247 moves, e=0.163, loss: 56242.6, -, 10.3% elo% vs. random_no_suicide, avg. reward: 46.539, 4.585 sec/game, 118.2 min. total, 370.0 MB
suffix_guts v11 858 games, 846692 moves, e=0.162, loss: 58540.8, -, 10.2% elo% vs. random_no_suicide, avg. reward: 46.458, 4.601 sec/game, 118.3 min. total, 369.0 MB
suffix_guts v11 859 games, 848365 moves, e=0.160, loss: 54123.0, -, 10.0% elo% vs. random_no_suicide, avg. reward: 46.596, 4.663 sec/game, 118.4 min. total, 371.1 MB
suffix_guts v11 860 games, 849741 moves, e=0.159, loss: 53055.9, -, 9.8% elo% vs. random_no_suicide, avg. reward: 46.873, 4.680 sec/game, 118.5 min. total, 370.3 MB
suffix_guts v11 861 games, 851246 moves, e=0.157, loss: 64385.6, -, 9.7% elo% vs. random_no_suicide, avg. reward: 47.134, 4.724 sec/game, 118.5 min. total, 371.3 MB
suffix_guts v11 862 games, 852716 moves, e=0.156, loss: 65771.3, -, 9.5% elo% vs. random_no_suicide, avg. reward: 47.245, 4.673 sec/game, 118.6 min. total, 366.6 MB
suffix_guts v11 863 games, 854259 moves, e=0.154, loss: 72886.1, -, 9.4% elo% vs. random_no_suicide, avg. reward: 47.902, 4.698 sec/game, 118.7 min. total, 362.8 MB
suffix_guts v11 864 games, 855850 moves, e=0.153, loss: 69172.1, -, 9.2% elo% vs. random_no_suicide, avg. reward: 48.017, 4.726 sec/game, 118.8 min. total, 365.4 MB
suffix_guts v11 865 games, 857646 moves, e=0.151, loss: 79565.4, -, 9.1% elo% vs. random_no_suicide, avg. reward: 48.087, 4.778 sec/game, 118.9 min. total, 367.1 MB
suffix_guts v11 866 games, 859142 moves, e=0.149, loss: 74089.0, -, 8.9% elo% vs. random_no_suicide, avg. reward: 48.164, 4.782 sec/game, 119.0 min. total, 367.6 MB
suffix_guts v11 867 games, 860680 moves, e=0.148, loss: 84108.6, -, 8.8% elo% vs. random_no_suicide, avg. reward: 47.947, 4.767 sec/game, 119.0 min. total, 367.9 MB
suffix_guts v11 868 games, 862137 moves, e=0.146, loss: 74164.7, -, 8.7% elo% vs. random_no_suicide, avg. reward: 47.448, 4.753 sec/game, 119.1 min. total, 367.6 MB
suffix_guts v11 869 games, 863468 moves, e=0.145, loss: 59176.5, -, 8.6% elo% vs. random_no_suicide, avg. reward: 47.441, 4.735 sec/game, 119.2 min. total, 369.5 MB
suffix_guts v11 870 games, 864811 moves, e=0.144, loss: 55852.4, -, 8.4% elo% vs. random_no_suicide, avg. reward: 47.439, 4.723 sec/game, 119.2 min. total, 368.2 MB
suffix_guts v11 871 games, 866279 moves, e=0.142, loss: 51492.5, -, 8.3% elo% vs. random_no_suicide, avg. reward: 46.888, 4.692 sec/game, 119.3 min. total, 370.2 MB
suffix_guts v11 872 games, 867594 moves, e=0.141, loss: 50853.4, -, 8.2% elo% vs. random_no_suicide, avg. reward: 46.796, 4.692 sec/game, 119.4 min. total, 370.6 MB
suffix_guts v11 873 games, 868980 moves, e=0.140, loss: 40160.6, -, 8.1% elo% vs. random_no_suicide, avg. reward: 46.305, 4.662 sec/game, 119.5 min. total, 369.0 MB
suffix_guts v11 874 games, 870643 moves, e=0.138, loss: 34155.4, -, 8.0% elo% vs. random_no_suicide, avg. reward: 46.407, 4.716 sec/game, 119.5 min. total, 370.3 MB
suffix_guts v11 875 games, 872137 moves, e=0.137, loss: 30371.8, -, 7.9% elo% vs. random_no_suicide, avg. reward: 46.957, 4.717 sec/game, 119.6 min. total, 370.6 MB
suffix_guts v11 876 games, 873553 moves, e=0.135, loss: 30462.7, -, 7.8% elo% vs. random_no_suicide, avg. reward: 46.791, 4.621 sec/game, 119.7 min. total, 370.8 MB
suffix_guts v11 877 games, 875068 moves, e=0.134, loss: 42240.3, -, 7.7% elo% vs. random_no_suicide, avg. reward: 47.340, 4.654 sec/game, 119.8 min. total, 372.1 MB
suffix_guts v11 878 games, 876587 moves, e=0.132, loss: 44852.2, -, 7.6% elo% vs. random_no_suicide, avg. reward: 47.304, 4.655 sec/game, 119.9 min. total, 374.2 MB
suffix_guts v11 879 games, 878225 moves, e=0.131, loss: 51449.5, -, 7.5% elo% vs. random_no_suicide, avg. reward: 46.737, 4.642 sec/game, 119.9 min. total, 376.8 MB
suffix_guts v11 880 games, 879790 moves, e=0.129, loss: 53938.7, -, 7.4% elo% vs. random_no_suicide, avg. reward: 47.009, 4.673 sec/game, 120.0 min. total, 378.8 MB
suffix_guts v11 881 games, 881512 moves, e=0.127, loss: 52713.2, -, 7.3% elo% vs. random_no_suicide, avg. reward: 47.499, 4.700 sec/game, 120.1 min. total, 377.1 MB
suffix_guts v11 882 games, 883169 moves, e=0.126, loss: 50805.7, -, 7.2% elo% vs. random_no_suicide, avg. reward: 47.541, 4.731 sec/game, 120.2 min. total, 378.2 MB
suffix_guts v11 883 games, 884599 moves, e=0.124, loss: 50396.2, -, 7.1% elo% vs. random_no_suicide, avg. reward: 47.716, 4.708 sec/game, 120.3 min. total, 377.3 MB
suffix_guts v11 884 games, 886151 moves, e=0.123, loss: 53210.8, +, 8.3% elo% vs. random_no_suicide, avg. reward: 48.019, 4.692 sec/game, 120.3 min. total, 378.2 MB
suffix_guts v11 885 games, 887867 moves, e=0.121, loss: 59381.8, -, 8.2% elo% vs. random_no_suicide, avg. reward: 48.139, 4.678 sec/game, 120.4 min. total, 378.4 MB
