dragging_probation v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 304.0 MB
dragging_probation v8 465 games, 421498 moves, e=0.583, loss: 4.5, -, 8.5% elo% vs. simple_bot, avg. reward: -5.624, 2.822 sec/game, 14.9 min. total, 593.9 MB
dragging_probation v8 466 games, 422823 moves, e=0.581, loss: 4.3, -, 8.4% elo% vs. simple_bot, avg. reward: -5.584, 2.854 sec/game, 14.9 min. total, 592.7 MB
dragging_probation v8 467 games, 423943 moves, e=0.580, loss: 5.0, -, 8.3% elo% vs. simple_bot, avg. reward: -5.593, 2.828 sec/game, 15.0 min. total, 597.6 MB
dragging_probation v8 468 games, 425257 moves, e=0.579, loss: 5.3, -, 8.1% elo% vs. simple_bot, avg. reward: -5.588, 2.826 sec/game, 15.0 min. total, 593.0 MB
dragging_probation v8 469 games, 426439 moves, e=0.578, loss: 5.8, -, 8.0% elo% vs. simple_bot, avg. reward: -5.581, 2.795 sec/game, 15.1 min. total, 597.6 MB
dragging_probation v8 470 games, 427798 moves, e=0.576, loss: 5.4, -, 7.9% elo% vs. simple_bot, avg. reward: -5.571, 2.843 sec/game, 15.1 min. total, 593.5 MB
dragging_probation v8 471 games, 429129 moves, e=0.575, loss: 5.8, -, 7.8% elo% vs. simple_bot, avg. reward: -5.560, 2.824 sec/game, 15.2 min. total, 593.9 MB
dragging_probation v8 472 games, 430525 moves, e=0.574, loss: 6.1, -, 7.7% elo% vs. simple_bot, avg. reward: -5.545, 2.857 sec/game, 15.2 min. total, 593.7 MB
dragging_probation v8 473 games, 431727 moves, e=0.573, loss: 5.5, -, 7.6% elo% vs. simple_bot, avg. reward: -5.550, 2.828 sec/game, 15.2 min. total, 593.8 MB
dragging_probation v8 474 games, 432707 moves, e=0.572, loss: 5.9, -, 7.5% elo% vs. simple_bot, avg. reward: -5.564, 2.819 sec/game, 15.3 min. total, 594.3 MB
dragging_probation v8 475 games, 433831 moves, e=0.571, loss: 6.1, -, 7.4% elo% vs. simple_bot, avg. reward: -5.561, 2.805 sec/game, 15.3 min. total, 594.3 MB
dragging_probation v8 476 games, 435046 moves, e=0.569, loss: 6.2, -, 7.3% elo% vs. simple_bot, avg. reward: -5.552, 2.817 sec/game, 15.4 min. total, 596.0 MB
dragging_probation v8 477 games, 436134 moves, e=0.568, loss: 5.7, -, 7.2% elo% vs. simple_bot, avg. reward: -5.562, 2.780 sec/game, 15.4 min. total, 596.5 MB
dragging_probation v8 478 games, 437354 moves, e=0.567, loss: 5.7, -, 7.2% elo% vs. simple_bot, avg. reward: -5.544, 2.773 sec/game, 15.5 min. total, 596.6 MB
dragging_probation v8 479 games, 438673 moves, e=0.566, loss: 5.9, -, 7.1% elo% vs. simple_bot, avg. reward: -5.527, 2.753 sec/game, 15.5 min. total, 596.6 MB
dragging_probation v8 480 games, 440037 moves, e=0.564, loss: 5.6, -, 7.0% elo% vs. simple_bot, avg. reward: -5.517, 2.772 sec/game, 15.6 min. total, 596.8 MB
dragging_probation v8 481 games, 441330 moves, e=0.563, loss: 5.6, -, 6.9% elo% vs. simple_bot, avg. reward: -5.498, 2.779 sec/game, 15.6 min. total, 597.0 MB
dragging_probation v8 482 games, 442602 moves, e=0.562, loss: 6.2, -, 6.8% elo% vs. simple_bot, avg. reward: -5.482, 2.782 sec/game, 15.7 min. total, 597.8 MB
dragging_probation v8 483 games, 443917 moves, e=0.561, loss: 6.2, -, 6.7% elo% vs. simple_bot, avg. reward: -5.472, 2.812 sec/game, 15.7 min. total, 598.2 MB
dragging_probation v8 484 games, 445000 moves, e=0.559, loss: 6.3, -, 6.7% elo% vs. simple_bot, avg. reward: -5.480, 2.785 sec/game, 15.7 min. total, 598.9 MB
dragging_probation v8 485 games, 446567 moves, e=0.558, loss: 5.9, -, 6.6% elo% vs. simple_bot, avg. reward: -5.447, 2.826 sec/game, 15.8 min. total, 599.3 MB
dragging_probation v8 486 games, 447794 moves, e=0.557, loss: 5.1, -, 6.5% elo% vs. simple_bot, avg. reward: -5.445, 2.813 sec/game, 15.9 min. total, 599.4 MB
dragging_probation v8 487 games, 449040 moves, e=0.555, loss: 5.2, +, 7.6% elo% vs. simple_bot, avg. reward: -5.441, 2.828 sec/game, 15.9 min. total, 601.1 MB
dragging_probation v8 488 games, 450268 moves, e=0.554, loss: 5.1, -, 7.5% elo% vs. simple_bot, avg. reward: -5.431, 2.814 sec/game, 15.9 min. total, 599.7 MB
dragging_probation v8 489 games, 451414 moves, e=0.553, loss: 4.9, -, 7.4% elo% vs. simple_bot, avg. reward: -5.424, 2.818 sec/game, 16.0 min. total, 600.7 MB
dragging_probation v8 490 games, 452613 moves, e=0.552, loss: 4.6, -, 7.3% elo% vs. simple_bot, avg. reward: -5.410, 2.797 sec/game, 16.0 min. total, 601.9 MB
dragging_probation v8 491 games, 453944 moves, e=0.551, loss: 4.7, -, 7.3% elo% vs. simple_bot, avg. reward: -5.395, 2.801 sec/game, 16.1 min. total, 602.0 MB
dragging_probation v8 492 games, 455186 moves, e=0.549, loss: 4.7, -, 7.2% elo% vs. simple_bot, avg. reward: -5.388, 2.789 sec/game, 16.1 min. total, 602.0 MB
dragging_probation v8 493 games, 456479 moves, e=0.548, loss: 4.5, -, 7.1% elo% vs. simple_bot, avg. reward: -5.363, 2.809 sec/game, 16.2 min. total, 602.2 MB
dragging_probation v8 494 games, 457669 moves, e=0.547, loss: 4.9, -, 7.0% elo% vs. simple_bot, avg. reward: -5.352, 2.814 sec/game, 16.2 min. total, 602.1 MB
dragging_probation v8 495 games, 458876 moves, e=0.546, loss: 4.8, -, 6.9% elo% vs. simple_bot, avg. reward: -5.349, 2.828 sec/game, 16.3 min. total, 604.2 MB
dragging_probation v8 496 games, 460208 moves, e=0.544, loss: 4.5, -, 6.8% elo% vs. simple_bot, avg. reward: -5.340, 2.842 sec/game, 16.3 min. total, 604.3 MB
dragging_probation v8 497 games, 461466 moves, e=0.543, loss: 4.2, -, 6.8% elo% vs. simple_bot, avg. reward: -5.319, 2.866 sec/game, 16.4 min. total, 605.2 MB
dragging_probation v8 498 games, 462700 moves, e=0.542, loss: 4.3, -, 6.7% elo% vs. simple_bot, avg. reward: -5.311, 2.854 sec/game, 16.4 min. total, 605.3 MB
dragging_probation v8 499 games, 464016 moves, e=0.541, loss: 4.2, -, 6.6% elo% vs. simple_bot, avg. reward: -5.297, 2.866 sec/game, 16.5 min. total, 605.3 MB
dragging_probation v8 500 games, 465438 moves, e=0.539, loss: 4.2, -, 6.5% elo% vs. simple_bot, avg. reward: -5.287, 2.871 sec/game, 16.5 min. total, 605.4 MB
dragging_probation v9 501 games, 466496 moves, e=0.538, loss: 4.5, -, 47.7% elo% vs. simple_bot, avg. reward: -5.294, 2.864 sec/game, 16.6 min. total, 606.0 MB
dragging_probation v9 502 games, 467680 moves, e=0.537, loss: 4.9, -, 45.5% elo% vs. simple_bot, avg. reward: -5.277, 2.848 sec/game, 16.6 min. total, 606.0 MB
dragging_probation v9 503 games, 469059 moves, e=0.536, loss: 4.8, -, 43.4% elo% vs. simple_bot, avg. reward: -5.259, 2.864 sec/game, 16.7 min. total, 606.8 MB
dragging_probation v9 504 games, 470464 moves, e=0.534, loss: 4.9, -, 41.5% elo% vs. simple_bot, avg. reward: -5.243, 2.895 sec/game, 16.7 min. total, 606.8 MB
dragging_probation v9 505 games, 471816 moves, e=0.533, loss: 5.1, -, 39.6% elo% vs. simple_bot, avg. reward: -5.233, 2.884 sec/game, 16.8 min. total, 607.0 MB
dragging_probation v9 506 games, 473055 moves, e=0.532, loss: 5.2, -, 37.9% elo% vs. simple_bot, avg. reward: -5.224, 2.867 sec/game, 16.8 min. total, 606.7 MB
dragging_probation v9 507 games, 474440 moves, e=0.530, loss: 5.4, -, 36.3% elo% vs. simple_bot, avg. reward: -5.212, 2.878 sec/game, 16.9 min. total, 606.9 MB
dragging_probation v9 508 games, 475904 moves, e=0.529, loss: 5.2, -, 34.8% elo% vs. simple_bot, avg. reward: -5.198, 2.913 sec/game, 16.9 min. total, 612.2 MB
dragging_probation v9 509 games, 477286 moves, e=0.527, loss: 5.2, -, 33.3% elo% vs. simple_bot, avg. reward: -5.178, 2.921 sec/game, 17.0 min. total, 609.2 MB
dragging_probation v9 510 games, 478650 moves, e=0.526, loss: 4.7, -, 32.0% elo% vs. simple_bot, avg. reward: -5.173, 2.948 sec/game, 17.0 min. total, 610.0 MB
dragging_probation v9 511 games, 479997 moves, e=0.525, loss: 5.4, -, 30.7% elo% vs. simple_bot, avg. reward: -5.158, 2.949 sec/game, 17.1 min. total, 610.2 MB
dragging_probation v9 512 games, 481254 moves, e=0.524, loss: 5.1, -, 29.5% elo% vs. simple_bot, avg. reward: -5.152, 2.951 sec/game, 17.1 min. total, 610.3 MB
dragging_probation v9 513 games, 482514 moves, e=0.522, loss: 4.9, -, 28.4% elo% vs. simple_bot, avg. reward: -5.143, 2.943 sec/game, 17.2 min. total, 611.7 MB
dragging_probation v9 514 games, 484074 moves, e=0.521, loss: 5.0, -, 27.3% elo% vs. simple_bot, avg. reward: -5.115, 2.988 sec/game, 17.2 min. total, 610.5 MB
dragging_probation v9 515 games, 485086 moves, e=0.520, loss: 4.7, -, 26.4% elo% vs. simple_bot, avg. reward: -5.129, 2.964 sec/game, 17.3 min. total, 610.5 MB
dragging_probation v9 516 games, 486408 moves, e=0.518, loss: 5.1, -, 25.4% elo% vs. simple_bot, avg. reward: -5.122, 2.973 sec/game, 17.3 min. total, 611.3 MB
dragging_probation v9 517 games, 487999 moves, e=0.517, loss: 5.5, +, 28.1% elo% vs. simple_bot, avg. reward: -5.098, 2.989 sec/game, 17.4 min. total, 613.0 MB
dragging_probation v9 518 games, 489294 moves, e=0.516, loss: 5.6, -, 27.1% elo% vs. simple_bot, avg. reward: -5.086, 3.004 sec/game, 17.4 min. total, 611.9 MB
dragging_probation v9 519 games, 490662 moves, e=0.514, loss: 5.8, -, 26.1% elo% vs. simple_bot, avg. reward: -5.080, 3.001 sec/game, 17.5 min. total, 612.5 MB
dragging_probation v9 520 games, 492021 moves, e=0.513, loss: 6.1, -, 25.2% elo% vs. simple_bot, avg. reward: -5.059, 2.995 sec/game, 17.5 min. total, 612.5 MB
dragging_probation v9 521 games, 493540 moves, e=0.511, loss: 6.6, -, 24.3% elo% vs. simple_bot, avg. reward: -5.041, 3.039 sec/game, 17.6 min. total, 613.8 MB
dragging_probation v9 522 games, 494767 moves, e=0.510, loss: 6.6, -, 23.5% elo% vs. simple_bot, avg. reward: -5.031, 3.045 sec/game, 17.6 min. total, 615.8 MB
dragging_probation v9 523 games, 496040 moves, e=0.509, loss: 6.9, -, 22.7% elo% vs. simple_bot, avg. reward: -5.033, 3.037 sec/game, 17.7 min. total, 615.6 MB
dragging_probation v9 524 games, 497554 moves, e=0.507, loss: 6.7, -, 22.0% elo% vs. simple_bot, avg. reward: -5.008, 3.045 sec/game, 17.7 min. total, 615.5 MB
dragging_probation v9 525 games, 499047 moves, e=0.506, loss: 6.6, -, 21.3% elo% vs. simple_bot, avg. reward: -4.996, 3.055 sec/game, 17.8 min. total, 620.3 MB
dragging_probation v9 526 games, 500319 moves, e=0.505, loss: 5.4, -, 20.7% elo% vs. simple_bot, avg. reward: -4.986, 3.065 sec/game, 17.8 min. total, 616.2 MB
dragging_probation v9 527 games, 501733 moves, e=0.503, loss: 5.1, -, 20.1% elo% vs. simple_bot, avg. reward: -4.958, 3.077 sec/game, 17.9 min. total, 617.8 MB
dragging_probation v9 528 games, 503010 moves, e=0.502, loss: 5.4, -, 19.5% elo% vs. simple_bot, avg. reward: -4.953, 3.047 sec/game, 17.9 min. total, 617.9 MB
dragging_probation v9 529 games, 504322 moves, e=0.501, loss: 5.2, -, 18.9% elo% vs. simple_bot, avg. reward: -4.938, 3.062 sec/game, 18.0 min. total, 617.4 MB
dragging_probation v9 530 games, 505613 moves, e=0.499, loss: 4.6, -, 18.4% elo% vs. simple_bot, avg. reward: -4.921, 3.040 sec/game, 18.0 min. total, 622.3 MB
dragging_probation v9 531 games, 506912 moves, e=0.498, loss: 5.1, -, 17.9% elo% vs. simple_bot, avg. reward: -4.918, 3.038 sec/game, 18.1 min. total, 618.9 MB
dragging_probation v9 532 games, 508096 moves, e=0.497, loss: 5.3, -, 17.4% elo% vs. simple_bot, avg. reward: -4.908, 3.026 sec/game, 18.1 min. total, 617.9 MB
dragging_probation v9 533 games, 509538 moves, e=0.496, loss: 4.9, -, 16.9% elo% vs. simple_bot, avg. reward: -4.908, 3.042 sec/game, 18.2 min. total, 617.9 MB
dragging_probation v9 534 games, 510730 moves, e=0.494, loss: 5.7, -, 16.5% elo% vs. simple_bot, avg. reward: -4.894, 3.010 sec/game, 18.2 min. total, 619.4 MB
dragging_probation v9 535 games, 512309 moves, e=0.493, loss: 5.8, -, 16.1% elo% vs. simple_bot, avg. reward: -4.888, 3.064 sec/game, 18.3 min. total, 619.5 MB
dragging_probation v9 536 games, 513871 moves, e=0.491, loss: 5.8, -, 15.7% elo% vs. simple_bot, avg. reward: -4.868, 3.080 sec/game, 18.3 min. total, 621.2 MB
dragging_probation v9 537 games, 515348 moves, e=0.490, loss: 5.3, -, 15.3% elo% vs. simple_bot, avg. reward: -4.853, 3.076 sec/game, 18.4 min. total, 620.1 MB
dragging_probation v9 538 games, 516654 moves, e=0.489, loss: 4.9, -, 15.0% elo% vs. simple_bot, avg. reward: -4.846, 3.080 sec/game, 18.4 min. total, 619.8 MB
dragging_probation v9 539 games, 518120 moves, e=0.487, loss: 5.7, -, 14.6% elo% vs. simple_bot, avg. reward: -4.817, 3.079 sec/game, 18.5 min. total, 620.0 MB
dragging_probation v9 540 games, 519345 moves, e=0.486, loss: 5.1, -, 14.3% elo% vs. simple_bot, avg. reward: -4.810, 3.076 sec/game, 18.5 min. total, 622.7 MB
dragging_probation v9 541 games, 520844 moves, e=0.484, loss: 5.2, -, 14.0% elo% vs. simple_bot, avg. reward: -4.793, 3.078 sec/game, 18.6 min. total, 624.2 MB
dragging_probation v9 542 games, 522318 moves, e=0.483, loss: 5.4, -, 13.7% elo% vs. simple_bot, avg. reward: -4.777, 3.090 sec/game, 18.7 min. total, 622.8 MB
dragging_probation v9 543 games, 523836 moves, e=0.481, loss: 5.1, -, 13.4% elo% vs. simple_bot, avg. reward: -4.772, 3.113 sec/game, 18.7 min. total, 623.0 MB
dragging_probation v9 544 games, 525248 moves, e=0.480, loss: 5.3, -, 13.1% elo% vs. simple_bot, avg. reward: -4.763, 3.102 sec/game, 18.8 min. total, 623.7 MB
dragging_probation v9 545 games, 526752 moves, e=0.479, loss: 5.4, -, 12.8% elo% vs. simple_bot, avg. reward: -4.757, 3.115 sec/game, 18.8 min. total, 625.2 MB
dragging_probation v9 546 games, 528079 moves, e=0.477, loss: 5.4, -, 12.5% elo% vs. simple_bot, avg. reward: -4.747, 3.115 sec/game, 18.9 min. total, 625.8 MB
dragging_probation v9 547 games, 529504 moves, e=0.476, loss: 4.6, -, 12.3% elo% vs. simple_bot, avg. reward: -4.740, 3.108 sec/game, 18.9 min. total, 627.5 MB
dragging_probation v9 548 games, 530958 moves, e=0.474, loss: 4.1, -, 12.1% elo% vs. simple_bot, avg. reward: -4.733, 3.137 sec/game, 19.0 min. total, 626.4 MB
dragging_probation v9 549 games, 532121 moves, e=0.473, loss: 4.0, -, 11.8% elo% vs. simple_bot, avg. reward: -4.738, 3.111 sec/game, 19.0 min. total, 626.7 MB
dragging_probation v9 550 games, 533640 moves, e=0.472, loss: 4.2, -, 11.6% elo% vs. simple_bot, avg. reward: -4.718, 3.136 sec/game, 19.1 min. total, 627.2 MB
dragging_probation v9 551 games, 535138 moves, e=0.470, loss: 4.3, -, 11.4% elo% vs. simple_bot, avg. reward: -4.707, 3.146 sec/game, 19.1 min. total, 627.1 MB
dragging_probation v9 552 games, 536533 moves, e=0.469, loss: 3.8, -, 11.2% elo% vs. simple_bot, avg. reward: -4.696, 3.177 sec/game, 19.2 min. total, 626.9 MB
dragging_probation v9 553 games, 538048 moves, e=0.467, loss: 3.9, -, 11.0% elo% vs. simple_bot, avg. reward: -4.688, 3.185 sec/game, 19.2 min. total, 628.3 MB
dragging_probation v9 554 games, 539678 moves, e=0.466, loss: 3.9, -, 10.8% elo% vs. simple_bot, avg. reward: -4.673, 3.229 sec/game, 19.3 min. total, 628.3 MB
dragging_probation v9 555 games, 541324 moves, e=0.464, loss: 3.6, -, 10.6% elo% vs. simple_bot, avg. reward: -4.650, 3.242 sec/game, 19.4 min. total, 628.4 MB
dragging_probation v9 556 games, 542820 moves, e=0.463, loss: 3.3, -, 10.4% elo% vs. simple_bot, avg. reward: -4.634, 3.220 sec/game, 19.4 min. total, 628.1 MB
dragging_probation v9 557 games, 544444 moves, e=0.461, loss: 3.8, -, 10.2% elo% vs. simple_bot, avg. reward: -4.625, 3.243 sec/game, 19.5 min. total, 631.5 MB
dragging_probation v9 558 games, 545890 moves, e=0.460, loss: 4.2, -, 10.0% elo% vs. simple_bot, avg. reward: -4.620, 3.245 sec/game, 19.5 min. total, 630.0 MB
dragging_probation v9 559 games, 547353 moves, e=0.458, loss: 3.6, -, 9.9% elo% vs. simple_bot, avg. reward: -4.621, 3.260 sec/game, 19.6 min. total, 630.0 MB
dragging_probation v9 560 games, 549050 moves, e=0.456, loss: 3.6, -, 9.7% elo% vs. simple_bot, avg. reward: -4.600, 3.294 sec/game, 19.6 min. total, 630.5 MB
dragging_probation v9 561 games, 550519 moves, e=0.455, loss: 3.7, -, 9.6% elo% vs. simple_bot, avg. reward: -4.586, 3.282 sec/game, 19.7 min. total, 631.0 MB
dragging_probation v9 562 games, 552054 moves, e=0.453, loss: 3.7, -, 9.4% elo% vs. simple_bot, avg. reward: -4.572, 3.299 sec/game, 19.8 min. total, 633.1 MB
dragging_probation v9 563 games, 553568 moves, e=0.452, loss: 4.3, -, 9.3% elo% vs. simple_bot, avg. reward: -4.549, 3.284 sec/game, 19.8 min. total, 634.3 MB
dragging_probation v9 564 games, 555191 moves, e=0.450, loss: 4.5, -, 9.1% elo% vs. simple_bot, avg. reward: -4.529, 3.304 sec/game, 19.9 min. total, 633.4 MB
dragging_probation v9 565 games, 556742 moves, e=0.449, loss: 4.7, -, 9.0% elo% vs. simple_bot, avg. reward: -4.502, 3.287 sec/game, 19.9 min. total, 633.1 MB
dragging_probation v9 566 games, 558204 moves, e=0.447, loss: 4.3, -, 8.9% elo% vs. simple_bot, avg. reward: -4.493, 3.293 sec/game, 20.0 min. total, 633.0 MB
dragging_probation v9 567 games, 559829 moves, e=0.446, loss: 4.3, -, 8.7% elo% vs. simple_bot, avg. reward: -4.467, 3.304 sec/game, 20.0 min. total, 634.5 MB
dragging_probation v9 568 games, 561226 moves, e=0.444, loss: 4.8, -, 8.6% elo% vs. simple_bot, avg. reward: -4.463, 3.282 sec/game, 20.1 min. total, 633.1 MB
dragging_probation v9 569 games, 562566 moves, e=0.443, loss: 5.4, -, 8.5% elo% vs. simple_bot, avg. reward: -4.453, 3.310 sec/game, 20.1 min. total, 634.6 MB
dragging_probation v9 570 games, 564110 moves, e=0.442, loss: 4.8, -, 8.3% elo% vs. simple_bot, avg. reward: -4.448, 3.293 sec/game, 20.2 min. total, 633.5 MB
dragging_probation v9 571 games, 565769 moves, e=0.440, loss: 5.1, -, 8.2% elo% vs. simple_bot, avg. reward: -4.432, 3.313 sec/game, 20.2 min. total, 634.0 MB
dragging_probation v9 572 games, 567200 moves, e=0.438, loss: 5.2, -, 8.1% elo% vs. simple_bot, avg. reward: -4.430, 3.288 sec/game, 20.3 min. total, 635.3 MB
dragging_probation v9 573 games, 568571 moves, e=0.437, loss: 5.2, -, 8.0% elo% vs. simple_bot, avg. reward: -4.418, 3.262 sec/game, 20.3 min. total, 636.9 MB
dragging_probation v9 574 games, 569865 moves, e=0.436, loss: 5.4, -, 7.9% elo% vs. simple_bot, avg. reward: -4.394, 3.217 sec/game, 20.4 min. total, 636.9 MB
dragging_probation v9 575 games, 571330 moves, e=0.434, loss: 5.4, -, 7.8% elo% vs. simple_bot, avg. reward: -4.375, 3.181 sec/game, 20.4 min. total, 636.9 MB
dragging_probation v9 576 games, 572870 moves, e=0.433, loss: 5.3, -, 7.7% elo% vs. simple_bot, avg. reward: -4.361, 3.181 sec/game, 20.5 min. total, 636.9 MB
dragging_probation v9 577 games, 574433 moves, e=0.431, loss: 5.3, -, 7.6% elo% vs. simple_bot, avg. reward: -4.336, 3.153 sec/game, 20.5 min. total, 637.3 MB
dragging_probation v9 578 games, 576075 moves, e=0.430, loss: 6.3, -, 7.5% elo% vs. simple_bot, avg. reward: -4.320, 3.167 sec/game, 20.6 min. total, 637.1 MB
dragging_probation v9 579 games, 577523 moves, e=0.428, loss: 6.3, -, 7.4% elo% vs. simple_bot, avg. reward: -4.312, 3.143 sec/game, 20.6 min. total, 638.4 MB
dragging_probation v9 580 games, 579116 moves, e=0.427, loss: 6.5, -, 7.3% elo% vs. simple_bot, avg. reward: -4.299, 3.136 sec/game, 20.7 min. total, 638.9 MB
dragging_probation v9 581 games, 580630 moves, e=0.425, loss: 6.3, -, 7.2% elo% vs. simple_bot, avg. reward: -4.291, 3.130 sec/game, 20.7 min. total, 638.8 MB
dragging_probation v9 582 games, 582154 moves, e=0.424, loss: 5.9, -, 7.1% elo% vs. simple_bot, avg. reward: -4.286, 3.118 sec/game, 20.8 min. total, 639.2 MB
dragging_probation v9 583 games, 583803 moves, e=0.422, loss: 5.3, -, 7.0% elo% vs. simple_bot, avg. reward: -4.273, 3.111 sec/game, 20.8 min. total, 639.0 MB
dragging_probation v9 584 games, 585269 moves, e=0.421, loss: 5.9, -, 7.0% elo% vs. simple_bot, avg. reward: -4.250, 3.096 sec/game, 20.9 min. total, 639.1 MB
dragging_probation v9 585 games, 586881 moves, e=0.419, loss: 5.3, +, 8.2% elo% vs. simple_bot, avg. reward: -4.247, 3.101 sec/game, 21.0 min. total, 641.4 MB
dragging_probation v9 586 games, 588400 moves, e=0.417, loss: 5.2, -, 8.0% elo% vs. simple_bot, avg. reward: -4.231, 3.102 sec/game, 21.0 min. total, 642.2 MB
dragging_probation v9 587 games, 590108 moves, e=0.416, loss: 5.3, +, 9.4% elo% vs. simple_bot, avg. reward: -4.211, 3.110 sec/game, 21.1 min. total, 641.2 MB
dragging_probation v9 588 games, 591713 moves, e=0.414, loss: 5.4, -, 9.2% elo% vs. simple_bot, avg. reward: -4.196, 3.118 sec/game, 21.1 min. total, 641.4 MB
dragging_probation v9 589 games, 593265 moves, e=0.413, loss: 5.0, +, 10.7% elo% vs. simple_bot, avg. reward: -4.181, 3.118 sec/game, 21.2 min. total, 642.9 MB
dragging_probation v9 590 games, 594750 moves, e=0.411, loss: 6.1, -, 10.6% elo% vs. simple_bot, avg. reward: -4.164, 3.120 sec/game, 21.2 min. total, 641.7 MB
dragging_probation v9 591 games, 596126 moves, e=0.410, loss: 5.5, -, 10.4% elo% vs. simple_bot, avg. reward: -4.161, 3.092 sec/game, 21.3 min. total, 642.6 MB
dragging_probation v9 592 games, 597547 moves, e=0.408, loss: 5.6, -, 10.2% elo% vs. simple_bot, avg. reward: -4.148, 3.091 sec/game, 21.3 min. total, 643.8 MB
dragging_probation v9 593 games, 599243 moves, e=0.407, loss: 5.0, -, 10.0% elo% vs. simple_bot, avg. reward: -4.131, 3.122 sec/game, 21.4 min. total, 643.8 MB
dragging_probation v9 594 games, 600806 moves, e=0.405, loss: 5.4, -, 9.9% elo% vs. simple_bot, avg. reward: -4.111, 3.132 sec/game, 21.4 min. total, 643.9 MB
dragging_probation v9 595 games, 602631 moves, e=0.403, loss: 5.5, -, 9.7% elo% vs. simple_bot, avg. reward: -4.088, 3.175 sec/game, 21.5 min. total, 643.9 MB
