sanding_take v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 302.7 MB
sanding_take v4 457 games, 373011 moves, e=0.631, loss: 2387.9, -, 1.6% elo% vs. random_no_suicide, avg. reward: 25.554, 2.502 sec/game, 14.1 min. total, 462.7 MB
sanding_take v4 458 games, 373953 moves, e=0.630, loss: 2532.8, -, 1.6% elo% vs. random_no_suicide, avg. reward: 25.604, 2.479 sec/game, 14.1 min. total, 462.6 MB
sanding_take v4 459 games, 374710 moves, e=0.629, loss: 2601.2, -, 1.6% elo% vs. random_no_suicide, avg. reward: 25.655, 2.435 sec/game, 14.1 min. total, 462.6 MB
sanding_take v4 460 games, 375529 moves, e=0.628, loss: 2482.2, -, 1.6% elo% vs. random_no_suicide, avg. reward: 25.661, 2.420 sec/game, 14.2 min. total, 462.7 MB
sanding_take v4 461 games, 376387 moves, e=0.627, loss: 2565.7, -, 1.6% elo% vs. random_no_suicide, avg. reward: 25.711, 2.396 sec/game, 14.2 min. total, 462.7 MB
sanding_take v4 462 games, 377429 moves, e=0.626, loss: 2668.0, -, 1.6% elo% vs. random_no_suicide, avg. reward: 25.757, 2.391 sec/game, 14.2 min. total, 462.7 MB
sanding_take v4 463 games, 378346 moves, e=0.625, loss: 2603.6, -, 1.5% elo% vs. random_no_suicide, avg. reward: 25.784, 2.416 sec/game, 14.3 min. total, 461.9 MB
sanding_take v4 464 games, 379175 moves, e=0.625, loss: 2665.6, -, 1.5% elo% vs. random_no_suicide, avg. reward: 25.789, 2.416 sec/game, 14.3 min. total, 462.2 MB
sanding_take v4 465 games, 380158 moves, e=0.624, loss: 2903.8, -, 1.5% elo% vs. random_no_suicide, avg. reward: 25.801, 2.435 sec/game, 14.4 min. total, 462.4 MB
sanding_take v4 466 games, 381072 moves, e=0.623, loss: 3003.5, -, 1.5% elo% vs. random_no_suicide, avg. reward: 25.794, 2.453 sec/game, 14.4 min. total, 463.1 MB
sanding_take v4 467 games, 382215 moves, e=0.622, loss: 2953.8, -, 1.5% elo% vs. random_no_suicide, avg. reward: 25.832, 2.467 sec/game, 14.5 min. total, 463.8 MB
sanding_take v4 468 games, 383018 moves, e=0.621, loss: 3027.0, -, 1.5% elo% vs. random_no_suicide, avg. reward: 25.806, 2.401 sec/game, 14.5 min. total, 464.3 MB
sanding_take v4 469 games, 383939 moves, e=0.620, loss: 3148.9, -, 1.5% elo% vs. random_no_suicide, avg. reward: 25.782, 2.369 sec/game, 14.5 min. total, 464.5 MB
sanding_take v4 470 games, 385019 moves, e=0.619, loss: 2970.1, -, 1.5% elo% vs. random_no_suicide, avg. reward: 25.768, 2.383 sec/game, 14.6 min. total, 464.5 MB
sanding_take v4 471 games, 385854 moves, e=0.618, loss: 3000.1, -, 1.5% elo% vs. random_no_suicide, avg. reward: 25.755, 2.401 sec/game, 14.6 min. total, 462.7 MB
sanding_take v4 472 games, 386794 moves, e=0.617, loss: 3039.7, -, 1.5% elo% vs. random_no_suicide, avg. reward: 25.723, 2.414 sec/game, 14.7 min. total, 462.7 MB
sanding_take v4 473 games, 387847 moves, e=0.616, loss: 2920.8, -, 1.5% elo% vs. random_no_suicide, avg. reward: 25.692, 2.431 sec/game, 14.7 min. total, 462.9 MB
sanding_take v4 474 games, 388740 moves, e=0.615, loss: 2589.9, -, 1.5% elo% vs. random_no_suicide, avg. reward: 25.698, 2.437 sec/game, 14.7 min. total, 463.7 MB
sanding_take v4 475 games, 389827 moves, e=0.614, loss: 2604.5, -, 1.5% elo% vs. random_no_suicide, avg. reward: 25.649, 2.408 sec/game, 14.8 min. total, 465.6 MB
sanding_take v4 476 games, 390744 moves, e=0.613, loss: 2611.2, -, 1.5% elo% vs. random_no_suicide, avg. reward: 25.611, 2.395 sec/game, 14.8 min. total, 466.5 MB
sanding_take v4 477 games, 391805 moves, e=0.612, loss: 2671.6, -, 1.5% elo% vs. random_no_suicide, avg. reward: 25.591, 2.387 sec/game, 14.9 min. total, 466.5 MB
sanding_take v4 478 games, 392753 moves, e=0.611, loss: 2584.5, -, 1.5% elo% vs. random_no_suicide, avg. reward: 25.557, 2.406 sec/game, 14.9 min. total, 466.4 MB
sanding_take v4 479 games, 393814 moves, e=0.610, loss: 2514.8, -, 1.5% elo% vs. random_no_suicide, avg. reward: 25.580, 2.445 sec/game, 14.9 min. total, 467.2 MB
sanding_take v4 480 games, 394761 moves, e=0.609, loss: 2479.7, -, 1.5% elo% vs. random_no_suicide, avg. reward: 25.604, 2.458 sec/game, 15.0 min. total, 467.0 MB
sanding_take v4 481 games, 395660 moves, e=0.608, loss: 2587.9, -, 1.5% elo% vs. random_no_suicide, avg. reward: 25.585, 2.460 sec/game, 15.0 min. total, 467.0 MB
sanding_take v4 482 games, 396603 moves, e=0.607, loss: 2516.1, -, 1.5% elo% vs. random_no_suicide, avg. reward: 25.571, 2.464 sec/game, 15.1 min. total, 467.1 MB
sanding_take v4 483 games, 397627 moves, e=0.606, loss: 2385.5, -, 1.5% elo% vs. random_no_suicide, avg. reward: 25.553, 2.452 sec/game, 15.1 min. total, 466.5 MB
sanding_take v4 484 games, 398543 moves, e=0.605, loss: 2456.7, -, 1.5% elo% vs. random_no_suicide, avg. reward: 25.533, 2.449 sec/game, 15.1 min. total, 467.3 MB
sanding_take v4 485 games, 399567 moves, e=0.604, loss: 2385.8, -, 1.5% elo% vs. random_no_suicide, avg. reward: 25.521, 2.452 sec/game, 15.2 min. total, 468.7 MB
sanding_take v4 486 games, 400599 moves, e=0.603, loss: 2431.1, -, 1.5% elo% vs. random_no_suicide, avg. reward: 25.470, 2.473 sec/game, 15.2 min. total, 468.9 MB
sanding_take v4 487 games, 401601 moves, e=0.602, loss: 2547.9, -, 1.4% elo% vs. random_no_suicide, avg. reward: 25.485, 2.462 sec/game, 15.3 min. total, 469.0 MB
sanding_take v4 488 games, 402620 moves, e=0.601, loss: 2412.6, -, 1.4% elo% vs. random_no_suicide, avg. reward: 25.473, 2.474 sec/game, 15.3 min. total, 468.6 MB
sanding_take v4 489 games, 403642 moves, e=0.600, loss: 2583.6, -, 1.4% elo% vs. random_no_suicide, avg. reward: 25.451, 2.486 sec/game, 15.4 min. total, 469.1 MB
sanding_take v4 490 games, 404671 moves, e=0.599, loss: 2553.8, -, 1.4% elo% vs. random_no_suicide, avg. reward: 25.459, 2.483 sec/game, 15.4 min. total, 469.3 MB
sanding_take v4 491 games, 405676 moves, e=0.598, loss: 2547.7, -, 1.4% elo% vs. random_no_suicide, avg. reward: 25.476, 2.487 sec/game, 15.4 min. total, 468.6 MB
sanding_take v4 492 games, 406645 moves, e=0.597, loss: 2708.3, -, 1.4% elo% vs. random_no_suicide, avg. reward: 25.473, 2.491 sec/game, 15.5 min. total, 469.5 MB
sanding_take v4 493 games, 407550 moves, e=0.597, loss: 2743.9, -, 1.4% elo% vs. random_no_suicide, avg. reward: 25.485, 2.469 sec/game, 15.5 min. total, 471.1 MB
sanding_take v4 494 games, 408460 moves, e=0.596, loss: 2859.9, -, 1.4% elo% vs. random_no_suicide, avg. reward: 25.516, 2.486 sec/game, 15.6 min. total, 471.1 MB
sanding_take v4 495 games, 409468 moves, e=0.595, loss: 2673.2, -, 1.4% elo% vs. random_no_suicide, avg. reward: 25.515, 2.490 sec/game, 15.6 min. total, 472.0 MB
sanding_take v4 496 games, 410303 moves, e=0.594, loss: 2799.3, -, 1.4% elo% vs. random_no_suicide, avg. reward: 25.557, 2.483 sec/game, 15.6 min. total, 471.3 MB
sanding_take v4 497 games, 411273 moves, e=0.593, loss: 2773.9, -, 1.4% elo% vs. random_no_suicide, avg. reward: 25.597, 2.483 sec/game, 15.7 min. total, 471.8 MB
sanding_take v4 498 games, 412253 moves, e=0.592, loss: 2746.4, -, 1.4% elo% vs. random_no_suicide, avg. reward: 25.615, 2.466 sec/game, 15.7 min. total, 472.1 MB
sanding_take v4 499 games, 413185 moves, e=0.591, loss: 2740.9, -, 1.4% elo% vs. random_no_suicide, avg. reward: 25.657, 2.457 sec/game, 15.8 min. total, 471.6 MB
sanding_take v4 500 games, 414131 moves, e=0.590, loss: 2754.5, -, 1.4% elo% vs. random_no_suicide, avg. reward: 25.663, 2.454 sec/game, 15.8 min. total, 471.8 MB
sanding_take v4 501 games, 415100 moves, e=0.589, loss: 2920.3, -, 1.4% elo% vs. random_no_suicide, avg. reward: 25.638, 2.476 sec/game, 15.9 min. total, 472.5 MB
sanding_take v4 502 games, 416042 moves, e=0.588, loss: 2728.1, -, 1.4% elo% vs. random_no_suicide, avg. reward: 25.597, 2.502 sec/game, 15.9 min. total, 474.2 MB
sanding_take v4 503 games, 417123 moves, e=0.587, loss: 2547.2, -, 1.4% elo% vs. random_no_suicide, avg. reward: 25.545, 2.489 sec/game, 15.9 min. total, 475.3 MB
sanding_take v4 504 games, 418066 moves, e=0.586, loss: 2477.7, -, 1.4% elo% vs. random_no_suicide, avg. reward: 25.517, 2.533 sec/game, 16.0 min. total, 475.8 MB
sanding_take v4 505 games, 419128 moves, e=0.585, loss: 2561.2, -, 1.4% elo% vs. random_no_suicide, avg. reward: 25.506, 2.521 sec/game, 16.0 min. total, 475.8 MB
sanding_take v4 506 games, 420081 moves, e=0.584, loss: 2567.3, -, 1.4% elo% vs. random_no_suicide, avg. reward: 25.495, 2.491 sec/game, 16.1 min. total, 476.2 MB
sanding_take v4 507 games, 421141 moves, e=0.583, loss: 2595.6, -, 1.4% elo% vs. random_no_suicide, avg. reward: 25.496, 2.520 sec/game, 16.1 min. total, 476.5 MB
sanding_take v4 508 games, 422042 moves, e=0.582, loss: 2578.9, -, 1.4% elo% vs. random_no_suicide, avg. reward: 25.488, 2.537 sec/game, 16.2 min. total, 475.7 MB
sanding_take v4 509 games, 423045 moves, e=0.581, loss: 2620.4, -, 1.4% elo% vs. random_no_suicide, avg. reward: 25.469, 2.544 sec/game, 16.2 min. total, 475.9 MB
sanding_take v4 510 games, 424162 moves, e=0.580, loss: 2422.6, -, 1.4% elo% vs. random_no_suicide, avg. reward: 25.436, 2.534 sec/game, 16.3 min. total, 475.5 MB
sanding_take v4 511 games, 425206 moves, e=0.579, loss: 2520.4, -, 1.4% elo% vs. random_no_suicide, avg. reward: 25.420, 2.540 sec/game, 16.3 min. total, 476.4 MB
sanding_take v4 512 games, 426330 moves, e=0.578, loss: 2451.1, -, 1.4% elo% vs. random_no_suicide, avg. reward: 25.415, 2.563 sec/game, 16.3 min. total, 477.0 MB
sanding_take v4 513 games, 427449 moves, e=0.577, loss: 2355.8, -, 1.4% elo% vs. random_no_suicide, avg. reward: 25.368, 2.600 sec/game, 16.4 min. total, 476.6 MB
sanding_take v4 514 games, 428313 moves, e=0.576, loss: 2381.8, -, 1.4% elo% vs. random_no_suicide, avg. reward: 25.364, 2.582 sec/game, 16.4 min. total, 476.6 MB
sanding_take v4 515 games, 429284 moves, e=0.575, loss: 2460.3, -, 1.3% elo% vs. random_no_suicide, avg. reward: 25.354, 2.577 sec/game, 16.5 min. total, 476.9 MB
sanding_take v4 516 games, 430189 moves, e=0.574, loss: 2421.8, -, 1.3% elo% vs. random_no_suicide, avg. reward: 25.346, 2.594 sec/game, 16.5 min. total, 476.7 MB
sanding_take v4 517 games, 431205 moves, e=0.573, loss: 2475.1, -, 1.3% elo% vs. random_no_suicide, avg. reward: 25.328, 2.590 sec/game, 16.6 min. total, 477.3 MB
sanding_take v4 518 games, 432276 moves, e=0.572, loss: 2437.6, -, 1.3% elo% vs. random_no_suicide, avg. reward: 25.309, 2.613 sec/game, 16.6 min. total, 478.1 MB
sanding_take v4 519 games, 433223 moves, e=0.571, loss: 2491.7, -, 1.3% elo% vs. random_no_suicide, avg. reward: 25.316, 2.597 sec/game, 16.6 min. total, 479.5 MB
sanding_take v4 520 games, 434223 moves, e=0.570, loss: 2617.5, -, 1.3% elo% vs. random_no_suicide, avg. reward: 25.303, 2.605 sec/game, 16.7 min. total, 481.7 MB
sanding_take v4 521 games, 435221 moves, e=0.569, loss: 2391.3, -, 1.3% elo% vs. random_no_suicide, avg. reward: 25.293, 2.604 sec/game, 16.7 min. total, 481.4 MB
sanding_take v4 522 games, 436112 moves, e=0.568, loss: 2463.0, -, 1.3% elo% vs. random_no_suicide, avg. reward: 25.296, 2.573 sec/game, 16.8 min. total, 481.2 MB
sanding_take v4 523 games, 437141 moves, e=0.567, loss: 2486.3, -, 1.3% elo% vs. random_no_suicide, avg. reward: 25.272, 2.599 sec/game, 16.8 min. total, 481.8 MB
sanding_take v4 524 games, 438187 moves, e=0.566, loss: 2577.3, -, 1.3% elo% vs. random_no_suicide, avg. reward: 25.263, 2.594 sec/game, 16.9 min. total, 481.9 MB
sanding_take v4 525 games, 439187 moves, e=0.565, loss: 2627.3, -, 1.3% elo% vs. random_no_suicide, avg. reward: 25.272, 2.610 sec/game, 16.9 min. total, 481.8 MB
sanding_take v4 526 games, 440133 moves, e=0.564, loss: 2517.8, -, 1.3% elo% vs. random_no_suicide, avg. reward: 25.282, 2.612 sec/game, 16.9 min. total, 481.8 MB
sanding_take v4 527 games, 441100 moves, e=0.563, loss: 2514.7, -, 1.3% elo% vs. random_no_suicide, avg. reward: 25.288, 2.594 sec/game, 17.0 min. total, 481.5 MB
sanding_take v4 528 games, 442129 moves, e=0.562, loss: 2500.4, -, 1.3% elo% vs. random_no_suicide, avg. reward: 25.290, 2.586 sec/game, 17.0 min. total, 481.9 MB
sanding_take v4 529 games, 443281 moves, e=0.561, loss: 2465.5, -, 1.3% elo% vs. random_no_suicide, avg. reward: 25.263, 2.610 sec/game, 17.1 min. total, 481.8 MB
sanding_take v4 530 games, 444376 moves, e=0.560, loss: 2545.3, -, 1.3% elo% vs. random_no_suicide, avg. reward: 25.273, 2.618 sec/game, 17.1 min. total, 482.3 MB
sanding_take v4 531 games, 445434 moves, e=0.559, loss: 2349.7, -, 1.3% elo% vs. random_no_suicide, avg. reward: 25.279, 2.645 sec/game, 17.2 min. total, 482.1 MB
sanding_take v4 532 games, 446367 moves, e=0.558, loss: 2323.7, -, 1.3% elo% vs. random_no_suicide, avg. reward: 25.284, 2.628 sec/game, 17.2 min. total, 482.1 MB
sanding_take v4 533 games, 447309 moves, e=0.557, loss: 2231.3, -, 1.3% elo% vs. random_no_suicide, avg. reward: 25.319, 2.589 sec/game, 17.3 min. total, 482.1 MB
sanding_take v4 534 games, 448387 moves, e=0.556, loss: 2110.6, -, 1.3% elo% vs. random_no_suicide, avg. reward: 25.341, 2.622 sec/game, 17.3 min. total, 482.5 MB
sanding_take v4 535 games, 449278 moves, e=0.555, loss: 2089.0, -, 1.3% elo% vs. random_no_suicide, avg. reward: 25.335, 2.598 sec/game, 17.3 min. total, 482.5 MB
sanding_take v4 536 games, 450517 moves, e=0.554, loss: 2093.4, -, 1.3% elo% vs. random_no_suicide, avg. reward: 25.373, 2.643 sec/game, 17.4 min. total, 483.9 MB
sanding_take v4 537 games, 451574 moves, e=0.553, loss: 2264.2, -, 1.3% elo% vs. random_no_suicide, avg. reward: 25.437, 2.659 sec/game, 17.4 min. total, 484.2 MB
sanding_take v4 538 games, 452550 moves, e=0.552, loss: 2240.7, -, 1.3% elo% vs. random_no_suicide, avg. reward: 25.483, 2.659 sec/game, 17.5 min. total, 483.7 MB
sanding_take v4 539 games, 453588 moves, e=0.551, loss: 2412.0, -, 1.3% elo% vs. random_no_suicide, avg. reward: 25.498, 2.678 sec/game, 17.5 min. total, 483.9 MB
sanding_take v4 540 games, 454599 moves, e=0.550, loss: 2308.4, -, 1.3% elo% vs. random_no_suicide, avg. reward: 25.528, 2.674 sec/game, 17.6 min. total, 483.9 MB
sanding_take v4 541 games, 455511 moves, e=0.549, loss: 2290.2, -, 1.3% elo% vs. random_no_suicide, avg. reward: 25.601, 2.661 sec/game, 17.6 min. total, 484.1 MB
sanding_take v4 542 games, 456577 moves, e=0.548, loss: 2369.6, -, 1.3% elo% vs. random_no_suicide, avg. reward: 25.617, 2.675 sec/game, 17.6 min. total, 483.6 MB
sanding_take v4 543 games, 457684 moves, e=0.547, loss: 2317.4, -, 1.3% elo% vs. random_no_suicide, avg. reward: 25.633, 2.667 sec/game, 17.7 min. total, 484.3 MB
sanding_take v4 544 games, 458613 moves, e=0.546, loss: 2451.2, -, 1.3% elo% vs. random_no_suicide, avg. reward: 25.680, 2.656 sec/game, 17.7 min. total, 483.9 MB
sanding_take v4 545 games, 459606 moves, e=0.545, loss: 2468.0, -, 1.3% elo% vs. random_no_suicide, avg. reward: 25.712, 2.655 sec/game, 17.8 min. total, 483.9 MB
sanding_take v4 546 games, 460663 moves, e=0.544, loss: 2397.0, -, 1.3% elo% vs. random_no_suicide, avg. reward: 25.748, 2.657 sec/game, 17.8 min. total, 486.0 MB
sanding_take v4 547 games, 461666 moves, e=0.543, loss: 2471.7, -, 1.3% elo% vs. random_no_suicide, avg. reward: 25.729, 2.650 sec/game, 17.9 min. total, 486.2 MB
sanding_take v4 548 games, 462588 moves, e=0.542, loss: 2503.2, -, 1.2% elo% vs. random_no_suicide, avg. reward: 25.754, 2.651 sec/game, 17.9 min. total, 486.1 MB
sanding_take v4 549 games, 463600 moves, e=0.541, loss: 2407.1, -, 1.2% elo% vs. random_no_suicide, avg. reward: 25.731, 2.620 sec/game, 18.0 min. total, 487.1 MB
sanding_take v4 550 games, 464720 moves, e=0.540, loss: 2541.7, -, 1.2% elo% vs. random_no_suicide, avg. reward: 25.703, 2.624 sec/game, 18.0 min. total, 486.9 MB
sanding_take v4 551 games, 465707 moves, e=0.539, loss: 2444.5, -, 1.2% elo% vs. random_no_suicide, avg. reward: 25.685, 2.589 sec/game, 18.0 min. total, 487.4 MB
sanding_take v4 552 games, 466651 moves, e=0.538, loss: 2337.2, -, 1.2% elo% vs. random_no_suicide, avg. reward: 25.686, 2.589 sec/game, 18.1 min. total, 487.1 MB
sanding_take v4 553 games, 467612 moves, e=0.537, loss: 2360.0, -, 1.2% elo% vs. random_no_suicide, avg. reward: 25.654, 2.598 sec/game, 18.1 min. total, 487.1 MB
sanding_take v4 554 games, 468660 moves, e=0.536, loss: 2320.6, -, 1.2% elo% vs. random_no_suicide, avg. reward: 25.674, 2.594 sec/game, 18.2 min. total, 487.9 MB
sanding_take v4 555 games, 469571 moves, e=0.535, loss: 2219.2, -, 1.2% elo% vs. random_no_suicide, avg. reward: 25.676, 2.614 sec/game, 18.2 min. total, 489.7 MB
sanding_take v4 556 games, 470742 moves, e=0.534, loss: 2259.0, -, 1.2% elo% vs. random_no_suicide, avg. reward: 25.631, 2.613 sec/game, 18.3 min. total, 490.4 MB
sanding_take v4 557 games, 471773 moves, e=0.533, loss: 2151.6, -, 1.2% elo% vs. random_no_suicide, avg. reward: 25.601, 2.596 sec/game, 18.3 min. total, 491.0 MB
sanding_take v4 558 games, 472867 moves, e=0.532, loss: 2100.5, -, 1.2% elo% vs. random_no_suicide, avg. reward: 25.573, 2.617 sec/game, 18.4 min. total, 491.4 MB
sanding_take v4 559 games, 474043 moves, e=0.531, loss: 2226.6, -, 1.2% elo% vs. random_no_suicide, avg. reward: 25.580, 2.625 sec/game, 18.4 min. total, 491.5 MB
sanding_take v4 560 games, 475161 moves, e=0.530, loss: 2295.6, -, 1.2% elo% vs. random_no_suicide, avg. reward: 25.580, 2.644 sec/game, 18.4 min. total, 491.6 MB
sanding_take v4 561 games, 476116 moves, e=0.529, loss: 2176.0, -, 1.2% elo% vs. random_no_suicide, avg. reward: 25.556, 2.637 sec/game, 18.5 min. total, 491.6 MB
sanding_take v4 562 games, 477306 moves, e=0.527, loss: 2235.7, -, 1.2% elo% vs. random_no_suicide, avg. reward: 25.532, 2.661 sec/game, 18.5 min. total, 492.0 MB
sanding_take v4 563 games, 478419 moves, e=0.526, loss: 2281.8, -, 1.2% elo% vs. random_no_suicide, avg. reward: 25.504, 2.660 sec/game, 18.6 min. total, 492.2 MB
sanding_take v4 564 games, 479553 moves, e=0.525, loss: 2320.0, -, 1.2% elo% vs. random_no_suicide, avg. reward: 25.472, 2.682 sec/game, 18.6 min. total, 493.9 MB
sanding_take v4 565 games, 480528 moves, e=0.524, loss: 2408.1, -, 1.2% elo% vs. random_no_suicide, avg. reward: 25.439, 2.672 sec/game, 18.7 min. total, 493.3 MB
sanding_take v4 566 games, 481490 moves, e=0.523, loss: 2417.5, -, 1.2% elo% vs. random_no_suicide, avg. reward: 25.463, 2.675 sec/game, 18.7 min. total, 493.6 MB
sanding_take v4 567 games, 482519 moves, e=0.522, loss: 2369.1, -, 1.2% elo% vs. random_no_suicide, avg. reward: 25.491, 2.661 sec/game, 18.8 min. total, 493.6 MB
sanding_take v4 568 games, 483584 moves, e=0.521, loss: 2369.8, -, 1.2% elo% vs. random_no_suicide, avg. reward: 25.512, 2.676 sec/game, 18.8 min. total, 493.8 MB
sanding_take v4 569 games, 484664 moves, e=0.520, loss: 2298.3, -, 1.2% elo% vs. random_no_suicide, avg. reward: 25.535, 2.674 sec/game, 18.8 min. total, 493.7 MB
sanding_take v4 570 games, 485742 moves, e=0.519, loss: 2374.1, -, 1.2% elo% vs. random_no_suicide, avg. reward: 25.553, 2.670 sec/game, 18.9 min. total, 494.1 MB
sanding_take v4 571 games, 486677 moves, e=0.518, loss: 2393.0, -, 1.2% elo% vs. random_no_suicide, avg. reward: 25.576, 2.677 sec/game, 18.9 min. total, 493.9 MB
sanding_take v4 572 games, 487802 moves, e=0.517, loss: 2463.5, -, 1.2% elo% vs. random_no_suicide, avg. reward: 25.564, 2.697 sec/game, 19.0 min. total, 495.0 MB
sanding_take v4 573 games, 488952 moves, e=0.516, loss: 2518.5, -, 1.2% elo% vs. random_no_suicide, avg. reward: 25.589, 2.712 sec/game, 19.0 min. total, 497.3 MB
sanding_take v4 574 games, 489977 moves, e=0.515, loss: 2318.1, -, 1.2% elo% vs. random_no_suicide, avg. reward: 25.546, 2.717 sec/game, 19.1 min. total, 496.9 MB
sanding_take v4 575 games, 490930 moves, e=0.514, loss: 2346.5, -, 1.2% elo% vs. random_no_suicide, avg. reward: 25.557, 2.716 sec/game, 19.1 min. total, 497.0 MB
sanding_take v4 576 games, 491961 moves, e=0.513, loss: 2238.8, -, 1.2% elo% vs. random_no_suicide, avg. reward: 25.573, 2.687 sec/game, 19.2 min. total, 497.3 MB
sanding_take v4 577 games, 492992 moves, e=0.512, loss: 2248.6, -, 1.2% elo% vs. random_no_suicide, avg. reward: 25.590, 2.693 sec/game, 19.2 min. total, 497.5 MB
sanding_take v4 578 games, 493998 moves, e=0.511, loss: 2271.3, -, 1.2% elo% vs. random_no_suicide, avg. reward: 25.631, 2.664 sec/game, 19.2 min. total, 497.5 MB
sanding_take v4 579 games, 494919 moves, e=0.510, loss: 2270.0, -, 1.2% elo% vs. random_no_suicide, avg. reward: 25.665, 2.674 sec/game, 19.3 min. total, 497.5 MB
sanding_take v4 580 games, 496019 moves, e=0.509, loss: 2117.6, -, 1.2% elo% vs. random_no_suicide, avg. reward: 25.645, 2.679 sec/game, 19.3 min. total, 498.6 MB
sanding_take v4 581 games, 497075 moves, e=0.508, loss: 2179.5, -, 1.2% elo% vs. random_no_suicide, avg. reward: 25.657, 2.704 sec/game, 19.4 min. total, 499.6 MB
sanding_take v4 582 games, 498213 moves, e=0.507, loss: 2185.3, -, 1.2% elo% vs. random_no_suicide, avg. reward: 25.698, 2.689 sec/game, 19.4 min. total, 498.5 MB
sanding_take v4 583 games, 499323 moves, e=0.506, loss: 2248.8, -, 1.2% elo% vs. random_no_suicide, avg. reward: 25.764, 2.672 sec/game, 19.5 min. total, 500.1 MB
sanding_take v4 584 games, 500417 moves, e=0.505, loss: 2213.5, -, 1.2% elo% vs. random_no_suicide, avg. reward: 25.754, 2.665 sec/game, 19.5 min. total, 499.6 MB
