unpaid_squash v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 302.0 MB
unpaid_squash v4 2551 games, 3179776 moves, e=0.010, loss: 828.4, -, 11.8% elo% vs. random_no_suicide, avg. reward: 10.046, 3.263 sec/game, 118.7 min. total, 1356.5 MB
unpaid_squash v4 2552 games, 3181093 moves, e=0.010, loss: 752.8, -, 11.5% elo% vs. random_no_suicide, avg. reward: 9.453, 3.228 sec/game, 118.7 min. total, 1356.8 MB
unpaid_squash v4 2553 games, 3182429 moves, e=0.010, loss: 727.0, -, 11.3% elo% vs. random_no_suicide, avg. reward: 8.764, 3.202 sec/game, 118.8 min. total, 1357.4 MB
unpaid_squash v4 2554 games, 3183654 moves, e=0.010, loss: 752.3, -, 11.1% elo% vs. random_no_suicide, avg. reward: 8.756, 3.163 sec/game, 118.8 min. total, 1357.4 MB
unpaid_squash v4 2555 games, 3185101 moves, e=0.010, loss: 765.5, -, 10.9% elo% vs. random_no_suicide, avg. reward: 8.674, 3.150 sec/game, 118.9 min. total, 1358.0 MB
unpaid_squash v4 2556 games, 3186275 moves, e=0.010, loss: 903.8, -, 10.7% elo% vs. random_no_suicide, avg. reward: 8.588, 3.111 sec/game, 118.9 min. total, 1357.4 MB
unpaid_squash v4 2557 games, 3187384 moves, e=0.010, loss: 1030.8, -, 10.5% elo% vs. random_no_suicide, avg. reward: 8.578, 3.072 sec/game, 118.9 min. total, 1358.7 MB
unpaid_squash v4 2558 games, 3188423 moves, e=0.010, loss: 1062.5, -, 10.4% elo% vs. random_no_suicide, avg. reward: 7.537, 3.017 sec/game, 119.0 min. total, 1359.2 MB
unpaid_squash v4 2559 games, 3189602 moves, e=0.010, loss: 1038.8, -, 10.2% elo% vs. random_no_suicide, avg. reward: 7.531, 2.973 sec/game, 119.0 min. total, 1358.6 MB
unpaid_squash v4 2560 games, 3190810 moves, e=0.010, loss: 1102.3, -, 10.0% elo% vs. random_no_suicide, avg. reward: 7.453, 2.937 sec/game, 119.1 min. total, 1359.0 MB
unpaid_squash v4 2561 games, 3191963 moves, e=0.010, loss: 1175.9, -, 9.8% elo% vs. random_no_suicide, avg. reward: 7.465, 2.873 sec/game, 119.1 min. total, 1359.2 MB
unpaid_squash v4 2562 games, 3193176 moves, e=0.010, loss: 1230.7, -, 9.7% elo% vs. random_no_suicide, avg. reward: 7.487, 2.842 sec/game, 119.2 min. total, 1359.1 MB
unpaid_squash v4 2563 games, 3194471 moves, e=0.010, loss: 1289.1, -, 9.5% elo% vs. random_no_suicide, avg. reward: 6.251, 2.828 sec/game, 119.2 min. total, 1360.5 MB
unpaid_squash v4 2564 games, 3195600 moves, e=0.010, loss: 1147.8, -, 9.4% elo% vs. random_no_suicide, avg. reward: 6.216, 2.809 sec/game, 119.3 min. total, 1361.9 MB
unpaid_squash v4 2565 games, 3197028 moves, e=0.010, loss: 943.1, -, 9.2% elo% vs. random_no_suicide, avg. reward: 6.155, 2.811 sec/game, 119.3 min. total, 1362.9 MB
unpaid_squash v4 2566 games, 3198473 moves, e=0.010, loss: 883.2, -, 9.1% elo% vs. random_no_suicide, avg. reward: 5.839, 2.847 sec/game, 119.4 min. total, 1362.5 MB
unpaid_squash v4 2567 games, 3199809 moves, e=0.010, loss: 888.7, -, 9.0% elo% vs. random_no_suicide, avg. reward: 5.841, 2.849 sec/game, 119.4 min. total, 1362.9 MB
unpaid_squash v4 2568 games, 3201304 moves, e=0.010, loss: 1000.9, -, 8.8% elo% vs. random_no_suicide, avg. reward: 6.207, 2.859 sec/game, 119.5 min. total, 1363.3 MB
unpaid_squash v4 2569 games, 3202986 moves, e=0.010, loss: 1351.9, -, 8.7% elo% vs. random_no_suicide, avg. reward: 6.397, 2.897 sec/game, 119.5 min. total, 1363.3 MB
unpaid_squash v4 2570 games, 3204616 moves, e=0.010, loss: 1535.6, -, 8.6% elo% vs. random_no_suicide, avg. reward: 6.343, 2.932 sec/game, 119.6 min. total, 1363.3 MB
unpaid_squash v4 2571 games, 3206396 moves, e=0.010, loss: 1916.9, -, 8.4% elo% vs. random_no_suicide, avg. reward: 6.596, 2.973 sec/game, 119.6 min. total, 1364.0 MB
unpaid_squash v4 2572 games, 3207922 moves, e=0.010, loss: 2607.2, -, 8.3% elo% vs. random_no_suicide, avg. reward: 6.228, 2.997 sec/game, 119.7 min. total, 1364.8 MB
unpaid_squash v4 2573 games, 3209634 moves, e=0.010, loss: 3451.6, -, 8.2% elo% vs. random_no_suicide, avg. reward: 6.334, 3.046 sec/game, 119.8 min. total, 1365.4 MB
unpaid_squash v4 2574 games, 3211167 moves, e=0.010, loss: 3689.9, -, 8.1% elo% vs. random_no_suicide, avg. reward: 6.302, 3.072 sec/game, 119.8 min. total, 1365.3 MB
unpaid_squash v4 2575 games, 3212706 moves, e=0.010, loss: 3475.5, -, 8.0% elo% vs. random_no_suicide, avg. reward: 6.381, 3.084 sec/game, 119.9 min. total, 1365.3 MB
unpaid_squash v4 2576 games, 3214160 moves, e=0.010, loss: 3261.7, -, 7.9% elo% vs. random_no_suicide, avg. reward: 6.454, 3.112 sec/game, 119.9 min. total, 1364.7 MB
unpaid_squash v4 2577 games, 3215743 moves, e=0.010, loss: 3300.3, -, 7.8% elo% vs. random_no_suicide, avg. reward: 6.402, 3.138 sec/game, 120.0 min. total, 1364.9 MB
unpaid_squash v4 2578 games, 3217325 moves, e=0.010, loss: 2888.4, -, 7.7% elo% vs. random_no_suicide, avg. reward: 7.494, 3.200 sec/game, 120.0 min. total, 1365.9 MB
unpaid_squash v4 2579 games, 3218843 moves, e=0.010, loss: 3628.8, ., 8.2% elo% vs. random_no_suicide, avg. reward: 7.371, 3.232 sec/game, 120.1 min. total, 1367.8 MB
unpaid_squash v4 2580 games, 3220445 moves, e=0.010, loss: 3636.1, -, 8.1% elo% vs. random_no_suicide, avg. reward: 7.364, 3.261 sec/game, 120.2 min. total, 1367.9 MB
unpaid_squash v4 2581 games, 3222020 moves, e=0.010, loss: 4113.8, -, 8.0% elo% vs. random_no_suicide, avg. reward: 8.109, 3.309 sec/game, 120.2 min. total, 1367.8 MB
unpaid_squash v4 2582 games, 3223636 moves, e=0.010, loss: 5166.3, -, 7.9% elo% vs. random_no_suicide, avg. reward: 8.099, 3.344 sec/game, 120.3 min. total, 1368.3 MB
unpaid_squash v4 2583 games, 3225320 moves, e=0.010, loss: 5573.7, -, 7.8% elo% vs. random_no_suicide, avg. reward: 8.030, 3.382 sec/game, 120.3 min. total, 1368.8 MB
unpaid_squash v4 2584 games, 3226895 moves, e=0.010, loss: 6062.5, -, 7.7% elo% vs. random_no_suicide, avg. reward: 8.682, 3.423 sec/game, 120.4 min. total, 1368.2 MB
unpaid_squash v4 2585 games, 3228644 moves, e=0.010, loss: 5361.0, -, 7.6% elo% vs. random_no_suicide, avg. reward: 9.516, 3.451 sec/game, 120.5 min. total, 1370.0 MB
unpaid_squash v4 2586 games, 3230328 moves, e=0.010, loss: 6516.1, +, 8.9% elo% vs. random_no_suicide, avg. reward: 10.011, 3.466 sec/game, 120.5 min. total, 1370.7 MB
unpaid_squash v4 2587 games, 3231879 moves, e=0.010, loss: 7663.7, -, 8.8% elo% vs. random_no_suicide, avg. reward: 10.060, 3.496 sec/game, 120.6 min. total, 1371.8 MB
unpaid_squash v4 2588 games, 3233808 moves, e=0.010, loss: 7104.6, -, 8.6% elo% vs. random_no_suicide, avg. reward: 10.093, 3.538 sec/game, 120.6 min. total, 1371.9 MB
unpaid_squash v4 2589 games, 3235408 moves, e=0.010, loss: 6993.7, -, 8.5% elo% vs. random_no_suicide, avg. reward: 10.047, 3.526 sec/game, 120.7 min. total, 1372.3 MB
unpaid_squash v4 2590 games, 3237134 moves, e=0.010, loss: 6940.7, -, 8.4% elo% vs. random_no_suicide, avg. reward: 10.749, 3.538 sec/game, 120.8 min. total, 1372.0 MB
unpaid_squash v4 2591 games, 3238682 moves, e=0.010, loss: 7414.7, -, 8.3% elo% vs. random_no_suicide, avg. reward: 10.795, 3.513 sec/game, 120.8 min. total, 1372.5 MB
unpaid_squash v4 2592 games, 3240215 moves, e=0.010, loss: 6830.2, -, 8.1% elo% vs. random_no_suicide, avg. reward: 10.830, 3.517 sec/game, 120.9 min. total, 1371.3 MB
unpaid_squash v4 2593 games, 3241777 moves, e=0.010, loss: 5641.1, -, 8.0% elo% vs. random_no_suicide, avg. reward: 10.040, 3.492 sec/game, 120.9 min. total, 1373.1 MB
unpaid_squash v4 2594 games, 3243499 moves, e=0.010, loss: 5196.5, -, 7.9% elo% vs. random_no_suicide, avg. reward: 9.977, 3.508 sec/game, 121.0 min. total, 1372.9 MB
unpaid_squash v4 2595 games, 3245036 moves, e=0.010, loss: 5017.6, -, 7.8% elo% vs. random_no_suicide, avg. reward: 9.883, 3.510 sec/game, 121.1 min. total, 1372.9 MB
unpaid_squash v4 2596 games, 3246567 moves, e=0.010, loss: 5034.3, -, 7.7% elo% vs. random_no_suicide, avg. reward: 10.454, 3.522 sec/game, 121.1 min. total, 1373.1 MB
unpaid_squash v4 2597 games, 3248146 moves, e=0.010, loss: 4351.0, -, 7.6% elo% vs. random_no_suicide, avg. reward: 10.425, 3.537 sec/game, 121.2 min. total, 1373.5 MB
unpaid_squash v4 2598 games, 3249419 moves, e=0.010, loss: 3730.2, -, 7.5% elo% vs. random_no_suicide, avg. reward: 10.312, 3.500 sec/game, 121.2 min. total, 1375.3 MB
unpaid_squash v4 2599 games, 3250687 moves, e=0.010, loss: 3334.4, -, 7.4% elo% vs. random_no_suicide, avg. reward: 10.284, 3.472 sec/game, 121.3 min. total, 1375.7 MB
unpaid_squash v4 2600 games, 3251917 moves, e=0.010, loss: 2940.1, -, 7.3% elo% vs. random_no_suicide, avg. reward: 9.975, 3.446 sec/game, 121.3 min. total, 1376.4 MB
unpaid_squash v5 2601 games, 3253168 moves, e=0.010, loss: 2601.6, -, 47.7% elo% vs. random_no_suicide, avg. reward: 9.710, 3.417 sec/game, 121.4 min. total, 1376.6 MB
unpaid_squash v5 2602 games, 3254641 moves, e=0.010, loss: 2243.6, -, 45.5% elo% vs. random_no_suicide, avg. reward: 9.650, 3.411 sec/game, 121.4 min. total, 1376.4 MB
unpaid_squash v5 2603 games, 3255917 moves, e=0.010, loss: 2132.3, -, 43.4% elo% vs. random_no_suicide, avg. reward: 9.477, 3.374 sec/game, 121.5 min. total, 1376.6 MB
unpaid_squash v5 2604 games, 3257292 moves, e=0.010, loss: 1516.0, -, 41.5% elo% vs. random_no_suicide, avg. reward: 9.581, 3.350 sec/game, 121.5 min. total, 1376.6 MB
unpaid_squash v5 2605 games, 3258620 moves, e=0.010, loss: 1315.6, -, 39.6% elo% vs. random_no_suicide, avg. reward: 9.836, 3.314 sec/game, 121.6 min. total, 1377.2 MB
unpaid_squash v5 2606 games, 3259981 moves, e=0.010, loss: 1398.1, -, 37.9% elo% vs. random_no_suicide, avg. reward: 9.891, 3.285 sec/game, 121.6 min. total, 1378.1 MB
unpaid_squash v5 2607 games, 3261657 moves, e=0.010, loss: 1447.5, -, 36.3% elo% vs. random_no_suicide, avg. reward: 9.945, 3.289 sec/game, 121.7 min. total, 1378.7 MB
unpaid_squash v5 2608 games, 3263192 moves, e=0.010, loss: 1505.2, -, 34.8% elo% vs. random_no_suicide, avg. reward: 10.074, 3.250 sec/game, 121.7 min. total, 1379.4 MB
unpaid_squash v5 2609 games, 3264655 moves, e=0.010, loss: 1646.0, -, 33.3% elo% vs. random_no_suicide, avg. reward: 9.891, 3.243 sec/game, 121.8 min. total, 1379.2 MB
unpaid_squash v5 2610 games, 3265937 moves, e=0.010, loss: 1567.0, -, 32.0% elo% vs. random_no_suicide, avg. reward: 9.847, 3.197 sec/game, 121.8 min. total, 1379.3 MB
unpaid_squash v5 2611 games, 3267229 moves, e=0.010, loss: 1486.2, -, 30.7% elo% vs. random_no_suicide, avg. reward: 9.896, 3.173 sec/game, 121.9 min. total, 1378.9 MB
unpaid_squash v5 2612 games, 3268502 moves, e=0.010, loss: 1346.8, -, 29.5% elo% vs. random_no_suicide, avg. reward: 9.930, 3.146 sec/game, 121.9 min. total, 1379.4 MB
unpaid_squash v5 2613 games, 3269721 moves, e=0.010, loss: 1192.0, -, 28.4% elo% vs. random_no_suicide, avg. reward: 9.978, 3.112 sec/game, 122.0 min. total, 1379.8 MB
unpaid_squash v5 2614 games, 3271125 moves, e=0.010, loss: 1138.2, -, 27.3% elo% vs. random_no_suicide, avg. reward: 10.026, 3.081 sec/game, 122.0 min. total, 1382.2 MB
unpaid_squash v5 2615 games, 3272529 moves, e=0.010, loss: 1122.0, -, 26.4% elo% vs. random_no_suicide, avg. reward: 9.916, 3.073 sec/game, 122.1 min. total, 1382.1 MB
unpaid_squash v5 2616 games, 3274051 moves, e=0.010, loss: 959.1, -, 25.4% elo% vs. random_no_suicide, avg. reward: 10.009, 3.072 sec/game, 122.1 min. total, 1382.3 MB
unpaid_squash v5 2617 games, 3275564 moves, e=0.010, loss: 863.8, -, 24.5% elo% vs. random_no_suicide, avg. reward: 9.946, 3.056 sec/game, 122.2 min. total, 1382.4 MB
unpaid_squash v5 2618 games, 3277034 moves, e=0.010, loss: 883.1, -, 23.7% elo% vs. random_no_suicide, avg. reward: 10.132, 3.081 sec/game, 122.2 min. total, 1382.5 MB
unpaid_squash v5 2619 games, 3278474 moves, e=0.010, loss: 1077.0, -, 22.9% elo% vs. random_no_suicide, avg. reward: 10.202, 3.109 sec/game, 122.3 min. total, 1382.8 MB
unpaid_squash v5 2620 games, 3279898 moves, e=0.010, loss: 1063.5, -, 22.2% elo% vs. random_no_suicide, avg. reward: 10.105, 3.126 sec/game, 122.4 min. total, 1382.9 MB
unpaid_squash v5 2621 games, 3281388 moves, e=0.010, loss: 1032.1, -, 21.5% elo% vs. random_no_suicide, avg. reward: 10.126, 3.135 sec/game, 122.4 min. total, 1383.1 MB
unpaid_squash v5 2622 games, 3282836 moves, e=0.010, loss: 988.8, -, 20.8% elo% vs. random_no_suicide, avg. reward: 9.995, 3.135 sec/game, 122.5 min. total, 1384.3 MB
unpaid_squash v5 2623 games, 3284278 moves, e=0.010, loss: 998.2, -, 20.2% elo% vs. random_no_suicide, avg. reward: 10.166, 3.144 sec/game, 122.5 min. total, 1384.6 MB
unpaid_squash v5 2624 games, 3285663 moves, e=0.010, loss: 1104.2, -, 19.6% elo% vs. random_no_suicide, avg. reward: 9.876, 3.145 sec/game, 122.6 min. total, 1384.2 MB
unpaid_squash v5 2625 games, 3287083 moves, e=0.010, loss: 1056.9, -, 19.1% elo% vs. random_no_suicide, avg. reward: 9.596, 3.159 sec/game, 122.6 min. total, 1385.0 MB
unpaid_squash v5 2626 games, 3288438 moves, e=0.010, loss: 1003.4, -, 18.5% elo% vs. random_no_suicide, avg. reward: 9.231, 3.151 sec/game, 122.7 min. total, 1384.5 MB
unpaid_squash v5 2627 games, 3289784 moves, e=0.010, loss: 991.3, -, 18.0% elo% vs. random_no_suicide, avg. reward: 9.209, 3.128 sec/game, 122.7 min. total, 1386.5 MB
unpaid_squash v5 2628 games, 3291212 moves, e=0.010, loss: 1079.1, -, 17.5% elo% vs. random_no_suicide, avg. reward: 9.262, 3.114 sec/game, 122.8 min. total, 1386.9 MB
unpaid_squash v5 2629 games, 3292532 moves, e=0.010, loss: 1130.7, -, 17.1% elo% vs. random_no_suicide, avg. reward: 8.853, 3.095 sec/game, 122.8 min. total, 1387.7 MB
unpaid_squash v5 2630 games, 3293927 moves, e=0.010, loss: 1132.5, -, 16.6% elo% vs. random_no_suicide, avg. reward: 8.656, 3.103 sec/game, 122.9 min. total, 1387.6 MB
unpaid_squash v5 2631 games, 3295380 moves, e=0.010, loss: 951.7, -, 16.2% elo% vs. random_no_suicide, avg. reward: 8.627, 3.125 sec/game, 122.9 min. total, 1388.0 MB
unpaid_squash v5 2632 games, 3296890 moves, e=0.010, loss: 879.2, -, 15.8% elo% vs. random_no_suicide, avg. reward: 8.706, 3.140 sec/game, 123.0 min. total, 1388.4 MB
unpaid_squash v5 2633 games, 3298214 moves, e=0.010, loss: 881.0, -, 15.4% elo% vs. random_no_suicide, avg. reward: 8.763, 3.163 sec/game, 123.0 min. total, 1388.5 MB
unpaid_squash v5 2634 games, 3299686 moves, e=0.010, loss: 962.3, -, 15.1% elo% vs. random_no_suicide, avg. reward: 8.994, 3.170 sec/game, 123.1 min. total, 1388.6 MB
unpaid_squash v5 2635 games, 3301020 moves, e=0.010, loss: 1349.0, -, 14.7% elo% vs. random_no_suicide, avg. reward: 9.236, 3.160 sec/game, 123.1 min. total, 1388.9 MB
unpaid_squash v5 2636 games, 3302368 moves, e=0.010, loss: 1670.6, -, 14.4% elo% vs. random_no_suicide, avg. reward: 9.264, 3.136 sec/game, 123.2 min. total, 1389.9 MB
unpaid_squash v5 2637 games, 3303689 moves, e=0.010, loss: 1768.7, -, 14.0% elo% vs. random_no_suicide, avg. reward: 8.830, 3.122 sec/game, 123.2 min. total, 1389.9 MB
unpaid_squash v5 2638 games, 3305044 moves, e=0.010, loss: 1927.2, -, 13.7% elo% vs. random_no_suicide, avg. reward: 8.861, 3.098 sec/game, 123.3 min. total, 1390.1 MB
unpaid_squash v5 2639 games, 3306505 moves, e=0.010, loss: 2173.4, -, 13.4% elo% vs. random_no_suicide, avg. reward: 9.151, 3.097 sec/game, 123.3 min. total, 1389.8 MB
unpaid_squash v5 2640 games, 3307866 moves, e=0.010, loss: 2647.5, -, 13.1% elo% vs. random_no_suicide, avg. reward: 9.320, 3.081 sec/game, 123.4 min. total, 1390.7 MB
unpaid_squash v5 2641 games, 3309253 moves, e=0.010, loss: 2983.5, -, 12.9% elo% vs. random_no_suicide, avg. reward: 9.319, 3.075 sec/game, 123.4 min. total, 1391.6 MB
unpaid_squash v5 2642 games, 3310695 moves, e=0.010, loss: 2587.4, -, 12.6% elo% vs. random_no_suicide, avg. reward: 9.245, 3.066 sec/game, 123.5 min. total, 1391.5 MB
unpaid_squash v5 2643 games, 3311986 moves, e=0.010, loss: 2258.8, -, 12.4% elo% vs. random_no_suicide, avg. reward: 9.278, 3.056 sec/game, 123.5 min. total, 1392.4 MB
unpaid_squash v5 2644 games, 3313197 moves, e=0.010, loss: 2139.1, -, 12.1% elo% vs. random_no_suicide, avg. reward: 9.272, 3.042 sec/game, 123.6 min. total, 1392.5 MB
unpaid_squash v5 2645 games, 3314812 moves, e=0.010, loss: 2426.2, -, 11.9% elo% vs. random_no_suicide, avg. reward: 10.371, 3.049 sec/game, 123.6 min. total, 1392.1 MB
unpaid_squash v5 2646 games, 3316261 moves, e=0.010, loss: 3757.5, -, 11.7% elo% vs. random_no_suicide, avg. reward: 10.506, 3.069 sec/game, 123.7 min. total, 1392.5 MB
unpaid_squash v5 2647 games, 3317715 moves, e=0.010, loss: 3671.9, -, 11.4% elo% vs. random_no_suicide, avg. reward: 10.399, 3.067 sec/game, 123.7 min. total, 1392.7 MB
unpaid_squash v5 2648 games, 3319282 moves, e=0.010, loss: 3588.9, -, 11.2% elo% vs. random_no_suicide, avg. reward: 10.367, 3.081 sec/game, 123.8 min. total, 1395.0 MB
unpaid_squash v5 2649 games, 3320975 moves, e=0.010, loss: 3486.2, -, 11.0% elo% vs. random_no_suicide, avg. reward: 10.281, 3.124 sec/game, 123.9 min. total, 1395.5 MB
unpaid_squash v5 2650 games, 3322526 moves, e=0.010, loss: 3474.2, -, 10.8% elo% vs. random_no_suicide, avg. reward: 10.228, 3.140 sec/game, 123.9 min. total, 1396.4 MB
unpaid_squash v5 2651 games, 3324100 moves, e=0.010, loss: 3725.6, -, 10.6% elo% vs. random_no_suicide, avg. reward: 10.699, 3.149 sec/game, 124.0 min. total, 1396.0 MB
unpaid_squash v5 2652 games, 3325629 moves, e=0.010, loss: 2749.6, -, 10.4% elo% vs. random_no_suicide, avg. reward: 10.698, 3.157 sec/game, 124.0 min. total, 1396.6 MB
unpaid_squash v5 2653 games, 3327414 moves, e=0.010, loss: 1950.4, -, 10.3% elo% vs. random_no_suicide, avg. reward: 10.585, 3.197 sec/game, 124.1 min. total, 1396.6 MB
unpaid_squash v5 2654 games, 3328882 moves, e=0.010, loss: 1675.6, -, 10.1% elo% vs. random_no_suicide, avg. reward: 10.581, 3.191 sec/game, 124.1 min. total, 1396.7 MB
unpaid_squash v5 2655 games, 3330241 moves, e=0.010, loss: 1578.0, -, 9.9% elo% vs. random_no_suicide, avg. reward: 10.374, 3.193 sec/game, 124.2 min. total, 1396.9 MB
unpaid_squash v5 2656 games, 3331490 moves, e=0.010, loss: 1464.5, -, 9.8% elo% vs. random_no_suicide, avg. reward: 10.185, 3.195 sec/game, 124.2 min. total, 1398.7 MB
unpaid_squash v5 2657 games, 3332941 moves, e=0.010, loss: 1394.9, -, 9.6% elo% vs. random_no_suicide, avg. reward: 10.223, 3.202 sec/game, 124.3 min. total, 1399.4 MB
unpaid_squash v5 2658 games, 3334555 moves, e=0.010, loss: 951.6, -, 9.5% elo% vs. random_no_suicide, avg. reward: 10.210, 3.240 sec/game, 124.4 min. total, 1398.8 MB
unpaid_squash v5 2659 games, 3336234 moves, e=0.010, loss: 652.4, -, 9.3% elo% vs. random_no_suicide, avg. reward: 10.242, 3.254 sec/game, 124.4 min. total, 1399.4 MB
unpaid_squash v5 2660 games, 3337444 moves, e=0.010, loss: 597.6, -, 9.2% elo% vs. random_no_suicide, avg. reward: 10.113, 3.244 sec/game, 124.5 min. total, 1399.1 MB
unpaid_squash v5 2661 games, 3338721 moves, e=0.010, loss: 585.5, -, 9.0% elo% vs. random_no_suicide, avg. reward: 9.977, 3.234 sec/game, 124.5 min. total, 1400.3 MB
unpaid_squash v5 2662 games, 3339934 moves, e=0.010, loss: 594.7, -, 8.9% elo% vs. random_no_suicide, avg. reward: 10.010, 3.222 sec/game, 124.6 min. total, 1400.4 MB
unpaid_squash v5 2663 games, 3341170 moves, e=0.010, loss: 625.1, -, 8.8% elo% vs. random_no_suicide, avg. reward: 10.045, 3.213 sec/game, 124.6 min. total, 1400.6 MB
unpaid_squash v5 2664 games, 3342427 moves, e=0.010, loss: 637.4, -, 8.6% elo% vs. random_no_suicide, avg. reward: 10.180, 3.221 sec/game, 124.6 min. total, 1402.3 MB
unpaid_squash v5 2665 games, 3343759 moves, e=0.010, loss: 786.7, -, 8.5% elo% vs. random_no_suicide, avg. reward: 10.192, 3.213 sec/game, 124.7 min. total, 1402.4 MB
unpaid_squash v5 2666 games, 3345246 moves, e=0.010, loss: 869.5, -, 8.4% elo% vs. random_no_suicide, avg. reward: 10.273, 3.206 sec/game, 124.8 min. total, 1402.4 MB
unpaid_squash v5 2667 games, 3346743 moves, e=0.010, loss: 1001.2, -, 8.3% elo% vs. random_no_suicide, avg. reward: 10.291, 3.217 sec/game, 124.8 min. total, 1402.4 MB
unpaid_squash v5 2668 games, 3348179 moves, e=0.010, loss: 1044.4, -, 8.1% elo% vs. random_no_suicide, avg. reward: 10.034, 3.203 sec/game, 124.9 min. total, 1402.8 MB
unpaid_squash v5 2669 games, 3349469 moves, e=0.010, loss: 1072.9, -, 8.0% elo% vs. random_no_suicide, avg. reward: 9.856, 3.158 sec/game, 124.9 min. total, 1402.4 MB
unpaid_squash v5 2670 games, 3350972 moves, e=0.010, loss: 1111.2, -, 7.9% elo% vs. random_no_suicide, avg. reward: 9.951, 3.153 sec/game, 125.0 min. total, 1403.3 MB
unpaid_squash v5 2671 games, 3352450 moves, e=0.010, loss: 1119.6, -, 7.8% elo% vs. random_no_suicide, avg. reward: 9.455, 3.144 sec/game, 125.0 min. total, 1404.4 MB
unpaid_squash v5 2672 games, 3353894 moves, e=0.010, loss: 989.1, -, 7.7% elo% vs. random_no_suicide, avg. reward: 9.203, 3.141 sec/game, 125.1 min. total, 1404.2 MB
unpaid_squash v5 2673 games, 3355372 moves, e=0.010, loss: 945.6, -, 7.6% elo% vs. random_no_suicide, avg. reward: 9.119, 3.101 sec/game, 125.1 min. total, 1404.5 MB
unpaid_squash v5 2674 games, 3356792 moves, e=0.010, loss: 862.4, -, 7.5% elo% vs. random_no_suicide, avg. reward: 9.143, 3.102 sec/game, 125.2 min. total, 1404.6 MB
unpaid_squash v5 2675 games, 3358249 moves, e=0.010, loss: 789.5, -, 7.4% elo% vs. random_no_suicide, avg. reward: 9.019, 3.112 sec/game, 125.2 min. total, 1404.6 MB
unpaid_squash v5 2676 games, 3359662 moves, e=0.010, loss: 742.9, -, 7.3% elo% vs. random_no_suicide, avg. reward: 8.975, 3.121 sec/game, 125.3 min. total, 1404.8 MB
unpaid_squash v5 2677 games, 3361072 moves, e=0.010, loss: 716.7, -, 7.2% elo% vs. random_no_suicide, avg. reward: 8.988, 3.115 sec/game, 125.3 min. total, 1405.5 MB
