majestic_scorch v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 306.4 MB
majestic_scorch v33 1840 games, 4189243 moves, e=0.010, loss: 1.0, +, 44.9% elo% vs. v28, avg. reward: 0.824, 8.011 sec/game, 57.9 min. total, 654.9 MB
majestic_scorch v33 1841 games, 4192934 moves, e=0.010, loss: 1.0, -, 42.9% elo% vs. v28, avg. reward: 0.824, 7.981 sec/game, 58.1 min. total, 657.7 MB
majestic_scorch v33 1842 games, 4196759 moves, e=0.010, loss: 0.9, -, 41.0% elo% vs. v28, avg. reward: 0.825, 8.001 sec/game, 58.2 min. total, 658.4 MB
majestic_scorch v33 1843 games, 4200768 moves, e=0.010, loss: 0.9, -, 39.1% elo% vs. v28, avg. reward: 0.823, 7.999 sec/game, 58.3 min. total, 657.4 MB
majestic_scorch v33 1844 games, 4204631 moves, e=0.010, loss: 0.8, +, 41.8% elo% vs. v28, avg. reward: 0.821, 8.005 sec/game, 58.5 min. total, 659.4 MB
majestic_scorch v33 1845 games, 4208486 moves, e=0.010, loss: 0.9, +, 44.5% elo% vs. v28, avg. reward: 0.821, 8.013 sec/game, 58.6 min. total, 660.1 MB
majestic_scorch v33 1846 games, 4212161 moves, e=0.010, loss: 0.9, +, 47.0% elo% vs. v28, avg. reward: 0.819, 7.980 sec/game, 58.8 min. total, 659.4 MB
majestic_scorch v33 1847 games, 4215804 moves, e=0.010, loss: 0.9, +, 49.4% elo% vs. v28, avg. reward: 0.817, 7.964 sec/game, 58.9 min. total, 661.7 MB
majestic_scorch v33 1848 games, 4219562 moves, e=0.010, loss: 0.9, ., 49.5% elo% vs. v28, avg. reward: 0.816, 7.903 sec/game, 59.0 min. total, 662.6 MB
majestic_scorch v33 1849 games, 4223251 moves, e=0.010, loss: 0.9, ., 49.5% elo% vs. v28, avg. reward: 0.816, 7.895 sec/game, 59.1 min. total, 663.1 MB
majestic_scorch v33 1850 games, 4226687 moves, e=0.010, loss: 1.0, +, 51.8% elo% vs. v28, avg. reward: 0.815, 7.830 sec/game, 59.3 min. total, 664.7 MB
majestic_scorch v33 1851 games, 4230708 moves, e=0.010, loss: 0.9, -, 49.4% elo% vs. v28, avg. reward: 0.815, 7.893 sec/game, 59.4 min. total, 664.7 MB
majestic_scorch v33 1852 games, 4233948 moves, e=0.010, loss: 1.1, -, 47.2% elo% vs. v28, avg. reward: 0.816, 7.849 sec/game, 59.5 min. total, 664.9 MB
majestic_scorch v33 1853 games, 4237003 moves, e=0.010, loss: 1.0, +, 49.6% elo% vs. v28, avg. reward: 0.818, 7.803 sec/game, 59.6 min. total, 665.2 MB
majestic_scorch v33 1854 games, 4240361 moves, e=0.010, loss: 1.0, -, 47.3% elo% vs. v28, avg. reward: 0.818, 7.812 sec/game, 59.8 min. total, 662.3 MB
majestic_scorch v33 1855 games, 4243825 moves, e=0.010, loss: 1.0, -, 45.1% elo% vs. v28, avg. reward: 0.819, 7.823 sec/game, 59.9 min. total, 661.2 MB
majestic_scorch v33 1856 games, 4247434 moves, e=0.010, loss: 0.9, -, 43.1% elo% vs. v28, avg. reward: 0.818, 7.810 sec/game, 60.0 min. total, 669.8 MB
majestic_scorch v33 1857 games, 4251076 moves, e=0.010, loss: 0.8, -, 41.2% elo% vs. v28, avg. reward: 0.818, 7.813 sec/game, 60.1 min. total, 673.3 MB
majestic_scorch v33 1858 games, 4254989 moves, e=0.010, loss: 0.9, ., 41.6% elo% vs. v28, avg. reward: 0.817, 7.858 sec/game, 60.3 min. total, 671.6 MB
majestic_scorch v33 1859 games, 4258565 moves, e=0.010, loss: 0.8, +, 44.2% elo% vs. v28, avg. reward: 0.816, 7.833 sec/game, 60.4 min. total, 670.5 MB
majestic_scorch v33 1860 games, 4262181 moves, e=0.010, loss: 0.7, +, 46.7% elo% vs. v28, avg. reward: 0.818, 7.810 sec/game, 60.5 min. total, 671.0 MB
majestic_scorch v33 1861 games, 4265614 moves, e=0.010, loss: 0.8, +, 49.2% elo% vs. v28, avg. reward: 0.817, 7.776 sec/game, 60.6 min. total, 671.8 MB
majestic_scorch v33 1862 games, 4269343 moves, e=0.010, loss: 0.8, -, 46.9% elo% vs. v28, avg. reward: 0.817, 7.724 sec/game, 60.8 min. total, 672.0 MB
majestic_scorch v33 1863 games, 4272934 moves, e=0.010, loss: 0.8, -, 44.8% elo% vs. v28, avg. reward: 0.817, 7.668 sec/game, 60.9 min. total, 673.7 MB
majestic_scorch v33 1864 games, 4276449 moves, e=0.010, loss: 0.8, -, 42.7% elo% vs. v28, avg. reward: 0.817, 7.621 sec/game, 61.0 min. total, 674.6 MB
majestic_scorch v33 1865 games, 4279821 moves, e=0.010, loss: 0.8, -, 40.8% elo% vs. v28, avg. reward: 0.816, 7.566 sec/game, 61.1 min. total, 673.8 MB
majestic_scorch v33 1866 games, 4283413 moves, e=0.010, loss: 0.8, +, 43.5% elo% vs. v28, avg. reward: 0.815, 7.550 sec/game, 61.3 min. total, 673.9 MB
majestic_scorch v33 1867 games, 4287070 moves, e=0.010, loss: 0.8, +, 46.1% elo% vs. v28, avg. reward: 0.813, 7.550 sec/game, 61.4 min. total, 677.5 MB
majestic_scorch v33 1868 games, 4290069 moves, e=0.010, loss: 0.8, ., 46.2% elo% vs. v28, avg. reward: 0.814, 7.477 sec/game, 61.5 min. total, 675.4 MB
majestic_scorch v33 1869 games, 4293630 moves, e=0.010, loss: 0.8, -, 44.1% elo% vs. v28, avg. reward: 0.815, 7.458 sec/game, 61.6 min. total, 676.6 MB
majestic_scorch v33 1870 games, 4296999 moves, e=0.010, loss: 0.9, -, 42.1% elo% vs. v28, avg. reward: 0.815, 7.471 sec/game, 61.8 min. total, 677.1 MB
majestic_scorch v33 1871 games, 4300507 moves, e=0.010, loss: 0.9, ., 42.5% elo% vs. v28, avg. reward: 0.816, 7.416 sec/game, 61.9 min. total, 678.4 MB
majestic_scorch v33 1872 games, 4304017 moves, e=0.010, loss: 0.9, -, 40.6% elo% vs. v28, avg. reward: 0.814, 7.485 sec/game, 62.0 min. total, 678.4 MB
majestic_scorch v33 1873 games, 4307493 moves, e=0.010, loss: 0.9, -, 38.8% elo% vs. v28, avg. reward: 0.814, 7.574 sec/game, 62.2 min. total, 681.2 MB
majestic_scorch v33 1874 games, 4311080 moves, e=0.010, loss: 0.8, +, 41.5% elo% vs. v28, avg. reward: 0.812, 7.621 sec/game, 62.3 min. total, 682.7 MB
majestic_scorch v33 1875 games, 4314711 moves, e=0.010, loss: 0.8, -, 39.7% elo% vs. v28, avg. reward: 0.810, 7.648 sec/game, 62.4 min. total, 682.9 MB
majestic_scorch v33 1876 games, 4318233 moves, e=0.010, loss: 0.9, -, 37.9% elo% vs. v28, avg. reward: 0.810, 7.638 sec/game, 62.6 min. total, 686.0 MB
majestic_scorch v33 1877 games, 4321840 moves, e=0.010, loss: 0.9, -, 36.3% elo% vs. v28, avg. reward: 0.809, 7.639 sec/game, 62.7 min. total, 684.3 MB
majestic_scorch v33 1878 games, 4325389 moves, e=0.010, loss: 0.9, +, 39.1% elo% vs. v28, avg. reward: 0.809, 7.602 sec/game, 62.8 min. total, 683.5 MB
majestic_scorch v33 1879 games, 4328810 moves, e=0.010, loss: 1.0, +, 41.8% elo% vs. v28, avg. reward: 0.809, 7.572 sec/game, 62.9 min. total, 684.2 MB
majestic_scorch v33 1880 games, 4332306 moves, e=0.010, loss: 1.0, -, 39.9% elo% vs. v28, avg. reward: 0.809, 7.568 sec/game, 63.1 min. total, 685.4 MB
majestic_scorch v33 1881 games, 4336157 moves, e=0.010, loss: 0.9, +, 42.6% elo% vs. v28, avg. reward: 0.808, 7.605 sec/game, 63.2 min. total, 687.5 MB
majestic_scorch v33 1882 games, 4339656 moves, e=0.010, loss: 0.8, ., 42.9% elo% vs. v28, avg. reward: 0.807, 7.584 sec/game, 63.3 min. total, 685.5 MB
majestic_scorch v33 1883 games, 4343565 moves, e=0.010, loss: 0.9, +, 45.5% elo% vs. v28, avg. reward: 0.806, 7.622 sec/game, 63.4 min. total, 690.4 MB
majestic_scorch v33 1884 games, 4347130 moves, e=0.010, loss: 0.8, -, 43.4% elo% vs. v28, avg. reward: 0.807, 7.630 sec/game, 63.6 min. total, 688.6 MB
majestic_scorch v33 1885 games, 4350210 moves, e=0.010, loss: 0.9, -, 41.5% elo% vs. v28, avg. reward: 0.808, 7.608 sec/game, 63.7 min. total, 688.7 MB
majestic_scorch v33 1886 games, 4353078 moves, e=0.010, loss: 0.9, ., 41.9% elo% vs. v28, avg. reward: 0.809, 7.536 sec/game, 63.8 min. total, 686.7 MB
majestic_scorch v33 1887 games, 4356762 moves, e=0.010, loss: 0.9, -, 40.0% elo% vs. v28, avg. reward: 0.807, 7.540 sec/game, 63.9 min. total, 685.6 MB
majestic_scorch v33 1888 games, 4360680 moves, e=0.010, loss: 0.8, -, 38.2% elo% vs. v28, avg. reward: 0.805, 7.611 sec/game, 64.0 min. total, 689.0 MB
majestic_scorch v33 1889 games, 4364256 moves, e=0.010, loss: 0.9, -, 36.6% elo% vs. v28, avg. reward: 0.805, 7.617 sec/game, 64.2 min. total, 689.8 MB
majestic_scorch v33 1890 games, 4367494 moves, e=0.010, loss: 0.9, -, 35.0% elo% vs. v28, avg. reward: 0.806, 7.594 sec/game, 64.3 min. total, 688.5 MB
majestic_scorch v33 1891 games, 4370711 moves, e=0.010, loss: 1.0, +, 37.8% elo% vs. v28, avg. reward: 0.807, 7.569 sec/game, 64.4 min. total, 690.0 MB
majestic_scorch v33 1892 games, 4374405 moves, e=0.010, loss: 0.9, -, 36.2% elo% vs. v28, avg. reward: 0.807, 7.550 sec/game, 64.5 min. total, 688.7 MB
majestic_scorch v33 1893 games, 4377797 moves, e=0.010, loss: 0.9, +, 39.0% elo% vs. v28, avg. reward: 0.807, 7.477 sec/game, 64.6 min. total, 688.7 MB
majestic_scorch v33 1894 games, 4380681 moves, e=0.010, loss: 0.9, -, 37.3% elo% vs. v28, avg. reward: 0.809, 7.387 sec/game, 64.8 min. total, 688.4 MB
majestic_scorch v33 1895 games, 4383854 moves, e=0.010, loss: 1.0, +, 40.0% elo% vs. v28, avg. reward: 0.809, 7.320 sec/game, 64.9 min. total, 689.5 MB
majestic_scorch v33 1896 games, 4387199 moves, e=0.010, loss: 1.0, -, 38.2% elo% vs. v28, avg. reward: 0.809, 7.299 sec/game, 65.0 min. total, 692.6 MB
majestic_scorch v33 1897 games, 4390855 moves, e=0.010, loss: 0.9, -, 36.6% elo% vs. v28, avg. reward: 0.808, 7.308 sec/game, 65.1 min. total, 698.6 MB
majestic_scorch v33 1898 games, 4394236 moves, e=0.010, loss: 0.9, -, 35.0% elo% vs. v28, avg. reward: 0.806, 7.283 sec/game, 65.2 min. total, 697.9 MB
majestic_scorch v33 1899 games, 4398194 moves, e=0.010, loss: 0.8, +, 37.8% elo% vs. v28, avg. reward: 0.804, 7.349 sec/game, 65.4 min. total, 695.9 MB
majestic_scorch v33 1900 games, 4402007 moves, e=0.010, loss: 0.8, +, 40.5% elo% vs. v28, avg. reward: 0.806, 7.370 sec/game, 65.5 min. total, 698.4 MB
majestic_scorch v34 1901 games, 4405633 moves, e=0.010, loss: 0.8, +, 52.3% elo% vs. v28, avg. reward: 0.806, 7.366 sec/game, 65.6 min. total, 696.9 MB
majestic_scorch v34 1902 games, 4408935 moves, e=0.010, loss: 0.9, -, 49.9% elo% vs. v28, avg. reward: 0.806, 7.341 sec/game, 65.8 min. total, 695.6 MB
majestic_scorch v34 1903 games, 4412212 moves, e=0.010, loss: 0.9, +, 52.2% elo% vs. v28, avg. reward: 0.805, 7.271 sec/game, 65.9 min. total, 695.5 MB
majestic_scorch v34 1904 games, 4415655 moves, e=0.010, loss: 1.0, -, 49.8% elo% vs. v28, avg. reward: 0.806, 7.267 sec/game, 66.0 min. total, 699.5 MB
majestic_scorch v34 1905 games, 4419019 moves, e=0.010, loss: 1.0, +, 52.1% elo% vs. v28, avg. reward: 0.806, 7.279 sec/game, 66.1 min. total, 700.2 MB
majestic_scorch v34 1906 games, 4422574 moves, e=0.010, loss: 1.0, ., 52.0% elo% vs. v28, avg. reward: 0.805, 7.349 sec/game, 66.2 min. total, 701.8 MB
majestic_scorch v34 1907 games, 4426278 moves, e=0.010, loss: 1.0, +, 54.2% elo% vs. v28, avg. reward: 0.802, 7.361 sec/game, 66.4 min. total, 704.2 MB
majestic_scorch v34 1908 games, 4429863 moves, e=0.010, loss: 0.9, +, 56.3% elo% vs. v28, avg. reward: 0.801, 7.341 sec/game, 66.5 min. total, 703.6 MB
majestic_scorch v34 1909 games, 4433676 moves, e=0.010, loss: 0.9, +, 58.3% elo% vs. v28, avg. reward: 0.800, 7.371 sec/game, 66.6 min. total, 702.8 MB
majestic_scorch v34 1910 games, 4437293 moves, e=0.010, loss: 0.9, -, 55.6% elo% vs. v28, avg. reward: 0.803, 7.413 sec/game, 66.8 min. total, 701.8 MB
majestic_scorch v34 1911 games, 4440799 moves, e=0.010, loss: 1.0, -, 53.1% elo% vs. v28, avg. reward: 0.804, 7.442 sec/game, 66.9 min. total, 705.0 MB
majestic_scorch v34 1912 games, 4444799 moves, e=0.010, loss: 1.0, -, 50.7% elo% vs. v28, avg. reward: 0.803, 7.471 sec/game, 67.0 min. total, 705.3 MB
majestic_scorch v34 1913 games, 4448375 moves, e=0.010, loss: 1.0, +, 52.9% elo% vs. v28, avg. reward: 0.803, 7.505 sec/game, 67.2 min. total, 704.6 MB
majestic_scorch v34 1914 games, 4452470 moves, e=0.010, loss: 0.8, -, 50.5% elo% vs. v28, avg. reward: 0.803, 7.619 sec/game, 67.3 min. total, 707.6 MB
majestic_scorch v34 1915 games, 4455871 moves, e=0.010, loss: 0.9, -, 48.2% elo% vs. v28, avg. reward: 0.803, 7.655 sec/game, 67.4 min. total, 707.4 MB
majestic_scorch v34 1916 games, 4459467 moves, e=0.010, loss: 0.9, -, 46.0% elo% vs. v28, avg. reward: 0.802, 7.673 sec/game, 67.5 min. total, 704.8 MB
majestic_scorch v34 1917 games, 4462763 moves, e=0.010, loss: 1.0, -, 43.9% elo% vs. v28, avg. reward: 0.802, 7.625 sec/game, 67.7 min. total, 709.1 MB
majestic_scorch v34 1918 games, 4466360 moves, e=0.010, loss: 1.0, +, 46.4% elo% vs. v28, avg. reward: 0.803, 7.646 sec/game, 67.8 min. total, 713.3 MB
majestic_scorch v34 1919 games, 4469810 moves, e=0.010, loss: 1.0, +, 48.9% elo% vs. v28, avg. reward: 0.803, 7.596 sec/game, 67.9 min. total, 712.0 MB
majestic_scorch v34 1920 games, 4473845 moves, e=0.010, loss: 0.9, +, 51.2% elo% vs. v28, avg. reward: 0.801, 7.610 sec/game, 68.0 min. total, 712.3 MB
majestic_scorch v34 1921 games, 4477465 moves, e=0.010, loss: 0.8, -, 48.9% elo% vs. v28, avg. reward: 0.801, 7.606 sec/game, 68.2 min. total, 710.1 MB
majestic_scorch v34 1922 games, 4481447 moves, e=0.010, loss: 0.8, -, 46.6% elo% vs. v28, avg. reward: 0.799, 7.686 sec/game, 68.3 min. total, 709.1 MB
majestic_scorch v34 1923 games, 4485089 moves, e=0.010, loss: 0.8, -, 44.5% elo% vs. v28, avg. reward: 0.798, 7.717 sec/game, 68.4 min. total, 712.6 MB
majestic_scorch v34 1924 games, 4488270 moves, e=0.010, loss: 0.8, -, 42.5% elo% vs. v28, avg. reward: 0.800, 7.693 sec/game, 68.6 min. total, 710.1 MB
majestic_scorch v34 1925 games, 4491832 moves, e=0.010, loss: 0.8, -, 40.6% elo% vs. v28, avg. reward: 0.799, 7.727 sec/game, 68.7 min. total, 711.4 MB
majestic_scorch v34 1926 games, 4495280 moves, e=0.010, loss: 0.9, -, 38.8% elo% vs. v28, avg. reward: 0.799, 7.715 sec/game, 68.8 min. total, 714.7 MB
majestic_scorch v34 1927 games, 4499026 moves, e=0.010, loss: 0.9, -, 37.1% elo% vs. v28, avg. reward: 0.798, 7.709 sec/game, 68.9 min. total, 714.9 MB
majestic_scorch v34 1928 games, 4502577 moves, e=0.010, loss: 0.9, +, 39.9% elo% vs. v28, avg. reward: 0.799, 7.704 sec/game, 69.1 min. total, 716.7 MB
majestic_scorch v34 1929 games, 4505799 moves, e=0.010, loss: 0.9, -, 38.1% elo% vs. v28, avg. reward: 0.800, 7.641 sec/game, 69.2 min. total, 715.8 MB
majestic_scorch v34 1930 games, 4509546 moves, e=0.010, loss: 0.9, -, 36.5% elo% vs. v28, avg. reward: 0.800, 7.640 sec/game, 69.3 min. total, 717.6 MB
majestic_scorch v34 1931 games, 4512910 moves, e=0.010, loss: 0.9, +, 39.2% elo% vs. v28, avg. reward: 0.798, 7.633 sec/game, 69.4 min. total, 719.3 MB
majestic_scorch v34 1932 games, 4516210 moves, e=0.010, loss: 0.9, +, 41.9% elo% vs. v28, avg. reward: 0.797, 7.554 sec/game, 69.5 min. total, 718.3 MB
majestic_scorch v34 1933 games, 4519588 moves, e=0.010, loss: 1.0, +, 44.5% elo% vs. v28, avg. reward: 0.797, 7.528 sec/game, 69.7 min. total, 719.0 MB
majestic_scorch v34 1934 games, 4523022 moves, e=0.010, loss: 0.9, -, 42.5% elo% vs. v28, avg. reward: 0.796, 7.471 sec/game, 69.8 min. total, 721.1 MB
majestic_scorch v34 1935 games, 4526853 moves, e=0.010, loss: 0.9, +, 45.1% elo% vs. v28, avg. reward: 0.792, 7.517 sec/game, 69.9 min. total, 722.6 MB
majestic_scorch v34 1936 games, 4530668 moves, e=0.010, loss: 0.9, -, 43.1% elo% vs. v28, avg. reward: 0.791, 7.532 sec/game, 70.1 min. total, 721.6 MB
majestic_scorch v34 1937 games, 4533978 moves, e=0.010, loss: 0.8, -, 41.1% elo% vs. v28, avg. reward: 0.790, 7.539 sec/game, 70.2 min. total, 722.6 MB
majestic_scorch v34 1938 games, 4537419 moves, e=0.010, loss: 0.8, +, 43.8% elo% vs. v28, avg. reward: 0.787, 7.526 sec/game, 70.3 min. total, 721.0 MB
majestic_scorch v34 1939 games, 4540865 moves, e=0.010, loss: 0.9, +, 46.4% elo% vs. v28, avg. reward: 0.786, 7.527 sec/game, 70.4 min. total, 722.3 MB
majestic_scorch v34 1940 games, 4544776 moves, e=0.010, loss: 0.9, +, 48.8% elo% vs. v28, avg. reward: 0.787, 7.530 sec/game, 70.6 min. total, 727.2 MB
majestic_scorch v34 1941 games, 4548524 moves, e=0.010, loss: 0.8, +, 51.2% elo% vs. v28, avg. reward: 0.786, 7.530 sec/game, 70.7 min. total, 723.7 MB
majestic_scorch v34 1942 games, 4552230 moves, e=0.010, loss: 0.8, -, 48.8% elo% vs. v28, avg. reward: 0.785, 7.494 sec/game, 70.8 min. total, 723.9 MB
majestic_scorch v34 1943 games, 4555872 moves, e=0.010, loss: 0.9, -, 46.6% elo% vs. v28, avg. reward: 0.787, 7.493 sec/game, 70.9 min. total, 729.4 MB
majestic_scorch v34 1944 games, 4558846 moves, e=0.010, loss: 1.0, -, 44.5% elo% vs. v28, avg. reward: 0.790, 7.466 sec/game, 71.0 min. total, 726.4 MB
majestic_scorch v34 1945 games, 4562257 moves, e=0.010, loss: 1.0, -, 42.4% elo% vs. v28, avg. reward: 0.791, 7.442 sec/game, 71.2 min. total, 725.4 MB
majestic_scorch v34 1946 games, 4566116 moves, e=0.010, loss: 1.0, +, 45.0% elo% vs. v28, avg. reward: 0.792, 7.479 sec/game, 71.3 min. total, 725.8 MB
majestic_scorch v34 1947 games, 4569628 moves, e=0.010, loss: 0.9, -, 43.0% elo% vs. v28, avg. reward: 0.793, 7.466 sec/game, 71.4 min. total, 728.3 MB
majestic_scorch v34 1948 games, 4573075 moves, e=0.010, loss: 0.9, +, 45.6% elo% vs. v28, avg. reward: 0.793, 7.455 sec/game, 71.5 min. total, 727.1 MB
majestic_scorch v34 1949 games, 4576813 moves, e=0.010, loss: 0.9, +, 48.1% elo% vs. v28, avg. reward: 0.793, 7.505 sec/game, 71.7 min. total, 730.5 MB
majestic_scorch v34 1950 games, 4580889 moves, e=0.010, loss: 0.9, +, 50.5% elo% vs. v28, avg. reward: 0.792, 7.545 sec/game, 71.8 min. total, 733.0 MB
majestic_scorch v34 1951 games, 4584205 moves, e=0.010, loss: 0.9, -, 48.2% elo% vs. v28, avg. reward: 0.792, 7.532 sec/game, 71.9 min. total, 731.8 MB
majestic_scorch v34 1952 games, 4587994 moves, e=0.010, loss: 1.0, +, 50.5% elo% vs. v28, avg. reward: 0.791, 7.585 sec/game, 72.1 min. total, 731.9 MB
majestic_scorch v34 1953 games, 4591853 moves, e=0.010, loss: 1.0, +, 52.8% elo% vs. v28, avg. reward: 0.788, 7.629 sec/game, 72.2 min. total, 733.7 MB
majestic_scorch v34 1954 games, 4595715 moves, e=0.010, loss: 1.0, +, 55.0% elo% vs. v28, avg. reward: 0.785, 7.666 sec/game, 72.3 min. total, 732.6 MB
majestic_scorch v34 1955 games, 4599685 moves, e=0.010, loss: 0.9, -, 52.5% elo% vs. v28, avg. reward: 0.784, 7.670 sec/game, 72.5 min. total, 732.3 MB
majestic_scorch v34 1956 games, 4603496 moves, e=0.010, loss: 0.9, +, 54.6% elo% vs. v28, avg. reward: 0.783, 7.668 sec/game, 72.6 min. total, 735.8 MB
majestic_scorch v34 1957 games, 4607436 moves, e=0.010, loss: 0.9, +, 56.7% elo% vs. v28, avg. reward: 0.783, 7.724 sec/game, 72.7 min. total, 737.6 MB
majestic_scorch v34 1958 games, 4610977 moves, e=0.010, loss: 0.9, +, 58.6% elo% vs. v28, avg. reward: 0.785, 7.731 sec/game, 72.9 min. total, 738.9 MB
majestic_scorch v34 1959 games, 4614578 moves, e=0.010, loss: 1.0, +, 60.5% elo% vs. v28, avg. reward: 0.785, 7.741 sec/game, 73.0 min. total, 739.4 MB
majestic_scorch v34 1960 games, 4618621 moves, e=0.010, loss: 0.9, +, 62.2% elo% vs. v28, avg. reward: 0.783, 7.745 sec/game, 73.1 min. total, 739.4 MB
majestic_scorch v34 1961 games, 4622258 moves, e=0.010, loss: 0.9, -, 59.5% elo% vs. v28, avg. reward: 0.783, 7.742 sec/game, 73.3 min. total, 739.8 MB
majestic_scorch v34 1962 games, 4625757 moves, e=0.010, loss: 0.9, -, 56.8% elo% vs. v28, avg. reward: 0.783, 7.721 sec/game, 73.4 min. total, 741.3 MB
majestic_scorch v34 1963 games, 4629380 moves, e=0.010, loss: 0.9, -, 54.2% elo% vs. v28, avg. reward: 0.783, 7.739 sec/game, 73.5 min. total, 738.8 MB
majestic_scorch v34 1964 games, 4632775 moves, e=0.010, loss: 0.9, -, 51.7% elo% vs. v28, avg. reward: 0.783, 7.771 sec/game, 73.6 min. total, 739.0 MB
majestic_scorch v34 1965 games, 4636173 moves, e=0.010, loss: 0.9, -, 49.4% elo% vs. v28, avg. reward: 0.785, 7.778 sec/game, 73.8 min. total, 738.7 MB
majestic_scorch v34 1966 games, 4639813 moves, e=0.010, loss: 0.8, -, 47.1% elo% vs. v28, avg. reward: 0.785, 7.763 sec/game, 73.9 min. total, 740.6 MB
majestic_scorch v34 1967 games, 4643455 moves, e=0.010, loss: 0.9, -, 44.9% elo% vs. v28, avg. reward: 0.787, 7.758 sec/game, 74.0 min. total, 742.5 MB
majestic_scorch v34 1968 games, 4647483 moves, e=0.010, loss: 0.8, -, 42.9% elo% vs. v28, avg. reward: 0.786, 7.819 sec/game, 74.2 min. total, 741.9 MB
majestic_scorch v34 1969 games, 4651059 moves, e=0.010, loss: 0.9, +, 45.5% elo% vs. v28, avg. reward: 0.785, 7.806 sec/game, 74.3 min. total, 743.0 MB
majestic_scorch v34 1970 games, 4654911 moves, e=0.010, loss: 0.9, +, 48.0% elo% vs. v28, avg. reward: 0.785, 7.774 sec/game, 74.4 min. total, 744.7 MB
majestic_scorch v34 1971 games, 4658965 moves, e=0.010, loss: 0.8, -, 45.8% elo% vs. v28, avg. reward: 0.783, 7.845 sec/game, 74.6 min. total, 745.3 MB
majestic_scorch v34 1972 games, 4662439 moves, e=0.010, loss: 0.9, -, 43.7% elo% vs. v28, avg. reward: 0.783, 7.821 sec/game, 74.7 min. total, 747.4 MB
majestic_scorch v34 1973 games, 4666001 moves, e=0.010, loss: 0.9, -, 41.7% elo% vs. v28, avg. reward: 0.782, 7.800 sec/game, 74.8 min. total, 749.0 MB
majestic_scorch v34 1974 games, 4669556 moves, e=0.010, loss: 0.9, -, 39.9% elo% vs. v28, avg. reward: 0.782, 7.753 sec/game, 74.9 min. total, 749.4 MB
majestic_scorch v34 1975 games, 4673346 moves, e=0.010, loss: 0.9, +, 42.6% elo% vs. v28, avg. reward: 0.782, 7.747 sec/game, 75.1 min. total, 749.3 MB
majestic_scorch v34 1976 games, 4677092 moves, e=0.010, loss: 0.9, +, 45.2% elo% vs. v28, avg. reward: 0.780, 7.752 sec/game, 75.2 min. total, 752.1 MB
majestic_scorch v34 1977 games, 4680729 moves, e=0.010, loss: 0.9, +, 47.7% elo% vs. v28, avg. reward: 0.780, 7.733 sec/game, 75.3 min. total, 749.5 MB
majestic_scorch v34 1978 games, 4684335 moves, e=0.010, loss: 0.9, +, 50.1% elo% vs. v28, avg. reward: 0.779, 7.741 sec/game, 75.4 min. total, 753.2 MB
majestic_scorch v34 1979 games, 4687596 moves, e=0.010, loss: 0.9, -, 47.8% elo% vs. v28, avg. reward: 0.779, 7.709 sec/game, 75.6 min. total, 751.3 MB
majestic_scorch v34 1980 games, 4691301 moves, e=0.010, loss: 0.9, +, 50.2% elo% vs. v28, avg. reward: 0.779, 7.678 sec/game, 75.7 min. total, 752.3 MB
majestic_scorch v34 1981 games, 4694800 moves, e=0.010, loss: 0.9, +, 52.5% elo% vs. v28, avg. reward: 0.779, 7.659 sec/game, 75.8 min. total, 752.7 MB
majestic_scorch v34 1982 games, 4698375 moves, e=0.010, loss: 0.9, ., 52.4% elo% vs. v28, avg. reward: 0.780, 7.669 sec/game, 75.9 min. total, 753.5 MB
majestic_scorch v34 1983 games, 4701969 moves, e=0.010, loss: 0.9, +, 54.5% elo% vs. v28, avg. reward: 0.781, 7.651 sec/game, 76.1 min. total, 755.0 MB
majestic_scorch v34 1984 games, 4705558 moves, e=0.010, loss: 0.9, +, 56.6% elo% vs. v28, avg. reward: 0.780, 7.675 sec/game, 76.2 min. total, 754.6 MB
