dispersal_cartoon v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 306.3 MB
dispersal_cartoon v3 146 games, 105624 moves, e=0.895, loss: 77.5, -, 8.3% elo% vs. random_no_suicide, avg. reward: 5.536, 1.974 sec/game, 4.2 min. total, 489.3 MB
dispersal_cartoon v3 147 games, 106428 moves, e=0.895, loss: 79.1, -, 8.2% elo% vs. random_no_suicide, avg. reward: 5.536, 1.926 sec/game, 4.2 min. total, 489.7 MB
dispersal_cartoon v3 148 games, 107231 moves, e=0.894, loss: 82.7, -, 8.1% elo% vs. random_no_suicide, avg. reward: 5.542, 1.913 sec/game, 4.3 min. total, 490.3 MB
dispersal_cartoon v3 149 games, 107936 moves, e=0.893, loss: 83.3, -, 8.0% elo% vs. random_no_suicide, avg. reward: 5.541, 1.891 sec/game, 4.3 min. total, 491.3 MB
dispersal_cartoon v3 150 games, 108668 moves, e=0.892, loss: 84.9, -, 7.9% elo% vs. random_no_suicide, avg. reward: 5.543, 1.882 sec/game, 4.3 min. total, 493.4 MB
dispersal_cartoon v3 151 games, 109294 moves, e=0.892, loss: 84.0, -, 7.8% elo% vs. random_no_suicide, avg. reward: 5.543, 1.855 sec/game, 4.3 min. total, 491.4 MB
dispersal_cartoon v3 152 games, 110107 moves, e=0.891, loss: 79.1, -, 7.7% elo% vs. random_no_suicide, avg. reward: 5.542, 1.829 sec/game, 4.4 min. total, 491.5 MB
dispersal_cartoon v3 153 games, 110893 moves, e=0.890, loss: 80.9, -, 7.6% elo% vs. random_no_suicide, avg. reward: 5.539, 1.834 sec/game, 4.4 min. total, 491.6 MB
dispersal_cartoon v3 154 games, 111622 moves, e=0.889, loss: 83.1, -, 7.5% elo% vs. random_no_suicide, avg. reward: 5.537, 1.835 sec/game, 4.4 min. total, 491.4 MB
dispersal_cartoon v3 155 games, 112306 moves, e=0.889, loss: 86.1, -, 7.4% elo% vs. random_no_suicide, avg. reward: 5.549, 1.808 sec/game, 4.5 min. total, 491.0 MB
dispersal_cartoon v3 156 games, 113028 moves, e=0.888, loss: 91.6, -, 7.3% elo% vs. random_no_suicide, avg. reward: 5.546, 1.827 sec/game, 4.5 min. total, 491.6 MB
dispersal_cartoon v3 157 games, 113730 moves, e=0.887, loss: 91.7, -, 7.2% elo% vs. random_no_suicide, avg. reward: 5.547, 1.820 sec/game, 4.5 min. total, 493.3 MB
dispersal_cartoon v3 158 games, 114495 moves, e=0.887, loss: 88.2, -, 7.1% elo% vs. random_no_suicide, avg. reward: 5.549, 1.840 sec/game, 4.6 min. total, 493.1 MB
dispersal_cartoon v3 159 games, 115284 moves, e=0.886, loss: 91.6, +, 8.3% elo% vs. random_no_suicide, avg. reward: 5.548, 1.821 sec/game, 4.6 min. total, 495.9 MB
dispersal_cartoon v3 160 games, 116034 moves, e=0.885, loss: 84.9, -, 8.2% elo% vs. random_no_suicide, avg. reward: 5.538, 1.822 sec/game, 4.6 min. total, 495.8 MB
dispersal_cartoon v3 161 games, 116833 moves, e=0.884, loss: 88.1, -, 8.1% elo% vs. random_no_suicide, avg. reward: 5.539, 1.826 sec/game, 4.6 min. total, 497.9 MB
dispersal_cartoon v3 162 games, 117596 moves, e=0.884, loss: 84.4, +, 9.4% elo% vs. random_no_suicide, avg. reward: 5.544, 1.827 sec/game, 4.7 min. total, 496.1 MB
dispersal_cartoon v3 163 games, 118322 moves, e=0.883, loss: 84.4, +, 11.0% elo% vs. random_no_suicide, avg. reward: 5.548, 1.825 sec/game, 4.7 min. total, 496.2 MB
dispersal_cartoon v3 164 games, 119118 moves, e=0.882, loss: 84.9, +, 12.7% elo% vs. random_no_suicide, avg. reward: 5.545, 1.843 sec/game, 4.7 min. total, 497.0 MB
dispersal_cartoon v3 165 games, 119839 moves, e=0.881, loss: 76.7, -, 12.4% elo% vs. random_no_suicide, avg. reward: 5.542, 1.857 sec/game, 4.8 min. total, 494.6 MB
dispersal_cartoon v3 166 games, 120709 moves, e=0.880, loss: 85.8, -, 12.2% elo% vs. random_no_suicide, avg. reward: 5.541, 1.868 sec/game, 4.8 min. total, 494.7 MB
dispersal_cartoon v3 167 games, 121543 moves, e=0.880, loss: 87.1, -, 11.9% elo% vs. random_no_suicide, avg. reward: 5.543, 1.881 sec/game, 4.9 min. total, 494.3 MB
dispersal_cartoon v3 168 games, 122346 moves, e=0.879, loss: 100.5, +, 13.8% elo% vs. random_no_suicide, avg. reward: 5.551, 1.880 sec/game, 4.9 min. total, 497.0 MB
dispersal_cartoon v3 169 games, 123098 moves, e=0.878, loss: 105.3, -, 13.5% elo% vs. random_no_suicide, avg. reward: 5.547, 1.885 sec/game, 4.9 min. total, 494.7 MB
dispersal_cartoon v3 170 games, 123911 moves, e=0.877, loss: 92.3, -, 13.2% elo% vs. random_no_suicide, avg. reward: 5.547, 1.907 sec/game, 4.9 min. total, 494.7 MB
dispersal_cartoon v3 171 games, 124542 moves, e=0.877, loss: 92.7, -, 12.9% elo% vs. random_no_suicide, avg. reward: 5.549, 1.896 sec/game, 5.0 min. total, 494.2 MB
dispersal_cartoon v3 172 games, 125346 moves, e=0.876, loss: 93.4, +, 14.8% elo% vs. random_no_suicide, avg. reward: 5.553, 1.904 sec/game, 5.0 min. total, 497.9 MB
dispersal_cartoon v3 173 games, 126047 moves, e=0.875, loss: 88.5, -, 14.5% elo% vs. random_no_suicide, avg. reward: 5.554, 1.893 sec/game, 5.0 min. total, 495.8 MB
dispersal_cartoon v3 174 games, 126733 moves, e=0.875, loss: 85.3, -, 14.1% elo% vs. random_no_suicide, avg. reward: 5.554, 1.888 sec/game, 5.1 min. total, 495.2 MB
dispersal_cartoon v3 175 games, 127461 moves, e=0.874, loss: 91.7, -, 13.8% elo% vs. random_no_suicide, avg. reward: 5.559, 1.891 sec/game, 5.1 min. total, 495.4 MB
dispersal_cartoon v3 176 games, 128172 moves, e=0.873, loss: 96.2, -, 13.5% elo% vs. random_no_suicide, avg. reward: 5.557, 1.880 sec/game, 5.1 min. total, 495.9 MB
dispersal_cartoon v3 177 games, 128935 moves, e=0.872, loss: 96.1, -, 13.2% elo% vs. random_no_suicide, avg. reward: 5.557, 1.879 sec/game, 5.1 min. total, 495.9 MB
dispersal_cartoon v3 178 games, 129726 moves, e=0.872, loss: 103.6, -, 13.0% elo% vs. random_no_suicide, avg. reward: 5.562, 1.862 sec/game, 5.2 min. total, 495.5 MB
dispersal_cartoon v3 179 games, 130588 moves, e=0.871, loss: 103.7, -, 12.7% elo% vs. random_no_suicide, avg. reward: 5.557, 1.868 sec/game, 5.2 min. total, 496.7 MB
dispersal_cartoon v3 180 games, 131461 moves, e=0.870, loss: 100.1, -, 12.4% elo% vs. random_no_suicide, avg. reward: 5.560, 1.877 sec/game, 5.2 min. total, 499.1 MB
dispersal_cartoon v3 181 games, 132209 moves, e=0.869, loss: 97.6, -, 12.2% elo% vs. random_no_suicide, avg. reward: 5.566, 1.871 sec/game, 5.3 min. total, 499.3 MB
dispersal_cartoon v3 182 games, 132943 moves, e=0.868, loss: 98.6, -, 11.9% elo% vs. random_no_suicide, avg. reward: 5.563, 1.869 sec/game, 5.3 min. total, 501.3 MB
dispersal_cartoon v3 183 games, 133708 moves, e=0.868, loss: 95.2, -, 11.7% elo% vs. random_no_suicide, avg. reward: 5.564, 1.871 sec/game, 5.3 min. total, 499.2 MB
dispersal_cartoon v3 184 games, 134444 moves, e=0.867, loss: 104.7, -, 11.5% elo% vs. random_no_suicide, avg. reward: 5.559, 1.851 sec/game, 5.4 min. total, 498.8 MB
dispersal_cartoon v3 185 games, 135140 moves, e=0.866, loss: 90.8, -, 11.3% elo% vs. random_no_suicide, avg. reward: 5.560, 1.825 sec/game, 5.4 min. total, 502.7 MB
dispersal_cartoon v3 186 games, 136183 moves, e=0.865, loss: 84.7, -, 11.1% elo% vs. random_no_suicide, avg. reward: 5.574, 1.830 sec/game, 5.4 min. total, 499.3 MB
dispersal_cartoon v3 187 games, 137011 moves, e=0.864, loss: 92.2, -, 10.9% elo% vs. random_no_suicide, avg. reward: 5.573, 1.841 sec/game, 5.5 min. total, 500.6 MB
dispersal_cartoon v3 188 games, 137807 moves, e=0.864, loss: 86.8, -, 10.7% elo% vs. random_no_suicide, avg. reward: 5.575, 1.855 sec/game, 5.5 min. total, 500.4 MB
dispersal_cartoon v3 189 games, 138653 moves, e=0.863, loss: 82.9, -, 10.5% elo% vs. random_no_suicide, avg. reward: 5.583, 1.879 sec/game, 5.5 min. total, 500.4 MB
dispersal_cartoon v3 190 games, 139512 moves, e=0.862, loss: 80.3, -, 10.3% elo% vs. random_no_suicide, avg. reward: 5.583, 1.878 sec/game, 5.6 min. total, 500.7 MB
dispersal_cartoon v3 191 games, 140398 moves, e=0.861, loss: 78.1, -, 10.1% elo% vs. random_no_suicide, avg. reward: 5.588, 1.922 sec/game, 5.6 min. total, 500.5 MB
dispersal_cartoon v3 192 games, 141163 moves, e=0.860, loss: 75.4, -, 10.0% elo% vs. random_no_suicide, avg. reward: 5.591, 1.909 sec/game, 5.6 min. total, 500.6 MB
dispersal_cartoon v3 193 games, 141854 moves, e=0.860, loss: 80.6, -, 9.8% elo% vs. random_no_suicide, avg. reward: 5.594, 1.924 sec/game, 5.7 min. total, 500.8 MB
dispersal_cartoon v3 194 games, 142633 moves, e=0.859, loss: 80.8, -, 9.7% elo% vs. random_no_suicide, avg. reward: 5.599, 1.932 sec/game, 5.7 min. total, 500.4 MB
dispersal_cartoon v3 195 games, 143375 moves, e=0.858, loss: 83.7, -, 9.5% elo% vs. random_no_suicide, avg. reward: 5.594, 1.943 sec/game, 5.7 min. total, 504.0 MB
dispersal_cartoon v3 196 games, 144265 moves, e=0.857, loss: 92.8, -, 9.3% elo% vs. random_no_suicide, avg. reward: 5.604, 1.959 sec/game, 5.8 min. total, 503.0 MB
dispersal_cartoon v3 197 games, 145001 moves, e=0.856, loss: 88.8, ., 10.0% elo% vs. random_no_suicide, avg. reward: 5.610, 1.948 sec/game, 5.8 min. total, 503.2 MB
dispersal_cartoon v3 198 games, 145747 moves, e=0.856, loss: 83.6, -, 9.8% elo% vs. random_no_suicide, avg. reward: 5.607, 1.949 sec/game, 5.8 min. total, 503.2 MB
dispersal_cartoon v3 199 games, 146594 moves, e=0.855, loss: 93.0, -, 9.7% elo% vs. random_no_suicide, avg. reward: 5.598, 1.950 sec/game, 5.9 min. total, 507.2 MB
dispersal_cartoon v3 200 games, 147552 moves, e=0.854, loss: 97.9, -, 9.5% elo% vs. random_no_suicide, avg. reward: 5.591, 1.954 sec/game, 5.9 min. total, 505.2 MB
dispersal_cartoon v4 201 games, 148291 moves, e=0.853, loss: 100.4, -, 47.7% elo% vs. random_no_suicide, avg. reward: 5.595, 1.966 sec/game, 5.9 min. total, 505.4 MB
dispersal_cartoon v4 202 games, 149111 moves, e=0.852, loss: 91.7, -, 45.5% elo% vs. random_no_suicide, avg. reward: 5.592, 1.971 sec/game, 6.0 min. total, 503.6 MB
dispersal_cartoon v4 203 games, 149826 moves, e=0.852, loss: 95.9, -, 43.4% elo% vs. random_no_suicide, avg. reward: 5.597, 1.971 sec/game, 6.0 min. total, 504.2 MB
dispersal_cartoon v4 204 games, 150520 moves, e=0.851, loss: 96.4, -, 41.5% elo% vs. random_no_suicide, avg. reward: 5.599, 1.962 sec/game, 6.0 min. total, 504.1 MB
dispersal_cartoon v4 205 games, 151338 moves, e=0.850, loss: 96.3, -, 39.6% elo% vs. random_no_suicide, avg. reward: 5.603, 1.991 sec/game, 6.1 min. total, 504.1 MB
dispersal_cartoon v4 206 games, 152198 moves, e=0.849, loss: 92.9, -, 37.9% elo% vs. random_no_suicide, avg. reward: 5.601, 1.977 sec/game, 6.1 min. total, 504.2 MB
dispersal_cartoon v4 207 games, 152936 moves, e=0.849, loss: 97.1, -, 36.3% elo% vs. random_no_suicide, avg. reward: 5.605, 1.942 sec/game, 6.1 min. total, 506.2 MB
dispersal_cartoon v4 208 games, 153778 moves, e=0.848, loss: 97.8, -, 34.8% elo% vs. random_no_suicide, avg. reward: 5.602, 1.938 sec/game, 6.1 min. total, 504.3 MB
dispersal_cartoon v4 209 games, 154538 moves, e=0.847, loss: 95.3, -, 33.3% elo% vs. random_no_suicide, avg. reward: 5.604, 1.916 sec/game, 6.2 min. total, 504.0 MB
dispersal_cartoon v4 210 games, 155326 moves, e=0.846, loss: 99.0, -, 32.0% elo% vs. random_no_suicide, avg. reward: 5.598, 1.907 sec/game, 6.2 min. total, 505.5 MB
dispersal_cartoon v4 211 games, 156117 moves, e=0.845, loss: 93.9, -, 30.7% elo% vs. random_no_suicide, avg. reward: 5.600, 1.889 sec/game, 6.2 min. total, 504.7 MB
dispersal_cartoon v4 212 games, 156802 moves, e=0.845, loss: 103.8, -, 29.5% elo% vs. random_no_suicide, avg. reward: 5.607, 1.882 sec/game, 6.3 min. total, 505.2 MB
dispersal_cartoon v4 213 games, 157606 moves, e=0.844, loss: 96.8, -, 28.4% elo% vs. random_no_suicide, avg. reward: 5.608, 1.885 sec/game, 6.3 min. total, 504.7 MB
dispersal_cartoon v4 214 games, 158369 moves, e=0.843, loss: 95.2, -, 27.3% elo% vs. random_no_suicide, avg. reward: 5.608, 1.882 sec/game, 6.3 min. total, 505.4 MB
dispersal_cartoon v4 215 games, 159238 moves, e=0.842, loss: 102.3, -, 26.4% elo% vs. random_no_suicide, avg. reward: 5.614, 1.899 sec/game, 6.4 min. total, 505.5 MB
dispersal_cartoon v4 216 games, 160006 moves, e=0.842, loss: 107.0, -, 25.4% elo% vs. random_no_suicide, avg. reward: 5.609, 1.886 sec/game, 6.4 min. total, 505.6 MB
dispersal_cartoon v4 217 games, 160787 moves, e=0.841, loss: 106.5, -, 24.5% elo% vs. random_no_suicide, avg. reward: 5.615, 1.900 sec/game, 6.4 min. total, 505.6 MB
dispersal_cartoon v4 218 games, 161684 moves, e=0.840, loss: 101.8, -, 23.7% elo% vs. random_no_suicide, avg. reward: 5.615, 1.917 sec/game, 6.5 min. total, 510.1 MB
dispersal_cartoon v4 219 games, 162431 moves, e=0.839, loss: 112.2, -, 22.9% elo% vs. random_no_suicide, avg. reward: 5.623, 1.892 sec/game, 6.5 min. total, 508.1 MB
dispersal_cartoon v4 220 games, 163265 moves, e=0.838, loss: 112.6, -, 22.2% elo% vs. random_no_suicide, avg. reward: 5.616, 1.888 sec/game, 6.5 min. total, 508.2 MB
dispersal_cartoon v4 221 games, 164126 moves, e=0.838, loss: 104.4, -, 21.5% elo% vs. random_no_suicide, avg. reward: 5.620, 1.897 sec/game, 6.6 min. total, 508.0 MB
dispersal_cartoon v4 222 games, 164903 moves, e=0.837, loss: 108.7, -, 20.8% elo% vs. random_no_suicide, avg. reward: 5.622, 1.896 sec/game, 6.6 min. total, 507.7 MB
dispersal_cartoon v4 223 games, 165840 moves, e=0.836, loss: 113.5, -, 20.2% elo% vs. random_no_suicide, avg. reward: 5.638, 1.912 sec/game, 6.6 min. total, 508.6 MB
dispersal_cartoon v4 224 games, 166697 moves, e=0.835, loss: 110.2, -, 19.6% elo% vs. random_no_suicide, avg. reward: 5.638, 1.943 sec/game, 6.7 min. total, 508.8 MB
dispersal_cartoon v4 225 games, 167514 moves, e=0.834, loss: 108.8, -, 19.1% elo% vs. random_no_suicide, avg. reward: 5.627, 1.947 sec/game, 6.7 min. total, 508.9 MB
dispersal_cartoon v4 226 games, 168293 moves, e=0.833, loss: 122.4, -, 18.5% elo% vs. random_no_suicide, avg. reward: 5.631, 1.961 sec/game, 6.7 min. total, 510.6 MB
dispersal_cartoon v4 227 games, 169148 moves, e=0.833, loss: 118.2, -, 18.0% elo% vs. random_no_suicide, avg. reward: 5.631, 2.013 sec/game, 6.8 min. total, 509.8 MB
dispersal_cartoon v4 228 games, 169939 moves, e=0.832, loss: 127.7, -, 17.5% elo% vs. random_no_suicide, avg. reward: 5.626, 2.019 sec/game, 6.8 min. total, 510.0 MB
dispersal_cartoon v4 229 games, 170839 moves, e=0.831, loss: 123.2, -, 17.1% elo% vs. random_no_suicide, avg. reward: 5.625, 2.047 sec/game, 6.9 min. total, 510.3 MB
dispersal_cartoon v4 230 games, 171687 moves, e=0.830, loss: 110.2, -, 16.6% elo% vs. random_no_suicide, avg. reward: 5.622, 2.082 sec/game, 6.9 min. total, 510.2 MB
dispersal_cartoon v4 231 games, 172506 moves, e=0.829, loss: 108.1, -, 16.2% elo% vs. random_no_suicide, avg. reward: 5.624, 2.100 sec/game, 6.9 min. total, 511.0 MB
dispersal_cartoon v4 232 games, 173262 moves, e=0.828, loss: 120.0, -, 15.8% elo% vs. random_no_suicide, avg. reward: 5.622, 2.117 sec/game, 7.0 min. total, 512.2 MB
dispersal_cartoon v4 233 games, 174075 moves, e=0.828, loss: 120.5, -, 15.4% elo% vs. random_no_suicide, avg. reward: 5.622, 2.130 sec/game, 7.0 min. total, 512.8 MB
dispersal_cartoon v4 234 games, 174835 moves, e=0.827, loss: 125.1, -, 15.1% elo% vs. random_no_suicide, avg. reward: 5.622, 2.145 sec/game, 7.0 min. total, 514.7 MB
dispersal_cartoon v4 235 games, 175602 moves, e=0.826, loss: 126.5, -, 14.7% elo% vs. random_no_suicide, avg. reward: 5.616, 2.151 sec/game, 7.1 min. total, 514.2 MB
dispersal_cartoon v4 236 games, 176350 moves, e=0.825, loss: 132.7, -, 14.4% elo% vs. random_no_suicide, avg. reward: 5.618, 2.172 sec/game, 7.1 min. total, 514.8 MB
dispersal_cartoon v4 237 games, 177282 moves, e=0.824, loss: 124.6, -, 14.0% elo% vs. random_no_suicide, avg. reward: 5.613, 2.231 sec/game, 7.2 min. total, 514.9 MB
dispersal_cartoon v4 238 games, 178084 moves, e=0.824, loss: 122.2, -, 13.7% elo% vs. random_no_suicide, avg. reward: 5.616, 2.234 sec/game, 7.2 min. total, 514.8 MB
dispersal_cartoon v4 239 games, 179035 moves, e=0.823, loss: 124.6, -, 13.4% elo% vs. random_no_suicide, avg. reward: 5.615, 2.278 sec/game, 7.2 min. total, 515.1 MB
dispersal_cartoon v4 240 games, 179854 moves, e=0.822, loss: 123.6, -, 13.1% elo% vs. random_no_suicide, avg. reward: 5.613, 2.295 sec/game, 7.3 min. total, 515.1 MB
dispersal_cartoon v4 241 games, 180582 moves, e=0.821, loss: 113.4, -, 12.9% elo% vs. random_no_suicide, avg. reward: 5.609, 2.278 sec/game, 7.3 min. total, 517.1 MB
dispersal_cartoon v4 242 games, 181477 moves, e=0.820, loss: 115.6, -, 12.6% elo% vs. random_no_suicide, avg. reward: 5.610, 2.306 sec/game, 7.4 min. total, 517.9 MB
dispersal_cartoon v4 243 games, 182390 moves, e=0.819, loss: 120.3, -, 12.4% elo% vs. random_no_suicide, avg. reward: 5.612, 2.313 sec/game, 7.4 min. total, 518.0 MB
dispersal_cartoon v4 244 games, 183133 moves, e=0.819, loss: 115.6, -, 12.1% elo% vs. random_no_suicide, avg. reward: 5.609, 2.295 sec/game, 7.4 min. total, 518.0 MB
dispersal_cartoon v4 245 games, 183865 moves, e=0.818, loss: 121.6, -, 11.9% elo% vs. random_no_suicide, avg. reward: 5.601, 2.282 sec/game, 7.5 min. total, 517.9 MB
dispersal_cartoon v4 246 games, 184734 moves, e=0.817, loss: 117.7, -, 11.7% elo% vs. random_no_suicide, avg. reward: 5.590, 2.274 sec/game, 7.5 min. total, 518.3 MB
dispersal_cartoon v4 247 games, 185596 moves, e=0.816, loss: 111.7, -, 11.4% elo% vs. random_no_suicide, avg. reward: 5.586, 2.241 sec/game, 7.5 min. total, 518.6 MB
dispersal_cartoon v4 248 games, 186319 moves, e=0.816, loss: 117.1, -, 11.2% elo% vs. random_no_suicide, avg. reward: 5.582, 2.225 sec/game, 7.6 min. total, 518.9 MB
dispersal_cartoon v4 249 games, 187182 moves, e=0.815, loss: 115.2, -, 11.0% elo% vs. random_no_suicide, avg. reward: 5.581, 2.211 sec/game, 7.6 min. total, 519.5 MB
dispersal_cartoon v4 250 games, 188202 moves, e=0.814, loss: 128.2, -, 10.8% elo% vs. random_no_suicide, avg. reward: 5.580, 2.210 sec/game, 7.6 min. total, 521.6 MB
dispersal_cartoon v4 251 games, 189052 moves, e=0.813, loss: 123.4, -, 10.6% elo% vs. random_no_suicide, avg. reward: 5.577, 2.201 sec/game, 7.7 min. total, 523.4 MB
dispersal_cartoon v4 252 games, 189933 moves, e=0.812, loss: 126.2, -, 10.4% elo% vs. random_no_suicide, avg. reward: 5.582, 2.204 sec/game, 7.7 min. total, 521.4 MB
dispersal_cartoon v4 253 games, 190667 moves, e=0.811, loss: 122.7, -, 10.3% elo% vs. random_no_suicide, avg. reward: 5.591, 2.189 sec/game, 7.7 min. total, 521.0 MB
dispersal_cartoon v4 254 games, 191610 moves, e=0.810, loss: 122.8, -, 10.1% elo% vs. random_no_suicide, avg. reward: 5.600, 2.194 sec/game, 7.8 min. total, 521.8 MB
dispersal_cartoon v4 255 games, 192605 moves, e=0.809, loss: 126.1, +, 11.7% elo% vs. random_no_suicide, avg. reward: 5.598, 2.208 sec/game, 7.8 min. total, 524.2 MB
dispersal_cartoon v4 256 games, 193644 moves, e=0.808, loss: 114.9, -, 11.5% elo% vs. random_no_suicide, avg. reward: 5.602, 2.223 sec/game, 7.9 min. total, 524.9 MB
dispersal_cartoon v4 257 games, 194448 moves, e=0.807, loss: 110.3, -, 11.3% elo% vs. random_no_suicide, avg. reward: 5.604, 2.178 sec/game, 7.9 min. total, 526.5 MB
dispersal_cartoon v4 258 games, 195332 moves, e=0.807, loss: 109.2, -, 11.1% elo% vs. random_no_suicide, avg. reward: 5.606, 2.176 sec/game, 7.9 min. total, 526.5 MB
dispersal_cartoon v4 259 games, 196259 moves, e=0.806, loss: 112.1, +, 12.8% elo% vs. random_no_suicide, avg. reward: 5.616, 2.164 sec/game, 8.0 min. total, 526.6 MB
dispersal_cartoon v4 260 games, 197058 moves, e=0.805, loss: 111.3, -, 12.5% elo% vs. random_no_suicide, avg. reward: 5.627, 2.140 sec/game, 8.0 min. total, 526.6 MB
dispersal_cartoon v4 261 games, 197926 moves, e=0.804, loss: 102.3, -, 12.3% elo% vs. random_no_suicide, avg. reward: 5.626, 2.159 sec/game, 8.0 min. total, 524.4 MB
dispersal_cartoon v4 262 games, 198664 moves, e=0.803, loss: 107.6, -, 12.0% elo% vs. random_no_suicide, avg. reward: 5.628, 2.134 sec/game, 8.1 min. total, 524.2 MB
dispersal_cartoon v4 263 games, 199341 moves, e=0.803, loss: 103.3, -, 11.8% elo% vs. random_no_suicide, avg. reward: 5.630, 2.100 sec/game, 8.1 min. total, 524.7 MB
dispersal_cartoon v4 264 games, 200283 moves, e=0.802, loss: 107.7, -, 11.6% elo% vs. random_no_suicide, avg. reward: 5.629, 2.119 sec/game, 8.1 min. total, 527.7 MB
dispersal_cartoon v4 265 games, 201126 moves, e=0.801, loss: 107.3, +, 13.3% elo% vs. random_no_suicide, avg. reward: 5.630, 2.134 sec/game, 8.2 min. total, 527.9 MB
dispersal_cartoon v4 266 games, 201968 moves, e=0.800, loss: 96.9, -, 13.1% elo% vs. random_no_suicide, avg. reward: 5.630, 2.120 sec/game, 8.2 min. total, 528.1 MB
dispersal_cartoon v4 267 games, 202937 moves, e=0.799, loss: 101.4, -, 12.8% elo% vs. random_no_suicide, avg. reward: 5.628, 2.145 sec/game, 8.2 min. total, 525.9 MB
dispersal_cartoon v4 268 games, 203840 moves, e=0.798, loss: 100.6, -, 12.5% elo% vs. random_no_suicide, avg. reward: 5.621, 2.160 sec/game, 8.3 min. total, 525.9 MB
dispersal_cartoon v4 269 games, 204532 moves, e=0.798, loss: 111.7, -, 12.3% elo% vs. random_no_suicide, avg. reward: 5.619, 2.135 sec/game, 8.3 min. total, 526.2 MB
dispersal_cartoon v4 270 games, 205286 moves, e=0.797, loss: 114.3, -, 12.0% elo% vs. random_no_suicide, avg. reward: 5.626, 2.103 sec/game, 8.3 min. total, 525.7 MB
dispersal_cartoon v4 271 games, 205999 moves, e=0.796, loss: 107.1, -, 11.8% elo% vs. random_no_suicide, avg. reward: 5.631, 2.098 sec/game, 8.4 min. total, 528.1 MB
dispersal_cartoon v4 272 games, 206919 moves, e=0.795, loss: 112.1, -, 11.6% elo% vs. random_no_suicide, avg. reward: 5.625, 2.101 sec/game, 8.4 min. total, 527.5 MB
dispersal_cartoon v4 273 games, 207688 moves, e=0.794, loss: 121.3, -, 11.4% elo% vs. random_no_suicide, avg. reward: 5.620, 2.103 sec/game, 8.4 min. total, 527.5 MB
dispersal_cartoon v4 274 games, 208496 moves, e=0.794, loss: 121.4, -, 11.2% elo% vs. random_no_suicide, avg. reward: 5.625, 2.088 sec/game, 8.5 min. total, 529.6 MB
dispersal_cartoon v4 275 games, 209327 moves, e=0.793, loss: 123.2, -, 11.0% elo% vs. random_no_suicide, avg. reward: 5.625, 2.069 sec/game, 8.5 min. total, 527.0 MB
dispersal_cartoon v4 276 games, 210137 moves, e=0.792, loss: 123.5, -, 10.8% elo% vs. random_no_suicide, avg. reward: 5.629, 2.040 sec/game, 8.5 min. total, 527.6 MB
