irritably_crown v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 281.5 MB
irritably_crown v23 2002 games, 2425813 moves, e=0.010, loss: 58.0, -, 45.5% elo% vs. random_no_suicide, avg. reward: 0.414, 3.088 sec/game, 92.9 min. total, 857.4 MB
irritably_crown v23 2003 games, 2427238 moves, e=0.010, loss: 58.0, -, 43.4% elo% vs. random_no_suicide, avg. reward: 0.420, 3.083 sec/game, 92.9 min. total, 857.4 MB
irritably_crown v23 2004 games, 2428602 moves, e=0.010, loss: 60.0, -, 41.5% elo% vs. random_no_suicide, avg. reward: 0.403, 3.084 sec/game, 93.0 min. total, 857.6 MB
irritably_crown v23 2005 games, 2429965 moves, e=0.010, loss: 60.0, -, 39.6% elo% vs. random_no_suicide, avg. reward: 0.408, 3.091 sec/game, 93.0 min. total, 858.7 MB
irritably_crown v23 2006 games, 2431376 moves, e=0.010, loss: 60.5, -, 37.9% elo% vs. random_no_suicide, avg. reward: 0.418, 3.092 sec/game, 93.1 min. total, 858.6 MB
irritably_crown v23 2007 games, 2432710 moves, e=0.010, loss: 58.6, -, 36.3% elo% vs. random_no_suicide, avg. reward: 0.419, 3.076 sec/game, 93.1 min. total, 858.4 MB
irritably_crown v23 2008 games, 2434114 moves, e=0.010, loss: 62.4, -, 34.8% elo% vs. random_no_suicide, avg. reward: 0.419, 3.066 sec/game, 93.2 min. total, 858.5 MB
irritably_crown v23 2009 games, 2435581 moves, e=0.010, loss: 60.8, -, 33.3% elo% vs. random_no_suicide, avg. reward: 0.436, 3.066 sec/game, 93.2 min. total, 858.5 MB
irritably_crown v23 2010 games, 2436926 moves, e=0.010, loss: 61.5, -, 32.0% elo% vs. random_no_suicide, avg. reward: 0.436, 3.056 sec/game, 93.3 min. total, 858.2 MB
irritably_crown v23 2011 games, 2438401 moves, e=0.010, loss: 60.7, -, 30.7% elo% vs. random_no_suicide, avg. reward: 0.478, 3.065 sec/game, 93.3 min. total, 858.8 MB
irritably_crown v23 2012 games, 2439815 moves, e=0.010, loss: 64.7, -, 29.5% elo% vs. random_no_suicide, avg. reward: 0.493, 3.060 sec/game, 93.4 min. total, 860.4 MB
irritably_crown v23 2013 games, 2441126 moves, e=0.010, loss: 63.2, -, 28.4% elo% vs. random_no_suicide, avg. reward: 0.500, 3.049 sec/game, 93.4 min. total, 861.3 MB
irritably_crown v23 2014 games, 2442504 moves, e=0.010, loss: 61.0, -, 27.3% elo% vs. random_no_suicide, avg. reward: 0.501, 3.037 sec/game, 93.5 min. total, 861.4 MB
irritably_crown v23 2015 games, 2443971 moves, e=0.010, loss: 61.7, -, 26.4% elo% vs. random_no_suicide, avg. reward: 0.517, 3.050 sec/game, 93.5 min. total, 860.9 MB
irritably_crown v23 2016 games, 2445325 moves, e=0.010, loss: 62.3, -, 25.4% elo% vs. random_no_suicide, avg. reward: 0.512, 3.048 sec/game, 93.6 min. total, 861.6 MB
irritably_crown v23 2017 games, 2446683 moves, e=0.010, loss: 63.3, -, 24.5% elo% vs. random_no_suicide, avg. reward: 0.513, 3.049 sec/game, 93.6 min. total, 862.2 MB
irritably_crown v23 2018 games, 2448089 moves, e=0.010, loss: 63.5, -, 23.7% elo% vs. random_no_suicide, avg. reward: 0.511, 3.046 sec/game, 93.7 min. total, 862.4 MB
irritably_crown v23 2019 games, 2449436 moves, e=0.010, loss: 65.5, -, 22.9% elo% vs. random_no_suicide, avg. reward: 0.511, 3.042 sec/game, 93.7 min. total, 862.7 MB
irritably_crown v23 2020 games, 2450849 moves, e=0.010, loss: 64.2, -, 22.2% elo% vs. random_no_suicide, avg. reward: 0.504, 3.041 sec/game, 93.8 min. total, 863.8 MB
irritably_crown v23 2021 games, 2452251 moves, e=0.010, loss: 64.5, -, 21.5% elo% vs. random_no_suicide, avg. reward: 0.510, 3.035 sec/game, 93.8 min. total, 864.3 MB
irritably_crown v23 2022 games, 2453647 moves, e=0.010, loss: 66.5, -, 20.8% elo% vs. random_no_suicide, avg. reward: 0.515, 3.032 sec/game, 93.9 min. total, 864.8 MB
irritably_crown v23 2023 games, 2455133 moves, e=0.010, loss: 66.1, -, 20.2% elo% vs. random_no_suicide, avg. reward: 0.528, 3.039 sec/game, 94.0 min. total, 865.0 MB
irritably_crown v23 2024 games, 2456542 moves, e=0.010, loss: 63.5, -, 19.6% elo% vs. random_no_suicide, avg. reward: 0.528, 3.037 sec/game, 94.0 min. total, 865.0 MB
irritably_crown v23 2025 games, 2457863 moves, e=0.010, loss: 63.0, -, 19.1% elo% vs. random_no_suicide, avg. reward: 0.530, 3.034 sec/game, 94.1 min. total, 864.9 MB
irritably_crown v23 2026 games, 2459211 moves, e=0.010, loss: 66.1, -, 18.5% elo% vs. random_no_suicide, avg. reward: 0.528, 3.014 sec/game, 94.1 min. total, 865.2 MB
irritably_crown v23 2027 games, 2460533 moves, e=0.010, loss: 68.0, -, 18.0% elo% vs. random_no_suicide, avg. reward: 0.532, 3.013 sec/game, 94.1 min. total, 866.0 MB
irritably_crown v23 2028 games, 2462074 moves, e=0.010, loss: 62.9, -, 17.5% elo% vs. random_no_suicide, avg. reward: 0.544, 3.035 sec/game, 94.2 min. total, 865.7 MB
irritably_crown v23 2029 games, 2463495 moves, e=0.010, loss: 61.6, -, 17.1% elo% vs. random_no_suicide, avg. reward: 0.545, 3.041 sec/game, 94.3 min. total, 865.7 MB
irritably_crown v23 2030 games, 2464979 moves, e=0.010, loss: 64.6, -, 16.6% elo% vs. random_no_suicide, avg. reward: 0.552, 3.047 sec/game, 94.3 min. total, 865.9 MB
irritably_crown v23 2031 games, 2466333 moves, e=0.010, loss: 70.3, -, 16.2% elo% vs. random_no_suicide, avg. reward: 0.549, 3.038 sec/game, 94.4 min. total, 866.3 MB
irritably_crown v23 2032 games, 2467652 moves, e=0.010, loss: 67.5, -, 15.8% elo% vs. random_no_suicide, avg. reward: 0.547, 3.033 sec/game, 94.4 min. total, 866.4 MB
irritably_crown v23 2033 games, 2469056 moves, e=0.010, loss: 63.8, -, 15.4% elo% vs. random_no_suicide, avg. reward: 0.549, 3.043 sec/game, 94.5 min. total, 867.1 MB
irritably_crown v23 2034 games, 2470481 moves, e=0.010, loss: 64.7, -, 15.1% elo% vs. random_no_suicide, avg. reward: 0.547, 3.048 sec/game, 94.5 min. total, 869.4 MB
irritably_crown v23 2035 games, 2471856 moves, e=0.010, loss: 65.2, -, 14.7% elo% vs. random_no_suicide, avg. reward: 0.545, 3.050 sec/game, 94.6 min. total, 869.0 MB
irritably_crown v23 2036 games, 2473198 moves, e=0.010, loss: 63.5, -, 14.4% elo% vs. random_no_suicide, avg. reward: 0.548, 3.042 sec/game, 94.6 min. total, 869.3 MB
irritably_crown v23 2037 games, 2474649 moves, e=0.010, loss: 65.3, -, 14.0% elo% vs. random_no_suicide, avg. reward: 0.564, 3.061 sec/game, 94.7 min. total, 869.4 MB
irritably_crown v23 2038 games, 2476018 moves, e=0.010, loss: 64.8, -, 13.7% elo% vs. random_no_suicide, avg. reward: 0.564, 3.064 sec/game, 94.7 min. total, 869.2 MB
irritably_crown v23 2039 games, 2477395 moves, e=0.010, loss: 67.4, -, 13.4% elo% vs. random_no_suicide, avg. reward: 0.573, 3.068 sec/game, 94.8 min. total, 869.4 MB
irritably_crown v23 2040 games, 2478763 moves, e=0.010, loss: 69.2, -, 13.1% elo% vs. random_no_suicide, avg. reward: 0.563, 3.069 sec/game, 94.8 min. total, 869.3 MB
irritably_crown v23 2041 games, 2480172 moves, e=0.010, loss: 70.2, -, 12.9% elo% vs. random_no_suicide, avg. reward: 0.550, 3.067 sec/game, 94.9 min. total, 871.9 MB
irritably_crown v23 2042 games, 2481566 moves, e=0.010, loss: 68.8, -, 12.6% elo% vs. random_no_suicide, avg. reward: 0.565, 3.068 sec/game, 94.9 min. total, 874.1 MB
irritably_crown v23 2043 games, 2483058 moves, e=0.010, loss: 68.5, -, 12.4% elo% vs. random_no_suicide, avg. reward: 0.579, 3.067 sec/game, 95.0 min. total, 874.1 MB
irritably_crown v23 2044 games, 2484397 moves, e=0.010, loss: 67.9, -, 12.1% elo% vs. random_no_suicide, avg. reward: 0.569, 3.066 sec/game, 95.0 min. total, 874.2 MB
irritably_crown v23 2045 games, 2485779 moves, e=0.010, loss: 70.7, -, 11.9% elo% vs. random_no_suicide, avg. reward: 0.562, 3.059 sec/game, 95.1 min. total, 874.1 MB
irritably_crown v23 2046 games, 2487168 moves, e=0.010, loss: 68.8, -, 11.7% elo% vs. random_no_suicide, avg. reward: 0.563, 3.074 sec/game, 95.1 min. total, 873.9 MB
irritably_crown v23 2047 games, 2488562 moves, e=0.010, loss: 66.3, -, 11.4% elo% vs. random_no_suicide, avg. reward: 0.564, 3.077 sec/game, 95.2 min. total, 874.9 MB
irritably_crown v23 2048 games, 2490018 moves, e=0.010, loss: 69.6, -, 11.2% elo% vs. random_no_suicide, avg. reward: 0.565, 3.065 sec/game, 95.2 min. total, 875.2 MB
irritably_crown v23 2049 games, 2491516 moves, e=0.010, loss: 66.8, -, 11.0% elo% vs. random_no_suicide, avg. reward: 0.570, 3.060 sec/game, 95.3 min. total, 874.6 MB
irritably_crown v23 2050 games, 2492862 moves, e=0.010, loss: 67.7, -, 10.8% elo% vs. random_no_suicide, avg. reward: 0.577, 3.068 sec/game, 95.3 min. total, 875.0 MB
irritably_crown v23 2051 games, 2494194 moves, e=0.010, loss: 68.9, -, 10.6% elo% vs. random_no_suicide, avg. reward: 0.578, 3.057 sec/game, 95.4 min. total, 875.7 MB
irritably_crown v23 2052 games, 2495624 moves, e=0.010, loss: 71.3, -, 10.4% elo% vs. random_no_suicide, avg. reward: 0.583, 3.072 sec/game, 95.4 min. total, 875.7 MB
irritably_crown v23 2053 games, 2496938 moves, e=0.010, loss: 72.7, -, 10.3% elo% vs. random_no_suicide, avg. reward: 0.589, 3.064 sec/game, 95.5 min. total, 875.8 MB
irritably_crown v23 2054 games, 2498307 moves, e=0.010, loss: 70.5, -, 10.1% elo% vs. random_no_suicide, avg. reward: 0.588, 3.061 sec/game, 95.5 min. total, 875.4 MB
irritably_crown v23 2055 games, 2499711 moves, e=0.010, loss: 74.1, -, 9.9% elo% vs. random_no_suicide, avg. reward: 0.591, 3.055 sec/game, 95.6 min. total, 875.4 MB
irritably_crown v23 2056 games, 2501145 moves, e=0.010, loss: 70.5, -, 9.8% elo% vs. random_no_suicide, avg. reward: 0.599, 3.072 sec/game, 95.6 min. total, 876.4 MB
irritably_crown v23 2057 games, 2502493 moves, e=0.010, loss: 71.1, -, 9.6% elo% vs. random_no_suicide, avg. reward: 0.606, 3.058 sec/game, 95.7 min. total, 878.1 MB
irritably_crown v23 2058 games, 2503841 moves, e=0.010, loss: 70.7, -, 9.5% elo% vs. random_no_suicide, avg. reward: 0.606, 3.059 sec/game, 95.7 min. total, 878.0 MB
irritably_crown v23 2059 games, 2505333 moves, e=0.010, loss: 71.4, -, 9.3% elo% vs. random_no_suicide, avg. reward: 0.608, 3.065 sec/game, 95.8 min. total, 878.6 MB
irritably_crown v23 2060 games, 2506675 moves, e=0.010, loss: 71.4, -, 9.2% elo% vs. random_no_suicide, avg. reward: 0.605, 3.064 sec/game, 95.8 min. total, 878.2 MB
irritably_crown v23 2061 games, 2508039 moves, e=0.010, loss: 66.2, -, 9.0% elo% vs. random_no_suicide, avg. reward: 0.611, 3.068 sec/game, 95.9 min. total, 878.8 MB
irritably_crown v23 2062 games, 2509380 moves, e=0.010, loss: 69.8, -, 8.9% elo% vs. random_no_suicide, avg. reward: 0.617, 3.058 sec/game, 95.9 min. total, 879.3 MB
irritably_crown v23 2063 games, 2510798 moves, e=0.010, loss: 65.8, -, 8.8% elo% vs. random_no_suicide, avg. reward: 0.628, 3.053 sec/game, 96.0 min. total, 878.9 MB
irritably_crown v23 2064 games, 2512234 moves, e=0.010, loss: 64.7, -, 8.6% elo% vs. random_no_suicide, avg. reward: 0.639, 3.057 sec/game, 96.0 min. total, 880.9 MB
irritably_crown v23 2065 games, 2513723 moves, e=0.010, loss: 61.7, -, 8.5% elo% vs. random_no_suicide, avg. reward: 0.650, 3.073 sec/game, 96.1 min. total, 882.6 MB
irritably_crown v23 2066 games, 2515138 moves, e=0.010, loss: 62.9, -, 8.4% elo% vs. random_no_suicide, avg. reward: 0.648, 3.074 sec/game, 96.2 min. total, 882.5 MB
irritably_crown v23 2067 games, 2516515 moves, e=0.010, loss: 61.8, -, 8.3% elo% vs. random_no_suicide, avg. reward: 0.642, 3.085 sec/game, 96.2 min. total, 882.3 MB
irritably_crown v23 2068 games, 2517968 moves, e=0.010, loss: 62.2, -, 8.1% elo% vs. random_no_suicide, avg. reward: 0.677, 3.079 sec/game, 96.3 min. total, 881.9 MB
irritably_crown v23 2069 games, 2519303 moves, e=0.010, loss: 69.4, -, 8.0% elo% vs. random_no_suicide, avg. reward: 0.687, 3.074 sec/game, 96.3 min. total, 881.9 MB
irritably_crown v23 2070 games, 2520748 moves, e=0.010, loss: 69.2, -, 7.9% elo% vs. random_no_suicide, avg. reward: 0.695, 3.063 sec/game, 96.4 min. total, 882.1 MB
irritably_crown v23 2071 games, 2522247 moves, e=0.010, loss: 69.7, -, 7.8% elo% vs. random_no_suicide, avg. reward: 0.697, 3.086 sec/game, 96.4 min. total, 882.4 MB
irritably_crown v23 2072 games, 2523584 moves, e=0.010, loss: 71.7, -, 7.7% elo% vs. random_no_suicide, avg. reward: 0.703, 3.066 sec/game, 96.5 min. total, 883.4 MB
irritably_crown v23 2073 games, 2524951 moves, e=0.010, loss: 71.6, -, 7.6% elo% vs. random_no_suicide, avg. reward: 0.710, 3.081 sec/game, 96.5 min. total, 884.2 MB
irritably_crown v23 2074 games, 2526362 moves, e=0.010, loss: 70.8, -, 7.5% elo% vs. random_no_suicide, avg. reward: 0.704, 3.080 sec/game, 96.6 min. total, 884.7 MB
irritably_crown v23 2075 games, 2527713 moves, e=0.010, loss: 69.6, -, 7.4% elo% vs. random_no_suicide, avg. reward: 0.706, 3.070 sec/game, 96.6 min. total, 884.5 MB
irritably_crown v23 2076 games, 2529183 moves, e=0.010, loss: 72.5, -, 7.3% elo% vs. random_no_suicide, avg. reward: 0.703, 3.072 sec/game, 96.7 min. total, 884.5 MB
irritably_crown v23 2077 games, 2530674 moves, e=0.010, loss: 71.8, -, 7.2% elo% vs. random_no_suicide, avg. reward: 0.718, 3.077 sec/game, 96.7 min. total, 884.5 MB
irritably_crown v23 2078 games, 2532143 moves, e=0.010, loss: 71.6, -, 7.2% elo% vs. random_no_suicide, avg. reward: 0.728, 3.083 sec/game, 96.8 min. total, 884.8 MB
irritably_crown v23 2079 games, 2533593 moves, e=0.010, loss: 77.0, -, 7.1% elo% vs. random_no_suicide, avg. reward: 0.739, 3.076 sec/game, 96.8 min. total, 886.4 MB
irritably_crown v23 2080 games, 2534952 moves, e=0.010, loss: 78.5, -, 7.0% elo% vs. random_no_suicide, avg. reward: 0.739, 3.078 sec/game, 96.9 min. total, 887.6 MB
irritably_crown v23 2081 games, 2536427 moves, e=0.010, loss: 80.9, -, 6.9% elo% vs. random_no_suicide, avg. reward: 0.754, 3.084 sec/game, 96.9 min. total, 887.2 MB
irritably_crown v23 2082 games, 2537895 moves, e=0.010, loss: 75.8, -, 6.8% elo% vs. random_no_suicide, avg. reward: 0.764, 3.107 sec/game, 97.0 min. total, 887.4 MB
irritably_crown v23 2083 games, 2539269 moves, e=0.010, loss: 80.5, -, 6.7% elo% vs. random_no_suicide, avg. reward: 0.760, 3.104 sec/game, 97.0 min. total, 887.8 MB
irritably_crown v23 2084 games, 2540639 moves, e=0.010, loss: 77.9, -, 6.7% elo% vs. random_no_suicide, avg. reward: 0.760, 3.091 sec/game, 97.1 min. total, 887.9 MB
irritably_crown v23 2085 games, 2542004 moves, e=0.010, loss: 77.8, -, 6.6% elo% vs. random_no_suicide, avg. reward: 0.760, 3.076 sec/game, 97.1 min. total, 888.3 MB
irritably_crown v23 2086 games, 2543342 moves, e=0.010, loss: 76.9, -, 6.5% elo% vs. random_no_suicide, avg. reward: 0.755, 3.059 sec/game, 97.2 min. total, 888.9 MB
irritably_crown v23 2087 games, 2544756 moves, e=0.010, loss: 76.9, -, 6.4% elo% vs. random_no_suicide, avg. reward: 0.744, 3.057 sec/game, 97.2 min. total, 889.2 MB
irritably_crown v23 2088 games, 2546264 moves, e=0.010, loss: 74.4, -, 6.4% elo% vs. random_no_suicide, avg. reward: 0.751, 3.081 sec/game, 97.3 min. total, 890.4 MB
irritably_crown v23 2089 games, 2547580 moves, e=0.010, loss: 75.2, -, 6.3% elo% vs. random_no_suicide, avg. reward: 0.740, 3.072 sec/game, 97.3 min. total, 891.1 MB
irritably_crown v23 2090 games, 2548957 moves, e=0.010, loss: 74.2, -, 6.2% elo% vs. random_no_suicide, avg. reward: 0.740, 3.075 sec/game, 97.4 min. total, 890.5 MB
irritably_crown v23 2091 games, 2550328 moves, e=0.010, loss: 74.9, -, 6.2% elo% vs. random_no_suicide, avg. reward: 0.737, 3.061 sec/game, 97.4 min. total, 890.6 MB
irritably_crown v23 2092 games, 2551742 moves, e=0.010, loss: 73.9, -, 6.1% elo% vs. random_no_suicide, avg. reward: 0.734, 3.071 sec/game, 97.5 min. total, 891.1 MB
irritably_crown v23 2093 games, 2553160 moves, e=0.010, loss: 67.9, -, 6.0% elo% vs. random_no_suicide, avg. reward: 0.737, 3.064 sec/game, 97.5 min. total, 890.7 MB
irritably_crown v23 2094 games, 2554559 moves, e=0.010, loss: 65.7, -, 6.0% elo% vs. random_no_suicide, avg. reward: 0.739, 3.063 sec/game, 97.6 min. total, 891.6 MB
irritably_crown v23 2095 games, 2556070 moves, e=0.010, loss: 69.7, -, 5.9% elo% vs. random_no_suicide, avg. reward: 0.746, 3.087 sec/game, 97.6 min. total, 893.6 MB
irritably_crown v23 2096 games, 2557422 moves, e=0.010, loss: 67.0, -, 5.8% elo% vs. random_no_suicide, avg. reward: 0.745, 3.071 sec/game, 97.7 min. total, 894.1 MB
irritably_crown v23 2097 games, 2558840 moves, e=0.010, loss: 64.3, -, 5.8% elo% vs. random_no_suicide, avg. reward: 0.754, 3.073 sec/game, 97.7 min. total, 893.8 MB
irritably_crown v23 2098 games, 2560265 moves, e=0.010, loss: 66.2, -, 5.7% elo% vs. random_no_suicide, avg. reward: 0.753, 3.074 sec/game, 97.8 min. total, 893.5 MB
irritably_crown v23 2099 games, 2561634 moves, e=0.010, loss: 63.0, -, 5.7% elo% vs. random_no_suicide, avg. reward: 0.754, 3.065 sec/game, 97.8 min. total, 894.1 MB
irritably_crown v23 2100 games, 2563015 moves, e=0.010, loss: 63.2, -, 5.6% elo% vs. random_no_suicide, avg. reward: 0.752, 3.062 sec/game, 97.9 min. total, 894.1 MB
irritably_crown v24 2101 games, 2564468 moves, e=0.010, loss: 60.7, -, 47.7% elo% vs. random_no_suicide, avg. reward: 0.755, 3.058 sec/game, 97.9 min. total, 894.1 MB
irritably_crown v24 2102 games, 2565879 moves, e=0.010, loss: 64.1, -, 45.5% elo% vs. random_no_suicide, avg. reward: 0.758, 3.044 sec/game, 98.0 min. total, 895.4 MB
irritably_crown v24 2103 games, 2567266 moves, e=0.010, loss: 63.3, -, 43.4% elo% vs. random_no_suicide, avg. reward: 0.759, 3.061 sec/game, 98.0 min. total, 897.6 MB
irritably_crown v24 2104 games, 2568665 moves, e=0.010, loss: 63.1, -, 41.5% elo% vs. random_no_suicide, avg. reward: 0.766, 3.084 sec/game, 98.1 min. total, 897.4 MB
irritably_crown v24 2105 games, 2570087 moves, e=0.010, loss: 67.1, -, 39.6% elo% vs. random_no_suicide, avg. reward: 0.771, 3.086 sec/game, 98.2 min. total, 897.6 MB
irritably_crown v24 2106 games, 2571503 moves, e=0.010, loss: 69.5, -, 37.9% elo% vs. random_no_suicide, avg. reward: 0.774, 3.096 sec/game, 98.2 min. total, 898.2 MB
irritably_crown v24 2107 games, 2572978 moves, e=0.010, loss: 72.2, -, 36.3% elo% vs. random_no_suicide, avg. reward: 0.782, 3.107 sec/game, 98.3 min. total, 898.1 MB
irritably_crown v24 2108 games, 2574382 moves, e=0.010, loss: 74.8, -, 34.8% elo% vs. random_no_suicide, avg. reward: 0.783, 3.080 sec/game, 98.3 min. total, 899.0 MB
irritably_crown v24 2109 games, 2575801 moves, e=0.010, loss: 72.0, -, 33.3% elo% vs. random_no_suicide, avg. reward: 0.782, 3.091 sec/game, 98.4 min. total, 899.0 MB
irritably_crown v24 2110 games, 2577243 moves, e=0.010, loss: 70.1, -, 32.0% elo% vs. random_no_suicide, avg. reward: 0.789, 3.086 sec/game, 98.4 min. total, 900.1 MB
irritably_crown v24 2111 games, 2578698 moves, e=0.010, loss: 67.5, -, 30.7% elo% vs. random_no_suicide, avg. reward: 0.787, 3.103 sec/game, 98.5 min. total, 899.3 MB
irritably_crown v24 2112 games, 2580084 moves, e=0.010, loss: 68.0, -, 29.5% elo% vs. random_no_suicide, avg. reward: 0.781, 3.094 sec/game, 98.5 min. total, 899.7 MB
irritably_crown v24 2113 games, 2581529 moves, e=0.010, loss: 68.4, -, 28.4% elo% vs. random_no_suicide, avg. reward: 0.790, 3.105 sec/game, 98.6 min. total, 900.0 MB
irritably_crown v24 2114 games, 2582949 moves, e=0.010, loss: 68.2, -, 27.3% elo% vs. random_no_suicide, avg. reward: 0.796, 3.105 sec/game, 98.6 min. total, 899.4 MB
irritably_crown v24 2115 games, 2584309 moves, e=0.010, loss: 67.9, -, 26.4% elo% vs. random_no_suicide, avg. reward: 0.788, 3.081 sec/game, 98.7 min. total, 899.9 MB
irritably_crown v24 2116 games, 2585763 moves, e=0.010, loss: 64.5, -, 25.4% elo% vs. random_no_suicide, avg. reward: 0.794, 3.094 sec/game, 98.7 min. total, 899.9 MB
irritably_crown v24 2117 games, 2587224 moves, e=0.010, loss: 65.8, -, 24.5% elo% vs. random_no_suicide, avg. reward: 0.798, 3.093 sec/game, 98.8 min. total, 901.6 MB
irritably_crown v24 2118 games, 2588597 moves, e=0.010, loss: 68.1, -, 23.7% elo% vs. random_no_suicide, avg. reward: 0.794, 3.081 sec/game, 98.8 min. total, 903.1 MB
irritably_crown v24 2119 games, 2590034 moves, e=0.010, loss: 67.1, -, 22.9% elo% vs. random_no_suicide, avg. reward: 0.799, 3.097 sec/game, 98.9 min. total, 902.5 MB
irritably_crown v24 2120 games, 2591463 moves, e=0.010, loss: 67.2, -, 22.2% elo% vs. random_no_suicide, avg. reward: 0.802, 3.114 sec/game, 98.9 min. total, 902.4 MB
irritably_crown v24 2121 games, 2592907 moves, e=0.010, loss: 63.9, -, 21.5% elo% vs. random_no_suicide, avg. reward: 0.805, 3.121 sec/game, 99.0 min. total, 902.5 MB
irritably_crown v24 2122 games, 2594306 moves, e=0.010, loss: 67.2, -, 20.8% elo% vs. random_no_suicide, avg. reward: 0.803, 3.124 sec/game, 99.0 min. total, 903.1 MB
irritably_crown v24 2123 games, 2595766 moves, e=0.010, loss: 68.6, -, 20.2% elo% vs. random_no_suicide, avg. reward: 0.799, 3.111 sec/game, 99.1 min. total, 903.2 MB
irritably_crown v24 2124 games, 2597088 moves, e=0.010, loss: 68.3, -, 19.6% elo% vs. random_no_suicide, avg. reward: 0.793, 3.095 sec/game, 99.1 min. total, 903.5 MB
irritably_crown v24 2125 games, 2598438 moves, e=0.010, loss: 68.0, -, 19.1% elo% vs. random_no_suicide, avg. reward: 0.798, 3.094 sec/game, 99.2 min. total, 904.5 MB
irritably_crown v24 2126 games, 2599914 moves, e=0.010, loss: 68.7, -, 18.5% elo% vs. random_no_suicide, avg. reward: 0.803, 3.099 sec/game, 99.2 min. total, 906.8 MB
