italicize_pushiness v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 312.3 MB
italicize_pushiness v11 769 games, 806891 moves, e=0.201, loss: 974.6, +, 49.8% elo% vs. v10, avg. reward: 7.650, 5.085 sec/game, 36.5 min. total, 799.4 MB
italicize_pushiness v11 770 games, 808660 moves, e=0.199, loss: 1082.5, +, 52.1% elo% vs. v10, avg. reward: 7.766, 5.089 sec/game, 36.6 min. total, 798.8 MB
italicize_pushiness v11 771 games, 810425 moves, e=0.198, loss: 1171.3, +, 54.3% elo% vs. v10, avg. reward: 7.736, 5.129 sec/game, 36.7 min. total, 798.0 MB
italicize_pushiness v11 772 games, 812512 moves, e=0.196, loss: 1150.4, +, 56.4% elo% vs. v10, avg. reward: 7.732, 5.110 sec/game, 36.8 min. total, 798.2 MB
italicize_pushiness v11 773 games, 814664 moves, e=0.193, loss: 1037.4, -, 53.8% elo% vs. v10, avg. reward: 7.858, 5.146 sec/game, 36.9 min. total, 800.8 MB
italicize_pushiness v11 774 games, 816783 moves, e=0.191, loss: 947.7, -, 51.3% elo% vs. v10, avg. reward: 7.894, 5.172 sec/game, 37.0 min. total, 802.7 MB
italicize_pushiness v11 775 games, 819163 moves, e=0.189, loss: 956.8, +, 53.6% elo% vs. v10, avg. reward: 7.972, 5.207 sec/game, 37.1 min. total, 805.7 MB
italicize_pushiness v11 776 games, 821550 moves, e=0.187, loss: 1015.2, +, 55.7% elo% vs. v10, avg. reward: 8.124, 5.243 sec/game, 37.2 min. total, 808.8 MB
italicize_pushiness v11 777 games, 823722 moves, e=0.185, loss: 1170.7, +, 57.7% elo% vs. v10, avg. reward: 8.033, 5.266 sec/game, 37.3 min. total, 809.1 MB
italicize_pushiness v11 778 games, 825972 moves, e=0.182, loss: 1169.0, +, 59.6% elo% vs. v10, avg. reward: 8.169, 5.334 sec/game, 37.4 min. total, 812.8 MB
italicize_pushiness v11 779 games, 828266 moves, e=0.180, loss: 1169.5, +, 61.4% elo% vs. v10, avg. reward: 8.346, 5.411 sec/game, 37.5 min. total, 813.2 MB
italicize_pushiness v11 780 games, 830525 moves, e=0.178, loss: 1204.7, +, 63.0% elo% vs. v10, avg. reward: 8.502, 5.406 sec/game, 37.5 min. total, 813.9 MB
italicize_pushiness v11 781 games, 832693 moves, e=0.176, loss: 1175.3, +, 64.6% elo% vs. v10, avg. reward: 8.615, 5.345 sec/game, 37.6 min. total, 815.0 MB
italicize_pushiness v11 782 games, 835026 moves, e=0.173, loss: 1294.7, +, 66.1% elo% vs. v10, avg. reward: 8.630, 5.381 sec/game, 37.7 min. total, 819.6 MB
italicize_pushiness v11 783 games, 837529 moves, e=0.171, loss: 1354.6, +, 67.5% elo% vs. v10, avg. reward: 8.694, 5.451 sec/game, 37.8 min. total, 819.8 MB
italicize_pushiness v11 784 games, 839543 moves, e=0.169, loss: 1366.7, +, 68.8% elo% vs. v10, avg. reward: 8.699, 5.443 sec/game, 37.9 min. total, 818.7 MB
italicize_pushiness v11 785 games, 841764 moves, e=0.167, loss: 1463.7, ., 68.0% elo% vs. v10, avg. reward: 8.847, 5.451 sec/game, 38.0 min. total, 818.6 MB
italicize_pushiness v11 786 games, 844181 moves, e=0.164, loss: 1676.0, +, 69.3% elo% vs. v10, avg. reward: 9.054, 5.472 sec/game, 38.1 min. total, 819.1 MB
italicize_pushiness v11 787 games, 846358 moves, e=0.162, loss: 1704.7, +, 70.5% elo% vs. v10, avg. reward: 9.119, 5.513 sec/game, 38.2 min. total, 820.1 MB
italicize_pushiness v12 788 games, 848430 moves, e=0.160, loss: 1945.6, -, 47.7% elo% vs. v11, avg. reward: 9.346, 5.518 sec/game, 38.3 min. total, 829.1 MB
italicize_pushiness v12 789 games, 850738 moves, e=0.158, loss: 1856.1, +, 50.1% elo% vs. v11, avg. reward: 9.359, 5.573 sec/game, 38.4 min. total, 829.1 MB
italicize_pushiness v12 790 games, 853045 moves, e=0.155, loss: 1985.7, +, 52.4% elo% vs. v11, avg. reward: 9.201, 5.620 sec/game, 38.5 min. total, 832.7 MB
italicize_pushiness v12 791 games, 855491 moves, e=0.153, loss: 2043.4, -, 50.0% elo% vs. v11, avg. reward: 9.003, 5.663 sec/game, 38.6 min. total, 833.2 MB
italicize_pushiness v12 792 games, 857486 moves, e=0.151, loss: 1962.4, +, 52.3% elo% vs. v11, avg. reward: 9.044, 5.646 sec/game, 38.7 min. total, 825.2 MB
italicize_pushiness v12 793 games, 859990 moves, e=0.149, loss: 1622.5, -, 49.9% elo% vs. v11, avg. reward: 9.055, 5.630 sec/game, 38.8 min. total, 827.1 MB
italicize_pushiness v12 794 games, 862120 moves, e=0.147, loss: 1584.3, +, 52.2% elo% vs. v11, avg. reward: 9.073, 5.589 sec/game, 38.8 min. total, 827.0 MB
italicize_pushiness v12 795 games, 864298 moves, e=0.144, loss: 1642.5, -, 49.8% elo% vs. v11, avg. reward: 9.092, 5.549 sec/game, 38.9 min. total, 825.5 MB
italicize_pushiness v12 796 games, 866428 moves, e=0.142, loss: 1764.5, +, 52.1% elo% vs. v11, avg. reward: 9.180, 5.485 sec/game, 39.0 min. total, 824.9 MB
italicize_pushiness v12 797 games, 868468 moves, e=0.140, loss: 1700.4, -, 49.7% elo% vs. v11, avg. reward: 9.327, 5.463 sec/game, 39.1 min. total, 824.0 MB
italicize_pushiness v12 798 games, 870453 moves, e=0.138, loss: 1757.8, -, 47.4% elo% vs. v11, avg. reward: 9.324, 5.413 sec/game, 39.2 min. total, 821.2 MB
italicize_pushiness v12 799 games, 872757 moves, e=0.136, loss: 1836.3, +, 49.8% elo% vs. v11, avg. reward: 9.381, 5.411 sec/game, 39.3 min. total, 824.0 MB
italicize_pushiness v12 800 games, 875199 moves, e=0.134, loss: 1718.1, +, 52.1% elo% vs. v11, avg. reward: 9.480, 5.453 sec/game, 39.4 min. total, 826.6 MB
italicize_pushiness v13 801 games, 877276 moves, e=0.131, loss: 1916.1, +, 52.3% elo% vs. v11, avg. reward: 9.534, 5.456 sec/game, 39.5 min. total, 824.5 MB
italicize_pushiness v13 802 games, 879918 moves, e=0.129, loss: 1700.2, +, 54.5% elo% vs. v11, avg. reward: 9.633, 5.496 sec/game, 39.6 min. total, 832.9 MB
italicize_pushiness v13 803 games, 882372 moves, e=0.126, loss: 1903.4, +, 56.6% elo% vs. v11, avg. reward: 9.734, 5.469 sec/game, 39.7 min. total, 834.9 MB
italicize_pushiness v13 804 games, 884947 moves, e=0.124, loss: 1698.1, +, 58.5% elo% vs. v11, avg. reward: 9.751, 5.541 sec/game, 39.8 min. total, 837.4 MB
italicize_pushiness v13 805 games, 887582 moves, e=0.121, loss: 1632.1, -, 55.9% elo% vs. v11, avg. reward: 10.122, 5.551 sec/game, 39.9 min. total, 840.1 MB
italicize_pushiness v13 806 games, 889890 moves, e=0.119, loss: 1881.1, -, 53.3% elo% vs. v11, avg. reward: 10.085, 5.525 sec/game, 40.0 min. total, 836.4 MB
italicize_pushiness v13 807 games, 892164 moves, e=0.117, loss: 1882.9, +, 55.5% elo% vs. v11, avg. reward: 9.977, 5.538 sec/game, 40.1 min. total, 834.7 MB
italicize_pushiness v13 808 games, 894432 moves, e=0.115, loss: 1807.4, +, 57.5% elo% vs. v11, avg. reward: 9.991, 5.545 sec/game, 40.1 min. total, 835.6 MB
italicize_pushiness v13 809 games, 897047 moves, e=0.112, loss: 1912.3, -, 54.9% elo% vs. v11, avg. reward: 10.231, 5.554 sec/game, 40.2 min. total, 835.3 MB
italicize_pushiness v13 810 games, 899825 moves, e=0.109, loss: 2028.9, -, 52.4% elo% vs. v11, avg. reward: 10.501, 5.556 sec/game, 40.3 min. total, 834.9 MB
italicize_pushiness v13 811 games, 902079 moves, e=0.107, loss: 2454.5, -, 49.9% elo% vs. v11, avg. reward: 10.516, 5.520 sec/game, 40.4 min. total, 837.4 MB
italicize_pushiness v13 812 games, 904802 moves, e=0.104, loss: 2516.5, +, 52.2% elo% vs. v11, avg. reward: 10.552, 5.616 sec/game, 40.5 min. total, 841.5 MB
italicize_pushiness v13 813 games, 907736 moves, e=0.101, loss: 2655.7, -, 49.8% elo% vs. v11, avg. reward: 10.698, 5.718 sec/game, 40.7 min. total, 845.0 MB
italicize_pushiness v13 814 games, 910551 moves, e=0.099, loss: 2731.2, -, 47.6% elo% vs. v11, avg. reward: 10.714, 5.821 sec/game, 40.8 min. total, 846.1 MB
italicize_pushiness v13 815 games, 913237 moves, e=0.096, loss: 2722.8, ., 47.7% elo% vs. v11, avg. reward: 10.845, 5.942 sec/game, 40.9 min. total, 848.8 MB
italicize_pushiness v13 816 games, 915999 moves, e=0.093, loss: 2519.9, -, 45.5% elo% vs. v11, avg. reward: 10.941, 6.061 sec/game, 41.0 min. total, 848.5 MB
italicize_pushiness v13 817 games, 918716 moves, e=0.090, loss: 2407.7, +, 48.0% elo% vs. v11, avg. reward: 11.178, 6.141 sec/game, 41.1 min. total, 850.1 MB
italicize_pushiness v13 818 games, 921371 moves, e=0.088, loss: 2750.5, +, 50.4% elo% vs. v11, avg. reward: 11.301, 6.204 sec/game, 41.2 min. total, 849.0 MB
italicize_pushiness v13 819 games, 924566 moves, e=0.085, loss: 3001.0, +, 52.7% elo% vs. v11, avg. reward: 11.318, 6.276 sec/game, 41.3 min. total, 851.4 MB
italicize_pushiness v13 820 games, 927223 moves, e=0.082, loss: 2958.7, -, 50.2% elo% vs. v11, avg. reward: 11.521, 6.268 sec/game, 41.5 min. total, 850.7 MB
italicize_pushiness v13 821 games, 929567 moves, e=0.080, loss: 3010.3, +, 52.5% elo% vs. v11, avg. reward: 11.500, 6.270 sec/game, 41.5 min. total, 851.0 MB
italicize_pushiness v13 822 games, 932306 moves, e=0.077, loss: 2996.9, +, 54.7% elo% vs. v11, avg. reward: 11.436, 6.290 sec/game, 41.7 min. total, 850.6 MB
italicize_pushiness v13 823 games, 935077 moves, e=0.074, loss: 2795.4, +, 56.8% elo% vs. v11, avg. reward: 11.500, 6.358 sec/game, 41.8 min. total, 848.8 MB
italicize_pushiness v13 824 games, 937744 moves, e=0.072, loss: 2639.2, +, 58.7% elo% vs. v11, avg. reward: 11.329, 6.395 sec/game, 41.9 min. total, 849.5 MB
italicize_pushiness v13 825 games, 941074 moves, e=0.068, loss: 2262.8, +, 60.5% elo% vs. v11, avg. reward: 11.322, 6.475 sec/game, 42.0 min. total, 859.4 MB
italicize_pushiness v13 826 games, 944016 moves, e=0.065, loss: 2218.1, -, 57.8% elo% vs. v11, avg. reward: 11.741, 6.569 sec/game, 42.2 min. total, 856.6 MB
italicize_pushiness v13 827 games, 946800 moves, e=0.063, loss: 3028.5, -, 55.2% elo% vs. v11, avg. reward: 11.944, 6.608 sec/game, 42.3 min. total, 856.0 MB
italicize_pushiness v13 828 games, 949225 moves, e=0.060, loss: 3528.8, +, 57.3% elo% vs. v11, avg. reward: 11.891, 6.671 sec/game, 42.4 min. total, 852.3 MB
italicize_pushiness v13 829 games, 951978 moves, e=0.058, loss: 3380.9, +, 59.2% elo% vs. v11, avg. reward: 11.946, 6.724 sec/game, 42.5 min. total, 855.2 MB
italicize_pushiness v13 830 games, 955118 moves, e=0.054, loss: 3169.8, +, 61.0% elo% vs. v11, avg. reward: 12.173, 6.817 sec/game, 42.6 min. total, 856.1 MB
italicize_pushiness v13 831 games, 957498 moves, e=0.052, loss: 3404.3, -, 58.3% elo% vs. v11, avg. reward: 12.202, 6.867 sec/game, 42.7 min. total, 855.3 MB
italicize_pushiness v13 832 games, 960270 moves, e=0.049, loss: 3714.9, -, 55.6% elo% vs. v11, avg. reward: 12.477, 6.876 sec/game, 42.8 min. total, 857.4 MB
italicize_pushiness v13 833 games, 963276 moves, e=0.046, loss: 4504.2, -, 53.1% elo% vs. v11, avg. reward: 12.495, 6.866 sec/game, 43.0 min. total, 859.2 MB
italicize_pushiness v13 834 games, 966090 moves, e=0.044, loss: 4386.3, -, 50.7% elo% vs. v11, avg. reward: 12.461, 6.896 sec/game, 43.1 min. total, 862.8 MB
italicize_pushiness v13 835 games, 969640 moves, e=0.040, loss: 4352.0, +, 52.9% elo% vs. v11, avg. reward: 12.479, 6.965 sec/game, 43.2 min. total, 867.1 MB
italicize_pushiness v13 836 games, 972851 moves, e=0.037, loss: 4135.4, +, 55.1% elo% vs. v11, avg. reward: 12.476, 7.007 sec/game, 43.4 min. total, 865.1 MB
italicize_pushiness v13 837 games, 976422 moves, e=0.033, loss: 3723.1, +, 57.1% elo% vs. v11, avg. reward: 12.473, 7.126 sec/game, 43.5 min. total, 868.7 MB
italicize_pushiness v13 838 games, 979436 moves, e=0.030, loss: 3897.0, +, 59.0% elo% vs. v11, avg. reward: 12.467, 7.202 sec/game, 43.6 min. total, 867.4 MB
italicize_pushiness v13 839 games, 982479 moves, e=0.027, loss: 3629.5, -, 56.4% elo% vs. v11, avg. reward: 12.445, 7.190 sec/game, 43.7 min. total, 869.1 MB
italicize_pushiness v13 840 games, 985816 moves, e=0.024, loss: 3184.6, +, 58.3% elo% vs. v11, avg. reward: 12.597, 7.278 sec/game, 43.9 min. total, 866.2 MB
italicize_pushiness v13 841 games, 988817 moves, e=0.021, loss: 2596.7, ., 58.0% elo% vs. v11, avg. reward: 12.430, 7.400 sec/game, 44.0 min. total, 870.1 MB
italicize_pushiness v13 842 games, 992205 moves, e=0.018, loss: 2350.9, +, 59.8% elo% vs. v11, avg. reward: 12.566, 7.463 sec/game, 44.1 min. total, 870.0 MB
italicize_pushiness v13 843 games, 995827 moves, e=0.014, loss: 2218.1, +, 61.6% elo% vs. v11, avg. reward: 12.336, 7.547 sec/game, 44.3 min. total, 869.4 MB
italicize_pushiness v13 844 games, 999713 moves, e=0.010, loss: 1849.8, -, 58.9% elo% vs. v11, avg. reward: 12.273, 7.665 sec/game, 44.5 min. total, 870.1 MB
italicize_pushiness v13 845 games, 1003029 moves, e=0.010, loss: 2043.7, +, 60.7% elo% vs. v11, avg. reward: 12.359, 7.661 sec/game, 44.6 min. total, 871.8 MB
italicize_pushiness v13 846 games, 1006734 moves, e=0.010, loss: 1909.9, +, 62.4% elo% vs. v11, avg. reward: 12.354, 7.744 sec/game, 44.7 min. total, 871.6 MB
italicize_pushiness v13 847 games, 1010272 moves, e=0.010, loss: 2066.1, -, 59.7% elo% vs. v11, avg. reward: 12.437, 7.860 sec/game, 44.9 min. total, 873.8 MB
italicize_pushiness v13 848 games, 1013307 moves, e=0.010, loss: 1955.9, -, 57.0% elo% vs. v11, avg. reward: 12.573, 7.926 sec/game, 45.0 min. total, 874.9 MB
italicize_pushiness v13 849 games, 1015835 moves, e=0.010, loss: 2138.7, -, 54.4% elo% vs. v11, avg. reward: 12.599, 7.920 sec/game, 45.1 min. total, 871.0 MB
italicize_pushiness v13 850 games, 1019425 moves, e=0.010, loss: 1826.1, -, 51.9% elo% vs. v11, avg. reward: 12.715, 8.005 sec/game, 45.3 min. total, 871.7 MB
italicize_pushiness v13 851 games, 1022763 moves, e=0.010, loss: 1858.6, +, 54.1% elo% vs. v11, avg. reward: 12.768, 8.123 sec/game, 45.4 min. total, 872.5 MB
italicize_pushiness v13 852 games, 1026402 moves, e=0.010, loss: 1581.9, -, 51.7% elo% vs. v11, avg. reward: 12.916, 8.214 sec/game, 45.6 min. total, 877.2 MB
italicize_pushiness v13 853 games, 1030027 moves, e=0.010, loss: 1777.4, -, 49.3% elo% vs. v11, avg. reward: 12.892, 8.288 sec/game, 45.7 min. total, 878.4 MB
italicize_pushiness v13 854 games, 1033547 moves, e=0.010, loss: 1670.3, -, 47.0% elo% vs. v11, avg. reward: 13.251, 8.300 sec/game, 45.8 min. total, 878.1 MB
italicize_pushiness v13 855 games, 1035631 moves, e=0.010, loss: 2396.9, -, 44.9% elo% vs. v11, avg. reward: 13.393, 8.126 sec/game, 45.9 min. total, 875.8 MB
italicize_pushiness v13 856 games, 1038182 moves, e=0.010, loss: 2750.0, -, 42.8% elo% vs. v11, avg. reward: 13.747, 8.049 sec/game, 46.0 min. total, 872.4 MB
italicize_pushiness v13 857 games, 1041246 moves, e=0.010, loss: 2866.9, +, 45.4% elo% vs. v11, avg. reward: 13.713, 8.029 sec/game, 46.2 min. total, 872.2 MB
italicize_pushiness v13 858 games, 1045099 moves, e=0.010, loss: 2249.4, +, 47.9% elo% vs. v11, avg. reward: 13.832, 8.119 sec/game, 46.3 min. total, 875.5 MB
