agreeable_scroll v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 302.7 MB
agreeable_scroll v8 429 games, 349147 moves, e=0.654, loss: 10.1, -, 17.1% elo% vs. simple_bot, avg. reward: -9.744, 1.841 sec/game, 9.7 min. total, 465.6 MB
agreeable_scroll v8 430 games, 350332 moves, e=0.653, loss: 9.9, -, 16.6% elo% vs. simple_bot, avg. reward: -9.696, 1.863 sec/game, 9.7 min. total, 466.9 MB
agreeable_scroll v8 431 games, 351320 moves, e=0.652, loss: 9.7, -, 16.2% elo% vs. simple_bot, avg. reward: -9.696, 1.864 sec/game, 9.8 min. total, 467.8 MB
agreeable_scroll v8 432 games, 352270 moves, e=0.651, loss: 9.8, -, 15.8% elo% vs. simple_bot, avg. reward: -9.693, 1.860 sec/game, 9.8 min. total, 469.3 MB
agreeable_scroll v8 433 games, 353287 moves, e=0.650, loss: 10.4, -, 15.4% elo% vs. simple_bot, avg. reward: -9.682, 1.885 sec/game, 9.8 min. total, 468.1 MB
agreeable_scroll v8 434 games, 354153 moves, e=0.649, loss: 10.3, -, 15.1% elo% vs. simple_bot, avg. reward: -9.686, 1.863 sec/game, 9.8 min. total, 470.2 MB
agreeable_scroll v8 435 games, 355225 moves, e=0.648, loss: 10.9, -, 14.7% elo% vs. simple_bot, avg. reward: -9.669, 1.881 sec/game, 9.9 min. total, 468.2 MB
agreeable_scroll v8 436 games, 356157 moves, e=0.647, loss: 10.1, -, 14.4% elo% vs. simple_bot, avg. reward: -9.643, 1.889 sec/game, 9.9 min. total, 469.4 MB
agreeable_scroll v8 437 games, 357412 moves, e=0.646, loss: 10.6, -, 14.0% elo% vs. simple_bot, avg. reward: -9.614, 1.907 sec/game, 9.9 min. total, 469.7 MB
agreeable_scroll v8 438 games, 358324 moves, e=0.645, loss: 10.5, -, 13.7% elo% vs. simple_bot, avg. reward: -9.598, 1.897 sec/game, 10.0 min. total, 468.9 MB
agreeable_scroll v8 439 games, 359246 moves, e=0.644, loss: 10.2, -, 13.4% elo% vs. simple_bot, avg. reward: -9.598, 1.882 sec/game, 10.0 min. total, 470.3 MB
agreeable_scroll v8 440 games, 360463 moves, e=0.643, loss: 10.4, -, 13.1% elo% vs. simple_bot, avg. reward: -9.569, 1.903 sec/game, 10.0 min. total, 469.7 MB
agreeable_scroll v8 441 games, 361441 moves, e=0.642, loss: 10.8, -, 12.9% elo% vs. simple_bot, avg. reward: -9.538, 1.875 sec/game, 10.0 min. total, 471.4 MB
agreeable_scroll v8 442 games, 362389 moves, e=0.641, loss: 9.8, -, 12.6% elo% vs. simple_bot, avg. reward: -9.525, 1.836 sec/game, 10.1 min. total, 470.6 MB
agreeable_scroll v8 443 games, 363342 moves, e=0.640, loss: 10.9, -, 12.4% elo% vs. simple_bot, avg. reward: -9.511, 1.801 sec/game, 10.1 min. total, 472.6 MB
agreeable_scroll v8 444 games, 364232 moves, e=0.639, loss: 10.4, -, 12.1% elo% vs. simple_bot, avg. reward: -9.495, 1.782 sec/game, 10.1 min. total, 471.9 MB
agreeable_scroll v8 445 games, 365199 moves, e=0.638, loss: 10.5, -, 11.9% elo% vs. simple_bot, avg. reward: -9.477, 1.784 sec/game, 10.2 min. total, 471.1 MB
agreeable_scroll v8 446 games, 366167 moves, e=0.637, loss: 11.2, -, 11.7% elo% vs. simple_bot, avg. reward: -9.483, 1.743 sec/game, 10.2 min. total, 470.7 MB
agreeable_scroll v8 447 games, 367146 moves, e=0.637, loss: 11.0, -, 11.4% elo% vs. simple_bot, avg. reward: -9.466, 1.748 sec/game, 10.2 min. total, 472.2 MB
agreeable_scroll v8 448 games, 368036 moves, e=0.636, loss: 10.8, -, 11.2% elo% vs. simple_bot, avg. reward: -9.453, 1.734 sec/game, 10.2 min. total, 472.8 MB
agreeable_scroll v8 449 games, 369047 moves, e=0.635, loss: 11.3, -, 11.0% elo% vs. simple_bot, avg. reward: -9.446, 1.731 sec/game, 10.3 min. total, 474.0 MB
agreeable_scroll v8 450 games, 369980 moves, e=0.634, loss: 11.0, -, 10.8% elo% vs. simple_bot, avg. reward: -9.440, 1.718 sec/game, 10.3 min. total, 473.2 MB
agreeable_scroll v8 451 games, 370944 moves, e=0.633, loss: 10.9, -, 10.6% elo% vs. simple_bot, avg. reward: -9.423, 1.720 sec/game, 10.3 min. total, 472.3 MB
agreeable_scroll v8 452 games, 372046 moves, e=0.632, loss: 11.3, -, 10.4% elo% vs. simple_bot, avg. reward: -9.397, 1.726 sec/game, 10.4 min. total, 472.4 MB
agreeable_scroll v8 453 games, 373048 moves, e=0.631, loss: 10.8, -, 10.3% elo% vs. simple_bot, avg. reward: -9.354, 1.729 sec/game, 10.4 min. total, 473.6 MB
agreeable_scroll v8 454 games, 374083 moves, e=0.630, loss: 10.5, -, 10.1% elo% vs. simple_bot, avg. reward: -9.365, 1.752 sec/game, 10.4 min. total, 475.8 MB
agreeable_scroll v8 455 games, 375200 moves, e=0.629, loss: 9.9, -, 9.9% elo% vs. simple_bot, avg. reward: -9.349, 1.756 sec/game, 10.5 min. total, 475.3 MB
agreeable_scroll v8 456 games, 376234 moves, e=0.628, loss: 9.7, -, 9.8% elo% vs. simple_bot, avg. reward: -9.348, 1.771 sec/game, 10.5 min. total, 475.9 MB
agreeable_scroll v8 457 games, 377182 moves, e=0.627, loss: 9.5, -, 9.6% elo% vs. simple_bot, avg. reward: -9.321, 1.746 sec/game, 10.5 min. total, 475.9 MB
agreeable_scroll v8 458 games, 378079 moves, e=0.626, loss: 9.8, -, 9.5% elo% vs. simple_bot, avg. reward: -9.319, 1.751 sec/game, 10.5 min. total, 475.4 MB
agreeable_scroll v8 459 games, 379144 moves, e=0.625, loss: 9.8, -, 9.3% elo% vs. simple_bot, avg. reward: -9.303, 1.775 sec/game, 10.6 min. total, 477.8 MB
agreeable_scroll v8 460 games, 380062 moves, e=0.624, loss: 9.9, -, 9.2% elo% vs. simple_bot, avg. reward: -9.287, 1.747 sec/game, 10.6 min. total, 477.5 MB
agreeable_scroll v8 461 games, 381139 moves, e=0.623, loss: 9.9, -, 9.0% elo% vs. simple_bot, avg. reward: -9.274, 1.757 sec/game, 10.6 min. total, 475.8 MB
agreeable_scroll v8 462 games, 382100 moves, e=0.622, loss: 10.3, -, 8.9% elo% vs. simple_bot, avg. reward: -9.251, 1.756 sec/game, 10.7 min. total, 476.6 MB
agreeable_scroll v8 463 games, 383269 moves, e=0.621, loss: 10.1, -, 8.8% elo% vs. simple_bot, avg. reward: -9.223, 1.770 sec/game, 10.7 min. total, 478.5 MB
agreeable_scroll v8 464 games, 384186 moves, e=0.620, loss: 9.9, +, 10.2% elo% vs. simple_bot, avg. reward: -9.217, 1.768 sec/game, 10.7 min. total, 477.2 MB
agreeable_scroll v8 465 games, 385242 moves, e=0.619, loss: 10.1, -, 10.0% elo% vs. simple_bot, avg. reward: -9.191, 1.770 sec/game, 10.8 min. total, 477.4 MB
agreeable_scroll v8 466 games, 386370 moves, e=0.617, loss: 10.0, -, 9.9% elo% vs. simple_bot, avg. reward: -9.162, 1.785 sec/game, 10.8 min. total, 477.4 MB
agreeable_scroll v8 467 games, 387244 moves, e=0.617, loss: 9.8, -, 9.7% elo% vs. simple_bot, avg. reward: -9.175, 1.775 sec/game, 10.8 min. total, 477.1 MB
agreeable_scroll v8 468 games, 388134 moves, e=0.616, loss: 10.5, -, 9.5% elo% vs. simple_bot, avg. reward: -9.171, 1.776 sec/game, 10.8 min. total, 477.4 MB
agreeable_scroll v8 469 games, 389239 moves, e=0.615, loss: 10.1, -, 9.4% elo% vs. simple_bot, avg. reward: -9.140, 1.779 sec/game, 10.9 min. total, 478.6 MB
agreeable_scroll v8 470 games, 390221 moves, e=0.614, loss: 10.7, -, 9.2% elo% vs. simple_bot, avg. reward: -9.131, 1.778 sec/game, 10.9 min. total, 478.8 MB
agreeable_scroll v8 471 games, 391234 moves, e=0.613, loss: 11.3, -, 9.1% elo% vs. simple_bot, avg. reward: -9.119, 1.774 sec/game, 10.9 min. total, 478.8 MB
agreeable_scroll v8 472 games, 392155 moves, e=0.612, loss: 11.0, +, 10.6% elo% vs. simple_bot, avg. reward: -9.113, 1.758 sec/game, 11.0 min. total, 480.6 MB
agreeable_scroll v8 473 games, 393116 moves, e=0.611, loss: 11.6, -, 10.4% elo% vs. simple_bot, avg. reward: -9.091, 1.746 sec/game, 11.0 min. total, 479.7 MB
agreeable_scroll v8 474 games, 394103 moves, e=0.610, loss: 10.4, -, 10.2% elo% vs. simple_bot, avg. reward: -9.057, 1.734 sec/game, 11.0 min. total, 478.9 MB
agreeable_scroll v8 475 games, 395013 moves, e=0.609, loss: 11.0, -, 10.1% elo% vs. simple_bot, avg. reward: -9.046, 1.719 sec/game, 11.0 min. total, 480.1 MB
agreeable_scroll v8 476 games, 396140 moves, e=0.608, loss: 11.4, -, 9.9% elo% vs. simple_bot, avg. reward: -9.028, 1.714 sec/game, 11.1 min. total, 479.7 MB
agreeable_scroll v8 477 games, 397171 moves, e=0.607, loss: 11.1, -, 9.7% elo% vs. simple_bot, avg. reward: -9.020, 1.724 sec/game, 11.1 min. total, 482.8 MB
agreeable_scroll v8 478 games, 398296 moves, e=0.606, loss: 12.2, -, 9.6% elo% vs. simple_bot, avg. reward: -8.992, 1.744 sec/game, 11.1 min. total, 481.4 MB
agreeable_scroll v8 479 games, 399320 moves, e=0.605, loss: 11.6, -, 9.4% elo% vs. simple_bot, avg. reward: -9.006, 1.730 sec/game, 11.2 min. total, 483.6 MB
agreeable_scroll v8 480 games, 400402 moves, e=0.604, loss: 12.4, -, 9.3% elo% vs. simple_bot, avg. reward: -8.997, 1.750 sec/game, 11.2 min. total, 482.7 MB
agreeable_scroll v8 481 games, 401257 moves, e=0.603, loss: 12.4, -, 9.1% elo% vs. simple_bot, avg. reward: -8.994, 1.727 sec/game, 11.2 min. total, 482.7 MB
agreeable_scroll v8 482 games, 402273 moves, e=0.602, loss: 12.2, -, 9.0% elo% vs. simple_bot, avg. reward: -8.975, 1.728 sec/game, 11.2 min. total, 482.7 MB
agreeable_scroll v8 483 games, 403197 moves, e=0.601, loss: 11.8, -, 8.9% elo% vs. simple_bot, avg. reward: -8.957, 1.709 sec/game, 11.3 min. total, 483.9 MB
agreeable_scroll v8 484 games, 404138 moves, e=0.600, loss: 12.0, -, 8.7% elo% vs. simple_bot, avg. reward: -8.943, 1.716 sec/game, 11.3 min. total, 483.9 MB
agreeable_scroll v8 485 games, 405088 moves, e=0.599, loss: 11.8, +, 10.2% elo% vs. simple_bot, avg. reward: -8.936, 1.706 sec/game, 11.3 min. total, 482.4 MB
agreeable_scroll v8 486 games, 406141 moves, e=0.598, loss: 11.0, -, 10.0% elo% vs. simple_bot, avg. reward: -8.919, 1.697 sec/game, 11.4 min. total, 483.7 MB
agreeable_scroll v8 487 games, 407310 moves, e=0.597, loss: 10.6, -, 9.8% elo% vs. simple_bot, avg. reward: -8.888, 1.745 sec/game, 11.4 min. total, 483.0 MB
agreeable_scroll v8 488 games, 408294 moves, e=0.596, loss: 11.1, -, 9.7% elo% vs. simple_bot, avg. reward: -8.871, 1.749 sec/game, 11.4 min. total, 484.0 MB
agreeable_scroll v8 489 games, 409234 moves, e=0.595, loss: 11.4, -, 9.5% elo% vs. simple_bot, avg. reward: -8.869, 1.750 sec/game, 11.5 min. total, 482.6 MB
agreeable_scroll v8 490 games, 410291 moves, e=0.594, loss: 10.8, -, 9.4% elo% vs. simple_bot, avg. reward: -8.860, 1.753 sec/game, 11.5 min. total, 483.2 MB
agreeable_scroll v8 491 games, 411283 moves, e=0.593, loss: 11.1, -, 9.2% elo% vs. simple_bot, avg. reward: -8.835, 1.768 sec/game, 11.5 min. total, 484.3 MB
agreeable_scroll v8 492 games, 412315 moves, e=0.592, loss: 10.8, -, 9.1% elo% vs. simple_bot, avg. reward: -8.834, 1.792 sec/game, 11.5 min. total, 484.4 MB
agreeable_scroll v8 493 games, 413325 moves, e=0.591, loss: 10.9, -, 8.9% elo% vs. simple_bot, avg. reward: -8.822, 1.806 sec/game, 11.6 min. total, 486.9 MB
agreeable_scroll v8 494 games, 414439 moves, e=0.590, loss: 10.9, -, 8.8% elo% vs. simple_bot, avg. reward: -8.799, 1.851 sec/game, 11.6 min. total, 486.0 MB
agreeable_scroll v8 495 games, 415550 moves, e=0.589, loss: 10.7, -, 8.7% elo% vs. simple_bot, avg. reward: -8.774, 1.885 sec/game, 11.7 min. total, 487.2 MB
agreeable_scroll v8 496 games, 416487 moves, e=0.588, loss: 10.7, -, 8.6% elo% vs. simple_bot, avg. reward: -8.785, 1.879 sec/game, 11.7 min. total, 485.1 MB
agreeable_scroll v8 497 games, 417504 moves, e=0.587, loss: 11.6, -, 8.4% elo% vs. simple_bot, avg. reward: -8.767, 1.901 sec/game, 11.7 min. total, 485.9 MB
agreeable_scroll v8 498 games, 418478 moves, e=0.586, loss: 11.2, -, 8.3% elo% vs. simple_bot, avg. reward: -8.736, 1.906 sec/game, 11.8 min. total, 485.1 MB
agreeable_scroll v8 499 games, 419463 moves, e=0.585, loss: 11.4, -, 8.2% elo% vs. simple_bot, avg. reward: -8.732, 1.919 sec/game, 11.8 min. total, 486.6 MB
agreeable_scroll v8 500 games, 420532 moves, e=0.584, loss: 11.1, -, 8.1% elo% vs. simple_bot, avg. reward: -8.711, 1.918 sec/game, 11.8 min. total, 486.5 MB
agreeable_scroll v9 501 games, 421501 moves, e=0.583, loss: 11.0, -, 47.7% elo% vs. simple_bot, avg. reward: -8.699, 1.938 sec/game, 11.9 min. total, 486.5 MB
agreeable_scroll v9 502 games, 422717 moves, e=0.582, loss: 11.0, -, 45.5% elo% vs. simple_bot, avg. reward: -8.668, 1.961 sec/game, 11.9 min. total, 487.3 MB
agreeable_scroll v9 503 games, 423813 moves, e=0.580, loss: 11.6, -, 43.4% elo% vs. simple_bot, avg. reward: -8.654, 1.979 sec/game, 11.9 min. total, 487.4 MB
agreeable_scroll v9 504 games, 424779 moves, e=0.579, loss: 11.1, -, 41.5% elo% vs. simple_bot, avg. reward: -8.635, 1.976 sec/game, 12.0 min. total, 487.5 MB
agreeable_scroll v9 505 games, 425756 moves, e=0.579, loss: 12.0, -, 39.6% elo% vs. simple_bot, avg. reward: -8.642, 1.983 sec/game, 12.0 min. total, 488.5 MB
agreeable_scroll v9 506 games, 426762 moves, e=0.578, loss: 11.3, -, 37.9% elo% vs. simple_bot, avg. reward: -8.609, 1.986 sec/game, 12.0 min. total, 487.3 MB
agreeable_scroll v9 507 games, 427723 moves, e=0.577, loss: 11.3, -, 36.3% elo% vs. simple_bot, avg. reward: -8.612, 1.940 sec/game, 12.0 min. total, 488.5 MB
agreeable_scroll v9 508 games, 428802 moves, e=0.575, loss: 11.5, -, 34.8% elo% vs. simple_bot, avg. reward: -8.590, 1.958 sec/game, 12.1 min. total, 490.1 MB
agreeable_scroll v9 509 games, 429825 moves, e=0.574, loss: 12.5, -, 33.3% elo% vs. simple_bot, avg. reward: -8.572, 1.961 sec/game, 12.1 min. total, 488.9 MB
agreeable_scroll v9 510 games, 430775 moves, e=0.574, loss: 12.2, -, 32.0% elo% vs. simple_bot, avg. reward: -8.560, 1.954 sec/game, 12.1 min. total, 488.8 MB
agreeable_scroll v9 511 games, 431819 moves, e=0.572, loss: 13.5, -, 30.7% elo% vs. simple_bot, avg. reward: -8.556, 1.939 sec/game, 12.2 min. total, 488.8 MB
agreeable_scroll v9 512 games, 432926 moves, e=0.571, loss: 12.8, -, 29.5% elo% vs. simple_bot, avg. reward: -8.533, 1.930 sec/game, 12.2 min. total, 492.1 MB
agreeable_scroll v9 513 games, 433959 moves, e=0.570, loss: 13.6, -, 28.4% elo% vs. simple_bot, avg. reward: -8.507, 1.920 sec/game, 12.2 min. total, 492.3 MB
agreeable_scroll v9 514 games, 435003 moves, e=0.569, loss: 13.0, -, 27.3% elo% vs. simple_bot, avg. reward: -8.493, 1.889 sec/game, 12.3 min. total, 491.4 MB
agreeable_scroll v9 515 games, 435949 moves, e=0.568, loss: 12.8, -, 26.4% elo% vs. simple_bot, avg. reward: -8.483, 1.849 sec/game, 12.3 min. total, 493.9 MB
agreeable_scroll v9 516 games, 437101 moves, e=0.567, loss: 13.1, -, 25.4% elo% vs. simple_bot, avg. reward: -8.444, 1.869 sec/game, 12.3 min. total, 492.7 MB
agreeable_scroll v9 517 games, 438073 moves, e=0.566, loss: 12.3, -, 24.5% elo% vs. simple_bot, avg. reward: -8.446, 1.855 sec/game, 12.3 min. total, 494.3 MB
agreeable_scroll v9 518 games, 439204 moves, e=0.565, loss: 11.0, -, 23.7% elo% vs. simple_bot, avg. reward: -8.421, 1.858 sec/game, 12.4 min. total, 493.4 MB
agreeable_scroll v9 519 games, 440274 moves, e=0.564, loss: 11.8, -, 22.9% elo% vs. simple_bot, avg. reward: -8.410, 1.860 sec/game, 12.4 min. total, 492.8 MB
agreeable_scroll v9 520 games, 441288 moves, e=0.563, loss: 11.9, -, 22.2% elo% vs. simple_bot, avg. reward: -8.402, 1.876 sec/game, 12.5 min. total, 492.3 MB
agreeable_scroll v9 521 games, 442447 moves, e=0.562, loss: 12.0, -, 21.5% elo% vs. simple_bot, avg. reward: -8.372, 1.910 sec/game, 12.5 min. total, 493.5 MB
agreeable_scroll v9 522 games, 443537 moves, e=0.561, loss: 12.6, -, 20.8% elo% vs. simple_bot, avg. reward: -8.367, 1.902 sec/game, 12.5 min. total, 495.8 MB
agreeable_scroll v9 523 games, 444642 moves, e=0.560, loss: 12.2, -, 20.2% elo% vs. simple_bot, avg. reward: -8.350, 1.900 sec/game, 12.6 min. total, 495.0 MB
agreeable_scroll v9 524 games, 445653 moves, e=0.559, loss: 12.7, -, 19.6% elo% vs. simple_bot, avg. reward: -8.342, 1.909 sec/game, 12.6 min. total, 493.3 MB
agreeable_scroll v9 525 games, 446809 moves, e=0.558, loss: 12.3, -, 19.1% elo% vs. simple_bot, avg. reward: -8.314, 1.946 sec/game, 12.6 min. total, 495.5 MB
agreeable_scroll v9 526 games, 447861 moves, e=0.557, loss: 12.4, -, 18.5% elo% vs. simple_bot, avg. reward: -8.309, 1.969 sec/game, 12.7 min. total, 496.0 MB
agreeable_scroll v9 527 games, 449175 moves, e=0.555, loss: 11.8, -, 18.0% elo% vs. simple_bot, avg. reward: -8.277, 2.039 sec/game, 12.7 min. total, 495.7 MB
agreeable_scroll v9 528 games, 450217 moves, e=0.554, loss: 11.9, -, 17.5% elo% vs. simple_bot, avg. reward: -8.281, 2.028 sec/game, 12.7 min. total, 495.9 MB
agreeable_scroll v9 529 games, 451244 moves, e=0.553, loss: 11.3, -, 17.1% elo% vs. simple_bot, avg. reward: -8.278, 2.021 sec/game, 12.8 min. total, 493.5 MB
agreeable_scroll v9 530 games, 452287 moves, e=0.552, loss: 11.7, -, 16.6% elo% vs. simple_bot, avg. reward: -8.285, 2.027 sec/game, 12.8 min. total, 495.3 MB
agreeable_scroll v9 531 games, 453482 moves, e=0.551, loss: 11.9, -, 16.2% elo% vs. simple_bot, avg. reward: -8.264, 2.035 sec/game, 12.8 min. total, 494.4 MB
agreeable_scroll v9 532 games, 454565 moves, e=0.550, loss: 11.6, -, 15.8% elo% vs. simple_bot, avg. reward: -8.243, 2.037 sec/game, 12.9 min. total, 494.5 MB
agreeable_scroll v9 533 games, 455824 moves, e=0.549, loss: 10.8, -, 15.4% elo% vs. simple_bot, avg. reward: -8.223, 2.057 sec/game, 12.9 min. total, 494.8 MB
agreeable_scroll v9 534 games, 457138 moves, e=0.547, loss: 10.4, -, 15.1% elo% vs. simple_bot, avg. reward: -8.180, 2.076 sec/game, 12.9 min. total, 494.3 MB
agreeable_scroll v9 535 games, 458166 moves, e=0.546, loss: 10.2, -, 14.7% elo% vs. simple_bot, avg. reward: -8.179, 2.081 sec/game, 13.0 min. total, 497.7 MB
agreeable_scroll v9 536 games, 459122 moves, e=0.545, loss: 11.0, -, 14.4% elo% vs. simple_bot, avg. reward: -8.176, 2.060 sec/game, 13.0 min. total, 496.7 MB
agreeable_scroll v9 537 games, 460228 moves, e=0.544, loss: 11.6, -, 14.0% elo% vs. simple_bot, avg. reward: -8.189, 2.059 sec/game, 13.0 min. total, 499.0 MB
agreeable_scroll v9 538 games, 461326 moves, e=0.543, loss: 11.2, -, 13.7% elo% vs. simple_bot, avg. reward: -8.170, 2.045 sec/game, 13.1 min. total, 498.1 MB
agreeable_scroll v9 539 games, 462377 moves, e=0.542, loss: 11.2, -, 13.4% elo% vs. simple_bot, avg. reward: -8.157, 2.033 sec/game, 13.1 min. total, 499.3 MB
agreeable_scroll v9 540 games, 463534 moves, e=0.541, loss: 11.2, -, 13.1% elo% vs. simple_bot, avg. reward: -8.155, 2.017 sec/game, 13.1 min. total, 499.9 MB
agreeable_scroll v9 541 games, 464658 moves, e=0.540, loss: 10.5, -, 12.9% elo% vs. simple_bot, avg. reward: -8.132, 1.995 sec/game, 13.2 min. total, 498.4 MB
agreeable_scroll v9 542 games, 465735 moves, e=0.539, loss: 11.1, -, 12.6% elo% vs. simple_bot, avg. reward: -8.109, 1.983 sec/game, 13.2 min. total, 500.5 MB
agreeable_scroll v9 543 games, 466952 moves, e=0.538, loss: 11.3, -, 12.4% elo% vs. simple_bot, avg. reward: -8.081, 1.998 sec/game, 13.2 min. total, 497.6 MB
agreeable_scroll v9 544 games, 468212 moves, e=0.536, loss: 11.9, +, 14.2% elo% vs. simple_bot, avg. reward: -8.036, 2.006 sec/game, 13.3 min. total, 500.0 MB
agreeable_scroll v9 545 games, 469204 moves, e=0.535, loss: 11.4, -, 13.9% elo% vs. simple_bot, avg. reward: -8.030, 1.975 sec/game, 13.3 min. total, 500.5 MB
agreeable_scroll v9 546 games, 470190 moves, e=0.535, loss: 12.2, -, 13.6% elo% vs. simple_bot, avg. reward: -8.020, 1.966 sec/game, 13.3 min. total, 498.8 MB
agreeable_scroll v9 547 games, 471211 moves, e=0.534, loss: 11.8, -, 13.3% elo% vs. simple_bot, avg. reward: -8.014, 1.926 sec/game, 13.4 min. total, 500.2 MB
agreeable_scroll v9 548 games, 472503 moves, e=0.532, loss: 11.9, -, 13.0% elo% vs. simple_bot, avg. reward: -7.974, 1.961 sec/game, 13.4 min. total, 501.0 MB
agreeable_scroll v9 549 games, 473585 moves, e=0.531, loss: 12.7, -, 12.8% elo% vs. simple_bot, avg. reward: -7.967, 1.968 sec/game, 13.4 min. total, 500.5 MB
agreeable_scroll v9 550 games, 474600 moves, e=0.530, loss: 12.9, -, 12.5% elo% vs. simple_bot, avg. reward: -7.955, 1.968 sec/game, 13.5 min. total, 502.4 MB
agreeable_scroll v9 551 games, 475491 moves, e=0.529, loss: 13.3, -, 12.2% elo% vs. simple_bot, avg. reward: -7.964, 1.953 sec/game, 13.5 min. total, 501.2 MB
agreeable_scroll v9 552 games, 476689 moves, e=0.528, loss: 14.2, -, 12.0% elo% vs. simple_bot, avg. reward: -7.960, 1.967 sec/game, 13.5 min. total, 501.2 MB
agreeable_scroll v9 553 games, 478007 moves, e=0.527, loss: 13.5, -, 11.8% elo% vs. simple_bot, avg. reward: -7.941, 1.967 sec/game, 13.6 min. total, 501.2 MB
agreeable_scroll v9 554 games, 479036 moves, e=0.526, loss: 13.4, -, 11.6% elo% vs. simple_bot, avg. reward: -7.930, 1.944 sec/game, 13.6 min. total, 502.5 MB
agreeable_scroll v9 555 games, 480317 moves, e=0.524, loss: 12.8, -, 11.3% elo% vs. simple_bot, avg. reward: -7.915, 1.965 sec/game, 13.6 min. total, 501.7 MB
agreeable_scroll v9 556 games, 481476 moves, e=0.523, loss: 12.2, -, 11.1% elo% vs. simple_bot, avg. reward: -7.898, 1.982 sec/game, 13.7 min. total, 501.8 MB
agreeable_scroll v9 557 games, 482552 moves, e=0.522, loss: 12.1, -, 10.9% elo% vs. simple_bot, avg. reward: -7.885, 1.976 sec/game, 13.7 min. total, 502.3 MB
agreeable_scroll v9 558 games, 483670 moves, e=0.521, loss: 13.2, -, 10.7% elo% vs. simple_bot, avg. reward: -7.856, 2.035 sec/game, 13.7 min. total, 502.5 MB
agreeable_scroll v9 559 games, 484718 moves, e=0.520, loss: 13.7, -, 10.5% elo% vs. simple_bot, avg. reward: -7.848, 2.090 sec/game, 13.8 min. total, 504.9 MB
agreeable_scroll v9 560 games, 485809 moves, e=0.519, loss: 12.8, -, 10.4% elo% vs. simple_bot, avg. reward: -7.824, 2.135 sec/game, 13.8 min. total, 506.0 MB
agreeable_scroll v9 561 games, 486920 moves, e=0.518, loss: 12.3, -, 10.2% elo% vs. simple_bot, avg. reward: -7.819, 2.194 sec/game, 13.9 min. total, 504.8 MB
agreeable_scroll v9 562 games, 487856 moves, e=0.517, loss: 12.1, -, 10.0% elo% vs. simple_bot, avg. reward: -7.812, 2.199 sec/game, 13.9 min. total, 502.5 MB
agreeable_scroll v9 563 games, 488961 moves, e=0.516, loss: 13.3, -, 9.9% elo% vs. simple_bot, avg. reward: -7.820, 2.206 sec/game, 14.0 min. total, 502.4 MB
agreeable_scroll v9 564 games, 490233 moves, e=0.515, loss: 13.2, -, 9.7% elo% vs. simple_bot, avg. reward: -7.780, 2.260 sec/game, 14.0 min. total, 482.1 MB
