stegosaur_undermine v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 311.1 MB
stegosaur_undermine v9 565 games, 564007 moves, e=0.442, loss: 4.5, -, 49.7% elo% vs. v7, avg. reward: -4.568, 3.239 sec/game, 8.0 min. total, 505.2 MB
stegosaur_undermine v9 566 games, 565428 moves, e=0.440, loss: 5.5, -, 47.4% elo% vs. v7, avg. reward: -4.563, 3.232 sec/game, 8.0 min. total, 505.3 MB
stegosaur_undermine v9 567 games, 567117 moves, e=0.439, loss: 5.6, -, 45.3% elo% vs. v7, avg. reward: -4.555, 3.270 sec/game, 8.1 min. total, 509.0 MB
stegosaur_undermine v9 568 games, 568642 moves, e=0.437, loss: 4.7, -, 43.2% elo% vs. v7, avg. reward: -4.533, 3.287 sec/game, 8.1 min. total, 510.2 MB
stegosaur_undermine v9 569 games, 570190 moves, e=0.436, loss: 6.4, -, 41.3% elo% vs. v7, avg. reward: -4.526, 3.319 sec/game, 8.2 min. total, 509.4 MB
stegosaur_undermine v9 570 games, 571638 moves, e=0.434, loss: 5.9, +, 43.9% elo% vs. v7, avg. reward: -4.509, 3.288 sec/game, 8.2 min. total, 509.4 MB
stegosaur_undermine v9 571 games, 572958 moves, e=0.433, loss: 5.6, -, 41.9% elo% vs. v7, avg. reward: -4.500, 3.277 sec/game, 8.3 min. total, 509.6 MB
stegosaur_undermine v9 572 games, 574445 moves, e=0.431, loss: 6.4, -, 40.1% elo% vs. v7, avg. reward: -4.484, 3.268 sec/game, 8.3 min. total, 511.1 MB
stegosaur_undermine v9 573 games, 576028 moves, e=0.430, loss: 6.1, +, 42.7% elo% vs. v7, avg. reward: -4.468, 3.288 sec/game, 8.4 min. total, 511.4 MB
stegosaur_undermine v9 574 games, 577588 moves, e=0.428, loss: 6.2, +, 45.3% elo% vs. v7, avg. reward: -4.457, 3.275 sec/game, 8.5 min. total, 512.1 MB
stegosaur_undermine v9 575 games, 579288 moves, e=0.427, loss: 6.2, +, 47.8% elo% vs. v7, avg. reward: -4.433, 3.277 sec/game, 8.5 min. total, 513.3 MB
stegosaur_undermine v9 576 games, 580863 moves, e=0.425, loss: 6.3, +, 50.2% elo% vs. v7, avg. reward: -4.425, 3.284 sec/game, 8.6 min. total, 512.9 MB
stegosaur_undermine v9 577 games, 582424 moves, e=0.423, loss: 5.8, -, 47.9% elo% vs. v7, avg. reward: -4.410, 3.283 sec/game, 8.6 min. total, 515.7 MB
stegosaur_undermine v9 578 games, 583908 moves, e=0.422, loss: 6.1, -, 45.7% elo% vs. v7, avg. reward: -4.386, 3.282 sec/game, 8.7 min. total, 518.3 MB
stegosaur_undermine v9 579 games, 585596 moves, e=0.420, loss: 5.9, -, 43.6% elo% vs. v7, avg. reward: -4.374, 3.301 sec/game, 8.7 min. total, 520.5 MB
stegosaur_undermine v9 580 games, 587031 moves, e=0.419, loss: 6.1, +, 46.2% elo% vs. v7, avg. reward: -4.359, 3.292 sec/game, 8.8 min. total, 518.3 MB
stegosaur_undermine v9 581 games, 588570 moves, e=0.417, loss: 5.4, -, 44.1% elo% vs. v7, avg. reward: -4.353, 3.295 sec/game, 8.9 min. total, 518.1 MB
stegosaur_undermine v9 582 games, 590449 moves, e=0.415, loss: 4.8, +, 46.7% elo% vs. v7, avg. reward: -4.326, 3.309 sec/game, 8.9 min. total, 518.1 MB
stegosaur_undermine v9 583 games, 592279 moves, e=0.414, loss: 5.4, +, 49.1% elo% vs. v7, avg. reward: -4.321, 3.360 sec/game, 9.0 min. total, 520.1 MB
stegosaur_undermine v9 584 games, 593918 moves, e=0.412, loss: 4.6, ., 49.1% elo% vs. v7, avg. reward: -4.313, 3.395 sec/game, 9.0 min. total, 523.3 MB
stegosaur_undermine v9 585 games, 595645 moves, e=0.410, loss: 3.9, +, 51.5% elo% vs. v7, avg. reward: -4.306, 3.441 sec/game, 9.1 min. total, 524.7 MB
stegosaur_undermine v9 586 games, 597213 moves, e=0.409, loss: 3.5, +, 53.7% elo% vs. v7, avg. reward: -4.301, 3.473 sec/game, 9.2 min. total, 524.7 MB
stegosaur_undermine v9 587 games, 599055 moves, e=0.407, loss: 3.9, +, 55.8% elo% vs. v7, avg. reward: -4.285, 3.513 sec/game, 9.3 min. total, 526.3 MB
stegosaur_undermine v9 588 games, 600597 moves, e=0.405, loss: 3.1, +, 57.8% elo% vs. v7, avg. reward: -4.280, 3.520 sec/game, 9.3 min. total, 523.9 MB
stegosaur_undermine v9 589 games, 602338 moves, e=0.404, loss: 3.2, +, 59.7% elo% vs. v7, avg. reward: -4.259, 3.541 sec/game, 9.4 min. total, 524.1 MB
stegosaur_undermine v9 590 games, 604072 moves, e=0.402, loss: 3.4, -, 57.0% elo% vs. v7, avg. reward: -4.250, 3.571 sec/game, 9.4 min. total, 526.9 MB
stegosaur_undermine v9 591 games, 605758 moves, e=0.400, loss: 3.5, -, 54.4% elo% vs. v7, avg. reward: -4.237, 3.597 sec/game, 9.5 min. total, 526.1 MB
stegosaur_undermine v9 592 games, 607473 moves, e=0.399, loss: 3.3, -, 51.9% elo% vs. v7, avg. reward: -4.208, 3.616 sec/game, 9.5 min. total, 525.6 MB
stegosaur_undermine v9 593 games, 609051 moves, e=0.397, loss: 4.1, -, 49.6% elo% vs. v7, avg. reward: -4.193, 3.615 sec/game, 9.6 min. total, 524.5 MB
stegosaur_undermine v9 594 games, 610756 moves, e=0.395, loss: 3.9, -, 47.3% elo% vs. v7, avg. reward: -4.172, 3.621 sec/game, 9.7 min. total, 530.9 MB
stegosaur_undermine v9 595 games, 612350 moves, e=0.394, loss: 3.7, -, 45.1% elo% vs. v7, avg. reward: -4.169, 3.616 sec/game, 9.7 min. total, 530.6 MB
stegosaur_undermine v9 596 games, 614056 moves, e=0.392, loss: 4.4, -, 43.1% elo% vs. v7, avg. reward: -4.157, 3.639 sec/game, 9.8 min. total, 530.5 MB
stegosaur_undermine v9 597 games, 615567 moves, e=0.391, loss: 4.5, -, 41.1% elo% vs. v7, avg. reward: -4.150, 3.632 sec/game, 9.8 min. total, 527.2 MB
stegosaur_undermine v9 598 games, 617001 moves, e=0.389, loss: 6.0, -, 39.3% elo% vs. v7, avg. reward: -4.142, 3.610 sec/game, 9.9 min. total, 524.5 MB
stegosaur_undermine v9 599 games, 618747 moves, e=0.387, loss: 6.2, -, 37.6% elo% vs. v7, avg. reward: -4.116, 3.595 sec/game, 9.9 min. total, 531.9 MB
stegosaur_undermine v9 600 games, 620705 moves, e=0.386, loss: 5.9, +, 40.3% elo% vs. v7, avg. reward: -4.088, 3.638 sec/game, 10.0 min. total, 530.5 MB
stegosaur_undermine v10 601 games, 622404 moves, e=0.384, loss: 5.3, ., 50.0% elo% vs. v7, avg. reward: -4.076, 3.647 sec/game, 10.1 min. total, 532.2 MB
stegosaur_undermine v10 602 games, 624248 moves, e=0.382, loss: 4.6, +, 52.3% elo% vs. v7, avg. reward: -4.057, 3.646 sec/game, 10.1 min. total, 533.5 MB
stegosaur_undermine v10 603 games, 626066 moves, e=0.380, loss: 4.8, +, 54.5% elo% vs. v7, avg. reward: -4.049, 3.648 sec/game, 10.2 min. total, 537.0 MB
stegosaur_undermine v10 604 games, 627956 moves, e=0.378, loss: 4.2, -, 52.0% elo% vs. v7, avg. reward: -4.031, 3.651 sec/game, 10.3 min. total, 541.3 MB
stegosaur_undermine v10 605 games, 629548 moves, e=0.377, loss: 3.8, -, 49.6% elo% vs. v7, avg. reward: -4.030, 3.616 sec/game, 10.3 min. total, 538.9 MB
stegosaur_undermine v10 606 games, 631366 moves, e=0.375, loss: 3.2, -, 47.3% elo% vs. v7, avg. reward: -4.019, 3.617 sec/game, 10.4 min. total, 538.7 MB
stegosaur_undermine v10 607 games, 633223 moves, e=0.373, loss: 3.4, -, 45.1% elo% vs. v7, avg. reward: -4.004, 3.599 sec/game, 10.5 min. total, 538.9 MB
stegosaur_undermine v10 608 games, 635225 moves, e=0.371, loss: 3.2, -, 43.1% elo% vs. v7, avg. reward: -3.986, 3.648 sec/game, 10.5 min. total, 541.6 MB
stegosaur_undermine v10 609 games, 637074 moves, e=0.369, loss: 3.4, -, 41.2% elo% vs. v7, avg. reward: -3.969, 3.676 sec/game, 10.6 min. total, 541.1 MB
stegosaur_undermine v10 610 games, 638790 moves, e=0.368, loss: 4.1, +, 43.8% elo% vs. v7, avg. reward: -3.948, 3.688 sec/game, 10.7 min. total, 540.9 MB
stegosaur_undermine v10 611 games, 640764 moves, e=0.366, loss: 3.4, -, 41.8% elo% vs. v7, avg. reward: -3.924, 3.712 sec/game, 10.7 min. total, 543.6 MB
stegosaur_undermine v10 612 games, 642737 moves, e=0.364, loss: 4.1, ., 42.2% elo% vs. v7, avg. reward: -3.898, 3.745 sec/game, 10.8 min. total, 544.6 MB
stegosaur_undermine v10 613 games, 644633 moves, e=0.362, loss: 4.3, +, 44.8% elo% vs. v7, avg. reward: -3.885, 3.792 sec/game, 10.9 min. total, 542.4 MB
stegosaur_undermine v10 614 games, 646138 moves, e=0.360, loss: 3.9, -, 42.8% elo% vs. v7, avg. reward: -3.877, 3.806 sec/game, 10.9 min. total, 542.9 MB
stegosaur_undermine v10 615 games, 647931 moves, e=0.359, loss: 3.4, +, 45.4% elo% vs. v7, avg. reward: -3.858, 3.831 sec/game, 11.0 min. total, 541.9 MB
stegosaur_undermine v10 616 games, 649916 moves, e=0.357, loss: 3.8, +, 47.9% elo% vs. v7, avg. reward: -3.837, 3.862 sec/game, 11.1 min. total, 544.2 MB
stegosaur_undermine v10 617 games, 651846 moves, e=0.355, loss: 4.8, +, 50.3% elo% vs. v7, avg. reward: -3.822, 3.895 sec/game, 11.1 min. total, 544.2 MB
stegosaur_undermine v10 618 games, 653854 moves, e=0.353, loss: 4.0, -, 48.0% elo% vs. v7, avg. reward: -3.810, 3.951 sec/game, 11.2 min. total, 547.8 MB
stegosaur_undermine v10 619 games, 655777 moves, e=0.351, loss: 3.8, +, 50.4% elo% vs. v7, avg. reward: -3.797, 3.976 sec/game, 11.3 min. total, 545.7 MB
stegosaur_undermine v10 620 games, 657664 moves, e=0.349, loss: 4.1, +, 52.6% elo% vs. v7, avg. reward: -3.764, 3.959 sec/game, 11.3 min. total, 546.3 MB
stegosaur_undermine v10 621 games, 659354 moves, e=0.347, loss: 4.4, +, 54.8% elo% vs. v7, avg. reward: -3.760, 3.962 sec/game, 11.4 min. total, 546.0 MB
stegosaur_undermine v10 622 games, 661046 moves, e=0.346, loss: 4.5, +, 56.9% elo% vs. v7, avg. reward: -3.748, 3.950 sec/game, 11.5 min. total, 545.8 MB
stegosaur_undermine v10 623 games, 663137 moves, e=0.343, loss: 3.3, +, 58.8% elo% vs. v7, avg. reward: -3.731, 3.960 sec/game, 11.5 min. total, 550.8 MB
stegosaur_undermine v10 624 games, 664798 moves, e=0.342, loss: 3.3, +, 60.6% elo% vs. v7, avg. reward: -3.733, 3.946 sec/game, 11.6 min. total, 550.4 MB
stegosaur_undermine v10 625 games, 666734 moves, e=0.340, loss: 3.1, ., 60.2% elo% vs. v7, avg. reward: -3.711, 3.975 sec/game, 11.6 min. total, 553.9 MB
stegosaur_undermine v10 626 games, 668549 moves, e=0.338, loss: 3.0, +, 61.9% elo% vs. v7, avg. reward: -3.703, 3.983 sec/game, 11.7 min. total, 551.5 MB
stegosaur_undermine v10 627 games, 670427 moves, e=0.336, loss: 2.7, +, 63.5% elo% vs. v7, avg. reward: -3.696, 3.977 sec/game, 11.8 min. total, 553.0 MB
stegosaur_undermine v10 628 games, 672563 moves, e=0.334, loss: 2.4, +, 65.1% elo% vs. v7, avg. reward: -3.680, 3.971 sec/game, 11.9 min. total, 555.8 MB
stegosaur_undermine v10 629 games, 674864 moves, e=0.332, loss: 2.3, +, 66.5% elo% vs. v7, avg. reward: -3.660, 3.993 sec/game, 11.9 min. total, 559.1 MB
stegosaur_undermine v10 630 games, 676863 moves, e=0.330, loss: 2.0, +, 67.9% elo% vs. v7, avg. reward: -3.637, 3.999 sec/game, 12.0 min. total, 558.7 MB
stegosaur_undermine v10 631 games, 678814 moves, e=0.328, loss: 2.3, +, 69.2% elo% vs. v7, avg. reward: -3.620, 4.009 sec/game, 12.1 min. total, 559.5 MB
stegosaur_undermine v10 632 games, 680980 moves, e=0.326, loss: 2.5, +, 70.4% elo% vs. v7, avg. reward: -3.597, 4.027 sec/game, 12.1 min. total, 562.9 MB
stegosaur_undermine v11 633 games, 682880 moves, e=0.324, loss: 3.0, -, 45.5% elo% vs. v10, avg. reward: -3.584, 3.998 sec/game, 12.2 min. total, 637.0 MB
stegosaur_undermine v11 634 games, 684948 moves, e=0.322, loss: 3.9, +, 48.0% elo% vs. v10, avg. reward: -3.550, 4.016 sec/game, 12.3 min. total, 634.7 MB
stegosaur_undermine v11 635 games, 687052 moves, e=0.320, loss: 4.7, -, 45.8% elo% vs. v10, avg. reward: -3.527, 4.035 sec/game, 12.3 min. total, 638.7 MB
stegosaur_undermine v11 636 games, 689142 moves, e=0.318, loss: 3.8, +, 48.3% elo% vs. v10, avg. reward: -3.516, 4.034 sec/game, 12.4 min. total, 641.1 MB
stegosaur_undermine v11 637 games, 690984 moves, e=0.316, loss: 4.9, +, 50.7% elo% vs. v10, avg. reward: -3.501, 4.032 sec/game, 12.5 min. total, 642.0 MB
stegosaur_undermine v11 638 games, 693016 moves, e=0.314, loss: 4.2, -, 48.3% elo% vs. v10, avg. reward: -3.482, 4.031 sec/game, 12.5 min. total, 642.8 MB
stegosaur_undermine v11 639 games, 695174 moves, e=0.312, loss: 4.2, -, 46.1% elo% vs. v10, avg. reward: -3.469, 4.056 sec/game, 12.6 min. total, 641.5 MB
stegosaur_undermine v11 640 games, 696974 moves, e=0.310, loss: 4.7, +, 48.6% elo% vs. v10, avg. reward: -3.457, 4.069 sec/game, 12.7 min. total, 639.0 MB
stegosaur_undermine v11 641 games, 698744 moves, e=0.308, loss: 5.3, +, 51.0% elo% vs. v10, avg. reward: -3.454, 4.082 sec/game, 12.8 min. total, 641.1 MB
stegosaur_undermine v11 642 games, 700555 moves, e=0.306, loss: 5.0, +, 53.2% elo% vs. v10, avg. reward: -3.442, 4.127 sec/game, 12.8 min. total, 641.9 MB
stegosaur_undermine v11 643 games, 702552 moves, e=0.304, loss: 4.6, -, 50.8% elo% vs. v10, avg. reward: -3.429, 4.122 sec/game, 12.9 min. total, 642.9 MB
stegosaur_undermine v11 644 games, 704454 moves, e=0.303, loss: 4.2, -, 48.4% elo% vs. v10, avg. reward: -3.423, 4.153 sec/game, 13.0 min. total, 642.3 MB
stegosaur_undermine v11 645 games, 706913 moves, e=0.300, loss: 6.2, -, 46.2% elo% vs. v10, avg. reward: -3.400, 4.199 sec/game, 13.0 min. total, 645.5 MB
stegosaur_undermine v11 646 games, 708863 moves, e=0.298, loss: 5.6, -, 44.1% elo% vs. v10, avg. reward: -3.392, 4.211 sec/game, 13.1 min. total, 647.3 MB
stegosaur_undermine v11 647 games, 710949 moves, e=0.296, loss: 6.3, +, 46.7% elo% vs. v10, avg. reward: -3.365, 4.253 sec/game, 13.2 min. total, 647.6 MB
stegosaur_undermine v11 648 games, 713227 moves, e=0.294, loss: 5.6, -, 44.5% elo% vs. v10, avg. reward: -3.342, 4.271 sec/game, 13.3 min. total, 650.9 MB
stegosaur_undermine v11 649 games, 715272 moves, e=0.292, loss: 5.2, +, 47.1% elo% vs. v10, avg. reward: -3.313, 4.291 sec/game, 13.4 min. total, 650.4 MB
stegosaur_undermine v11 650 games, 717365 moves, e=0.290, loss: 5.2, -, 44.9% elo% vs. v10, avg. reward: -3.301, 4.340 sec/game, 13.4 min. total, 651.6 MB
stegosaur_undermine v11 651 games, 719008 moves, e=0.288, loss: 5.2, -, 42.9% elo% vs. v10, avg. reward: -3.293, 4.346 sec/game, 13.5 min. total, 651.1 MB
stegosaur_undermine v11 652 games, 720918 moves, e=0.286, loss: 4.8, +, 45.5% elo% vs. v10, avg. reward: -3.277, 4.390 sec/game, 13.6 min. total, 649.5 MB
stegosaur_undermine v11 653 games, 722701 moves, e=0.285, loss: 5.5, -, 43.4% elo% vs. v10, avg. reward: -3.261, 4.402 sec/game, 13.7 min. total, 648.0 MB
stegosaur_undermine v11 654 games, 724752 moves, e=0.282, loss: 5.9, -, 41.4% elo% vs. v10, avg. reward: -3.253, 4.410 sec/game, 13.7 min. total, 648.5 MB
stegosaur_undermine v11 655 games, 726799 moves, e=0.280, loss: 6.5, +, 44.1% elo% vs. v10, avg. reward: -3.241, 4.423 sec/game, 13.8 min. total, 646.8 MB
stegosaur_undermine v11 656 games, 728968 moves, e=0.278, loss: 6.1, -, 42.1% elo% vs. v10, avg. reward: -3.224, 4.477 sec/game, 13.9 min. total, 653.2 MB
stegosaur_undermine v11 657 games, 730853 moves, e=0.276, loss: 6.1, -, 40.2% elo% vs. v10, avg. reward: -3.218, 4.531 sec/game, 14.0 min. total, 650.5 MB
stegosaur_undermine v11 658 games, 732725 moves, e=0.275, loss: 5.6, -, 38.4% elo% vs. v10, avg. reward: -3.214, 4.532 sec/game, 14.1 min. total, 654.0 MB
stegosaur_undermine v11 659 games, 734449 moves, e=0.273, loss: 5.1, -, 36.8% elo% vs. v10, avg. reward: -3.210, 4.477 sec/game, 14.1 min. total, 651.7 MB
stegosaur_undermine v11 660 games, 736690 moves, e=0.271, loss: 4.8, +, 39.5% elo% vs. v10, avg. reward: -3.198, 4.532 sec/game, 14.2 min. total, 649.9 MB
stegosaur_undermine v11 661 games, 739017 moves, e=0.268, loss: 5.3, -, 37.8% elo% vs. v10, avg. reward: -3.182, 4.582 sec/game, 14.3 min. total, 656.0 MB
stegosaur_undermine v11 662 games, 741147 moves, e=0.266, loss: 4.2, -, 36.2% elo% vs. v10, avg. reward: -3.168, 4.605 sec/game, 14.4 min. total, 657.0 MB
stegosaur_undermine v11 663 games, 743331 moves, e=0.264, loss: 4.2, +, 38.9% elo% vs. v10, avg. reward: -3.145, 4.631 sec/game, 14.4 min. total, 657.2 MB
stegosaur_undermine v11 664 games, 745371 moves, e=0.262, loss: 3.8, -, 37.2% elo% vs. v10, avg. reward: -3.124, 4.652 sec/game, 14.5 min. total, 660.1 MB
stegosaur_undermine v11 665 games, 747716 moves, e=0.260, loss: 4.6, +, 40.0% elo% vs. v10, avg. reward: -3.101, 4.656 sec/game, 14.6 min. total, 658.2 MB
stegosaur_undermine v11 666 games, 750047 moves, e=0.257, loss: 4.7, +, 42.7% elo% vs. v10, avg. reward: -3.082, 4.691 sec/game, 14.7 min. total, 660.7 MB
stegosaur_undermine v11 667 games, 752395 moves, e=0.255, loss: 4.4, -, 40.8% elo% vs. v10, avg. reward: -3.068, 4.729 sec/game, 14.8 min. total, 664.8 MB
stegosaur_undermine v11 668 games, 754649 moves, e=0.253, loss: 5.1, -, 39.0% elo% vs. v10, avg. reward: -3.053, 4.730 sec/game, 14.9 min. total, 666.1 MB
stegosaur_undermine v11 669 games, 756882 moves, e=0.251, loss: 4.5, -, 37.3% elo% vs. v10, avg. reward: -3.036, 4.746 sec/game, 14.9 min. total, 662.1 MB
stegosaur_undermine v11 670 games, 759050 moves, e=0.249, loss: 4.6, +, 40.0% elo% vs. v10, avg. reward: -3.019, 4.757 sec/game, 15.0 min. total, 663.4 MB
stegosaur_undermine v11 671 games, 761533 moves, e=0.246, loss: 3.6, -, 38.2% elo% vs. v10, avg. reward: -2.992, 4.804 sec/game, 15.1 min. total, 666.0 MB
stegosaur_undermine v11 672 games, 763706 moves, e=0.244, loss: 3.5, +, 41.0% elo% vs. v10, avg. reward: -2.974, 4.766 sec/game, 15.2 min. total, 663.8 MB
stegosaur_undermine v11 673 games, 766266 moves, e=0.241, loss: 4.1, +, 43.6% elo% vs. v10, avg. reward: -2.956, 4.822 sec/game, 15.3 min. total, 664.8 MB
stegosaur_undermine v11 674 games, 768681 moves, e=0.239, loss: 3.4, +, 46.2% elo% vs. v10, avg. reward: -2.942, 4.858 sec/game, 15.4 min. total, 668.1 MB
stegosaur_undermine v11 675 games, 771364 moves, e=0.236, loss: 3.8, -, 44.1% elo% vs. v10, avg. reward: -2.930, 4.913 sec/game, 15.5 min. total, 668.7 MB
stegosaur_undermine v11 676 games, 773547 moves, e=0.234, loss: 3.7, -, 42.1% elo% vs. v10, avg. reward: -2.917, 4.880 sec/game, 15.5 min. total, 667.4 MB
stegosaur_undermine v11 677 games, 775495 moves, e=0.232, loss: 4.4, +, 44.7% elo% vs. v10, avg. reward: -2.907, 4.842 sec/game, 15.6 min. total, 666.0 MB
stegosaur_undermine v11 678 games, 777645 moves, e=0.230, loss: 5.4, -, 42.7% elo% vs. v10, avg. reward: -2.897, 4.874 sec/game, 15.7 min. total, 668.9 MB
stegosaur_undermine v11 679 games, 779661 moves, e=0.228, loss: 5.8, +, 45.3% elo% vs. v10, avg. reward: -2.890, 4.930 sec/game, 15.8 min. total, 667.6 MB
stegosaur_undermine v11 680 games, 782172 moves, e=0.226, loss: 4.9, -, 43.2% elo% vs. v10, avg. reward: -2.868, 4.922 sec/game, 15.8 min. total, 669.3 MB
stegosaur_undermine v11 681 games, 783970 moves, e=0.224, loss: 4.6, +, 45.8% elo% vs. v10, avg. reward: -2.862, 4.878 sec/game, 15.9 min. total, 665.5 MB
stegosaur_undermine v11 682 games, 786338 moves, e=0.222, loss: 5.5, -, 43.7% elo% vs. v10, avg. reward: -2.854, 4.891 sec/game, 16.0 min. total, 668.1 MB
stegosaur_undermine v11 683 games, 788637 moves, e=0.219, loss: 5.2, -, 41.8% elo% vs. v10, avg. reward: -2.844, 4.906 sec/game, 16.1 min. total, 669.6 MB
stegosaur_undermine v11 684 games, 790995 moves, e=0.217, loss: 4.4, -, 39.9% elo% vs. v10, avg. reward: -2.828, 4.929 sec/game, 16.2 min. total, 672.3 MB
stegosaur_undermine v11 685 games, 793576 moves, e=0.214, loss: 4.1, +, 42.6% elo% vs. v10, avg. reward: -2.810, 4.956 sec/game, 16.3 min. total, 671.8 MB
stegosaur_undermine v11 686 games, 795944 moves, e=0.212, loss: 6.0, -, 40.7% elo% vs. v10, avg. reward: -2.792, 4.966 sec/game, 16.3 min. total, 674.2 MB
stegosaur_undermine v11 687 games, 798379 moves, e=0.210, loss: 5.6, -, 38.9% elo% vs. v10, avg. reward: -2.782, 4.955 sec/game, 16.4 min. total, 672.3 MB
stegosaur_undermine v11 688 games, 800524 moves, e=0.207, loss: 6.8, -, 37.2% elo% vs. v10, avg. reward: -2.768, 4.953 sec/game, 16.5 min. total, 672.5 MB
stegosaur_undermine v11 689 games, 802673 moves, e=0.205, loss: 7.5, +, 39.9% elo% vs. v10, avg. reward: -2.759, 4.906 sec/game, 16.6 min. total, 673.3 MB
stegosaur_undermine v11 690 games, 805134 moves, e=0.203, loss: 6.1, +, 42.6% elo% vs. v10, avg. reward: -2.744, 4.913 sec/game, 16.7 min. total, 673.2 MB
stegosaur_undermine v11 691 games, 807669 moves, e=0.200, loss: 6.2, +, 45.2% elo% vs. v10, avg. reward: -2.727, 4.902 sec/game, 16.7 min. total, 674.2 MB
stegosaur_undermine v11 692 games, 810444 moves, e=0.198, loss: 6.4, -, 43.2% elo% vs. v10, avg. reward: -2.707, 4.962 sec/game, 16.8 min. total, 674.8 MB
stegosaur_undermine v11 693 games, 812966 moves, e=0.195, loss: 5.7, +, 45.7% elo% vs. v10, avg. reward: -2.688, 4.968 sec/game, 16.9 min. total, 679.7 MB
stegosaur_undermine v11 694 games, 815951 moves, e=0.192, loss: 5.7, +, 48.2% elo% vs. v10, avg. reward: -2.675, 5.018 sec/game, 17.0 min. total, 678.4 MB
stegosaur_undermine v11 695 games, 818676 moves, e=0.190, loss: 5.3, +, 50.6% elo% vs. v10, avg. reward: -2.657, 5.018 sec/game, 17.1 min. total, 678.4 MB
stegosaur_undermine v11 696 games, 821581 moves, e=0.187, loss: 6.0, +, 52.9% elo% vs. v10, avg. reward: -2.636, 5.082 sec/game, 17.2 min. total, 681.3 MB
stegosaur_undermine v11 697 games, 824410 moves, e=0.184, loss: 5.4, +, 55.0% elo% vs. v10, avg. reward: -2.611, 5.168 sec/game, 17.3 min. total, 681.7 MB
stegosaur_undermine v11 698 games, 827154 moves, e=0.181, loss: 6.0, +, 57.1% elo% vs. v10, avg. reward: -2.583, 5.216 sec/game, 17.4 min. total, 683.0 MB
stegosaur_undermine v11 699 games, 829860 moves, e=0.178, loss: 6.5, -, 54.5% elo% vs. v10, avg. reward: -2.570, 5.263 sec/game, 17.5 min. total, 683.8 MB
stegosaur_undermine v11 700 games, 832654 moves, e=0.176, loss: 6.8, -, 52.0% elo% vs. v10, avg. reward: -2.558, 5.295 sec/game, 17.6 min. total, 684.1 MB
stegosaur_undermine v12 701 games, 835479 moves, e=0.173, loss: 6.7, +, 52.3% elo% vs. v10, avg. reward: -2.540, 5.396 sec/game, 17.7 min. total, 689.2 MB
stegosaur_undermine v12 702 games, 838639 moves, e=0.170, loss: 6.7, +, 54.5% elo% vs. v10, avg. reward: -2.524, 5.468 sec/game, 17.8 min. total, 687.3 MB
stegosaur_undermine v12 703 games, 841447 moves, e=0.167, loss: 7.4, +, 56.6% elo% vs. v10, avg. reward: -2.511, 5.516 sec/game, 17.9 min. total, 684.9 MB
stegosaur_undermine v12 704 games, 844438 moves, e=0.164, loss: 8.8, +, 58.5% elo% vs. v10, avg. reward: -2.493, 5.577 sec/game, 18.0 min. total, 684.2 MB
stegosaur_undermine v12 705 games, 847471 moves, e=0.161, loss: 8.0, +, 60.4% elo% vs. v10, avg. reward: -2.467, 5.600 sec/game, 18.1 min. total, 689.1 MB
stegosaur_undermine v12 706 games, 850575 moves, e=0.158, loss: 9.7, +, 62.1% elo% vs. v10, avg. reward: -2.446, 5.669 sec/game, 18.2 min. total, 687.8 MB
stegosaur_undermine v12 707 games, 852956 moves, e=0.156, loss: 10.4, -, 59.4% elo% vs. v10, avg. reward: -2.433, 5.649 sec/game, 18.3 min. total, 686.8 MB
stegosaur_undermine v12 708 games, 855437 moves, e=0.153, loss: 10.9, -, 56.7% elo% vs. v10, avg. reward: -2.418, 5.673 sec/game, 18.4 min. total, 685.9 MB
stegosaur_undermine v12 709 games, 857999 moves, e=0.151, loss: 11.4, +, 58.6% elo% vs. v10, avg. reward: -2.406, 5.716 sec/game, 18.5 min. total, 688.5 MB
stegosaur_undermine v12 710 games, 860705 moves, e=0.148, loss: 12.4, +, 60.5% elo% vs. v10, avg. reward: -2.389, 5.733 sec/game, 18.6 min. total, 688.6 MB
stegosaur_undermine v12 711 games, 863136 moves, e=0.145, loss: 11.3, +, 62.2% elo% vs. v10, avg. reward: -2.377, 5.731 sec/game, 18.7 min. total, 687.0 MB
stegosaur_undermine v12 712 games, 865920 moves, e=0.143, loss: 9.2, -, 59.5% elo% vs. v10, avg. reward: -2.368, 5.723 sec/game, 18.8 min. total, 693.7 MB
stegosaur_undermine v12 713 games, 868825 moves, e=0.140, loss: 7.2, +, 61.3% elo% vs. v10, avg. reward: -2.352, 5.746 sec/game, 18.8 min. total, 690.7 MB
stegosaur_undermine v12 714 games, 871604 moves, e=0.137, loss: 6.6, ., 60.8% elo% vs. v10, avg. reward: -2.331, 5.758 sec/game, 19.0 min. total, 691.1 MB
stegosaur_undermine v12 715 games, 874056 moves, e=0.135, loss: 7.8, -, 58.1% elo% vs. v10, avg. reward: -2.319, 5.784 sec/game, 19.1 min. total, 692.7 MB
stegosaur_undermine v12 716 games, 876930 moves, e=0.132, loss: 9.4, +, 59.9% elo% vs. v10, avg. reward: -2.308, 5.836 sec/game, 19.2 min. total, 694.7 MB
