fifth_squid v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 302.1 MB
fifth_squid v3 1663 games, 1951941 moves, e=0.010, loss: 386.7, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.240, 2.940 sec/game, 67.1 min. total, 987.4 MB
fifth_squid v3 1664 games, 1953366 moves, e=0.010, loss: 393.4, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.218, 2.937 sec/game, 67.2 min. total, 987.6 MB
fifth_squid v3 1665 games, 1954807 moves, e=0.010, loss: 394.4, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.221, 2.936 sec/game, 67.2 min. total, 987.3 MB
fifth_squid v3 1666 games, 1956151 moves, e=0.010, loss: 390.3, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.215, 2.930 sec/game, 67.3 min. total, 989.3 MB
fifth_squid v3 1667 games, 1957593 moves, e=0.010, loss: 400.4, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.220, 2.926 sec/game, 67.3 min. total, 989.4 MB
fifth_squid v3 1668 games, 1959038 moves, e=0.010, loss: 422.3, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.208, 2.924 sec/game, 67.4 min. total, 989.9 MB
fifth_squid v3 1669 games, 1960486 moves, e=0.010, loss: 430.2, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.225, 2.901 sec/game, 67.4 min. total, 990.1 MB
fifth_squid v3 1670 games, 1961971 moves, e=0.010, loss: 465.6, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.246, 2.879 sec/game, 67.5 min. total, 990.2 MB
fifth_squid v3 1671 games, 1963374 moves, e=0.010, loss: 491.6, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.263, 2.866 sec/game, 67.5 min. total, 989.9 MB
fifth_squid v3 1672 games, 1964720 moves, e=0.010, loss: 500.9, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.265, 2.860 sec/game, 67.5 min. total, 989.9 MB
fifth_squid v3 1673 games, 1966140 moves, e=0.010, loss: 509.1, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.278, 2.868 sec/game, 67.6 min. total, 990.7 MB
fifth_squid v3 1674 games, 1967565 moves, e=0.010, loss: 508.9, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.282, 2.848 sec/game, 67.6 min. total, 992.5 MB
fifth_squid v3 1675 games, 1968924 moves, e=0.010, loss: 504.4, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.293, 2.862 sec/game, 67.7 min. total, 992.6 MB
fifth_squid v3 1676 games, 1970358 moves, e=0.010, loss: 499.4, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.312, 2.865 sec/game, 67.7 min. total, 992.6 MB
fifth_squid v3 1677 games, 1971723 moves, e=0.010, loss: 465.0, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.320, 2.878 sec/game, 67.8 min. total, 992.8 MB
fifth_squid v3 1678 games, 1973084 moves, e=0.010, loss: 474.6, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.327, 2.880 sec/game, 67.8 min. total, 992.9 MB
fifth_squid v3 1679 games, 1974525 moves, e=0.010, loss: 461.2, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.341, 2.882 sec/game, 67.9 min. total, 992.9 MB
fifth_squid v3 1680 games, 1975923 moves, e=0.010, loss: 460.0, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.340, 2.879 sec/game, 67.9 min. total, 993.0 MB
fifth_squid v3 1681 games, 1977289 moves, e=0.010, loss: 441.1, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.350, 2.885 sec/game, 68.0 min. total, 994.4 MB
fifth_squid v3 1682 games, 1978699 moves, e=0.010, loss: 459.8, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.368, 2.897 sec/game, 68.0 min. total, 996.8 MB
fifth_squid v3 1683 games, 1980126 moves, e=0.010, loss: 454.5, -, 0.4% elo% vs. random_no_suicide, avg. reward: 12.366, 2.908 sec/game, 68.1 min. total, 996.5 MB
fifth_squid v3 1684 games, 1981578 moves, e=0.010, loss: 436.4, -, 0.3% elo% vs. random_no_suicide, avg. reward: 12.365, 2.918 sec/game, 68.1 min. total, 997.4 MB
fifth_squid v3 1685 games, 1983002 moves, e=0.010, loss: 447.5, -, 0.3% elo% vs. random_no_suicide, avg. reward: 12.392, 2.923 sec/game, 68.2 min. total, 997.1 MB
fifth_squid v3 1686 games, 1984409 moves, e=0.010, loss: 461.6, -, 0.3% elo% vs. random_no_suicide, avg. reward: 12.406, 2.924 sec/game, 68.2 min. total, 997.8 MB
fifth_squid v3 1687 games, 1985801 moves, e=0.010, loss: 468.0, -, 0.3% elo% vs. random_no_suicide, avg. reward: 12.427, 2.925 sec/game, 68.3 min. total, 997.6 MB
fifth_squid v3 1688 games, 1987120 moves, e=0.010, loss: 480.2, -, 0.3% elo% vs. random_no_suicide, avg. reward: 12.412, 2.915 sec/game, 68.3 min. total, 997.4 MB
fifth_squid v3 1689 games, 1988491 moves, e=0.010, loss: 459.8, -, 0.3% elo% vs. random_no_suicide, avg. reward: 12.426, 2.910 sec/game, 68.4 min. total, 998.9 MB
fifth_squid v3 1690 games, 1989844 moves, e=0.010, loss: 433.4, -, 0.3% elo% vs. random_no_suicide, avg. reward: 12.438, 2.899 sec/game, 68.4 min. total, 998.9 MB
fifth_squid v3 1691 games, 1991241 moves, e=0.010, loss: 434.5, -, 0.3% elo% vs. random_no_suicide, avg. reward: 12.438, 2.900 sec/game, 68.5 min. total, 998.4 MB
fifth_squid v3 1692 games, 1992842 moves, e=0.010, loss: 409.5, -, 0.3% elo% vs. random_no_suicide, avg. reward: 12.429, 2.924 sec/game, 68.5 min. total, 999.2 MB
fifth_squid v3 1693 games, 1994276 moves, e=0.010, loss: 361.6, -, 0.3% elo% vs. random_no_suicide, avg. reward: 12.411, 2.921 sec/game, 68.6 min. total, 999.1 MB
fifth_squid v3 1694 games, 1995822 moves, e=0.010, loss: 345.8, -, 0.3% elo% vs. random_no_suicide, avg. reward: 12.392, 2.932 sec/game, 68.6 min. total, 999.5 MB
fifth_squid v3 1695 games, 1997523 moves, e=0.010, loss: 322.0, -, 0.3% elo% vs. random_no_suicide, avg. reward: 12.385, 2.947 sec/game, 68.7 min. total, 999.9 MB
fifth_squid v3 1696 games, 1998736 moves, e=0.010, loss: 291.5, -, 0.3% elo% vs. random_no_suicide, avg. reward: 12.371, 2.933 sec/game, 68.7 min. total, 1002.1 MB
fifth_squid v3 1697 games, 2000108 moves, e=0.010, loss: 275.3, -, 0.3% elo% vs. random_no_suicide, avg. reward: 12.340, 2.927 sec/game, 68.8 min. total, 1001.3 MB
fifth_squid v3 1698 games, 2001390 moves, e=0.010, loss: 269.5, -, 0.3% elo% vs. random_no_suicide, avg. reward: 12.334, 2.926 sec/game, 68.8 min. total, 1001.5 MB
fifth_squid v3 1699 games, 2002693 moves, e=0.010, loss: 266.5, -, 0.3% elo% vs. random_no_suicide, avg. reward: 12.333, 2.922 sec/game, 68.9 min. total, 1002.3 MB
fifth_squid v3 1700 games, 2004110 moves, e=0.010, loss: 257.9, -, 0.3% elo% vs. random_no_suicide, avg. reward: 12.339, 2.919 sec/game, 68.9 min. total, 1002.5 MB
fifth_squid v3 1701 games, 2005494 moves, e=0.010, loss: 274.3, -, 0.3% elo% vs. random_no_suicide, avg. reward: 12.338, 2.906 sec/game, 69.0 min. total, 1003.0 MB
fifth_squid v3 1702 games, 2006738 moves, e=0.010, loss: 271.9, -, 0.3% elo% vs. random_no_suicide, avg. reward: 12.332, 2.894 sec/game, 69.0 min. total, 1003.0 MB
fifth_squid v3 1703 games, 2008097 moves, e=0.010, loss: 283.9, -, 0.3% elo% vs. random_no_suicide, avg. reward: 12.331, 2.880 sec/game, 69.0 min. total, 1004.8 MB
fifth_squid v3 1704 games, 2009368 moves, e=0.010, loss: 316.5, -, 0.3% elo% vs. random_no_suicide, avg. reward: 12.317, 2.863 sec/game, 69.1 min. total, 1005.1 MB
fifth_squid v3 1705 games, 2010672 moves, e=0.010, loss: 317.0, -, 0.3% elo% vs. random_no_suicide, avg. reward: 12.309, 2.848 sec/game, 69.1 min. total, 1005.5 MB
fifth_squid v3 1706 games, 2012008 moves, e=0.010, loss: 336.9, -, 0.3% elo% vs. random_no_suicide, avg. reward: 12.298, 2.838 sec/game, 69.2 min. total, 1006.0 MB
fifth_squid v3 1707 games, 2013276 moves, e=0.010, loss: 344.6, -, 0.3% elo% vs. random_no_suicide, avg. reward: 12.306, 2.824 sec/game, 69.2 min. total, 1006.4 MB
fifth_squid v3 1708 games, 2014460 moves, e=0.010, loss: 364.2, -, 0.3% elo% vs. random_no_suicide, avg. reward: 12.300, 2.818 sec/game, 69.3 min. total, 1006.8 MB
fifth_squid v3 1709 games, 2015750 moves, e=0.010, loss: 377.7, -, 0.3% elo% vs. random_no_suicide, avg. reward: 12.282, 2.813 sec/game, 69.3 min. total, 1007.0 MB
fifth_squid v3 1710 games, 2017002 moves, e=0.010, loss: 369.9, -, 0.3% elo% vs. random_no_suicide, avg. reward: 12.278, 2.799 sec/game, 69.4 min. total, 1006.9 MB
fifth_squid v3 1711 games, 2018260 moves, e=0.010, loss: 368.7, -, 0.3% elo% vs. random_no_suicide, avg. reward: 12.285, 2.788 sec/game, 69.4 min. total, 1007.8 MB
fifth_squid v3 1712 games, 2019659 moves, e=0.010, loss: 371.5, -, 0.3% elo% vs. random_no_suicide, avg. reward: 12.270, 2.769 sec/game, 69.4 min. total, 1009.9 MB
fifth_squid v3 1713 games, 2021030 moves, e=0.010, loss: 367.5, -, 0.3% elo% vs. random_no_suicide, avg. reward: 12.272, 2.769 sec/game, 69.5 min. total, 1008.6 MB
fifth_squid v3 1714 games, 2022417 moves, e=0.010, loss: 368.1, -, 0.3% elo% vs. random_no_suicide, avg. reward: 12.263, 2.758 sec/game, 69.5 min. total, 1009.2 MB
fifth_squid v3 1715 games, 2023980 moves, e=0.010, loss: 347.1, -, 0.3% elo% vs. random_no_suicide, avg. reward: 12.245, 2.745 sec/game, 69.6 min. total, 1008.8 MB
fifth_squid v3 1716 games, 2025358 moves, e=0.010, loss: 331.6, -, 0.3% elo% vs. random_no_suicide, avg. reward: 12.236, 2.761 sec/game, 69.6 min. total, 1009.5 MB
fifth_squid v3 1717 games, 2026864 moves, e=0.010, loss: 323.6, -, 0.3% elo% vs. random_no_suicide, avg. reward: 12.221, 2.767 sec/game, 69.7 min. total, 1009.1 MB
fifth_squid v3 1718 games, 2028261 moves, e=0.010, loss: 321.7, -, 0.3% elo% vs. random_no_suicide, avg. reward: 12.215, 2.785 sec/game, 69.7 min. total, 1010.1 MB
fifth_squid v3 1719 games, 2029551 moves, e=0.010, loss: 314.1, -, 0.3% elo% vs. random_no_suicide, avg. reward: 12.233, 2.776 sec/game, 69.8 min. total, 1009.3 MB
fifth_squid v3 1720 games, 2030915 moves, e=0.010, loss: 296.0, -, 0.3% elo% vs. random_no_suicide, avg. reward: 12.239, 2.772 sec/game, 69.8 min. total, 1010.2 MB
fifth_squid v3 1721 games, 2032361 moves, e=0.010, loss: 292.9, -, 0.3% elo% vs. random_no_suicide, avg. reward: 12.224, 2.781 sec/game, 69.9 min. total, 1009.7 MB
fifth_squid v3 1722 games, 2033779 moves, e=0.010, loss: 271.3, -, 0.3% elo% vs. random_no_suicide, avg. reward: 12.221, 2.793 sec/game, 69.9 min. total, 1009.9 MB
fifth_squid v3 1723 games, 2035106 moves, e=0.010, loss: 251.9, -, 0.3% elo% vs. random_no_suicide, avg. reward: 12.215, 2.792 sec/game, 70.0 min. total, 1010.1 MB
fifth_squid v3 1724 games, 2036422 moves, e=0.010, loss: 249.7, -, 0.3% elo% vs. random_no_suicide, avg. reward: 12.229, 2.790 sec/game, 70.0 min. total, 1011.0 MB
fifth_squid v3 1725 games, 2037961 moves, e=0.010, loss: 242.2, -, 0.3% elo% vs. random_no_suicide, avg. reward: 12.220, 2.820 sec/game, 70.1 min. total, 1011.4 MB
fifth_squid v3 1726 games, 2039384 moves, e=0.010, loss: 251.8, -, 0.3% elo% vs. random_no_suicide, avg. reward: 12.219, 2.834 sec/game, 70.1 min. total, 1012.5 MB
fifth_squid v3 1727 games, 2040816 moves, e=0.010, loss: 237.5, -, 0.3% elo% vs. random_no_suicide, avg. reward: 12.211, 2.846 sec/game, 70.2 min. total, 1013.8 MB
fifth_squid v3 1728 games, 2042293 moves, e=0.010, loss: 230.5, -, 0.3% elo% vs. random_no_suicide, avg. reward: 12.204, 2.873 sec/game, 70.2 min. total, 1014.5 MB
fifth_squid v3 1729 games, 2043602 moves, e=0.010, loss: 230.4, -, 0.3% elo% vs. random_no_suicide, avg. reward: 12.200, 2.862 sec/game, 70.3 min. total, 1015.7 MB
fifth_squid v3 1730 games, 2045043 moves, e=0.010, loss: 220.6, -, 0.3% elo% vs. random_no_suicide, avg. reward: 12.200, 2.879 sec/game, 70.3 min. total, 1016.0 MB
fifth_squid v3 1731 games, 2046392 moves, e=0.010, loss: 224.0, -, 0.3% elo% vs. random_no_suicide, avg. reward: 12.194, 2.889 sec/game, 70.4 min. total, 1016.3 MB
fifth_squid v3 1732 games, 2047850 moves, e=0.010, loss: 234.7, -, 0.3% elo% vs. random_no_suicide, avg. reward: 12.193, 2.885 sec/game, 70.4 min. total, 1016.1 MB
fifth_squid v3 1733 games, 2049254 moves, e=0.010, loss: 254.2, -, 0.3% elo% vs. random_no_suicide, avg. reward: 12.203, 2.879 sec/game, 70.5 min. total, 1017.1 MB
fifth_squid v3 1734 games, 2050686 moves, e=0.010, loss: 242.8, -, 0.3% elo% vs. random_no_suicide, avg. reward: 12.219, 2.880 sec/game, 70.5 min. total, 1016.5 MB
fifth_squid v3 1735 games, 2052068 moves, e=0.010, loss: 248.5, -, 0.3% elo% vs. random_no_suicide, avg. reward: 12.215, 2.872 sec/game, 70.6 min. total, 1018.1 MB
fifth_squid v3 1736 games, 2053726 moves, e=0.010, loss: 245.1, -, 0.3% elo% vs. random_no_suicide, avg. reward: 12.208, 2.893 sec/game, 70.6 min. total, 1018.3 MB
fifth_squid v3 1737 games, 2055130 moves, e=0.010, loss: 228.9, -, 0.3% elo% vs. random_no_suicide, avg. reward: 12.217, 2.892 sec/game, 70.7 min. total, 1018.4 MB
fifth_squid v3 1738 games, 2056662 moves, e=0.010, loss: 220.6, -, 0.3% elo% vs. random_no_suicide, avg. reward: 12.189, 2.899 sec/game, 70.7 min. total, 1018.4 MB
fifth_squid v3 1739 games, 2057944 moves, e=0.010, loss: 209.7, -, 0.3% elo% vs. random_no_suicide, avg. reward: 12.185, 2.899 sec/game, 70.8 min. total, 1018.5 MB
fifth_squid v3 1740 games, 2059276 moves, e=0.010, loss: 205.2, -, 0.3% elo% vs. random_no_suicide, avg. reward: 12.171, 2.901 sec/game, 70.8 min. total, 1019.3 MB
fifth_squid v3 1741 games, 2060442 moves, e=0.010, loss: 205.3, -, 0.3% elo% vs. random_no_suicide, avg. reward: 12.157, 2.879 sec/game, 70.8 min. total, 1020.1 MB
fifth_squid v3 1742 games, 2061884 moves, e=0.010, loss: 229.9, -, 0.3% elo% vs. random_no_suicide, avg. reward: 12.151, 2.880 sec/game, 70.9 min. total, 1020.6 MB
fifth_squid v3 1743 games, 2063260 moves, e=0.010, loss: 249.2, -, 0.3% elo% vs. random_no_suicide, avg. reward: 12.160, 2.887 sec/game, 70.9 min. total, 1021.3 MB
fifth_squid v3 1744 games, 2064465 moves, e=0.010, loss: 243.0, -, 0.3% elo% vs. random_no_suicide, avg. reward: 12.157, 2.878 sec/game, 71.0 min. total, 1021.3 MB
fifth_squid v3 1745 games, 2065759 moves, e=0.010, loss: 248.6, -, 0.3% elo% vs. random_no_suicide, avg. reward: 12.158, 2.853 sec/game, 71.0 min. total, 1021.6 MB
fifth_squid v3 1746 games, 2066971 moves, e=0.010, loss: 275.0, -, 0.3% elo% vs. random_no_suicide, avg. reward: 12.156, 2.836 sec/game, 71.1 min. total, 1022.1 MB
fifth_squid v3 1747 games, 2068381 moves, e=0.010, loss: 294.7, -, 0.3% elo% vs. random_no_suicide, avg. reward: 12.186, 2.836 sec/game, 71.1 min. total, 1022.4 MB
fifth_squid v3 1748 games, 2069768 moves, e=0.010, loss: 313.1, -, 0.3% elo% vs. random_no_suicide, avg. reward: 12.178, 2.825 sec/game, 71.2 min. total, 1022.4 MB
fifth_squid v3 1749 games, 2071099 moves, e=0.010, loss: 319.2, -, 0.3% elo% vs. random_no_suicide, avg. reward: 12.171, 2.827 sec/game, 71.2 min. total, 1023.7 MB
fifth_squid v3 1750 games, 2072395 moves, e=0.010, loss: 341.6, -, 0.3% elo% vs. random_no_suicide, avg. reward: 12.164, 2.829 sec/game, 71.3 min. total, 1023.6 MB
fifth_squid v3 1751 games, 2073698 moves, e=0.010, loss: 357.6, -, 0.3% elo% vs. random_no_suicide, avg. reward: 12.152, 2.819 sec/game, 71.3 min. total, 1023.5 MB
fifth_squid v3 1752 games, 2074999 moves, e=0.010, loss: 373.8, -, 0.3% elo% vs. random_no_suicide, avg. reward: 12.144, 2.813 sec/game, 71.3 min. total, 1023.8 MB
fifth_squid v3 1753 games, 2076215 moves, e=0.010, loss: 369.8, -, 0.3% elo% vs. random_no_suicide, avg. reward: 12.143, 2.803 sec/game, 71.4 min. total, 1023.7 MB
fifth_squid v3 1754 games, 2077570 moves, e=0.010, loss: 355.5, -, 0.3% elo% vs. random_no_suicide, avg. reward: 12.125, 2.802 sec/game, 71.4 min. total, 1023.9 MB
fifth_squid v3 1755 games, 2078809 moves, e=0.010, loss: 356.7, -, 0.3% elo% vs. random_no_suicide, avg. reward: 12.129, 2.780 sec/game, 71.5 min. total, 1023.9 MB
fifth_squid v3 1756 games, 2080051 moves, e=0.010, loss: 346.2, -, 0.3% elo% vs. random_no_suicide, avg. reward: 12.126, 2.748 sec/game, 71.5 min. total, 1024.1 MB
fifth_squid v3 1757 games, 2081381 moves, e=0.010, loss: 344.4, -, 0.3% elo% vs. random_no_suicide, avg. reward: 12.119, 2.736 sec/game, 71.6 min. total, 1026.7 MB
fifth_squid v3 1758 games, 2082826 moves, e=0.010, loss: 324.7, -, 0.3% elo% vs. random_no_suicide, avg. reward: 12.115, 2.740 sec/game, 71.6 min. total, 1026.6 MB
fifth_squid v3 1759 games, 2084189 moves, e=0.010, loss: 309.5, -, 0.3% elo% vs. random_no_suicide, avg. reward: 12.089, 2.747 sec/game, 71.7 min. total, 1026.8 MB
fifth_squid v3 1760 games, 2085678 moves, e=0.010, loss: 296.1, -, 0.3% elo% vs. random_no_suicide, avg. reward: 12.082, 2.767 sec/game, 71.7 min. total, 1026.6 MB
fifth_squid v3 1761 games, 2087373 moves, e=0.010, loss: 274.6, -, 0.3% elo% vs. random_no_suicide, avg. reward: 12.060, 2.818 sec/game, 71.8 min. total, 1026.4 MB
fifth_squid v3 1762 games, 2088803 moves, e=0.010, loss: 266.4, -, 0.3% elo% vs. random_no_suicide, avg. reward: 12.066, 2.819 sec/game, 71.8 min. total, 1027.0 MB
fifth_squid v3 1763 games, 2090288 moves, e=0.010, loss: 260.1, -, 0.3% elo% vs. random_no_suicide, avg. reward: 12.061, 2.823 sec/game, 71.9 min. total, 1027.3 MB
fifth_squid v3 1764 games, 2091567 moves, e=0.010, loss: 247.8, -, 0.3% elo% vs. random_no_suicide, avg. reward: 12.062, 2.833 sec/game, 71.9 min. total, 1028.7 MB
fifth_squid v3 1765 games, 2092896 moves, e=0.010, loss: 228.0, -, 0.3% elo% vs. random_no_suicide, avg. reward: 12.043, 2.829 sec/game, 72.0 min. total, 1028.4 MB
fifth_squid v3 1766 games, 2094118 moves, e=0.010, loss: 234.4, -, 0.3% elo% vs. random_no_suicide, avg. reward: 12.032, 2.827 sec/game, 72.0 min. total, 1029.3 MB
fifth_squid v3 1767 games, 2095423 moves, e=0.010, loss: 241.5, -, 0.3% elo% vs. random_no_suicide, avg. reward: 12.018, 2.819 sec/game, 72.1 min. total, 1029.5 MB
fifth_squid v3 1768 games, 2096655 moves, e=0.010, loss: 239.8, -, 0.3% elo% vs. random_no_suicide, avg. reward: 12.022, 2.808 sec/game, 72.1 min. total, 1029.4 MB
fifth_squid v3 1769 games, 2097900 moves, e=0.010, loss: 241.1, -, 0.3% elo% vs. random_no_suicide, avg. reward: 12.004, 2.798 sec/game, 72.1 min. total, 1029.4 MB
fifth_squid v3 1770 games, 2099122 moves, e=0.010, loss: 254.1, -, 0.3% elo% vs. random_no_suicide, avg. reward: 11.999, 2.782 sec/game, 72.2 min. total, 1029.6 MB
fifth_squid v3 1771 games, 2100327 moves, e=0.010, loss: 265.2, -, 0.3% elo% vs. random_no_suicide, avg. reward: 11.987, 2.773 sec/game, 72.2 min. total, 1030.1 MB
fifth_squid v3 1772 games, 2101608 moves, e=0.010, loss: 292.5, -, 0.3% elo% vs. random_no_suicide, avg. reward: 11.996, 2.768 sec/game, 72.3 min. total, 1031.5 MB
fifth_squid v3 1773 games, 2102714 moves, e=0.010, loss: 301.6, -, 0.3% elo% vs. random_no_suicide, avg. reward: 11.977, 2.758 sec/game, 72.3 min. total, 1033.2 MB
fifth_squid v3 1774 games, 2104002 moves, e=0.010, loss: 304.1, -, 0.3% elo% vs. random_no_suicide, avg. reward: 11.973, 2.752 sec/game, 72.4 min. total, 1032.9 MB
fifth_squid v3 1775 games, 2105200 moves, e=0.010, loss: 286.8, -, 0.3% elo% vs. random_no_suicide, avg. reward: 11.957, 2.751 sec/game, 72.4 min. total, 1033.0 MB
fifth_squid v3 1776 games, 2106428 moves, e=0.010, loss: 275.4, -, 0.3% elo% vs. random_no_suicide, avg. reward: 11.931, 2.746 sec/game, 72.4 min. total, 1033.3 MB
fifth_squid v3 1777 games, 2107700 moves, e=0.010, loss: 289.4, -, 0.3% elo% vs. random_no_suicide, avg. reward: 11.921, 2.747 sec/game, 72.5 min. total, 1033.6 MB
fifth_squid v3 1778 games, 2108762 moves, e=0.010, loss: 287.1, -, 0.3% elo% vs. random_no_suicide, avg. reward: 11.890, 2.695 sec/game, 72.5 min. total, 1033.5 MB
fifth_squid v3 1779 games, 2109988 moves, e=0.010, loss: 274.3, -, 0.3% elo% vs. random_no_suicide, avg. reward: 11.875, 2.687 sec/game, 72.6 min. total, 1033.5 MB
fifth_squid v3 1780 games, 2111181 moves, e=0.010, loss: 278.7, -, 0.3% elo% vs. random_no_suicide, avg. reward: 11.879, 2.652 sec/game, 72.6 min. total, 1034.4 MB
fifth_squid v3 1781 games, 2112790 moves, e=0.010, loss: 271.4, -, 0.3% elo% vs. random_no_suicide, avg. reward: 11.871, 2.645 sec/game, 72.7 min. total, 1034.2 MB
fifth_squid v3 1782 games, 2114139 moves, e=0.010, loss: 272.9, -, 0.3% elo% vs. random_no_suicide, avg. reward: 11.855, 2.643 sec/game, 72.7 min. total, 1035.9 MB
fifth_squid v3 1783 games, 2115576 moves, e=0.010, loss: 270.9, -, 0.3% elo% vs. random_no_suicide, avg. reward: 11.837, 2.634 sec/game, 72.8 min. total, 1035.9 MB
fifth_squid v3 1784 games, 2117271 moves, e=0.010, loss: 257.9, -, 0.3% elo% vs. random_no_suicide, avg. reward: 11.839, 2.678 sec/game, 72.8 min. total, 1035.3 MB
fifth_squid v3 1785 games, 2118688 moves, e=0.010, loss: 234.5, -, 0.3% elo% vs. random_no_suicide, avg. reward: 11.827, 2.686 sec/game, 72.9 min. total, 1035.8 MB
fifth_squid v3 1786 games, 2120005 moves, e=0.010, loss: 224.1, -, 0.3% elo% vs. random_no_suicide, avg. reward: 11.818, 2.693 sec/game, 72.9 min. total, 1035.8 MB
fifth_squid v3 1787 games, 2121428 moves, e=0.010, loss: 218.8, -, 0.3% elo% vs. random_no_suicide, avg. reward: 11.807, 2.701 sec/game, 73.0 min. total, 1036.5 MB
fifth_squid v3 1788 games, 2122858 moves, e=0.010, loss: 225.1, -, 0.3% elo% vs. random_no_suicide, avg. reward: 11.793, 2.717 sec/game, 73.0 min. total, 1037.7 MB
fifth_squid v3 1789 games, 2124261 moves, e=0.010, loss: 217.6, -, 0.3% elo% vs. random_no_suicide, avg. reward: 11.763, 2.738 sec/game, 73.1 min. total, 1039.2 MB
fifth_squid v3 1790 games, 2125270 moves, e=0.010, loss: 209.0, -, 0.3% elo% vs. random_no_suicide, avg. reward: 11.731, 2.718 sec/game, 73.1 min. total, 1039.7 MB
fifth_squid v3 1791 games, 2127044 moves, e=0.010, loss: 197.9, -, 0.3% elo% vs. random_no_suicide, avg. reward: 11.735, 2.772 sec/game, 73.1 min. total, 1040.1 MB
fifth_squid v3 1792 games, 2128370 moves, e=0.010, loss: 207.0, -, 0.3% elo% vs. random_no_suicide, avg. reward: 11.736, 2.777 sec/game, 73.2 min. total, 1040.3 MB
